t,ksd,seed,type
43,0.010388641,0,off-target
43,0.004284492,0,target
44,0.008910531,0,off-target
44,0.0042598634,0,target
45,0.008207281,0,off-target
45,0.005764367,0,target
46,0.0077335155,0,off-target
46,0.006796293,0,target
47,0.010037985,0,off-target
47,0.0061865314,0,target
48,0.010555703,0,off-target
48,0.0074828947,0,target
49,0.011721438,0,off-target
49,0.0057722423,0,target
50,0.012400422,0,off-target
50,0.0055366484,0,target
51,0.013789438,0,off-target
51,0.004898996,0,target
52,0.015190688,0,off-target
52,0.0044775703,0,target
53,0.013616422,0,off-target
53,0.0036896602,0,target
54,0.009692766,0,off-target
54,0.0041173985,0,target
55,0.011446609,0,off-target
55,0.0053018946,0,target
56,0.01333125,0,off-target
56,0.0061669764,0,target
57,0.0122095,0,off-target
57,0.0059690545,0,target
58,0.009108125,0,off-target
58,0.00627241,0,target
59,0.010096234,0,off-target
59,0.005846734,0,target
60,0.009603453,0,off-target
60,0.0067810547,0,target
61,0.009162453,0,off-target
61,0.007856305,0,target
62,0.0076930625,0,off-target
62,0.007008828,0,target
63,0.005063672,0,off-target
63,0.006009664,0,target
64,0.0060983435,0,off-target
64,0.006124746,0,target
65,0.0046115625,0,off-target
65,0.0038586445,0,target
66,0.00488375,0,off-target
66,0.0034911407,0,target
67,0.005667656,0,off-target
67,0.0021012852,0,target
68,0.0055690627,0,off-target
68,0.0031810938,0,target
69,0.005875172,0,off-target
69,0.004163199,0,target
70,0.005373297,0,off-target
70,0.0035681953,0,target
71,0.004634547,0,off-target
71,0.0045656366,0,target
72,0.005867781,0,off-target
72,0.005030207,0,target
73,0.0062635783,0,off-target
73,0.005664676,0,target
74,0.004770172,0,off-target
74,0.0066382694,0,target
75,0.005122875,0,off-target
75,0.0056505078,0,target
76,0.00497075,0,off-target
76,0.004893,0,target
77,0.004026484,0,off-target
77,0.0048306757,0,target
78,0.0042078905,0,off-target
78,0.006135953,0,target
79,0.0049623596,0,off-target
79,0.006251742,0,target
80,0.0057049375,0,off-target
80,0.007230641,0,target
81,0.0034772188,0,off-target
81,0.0075161876,0,target
82,0.004393125,0,off-target
82,0.006806332,0,target
83,0.0039057657,0,off-target
83,0.0080319885,0,target
84,0.004516703,0,off-target
84,0.008441137,0,target
85,0.0039940467,0,off-target
85,0.010081441,0,target
86,0.0030931563,0,off-target
86,0.010066067,0,target
87,0.003769297,0,off-target
87,0.009820543,0,target
88,0.0034397657,0,off-target
88,0.008617254,0,target
89,0.0034875781,0,off-target
89,0.008352661,0,target
90,0.0045059533,0,off-target
90,0.007298203,0,target
91,0.0055422033,0,off-target
91,0.007398219,0,target
92,0.006817297,0,off-target
92,0.0062413006,0,target
93,0.008104515,0,off-target
93,0.007416422,0,target
94,0.009563625,0,off-target
94,0.010406261,0,target
95,0.008582594,0,off-target
95,0.012465508,0,target
96,0.00825889,0,off-target
96,0.008686437,0,target
97,0.0061236564,0,off-target
97,0.007904664,0,target
98,0.0083871875,0,off-target
98,0.0072511756,0,target
99,0.01135425,0,off-target
99,0.0058993204,0,target
100,0.010303687,0,off-target
100,0.005823211,0,target
101,0.012003532,0,off-target
101,0.006518492,0,target
102,0.011717609,0,off-target
102,0.010028808,0,target
103,0.013348187,0,off-target
103,0.008015773,0,target
104,0.011079563,0,off-target
104,0.010402558,0,target
105,0.010698578,0,off-target
105,0.01132975,0,target
106,0.012098907,0,off-target
106,0.011779367,0,target
107,0.01400286,0,off-target
107,0.010494289,0,target
108,0.014052609,0,off-target
108,0.012976657,0,target
109,0.011488812,0,off-target
109,0.0135655,0,target
110,0.013792359,0,off-target
110,0.0125104375,0,target
111,0.014734953,0,off-target
111,0.01434175,0,target
112,0.015291094,0,off-target
112,0.012730672,0,target
113,0.015940703,0,off-target
113,0.010525453,0,target
114,0.01819314,0,off-target
114,0.011629422,0,target
115,0.013509938,0,off-target
115,0.012621129,0,target
116,0.014747437,0,off-target
116,0.014049754,0,target
117,0.014705047,0,off-target
117,0.014905082,0,target
118,0.013916781,0,off-target
118,0.015175934,0,target
119,0.012013203,0,off-target
119,0.01334025,0,target
120,0.011281703,0,off-target
120,0.011218102,0,target
121,0.009730125,0,off-target
121,0.008430601,0,target
122,0.00920975,0,off-target
122,0.007357879,0,target
123,0.009022859,0,off-target
123,0.0064918436,0,target
124,0.009334391,0,off-target
124,0.007207203,0,target
125,0.013938375,0,off-target
125,0.007943988,0,target
126,0.015100469,0,off-target
126,0.007739777,0,target
127,0.014418563,0,off-target
127,0.006732543,0,target
128,0.013642593,0,off-target
128,0.0058655236,0,target
129,0.01566578,0,off-target
129,0.005655922,0,target
130,0.015784329,0,off-target
130,0.0050787227,0,target
131,0.013906312,0,off-target
131,0.0069237226,0,target
132,0.0110396715,0,off-target
132,0.0066432655,0,target
133,0.013634235,0,off-target
133,0.006211625,0,target
134,0.014639766,0,off-target
134,0.011161727,0,target
135,0.0136982035,0,off-target
135,0.009660953,0,target
136,0.0164795,0,off-target
136,0.012584774,0,target
137,0.017461875,0,off-target
137,0.010983426,0,target
138,0.02197014,0,off-target
138,0.013849852,0,target
139,0.026463563,0,off-target
139,0.01789855,0,target
140,0.029795906,0,off-target
140,0.014978059,0,target
141,0.032073624,0,off-target
141,0.015430496,0,target
142,0.025222093,0,off-target
142,0.019266726,0,target
143,0.0185455,0,off-target
143,0.019466313,0,target
144,0.014903781,0,off-target
144,0.01958968,0,target
145,0.018426578,0,off-target
145,0.018120175,0,target
146,0.015830578,0,off-target
146,0.0165892,0,target
147,0.014850406,0,off-target
147,0.018324269,0,target
148,0.012719391,0,off-target
148,0.01908423,0,target
149,0.013204875,0,off-target
149,0.016600922,0,target
150,0.012405688,0,off-target
150,0.015703078,0,target
151,0.011226672,0,off-target
151,0.016121712,0,target
152,0.010850937,0,off-target
152,0.020031327,0,target
153,0.011895516,0,off-target
153,0.01911175,0,target
154,0.013503063,0,off-target
154,0.013697113,0,target
155,0.016947782,0,off-target
155,0.011589953,0,target
156,0.012471313,0,off-target
156,0.009948852,0,target
157,0.011952516,0,off-target
157,0.008653836,0,target
158,0.010502031,0,off-target
158,0.0071381796,0,target
159,0.00823975,0,off-target
159,0.005469285,0,target
160,0.007831047,0,off-target
160,0.005601383,0,target
161,0.00712775,0,off-target
161,0.004684707,0,target
162,0.006974906,0,off-target
162,0.0049215234,0,target
163,0.0050495467,0,off-target
163,0.0066801757,0,target
164,0.004666609,0,off-target
164,0.0056035197,0,target
165,0.0047171875,0,off-target
165,0.006352574,0,target
166,0.0064577656,0,off-target
166,0.0063952385,0,target
167,0.008312032,0,off-target
167,0.0065199765,0,target
168,0.008490687,0,off-target
168,0.007107008,0,target
169,0.0071162814,0,off-target
169,0.0073499023,0,target
170,0.008698813,0,off-target
170,0.006408547,0,target
171,0.012312688,0,off-target
171,0.0058941757,0,target
172,0.011260171,0,off-target
172,0.0034827187,0,target
173,0.012032141,0,off-target
173,0.0023843476,0,target
174,0.015508672,0,off-target
174,0.0028062968,0,target
175,0.018092657,0,off-target
175,0.0025240234,0,target
176,0.020203047,0,off-target
176,0.002942875,0,target
177,0.018750187,0,off-target
177,0.002621793,0,target
178,0.018638015,0,off-target
178,0.0029421095,0,target
179,0.016715469,0,off-target
179,0.0033597695,0,target
180,0.019757796,0,off-target
180,0.0028624688,0,target
181,0.019100344,0,off-target
181,0.0028514024,0,target
182,0.023690548,0,off-target
182,0.0034015274,0,target
183,0.0228135,0,off-target
183,0.0040535624,0,target
184,0.01983275,0,off-target
184,0.0040641055,0,target
185,0.018677562,0,off-target
185,0.004520078,0,target
186,0.014908172,0,off-target
186,0.0050834767,0,target
187,0.015040047,0,off-target
187,0.0045900154,0,target
188,0.015897421,0,off-target
188,0.005806832,0,target
189,0.015237453,0,off-target
189,0.0051289806,0,target
190,0.013003,0,off-target
190,0.0059407577,0,target
191,0.0077096717,0,off-target
191,0.007029164,0,target
192,0.006346719,0,off-target
192,0.0071081757,0,target
193,0.006249281,0,off-target
193,0.006184301,0,target
194,0.006309875,0,off-target
194,0.0066600116,0,target
195,0.004848156,0,off-target
195,0.008684969,0,target
196,0.0055371094,0,off-target
196,0.009038172,0,target
197,0.0068036094,0,off-target
197,0.010255133,0,target
198,0.008728031,0,off-target
198,0.008584113,0,target
199,0.006295094,0,off-target
199,0.010988914,0,target
200,0.00593525,0,off-target
200,0.010090468,0,target
201,0.0056936094,0,off-target
201,0.009606883,0,target
202,0.005129,0,off-target
202,0.009527289,0,target
203,0.0070035784,0,off-target
203,0.008218879,0,target
204,0.0067745,0,off-target
204,0.0067151915,0,target
205,0.0073029846,0,off-target
205,0.0070447344,0,target
206,0.0081197815,0,off-target
206,0.007461336,0,target
207,0.009892984,0,off-target
207,0.0074928827,0,target
208,0.011774781,0,off-target
208,0.008284055,0,target
209,0.007872031,0,off-target
209,0.007992321,0,target
210,0.0086407345,0,off-target
210,0.0065950393,0,target
211,0.008732282,0,off-target
211,0.0067499257,0,target
212,0.00812125,0,off-target
212,0.006302875,0,target
213,0.009788141,0,off-target
213,0.0074222186,0,target
214,0.007880718,0,off-target
214,0.0068528983,0,target
215,0.008246547,0,off-target
215,0.0068574413,0,target
216,0.0076584844,0,off-target
216,0.0075465823,0,target
217,0.0057634376,0,off-target
217,0.008850379,0,target
218,0.0062682345,0,off-target
218,0.0077696876,0,target
219,0.0067819376,0,off-target
219,0.007359875,0,target
220,0.0054016407,0,off-target
220,0.008595016,0,target
221,0.008210781,0,off-target
221,0.008491207,0,target
222,0.008267234,0,off-target
222,0.0085611055,0,target
223,0.007935953,0,off-target
223,0.009038371,0,target
224,0.009624484,0,off-target
224,0.008670086,0,target
225,0.009609781,0,off-target
225,0.0070045,0,target
226,0.008039422,0,off-target
226,0.006041715,0,target
227,0.009567922,0,off-target
227,0.006353617,0,target
228,0.010010812,0,off-target
228,0.0066085155,0,target
229,0.013088641,0,off-target
229,0.00705375,0,target
230,0.013352547,0,off-target
230,0.008347032,0,target
231,0.011807047,0,off-target
231,0.005869961,0,target
232,0.009597297,0,off-target
232,0.007328004,0,target
233,0.008122703,0,off-target
233,0.0075847735,0,target
234,0.009995172,0,off-target
234,0.005661793,0,target
235,0.011063109,0,off-target
235,0.007107516,0,target
236,0.012067547,0,off-target
236,0.00630934,0,target
237,0.012639047,0,off-target
237,0.005894262,0,target
238,0.01352775,0,off-target
238,0.006969711,0,target
239,0.014714656,0,off-target
239,0.006894242,0,target
240,0.020179203,0,off-target
240,0.006846746,0,target
241,0.016477453,0,off-target
241,0.007639699,0,target
242,0.016848594,0,off-target
242,0.009025187,0,target
243,0.016341828,0,off-target
243,0.0071311994,0,target
244,0.017976156,0,off-target
244,0.007195504,0,target
245,0.016619297,0,off-target
245,0.009203867,0,target
246,0.015836688,0,off-target
246,0.011338093,0,target
247,0.0151848905,0,off-target
247,0.008772863,0,target
248,0.0117155155,0,off-target
248,0.00932039,0,target
249,0.010415235,0,off-target
249,0.009634512,0,target
250,0.010326906,0,off-target
250,0.011179945,0,target
251,0.009736765,0,off-target
251,0.0127915,0,target
252,0.009379266,0,off-target
252,0.01643466,0,target
253,0.008862735,0,off-target
253,0.016288672,0,target
254,0.0104710935,0,off-target
254,0.017009692,0,target
255,0.008509094,0,off-target
255,0.010934551,0,target
256,0.007162,0,off-target
256,0.0105408635,0,target
257,0.0071961717,0,off-target
257,0.009630254,0,target
258,0.0066519533,0,off-target
258,0.010987391,0,target
259,0.00503625,0,off-target
259,0.009544781,0,target
260,0.0044909376,0,off-target
260,0.008841238,0,target
261,0.004767531,0,off-target
261,0.009096211,0,target
262,0.0050681094,0,off-target
262,0.008367301,0,target
263,0.0052357656,0,off-target
263,0.0067522735,0,target
264,0.0063894377,0,off-target
264,0.0051014065,0,target
265,0.0071703126,0,off-target
265,0.005629164,0,target
266,0.008905875,0,off-target
266,0.0049690157,0,target
267,0.0068452344,0,off-target
267,0.005093113,0,target
268,0.007732344,0,off-target
268,0.005428379,0,target
269,0.010378406,0,off-target
269,0.007961782,0,target
270,0.008414859,0,off-target
270,0.009114875,0,target
271,0.006801734,0,off-target
271,0.008298515,0,target
272,0.0064791874,0,off-target
272,0.0060171876,0,target
273,0.005539828,0,off-target
273,0.0060725547,0,target
274,0.0071467343,0,off-target
274,0.0054896446,0,target
275,0.0072635626,0,off-target
275,0.0051167463,0,target
276,0.008409578,0,off-target
276,0.0048012305,0,target
277,0.008461937,0,off-target
277,0.004950379,0,target
278,0.007993094,0,off-target
278,0.0036181407,0,target
279,0.008716718,0,off-target
279,0.0047538127,0,target
280,0.007744094,0,off-target
280,0.0033649062,0,target
281,0.010898891,0,off-target
281,0.003961285,0,target
282,0.009053016,0,off-target
282,0.0043347813,0,target
283,0.009347078,0,off-target
283,0.0034323086,0,target
284,0.006396453,0,off-target
284,0.0045726993,0,target
285,0.0059935623,0,off-target
285,0.0047303243,0,target
286,0.0076572346,0,off-target
286,0.0056335703,0,target
287,0.011097203,0,off-target
287,0.006515664,0,target
288,0.012729609,0,off-target
288,0.007274535,0,target
289,0.011243938,0,off-target
289,0.00696475,0,target
290,0.010906578,0,off-target
290,0.007529879,0,target
291,0.010812828,0,off-target
291,0.00885434,0,target
292,0.008996922,0,off-target
292,0.008539719,0,target
293,0.00825975,0,off-target
293,0.008717926,0,target
294,0.008558344,0,off-target
294,0.009966281,0,target
295,0.008790282,0,off-target
295,0.009852297,0,target
296,0.007680766,0,off-target
296,0.011078899,0,target
297,0.006876828,0,off-target
297,0.009637918,0,target
298,0.006364891,0,off-target
298,0.007965914,0,target
299,0.007883469,0,off-target
299,0.006118219,0,target
300,0.0068110935,0,off-target
300,0.0070456173,0,target
301,0.0079825,0,off-target
301,0.0078072343,0,target
302,0.0103673125,0,off-target
302,0.00646625,0,target
303,0.010845172,0,off-target
303,0.006365848,0,target
304,0.010960547,0,off-target
304,0.005902434,0,target
305,0.012265703,0,off-target
305,0.006182047,0,target
306,0.017415078,0,off-target
306,0.0068434803,0,target
307,0.017369688,0,off-target
307,0.008696328,0,target
308,0.0137904845,0,off-target
308,0.009178063,0,target
309,0.015967265,0,off-target
309,0.010246832,0,target
310,0.018151453,0,off-target
310,0.0104480935,0,target
311,0.015509344,0,off-target
311,0.010069297,0,target
312,0.015059125,0,off-target
312,0.010595371,0,target
313,0.014421125,0,off-target
313,0.013865758,0,target
314,0.013244609,0,off-target
314,0.013666234,0,target
315,0.016772203,0,off-target
315,0.014217391,0,target
316,0.014313906,0,off-target
316,0.012884469,0,target
317,0.014631688,0,off-target
317,0.011711211,0,target
318,0.015149687,0,off-target
318,0.013557039,0,target
319,0.015194516,0,off-target
319,0.014460773,0,target
320,0.015229016,0,off-target
320,0.013836328,0,target
321,0.013463094,0,off-target
321,0.012975371,0,target
322,0.014076797,0,off-target
322,0.009775804,0,target
323,0.013260203,0,off-target
323,0.009703618,0,target
324,0.013331765,0,off-target
324,0.008794113,0,target
325,0.013728141,0,off-target
325,0.010406582,0,target
326,0.010968031,0,off-target
326,0.010356101,0,target
327,0.013069484,0,off-target
327,0.011849246,0,target
328,0.015522063,0,off-target
328,0.01348052,0,target
329,0.012560094,0,off-target
329,0.01013018,0,target
330,0.01285239,0,off-target
330,0.010121473,0,target
331,0.011183812,0,off-target
331,0.009252379,0,target
332,0.010270797,0,off-target
332,0.0081082,0,target
333,0.009323375,0,off-target
333,0.008837262,0,target
334,0.0114985155,0,off-target
334,0.010384367,0,target
335,0.011038469,0,off-target
335,0.010016086,0,target
336,0.010846016,0,off-target
336,0.009296758,0,target
337,0.008771781,0,off-target
337,0.010353043,0,target
338,0.007907359,0,off-target
338,0.010241735,0,target
339,0.008854125,0,off-target
339,0.009729329,0,target
340,0.007703953,0,off-target
340,0.007588258,0,target
341,0.0064816405,0,off-target
341,0.0074306405,0,target
342,0.007515359,0,off-target
342,0.0084284255,0,target
343,0.006921328,0,off-target
343,0.012681856,0,target
344,0.007196672,0,off-target
344,0.011313062,0,target
345,0.008128282,0,off-target
345,0.010656734,0,target
346,0.008416297,0,off-target
346,0.013847887,0,target
347,0.011164437,0,off-target
347,0.011288821,0,target
348,0.0092985,0,off-target
348,0.013093403,0,target
349,0.009566188,0,off-target
349,0.012340629,0,target
350,0.011089062,0,off-target
350,0.012138742,0,target
351,0.01017825,0,off-target
351,0.012793738,0,target
352,0.0108625,0,off-target
352,0.015129617,0,target
353,0.010888406,0,off-target
353,0.013870778,0,target
354,0.008799234,0,off-target
354,0.013308144,0,target
355,0.008510171,0,off-target
355,0.01300961,0,target
356,0.008522453,0,off-target
356,0.011161449,0,target
357,0.0079523595,0,off-target
357,0.009772133,0,target
358,0.009291062,0,off-target
358,0.0065221014,0,target
359,0.009895703,0,off-target
359,0.008191301,0,target
360,0.009195687,0,off-target
360,0.010889141,0,target
361,0.0071796095,0,off-target
361,0.008610411,0,target
362,0.00677725,0,off-target
362,0.00814409,0,target
363,0.0067692813,0,off-target
363,0.009917418,0,target
364,0.007756,0,off-target
364,0.0082683945,0,target
365,0.010505125,0,off-target
365,0.0067288517,0,target
366,0.008599531,0,off-target
366,0.00833691,0,target
367,0.0106674535,0,off-target
367,0.008984508,0,target
368,0.014269813,0,off-target
368,0.009238445,0,target
369,0.013265281,0,off-target
369,0.009473031,0,target
370,0.01215986,0,off-target
370,0.010096371,0,target
371,0.014092406,0,off-target
371,0.014122981,0,target
372,0.01658264,0,off-target
372,0.0146587305,0,target
373,0.015208844,0,off-target
373,0.013250899,0,target
374,0.013419328,0,off-target
374,0.012229328,0,target
375,0.016236298,0,off-target
375,0.0073937695,0,target
376,0.016421016,0,off-target
376,0.008834906,0,target
377,0.01574822,0,off-target
377,0.009949286,0,target
378,0.015911547,0,off-target
378,0.009474918,0,target
379,0.016798813,0,off-target
379,0.011887144,0,target
380,0.020014765,0,off-target
380,0.01589223,0,target
381,0.018162625,0,off-target
381,0.013103008,0,target
382,0.022592,0,off-target
382,0.0138206445,0,target
383,0.020782953,0,off-target
383,0.016461406,0,target
384,0.021052,0,off-target
384,0.015577996,0,target
385,0.02080014,0,off-target
385,0.01752784,0,target
386,0.018887734,0,off-target
386,0.015850125,0,target
387,0.014228656,0,off-target
387,0.013795437,0,target
388,0.012183844,0,off-target
388,0.01376207,0,target
389,0.010581,0,off-target
389,0.011860977,0,target
390,0.008454531,0,off-target
390,0.009681282,0,target
391,0.010862031,0,off-target
391,0.007896473,0,target
392,0.008537938,0,off-target
392,0.006908207,0,target
393,0.008882344,0,off-target
393,0.0076751993,0,target
394,0.0084125465,0,off-target
394,0.008109172,0,target
395,0.007873,0,off-target
395,0.008997562,0,target
396,0.0070096874,0,off-target
396,0.007018008,0,target
397,0.0065118596,0,off-target
397,0.009304957,0,target
398,0.00853125,0,off-target
398,0.011239492,0,target
399,0.0078094685,0,off-target
399,0.01198675,0,target
400,0.009047719,0,off-target
400,0.011548743,0,target
401,0.009214203,0,off-target
401,0.011918289,0,target
402,0.010608828,0,off-target
402,0.010005351,0,target
403,0.008462672,0,off-target
403,0.008565887,0,target
404,0.009438,0,off-target
404,0.010250613,0,target
405,0.010213797,0,off-target
405,0.0074584335,0,target
406,0.009302391,0,off-target
406,0.006883617,0,target
407,0.0065801875,0,off-target
407,0.00785989,0,target
408,0.009002563,0,off-target
408,0.008151777,0,target
409,0.008949985,0,off-target
409,0.012022512,0,target
410,0.0072006406,0,off-target
410,0.01257514,0,target
411,0.0089278435,0,off-target
411,0.011015965,0,target
412,0.010804,0,off-target
412,0.012639262,0,target
413,0.009157734,0,off-target
413,0.010411633,0,target
414,0.008938516,0,off-target
414,0.008440168,0,target
415,0.009095,0,off-target
415,0.009483535,0,target
416,0.0067771873,0,off-target
416,0.010822871,0,target
417,0.006628547,0,off-target
417,0.010630727,0,target
418,0.007034406,0,off-target
418,0.010263304,0,target
419,0.007174406,0,off-target
419,0.010154953,0,target
420,0.006151703,0,off-target
420,0.010771574,0,target
421,0.005489625,0,off-target
421,0.013703844,0,target
422,0.0081705935,0,off-target
422,0.015067687,0,target
423,0.006226094,0,off-target
423,0.0128818005,0,target
424,0.007171875,0,off-target
424,0.012755078,0,target
425,0.006988609,0,off-target
425,0.013760485,0,target
426,0.008939391,0,off-target
426,0.014226703,0,target
427,0.008466047,0,off-target
427,0.014477453,0,target
428,0.0068661408,0,off-target
428,0.01208734,0,target
429,0.008139156,0,off-target
429,0.012589219,0,target
430,0.008824906,0,off-target
430,0.010030273,0,target
431,0.010705453,0,off-target
431,0.0072680586,0,target
432,0.010634282,0,off-target
432,0.007689133,0,target
433,0.011215563,0,off-target
433,0.006392492,0,target
434,0.011889844,0,off-target
434,0.0082654925,0,target
435,0.012632125,0,off-target
435,0.008043688,0,target
436,0.011668282,0,off-target
436,0.005848133,0,target
437,0.0134170465,0,off-target
437,0.006786324,0,target
438,0.015148547,0,off-target
438,0.0062535703,0,target
439,0.015242938,0,off-target
439,0.0066049765,0,target
440,0.016074609,0,off-target
440,0.007307047,0,target
441,0.013232093,0,off-target
441,0.0065793125,0,target
442,0.014107906,0,off-target
442,0.00735482,0,target
443,0.012578688,0,off-target
443,0.0058836327,0,target
444,0.01589875,0,off-target
444,0.0071771326,0,target
445,0.014292016,0,off-target
445,0.007911621,0,target
446,0.013177406,0,off-target
446,0.007957903,0,target
447,0.013165344,0,off-target
447,0.0060184924,0,target
448,0.013764437,0,off-target
448,0.006832176,0,target
449,0.013958484,0,off-target
449,0.007522035,0,target
450,0.010999656,0,off-target
450,0.008509699,0,target
451,0.010240375,0,off-target
451,0.0072214375,0,target
452,0.009028078,0,off-target
452,0.010100734,0,target
453,0.00735275,0,off-target
453,0.009198231,0,target
454,0.005744047,0,off-target
454,0.008545899,0,target
455,0.0058614532,0,off-target
455,0.008744547,0,target
456,0.005634453,0,off-target
456,0.009739743,0,target
457,0.0061544687,0,off-target
457,0.009749094,0,target
458,0.005332844,0,off-target
458,0.009117254,0,target
459,0.007005406,0,off-target
459,0.008728918,0,target
460,0.007608344,0,off-target
460,0.009205617,0,target
461,0.008715344,0,off-target
461,0.005991133,0,target
462,0.008290906,0,off-target
462,0.008532469,0,target
463,0.008150406,0,off-target
463,0.010585453,0,target
464,0.008068078,0,off-target
464,0.011417672,0,target
465,0.0059385626,0,off-target
465,0.008887976,0,target
466,0.007344,0,off-target
466,0.0067498046,0,target
467,0.0066133593,0,off-target
467,0.0079514375,0,target
468,0.007759953,0,off-target
468,0.009647977,0,target
469,0.006597594,0,off-target
469,0.0088419765,0,target
470,0.0070912815,0,off-target
470,0.0069579296,0,target
471,0.007119906,0,off-target
471,0.0070073516,0,target
472,0.005628891,0,off-target
472,0.0062656407,0,target
473,0.007536641,0,off-target
473,0.005951551,0,target
474,0.0076299533,0,off-target
474,0.00653493,0,target
475,0.0071920156,0,off-target
475,0.006604535,0,target
476,0.0073990626,0,off-target
476,0.0056817303,0,target
477,0.010150437,0,off-target
477,0.005888805,0,target
478,0.009477281,0,off-target
478,0.0048768087,0,target
479,0.010205829,0,off-target
479,0.0058276798,0,target
480,0.010226657,0,off-target
480,0.005494988,0,target
481,0.008260375,0,off-target
481,0.0058326446,0,target
482,0.008138812,0,off-target
482,0.0061339373,0,target
483,0.0087173125,0,off-target
483,0.0059846095,0,target
484,0.008608234,0,off-target
484,0.0085665425,0,target
485,0.007916828,0,off-target
485,0.008781856,0,target
486,0.0086330315,0,off-target
486,0.007700008,0,target
487,0.007843156,0,off-target
487,0.009884578,0,target
488,0.009671609,0,off-target
488,0.010638907,0,target
489,0.008231062,0,off-target
489,0.012407011,0,target
490,0.007720625,0,off-target
490,0.015543512,0,target
491,0.009911922,0,off-target
491,0.011971688,0,target
492,0.008937453,0,off-target
492,0.012936336,0,target
493,0.0060779373,0,off-target
493,0.010712336,0,target
494,0.004629844,0,off-target
494,0.01312425,0,target
495,0.005301,0,off-target
495,0.014359336,0,target
496,0.0065810625,0,off-target
496,0.0101823555,0,target
497,0.0052431407,0,off-target
497,0.008399941,0,target
498,0.005535422,0,off-target
498,0.007644098,0,target
499,0.0062575312,0,off-target
499,0.008589852,0,target
500,0.0065028905,0,off-target
500,0.008324707,0,target
501,0.0055728904,0,off-target
501,0.008891946,0,target
502,0.005297172,0,off-target
502,0.007650332,0,target
503,0.005466094,0,off-target
503,0.010217648,0,target
504,0.005306297,0,off-target
504,0.012317559,0,target
505,0.006256797,0,off-target
505,0.011426578,0,target
506,0.007504672,0,off-target
506,0.013937969,0,target
507,0.0072440626,0,off-target
507,0.011283351,0,target
508,0.0055225315,0,off-target
508,0.0114672035,0,target
509,0.0057814373,0,off-target
509,0.010090367,0,target
510,0.0057051405,0,off-target
510,0.01014186,0,target
511,0.006017828,0,off-target
511,0.011926109,0,target
512,0.0069968905,0,off-target
512,0.0076140664,0,target
513,0.0072581717,0,off-target
513,0.0073780273,0,target
514,0.006285453,0,off-target
514,0.008598594,0,target
515,0.005288984,0,off-target
515,0.008733086,0,target
516,0.0056898124,0,off-target
516,0.008521016,0,target
517,0.004353469,0,off-target
517,0.008861804,0,target
518,0.004525984,0,off-target
518,0.009234422,0,target
519,0.006486859,0,off-target
519,0.009946074,0,target
520,0.0060945936,0,off-target
520,0.0057121525,0,target
521,0.004165125,0,off-target
521,0.004859469,0,target
522,0.0044574062,0,off-target
522,0.0037784257,0,target
523,0.0062528905,0,off-target
523,0.003144578,0,target
524,0.005587422,0,off-target
524,0.0036848867,0,target
525,0.004960594,0,off-target
525,0.0038197578,0,target
526,0.0050373124,0,off-target
526,0.003373754,0,target
527,0.0070024845,0,off-target
527,0.005407566,0,target
528,0.007832734,0,off-target
