t,ksd,seed,type
498,0.015259352,1,target
499,0.01576111,1,off-target
499,0.0155406175,1,target
500,0.014092281,1,off-target
500,0.01660053,1,target
501,0.012891609,1,off-target
501,0.017519774,1,target
502,0.011014328,1,off-target
502,0.017645422,1,target
503,0.009248625,1,off-target
503,0.016986016,1,target
504,0.010294633,1,off-target
504,0.01606736,1,target
505,0.009627054,1,off-target
505,0.015619359,1,target
506,0.008308352,1,off-target
506,0.015344898,1,target
507,0.009276187,1,off-target
507,0.015556273,1,target
508,0.008684438,1,off-target
508,0.014801125,1,target
509,0.008584961,1,off-target
509,0.015008883,1,target
510,0.008465563,1,off-target
510,0.014944164,1,target
511,0.007866532,1,off-target
511,0.012729211,1,target
512,0.008251805,1,off-target
512,0.012680539,1,target
513,0.01010143,1,off-target
513,0.012838094,1,target
514,0.010727024,1,off-target
514,0.011599164,1,target
515,0.010522188,1,off-target
515,0.010032477,1,target
516,0.010662711,1,off-target
516,0.00948911,1,target
517,0.010282258,1,off-target
517,0.009600266,1,target
518,0.011439258,1,off-target
518,0.009837078,1,target
519,0.011850524,1,off-target
519,0.008941547,1,target
520,0.011933586,1,off-target
520,0.008109868,1,target
521,0.011550071,1,off-target
521,0.0072840936,1,target
522,0.010943703,1,off-target
522,0.006519586,1,target
523,0.01040425,1,off-target
523,0.0056852186,1,target
524,0.01098218,1,off-target
524,0.0060293283,1,target
525,0.011408461,1,off-target
525,0.0059056873,1,target
526,0.010511125,1,off-target
526,0.0062278984,1,target
527,0.009942968,1,off-target
527,0.0066395313,1,target
528,0.010427773,1,off-target
528,0.0065635704,1,target
529,0.010307781,1,off-target
529,0.007006578,1,target
530,0.009669898,1,off-target
530,0.0062276563,1,target
531,0.009094507,1,off-target
531,0.0072489767,1,target
532,0.009352601,1,off-target
532,0.0072121876,1,target
533,0.010164477,1,off-target
533,0.00717593,1,target
534,0.010421891,1,off-target
534,0.006752992,1,target
535,0.010148671,1,off-target
535,0.006373547,1,target
536,0.011576719,1,off-target
536,0.0066874768,1,target
537,0.012575297,1,off-target
537,0.00700325,1,target
538,0.012939305,1,off-target
538,0.0076363045,1,target
539,0.014314758,1,off-target
539,0.008561554,1,target
540,0.015374648,1,off-target
540,0.0079506645,1,target
541,0.01612293,1,off-target
541,0.0075256564,1,target
542,0.016808383,1,off-target
542,0.008500922,1,target
543,0.016189149,1,off-target
543,0.0078110546,1,target
544,0.01792829,1,off-target
544,0.007454492,1,target
545,0.017111648,1,off-target
545,0.008340672,1,target
546,0.015044899,1,off-target
546,0.007658,1,target
547,0.0150040705,1,off-target
547,0.0074387733,1,target
548,0.015710797,1,off-target
548,0.007813789,1,target
549,0.015697282,1,off-target
549,0.0071084844,1,target
550,0.017203508,1,off-target
550,0.0075087734,1,target
551,0.01650968,1,off-target
551,0.0064657032,1,target
552,0.014612179,1,off-target
552,0.006766766,1,target
553,0.013233359,1,off-target
553,0.007128094,1,target
554,0.012354133,1,off-target
554,0.006550844,1,target
555,0.011820852,1,off-target
555,0.0068829767,1,target
556,0.011893953,1,off-target
556,0.006202664,1,target
557,0.013179,1,off-target
557,0.006235703,1,target
558,0.012792945,1,off-target
558,0.00738325,1,target
559,0.014187968,1,off-target
559,0.0071237423,1,target
560,0.012297906,1,off-target
560,0.007866274,1,target
561,0.011333954,1,off-target
561,0.008232734,1,target
562,0.01186807,1,off-target
562,0.00997343,1,target
563,0.010025976,1,off-target
563,0.010990664,1,target
564,0.009005336,1,off-target
564,0.011492,1,target
565,0.010665141,1,off-target
565,0.011852445,1,target
566,0.011708523,1,off-target
566,0.012488618,1,target
567,0.013101391,1,off-target
567,0.010585758,1,target
568,0.013484586,1,off-target
568,0.010182914,1,target
569,0.012331461,1,off-target
569,0.0098992735,1,target
570,0.012223094,1,off-target
570,0.008673515,1,target
571,0.01057832,1,off-target
571,0.0076854844,1,target
572,0.012092532,1,off-target
572,0.0068860236,1,target
573,0.0131911095,1,off-target
573,0.006811039,1,target
574,0.013554054,1,off-target
574,0.0062961485,1,target
575,0.011784,1,off-target
575,0.005731539,1,target
576,0.011484297,1,off-target
576,0.0059796018,1,target
577,0.010825039,1,off-target
577,0.0063754455,1,target
578,0.00995714,1,off-target
578,0.005919125,1,target
579,0.009902476,1,off-target
579,0.0055515077,1,target
580,0.0106803905,1,off-target
580,0.005497359,1,target
581,0.010904016,1,off-target
581,0.005130758,1,target
582,0.011891641,1,off-target
582,0.004749633,1,target
583,0.010943016,1,off-target
583,0.0049364218,1,target
584,0.009362133,1,off-target
584,0.005515508,1,target
585,0.010086383,1,off-target
585,0.0063971877,1,target
586,0.010343703,1,off-target
586,0.0063866563,1,target
587,0.010539625,1,off-target
587,0.0062886095,1,target
588,0.00850675,1,off-target
588,0.0070676953,1,target
589,0.008762516,1,off-target
589,0.007970195,1,target
590,0.0080573205,1,off-target
590,0.0077116797,1,target
591,0.007552961,1,off-target
591,0.0075296094,1,target
592,0.0077329297,1,off-target
592,0.008156508,1,target
593,0.008489094,1,off-target
593,0.009249242,1,target
594,0.008156977,1,off-target
594,0.00786575,1,target
595,0.007814024,1,off-target
595,0.008883,1,target
596,0.008255711,1,off-target
596,0.009667929,1,target
597,0.010509782,1,off-target
597,0.010123766,1,target
598,0.012176273,1,off-target
598,0.008860492,1,target
599,0.011892445,1,off-target
599,0.008890883,1,target
600,0.01024236,1,off-target
600,0.007916484,1,target
601,0.008471274,1,off-target
601,0.008329992,1,target
602,0.008280797,1,off-target
602,0.009751898,1,target
603,0.0070956326,1,off-target
603,0.010633157,1,target
604,0.008505914,1,off-target
604,0.0106365075,1,target
605,0.009806984,1,off-target
605,0.008432945,1,target
606,0.010565781,1,off-target
606,0.008474774,1,target
607,0.011016406,1,off-target
607,0.0075123515,1,target
608,0.010718641,1,off-target
608,0.007296344,1,target
609,0.010941735,1,off-target
609,0.007870046,1,target
610,0.010368445,1,off-target
610,0.008454523,1,target
611,0.010737938,1,off-target
611,0.008868953,1,target
612,0.011818008,1,off-target
612,0.009140555,1,target
613,0.01273975,1,off-target
613,0.009652516,1,target
614,0.013147219,1,off-target
614,0.008397304,1,target
615,0.012853891,1,off-target
615,0.0088269925,1,target
616,0.01056218,1,off-target
616,0.009796554,1,target
617,0.009255086,1,off-target
617,0.011973132,1,target
618,0.009632304,1,off-target
618,0.013034274,1,target
619,0.009484797,1,off-target
619,0.014306656,1,target
620,0.008180125,1,off-target
620,0.014431071,1,target
621,0.007957563,1,off-target
621,0.013168977,1,target
622,0.008269468,1,off-target
622,0.011841953,1,target
623,0.008976305,1,off-target
623,0.00979318,1,target
624,0.009883172,1,off-target
624,0.011126961,1,target
625,0.01214643,1,off-target
625,0.011058445,1,target
626,0.013425984,1,off-target
626,0.008980188,1,target
627,0.012102985,1,off-target
627,0.008389164,1,target
628,0.012199485,1,off-target
628,0.007815688,1,target
629,0.013056422,1,off-target
629,0.008276336,1,target
630,0.014270609,1,off-target
630,0.0079893125,1,target
631,0.01565014,1,off-target
631,0.0071576717,1,target
632,0.016861008,1,off-target
632,0.007033781,1,target
633,0.018568687,1,off-target
633,0.007785266,1,target
634,0.016677516,1,off-target
634,0.007239711,1,target
635,0.020231804,1,off-target
635,0.0077814376,1,target
636,0.021458257,1,off-target
636,0.0082486095,1,target
637,0.021431953,1,off-target
637,0.0072835,1,target
638,0.02137761,1,off-target
638,0.007706008,1,target
639,0.022686828,1,off-target
639,0.0067548435,1,target
640,0.021294875,1,off-target
640,0.005894117,1,target
641,0.020447774,1,off-target
641,0.00597225,1,target
642,0.0225705,1,off-target
642,0.005525789,1,target
643,0.02405447,1,off-target
643,0.0062269843,1,target
644,0.022164086,1,off-target
644,0.006571836,1,target
645,0.021634828,1,off-target
645,0.006433133,1,target
646,0.021906188,1,off-target
646,0.0070184767,1,target
647,0.017439915,1,off-target
647,0.007962531,1,target
648,0.015671648,1,off-target
648,0.007818711,1,target
649,0.015621007,1,off-target
649,0.008521664,1,target
650,0.016475055,1,off-target
650,0.0073989686,1,target
651,0.018091312,1,off-target
651,0.0071286643,1,target
652,0.018309657,1,off-target
652,0.006590289,1,target
653,0.017801234,1,off-target
653,0.0070493827,1,target
654,0.015901227,1,off-target
654,0.006700336,1,target
655,0.0141678285,1,off-target
655,0.007422781,1,target
656,0.014658461,1,off-target
656,0.0076713045,1,target
657,0.015813883,1,off-target
657,0.007927375,1,target
658,0.013548984,1,off-target
658,0.008478758,1,target
659,0.013374555,1,off-target
659,0.009142922,1,target
660,0.014027078,1,off-target
660,0.009048929,1,target
661,0.013120461,1,off-target
661,0.007597273,1,target
662,0.013877391,1,off-target
662,0.006692211,1,target
663,0.011798484,1,off-target
663,0.006779539,1,target
664,0.011566274,1,off-target
664,0.006928453,1,target
665,0.01201168,1,off-target
665,0.00637132,1,target
666,0.0107681565,1,off-target
666,0.0066537578,1,target
667,0.010345313,1,off-target
667,0.006979117,1,target
668,0.010035938,1,off-target
668,0.0064497343,1,target
669,0.010408867,1,off-target
669,0.007053125,1,target
670,0.01007011,1,off-target
670,0.0073168045,1,target
671,0.012094257,1,off-target
671,0.007839352,1,target
672,0.013174906,1,off-target
672,0.0075902264,1,target
673,0.0139525,1,off-target
673,0.006856414,1,target
674,0.01301693,1,off-target
674,0.006782031,1,target
675,0.012762993,1,off-target
675,0.007105789,1,target
676,0.012338508,1,off-target
676,0.007285781,1,target
677,0.01294175,1,off-target
677,0.006835,1,target
678,0.01221632,1,off-target
678,0.0074630314,1,target
679,0.01270918,1,off-target
679,0.008477843,1,target
680,0.011180524,1,off-target
680,0.007748242,1,target
681,0.013978586,1,off-target
681,0.008022461,1,target
682,0.014935586,1,off-target
682,0.008099007,1,target
683,0.0151693905,1,off-target
683,0.00909218,1,target
684,0.01482732,1,off-target
684,0.008544735,1,target
685,0.01462989,1,off-target
685,0.008117047,1,target
686,0.013563742,1,off-target
686,0.0077178907,1,target
687,0.012853969,1,off-target
687,0.008540281,1,target
688,0.012379078,1,off-target
688,0.008811062,1,target
689,0.011065758,1,off-target
689,0.00849368,1,target
690,0.012790235,1,off-target
690,0.008770812,1,target
691,0.012412398,1,off-target
691,0.008862086,1,target
692,0.013829875,1,off-target
692,0.009201508,1,target
693,0.013533258,1,off-target
693,0.01031011,1,target
694,0.012462664,1,off-target
694,0.009516562,1,target
695,0.012191312,1,off-target
695,0.010121758,1,target
696,0.011305336,1,off-target
696,0.008338789,1,target
697,0.011982797,1,off-target
697,0.008927508,1,target
698,0.011255828,1,off-target
698,0.0096406955,1,target
699,0.011368055,1,off-target
699,0.009257133,1,target
700,0.011300109,1,off-target
700,0.010386156,1,target
701,0.010210531,1,off-target
701,0.011091446,1,target
702,0.010037109,1,off-target
702,0.011278203,1,target
703,0.008953257,1,off-target
703,0.010703703,1,target
704,0.0099016875,1,off-target
704,0.008342062,1,target
705,0.010461601,1,off-target
705,0.006903875,1,target
706,0.011566851,1,off-target
706,0.008145813,1,target
707,0.010468578,1,off-target
707,0.007813719,1,target
708,0.009390867,1,off-target
708,0.007794711,1,target
709,0.009058734,1,off-target
709,0.008204344,1,target
710,0.009125274,1,off-target
710,0.008866047,1,target
711,0.008698101,1,off-target
711,0.008969875,1,target
712,0.008797727,1,off-target
712,0.009583,1,target
713,0.008236289,1,off-target
713,0.009476805,1,target
714,0.007742539,1,off-target
714,0.0093478905,1,target
715,0.0071855313,1,off-target
715,0.0073703905,1,target
716,0.0073263515,1,off-target
716,0.008803094,1,target
717,0.007785047,1,off-target
717,0.009441875,1,target
718,0.008176507,1,off-target
718,0.009230671,1,target
719,0.007582508,1,off-target
719,0.009230719,1,target
720,0.0070660627,1,off-target
720,0.008489422,1,target
721,0.0068036485,1,off-target
721,0.009342523,1,target
722,0.007566625,1,off-target
722,0.008687797,1,target
723,0.007260461,1,off-target
723,0.008635867,1,target
724,0.007725672,1,off-target
724,0.008239734,1,target
725,0.0075117266,1,off-target
725,0.008090781,1,target
726,0.007310766,1,off-target
726,0.007188461,1,target
727,0.007882274,1,off-target
727,0.0074444767,1,target
728,0.008207071,1,off-target
728,0.0067378907,1,target
729,0.0089449845,1,off-target
729,0.0060208826,1,target
730,0.009733297,1,off-target
730,0.0055984454,1,target
731,0.009032265,1,off-target
731,0.0058231484,1,target
732,0.0080690235,1,off-target
732,0.0056907185,1,target
733,0.008064742,1,off-target
733,0.006228547,1,target
734,0.0077771405,1,off-target
734,0.006039617,1,target
735,0.007611836,1,off-target
735,0.005522594,1,target
736,0.0077721328,1,off-target
736,0.005665883,1,target
737,0.007700875,1,off-target
737,0.006040266,1,target
738,0.0076235,1,off-target
738,0.0058136876,1,target
739,0.007764172,1,off-target
739,0.0065219845,1,target
740,0.0068466095,1,off-target
740,0.0069005624,1,target
741,0.0063654142,1,off-target
741,0.005994914,1,target
742,0.0064274375,1,off-target
742,0.0051573203,1,target
743,0.0071601174,1,off-target
743,0.0056537422,1,target
744,0.008261914,1,off-target
744,0.006027703,1,target
745,0.008413399,1,off-target
745,0.005457203,1,target
746,0.007059672,1,off-target
746,0.006069742,1,target
747,0.00694575,1,off-target
747,0.0071211406,1,target
748,0.006589633,1,off-target
748,0.006876914,1,target
749,0.008299227,1,off-target
749,0.0063703205,1,target
750,0.009264359,1,off-target
750,0.005852305,1,target
751,0.010618554,1,off-target
751,0.005658383,1,target
752,0.011428195,1,off-target
752,0.00599818,1,target
753,0.011035906,1,off-target
753,0.0057363906,1,target
754,0.011219907,1,off-target
754,0.0054567815,1,target
755,0.009912789,1,off-target
755,0.0059138048,1,target
756,0.009595078,1,off-target
756,0.0063506407,1,target
757,0.00836757,1,off-target
757,0.006356414,1,target
758,0.008916899,1,off-target
758,0.0056023905,1,target
759,0.009508508,1,off-target
759,0.005110578,1,target
760,0.008886461,1,off-target
760,0.0060355547,1,target
761,0.008112679,1,off-target
761,0.0053407657,1,target
762,0.007850836,1,off-target
762,0.005254672,1,target
763,0.008228641,1,off-target
763,0.004649281,1,target
764,0.0067053437,1,off-target
764,0.0047655,1,target
765,0.0065589063,1,off-target
765,0.0044928906,1,target
766,0.0076576485,1,off-target
766,0.004878203,1,target
767,0.0075393985,1,off-target
767,0.004493242,1,target
768,0.0065315156,1,off-target
768,0.00406075,1,target
769,0.00623443,1,off-target
769,0.0040463437,1,target
770,0.006643164,1,off-target
770,0.0044114143,1,target
771,0.006714125,1,off-target
771,0.0049757813,1,target
772,0.007418461,1,off-target
772,0.0054350235,1,target
773,0.006574383,1,off-target
773,0.005155078,1,target
774,0.0075825155,1,off-target
774,0.005450469,1,target
775,0.0068049845,1,off-target
775,0.0060943905,1,target
776,0.007090672,1,off-target
776,0.0064672343,1,target
777,0.007327586,1,off-target
777,0.0062996172,1,target
778,0.0075422656,1,off-target
778,0.006568586,1,target
779,0.007229992,1,off-target
779,0.0067227893,1,target
780,0.00801175,1,off-target
780,0.006555906,1,target
781,0.008106297,1,off-target
781,0.0067989063,1,target
782,0.007605719,1,off-target
782,0.0069033983,1,target
783,0.0064641796,1,off-target
783,0.006745742,1,target
784,0.0062920935,1,off-target
784,0.0072732186,1,target
785,0.006713406,1,off-target
785,0.007004375,1,target
786,0.0064553986,1,off-target
786,0.0059258593,1,target
787,0.006325172,1,off-target
787,0.006488711,1,target
788,0.006061039,1,off-target
788,0.005776539,1,target
789,0.0054973126,1,off-target
789,0.0047718436,1,target
790,0.0061833593,1,off-target
790,0.0045412267,1,target
791,0.005813328,1,off-target
791,0.004716156,1,target
792,0.0058143907,1,off-target
792,0.004598797,1,target
793,0.0064048357,1,off-target
793,0.0043403674,1,target
794,0.005658805,1,off-target
794,0.0041702343,1,target
795,0.0059912186,1,off-target
795,0.0045481017,1,target
796,0.0071927267,1,off-target
796,0.0045830235,1,target
797,0.007957367,1,off-target
797,0.004763109,1,target
798,0.007859258,1,off-target
798,0.0045243204,1,target
799,0.008240391,1,off-target
799,0.0046355156,1,target
800,0.007983539,1,off-target
800,0.004302375,1,target
801,0.008598968,1,off-target
801,0.003826758,1,target
802,0.008289055,1,off-target
802,0.004768961,1,target
803,0.008836164,1,off-target
803,0.0053717424,1,target
804,0.00888461,1,off-target
804,0.005686633,1,target
805,0.009805718,1,off-target
805,0.007998281,1,target
806,0.010508493,1,off-target
806,0.0067472733,1,target
807,0.009642656,1,off-target
807,0.006226484,1,target
808,0.010361477,1,off-target
808,0.0054146876,1,target
809,0.010525547,1,off-target
809,0.005934125,1,target
810,0.0110053355,1,off-target
810,0.005505742,1,target
811,0.010882524,1,off-target
811,0.004979656,1,target
812,0.010361797,1,off-target
812,0.005151758,1,target
813,0.011822828,1,off-target
813,0.0060935467,1,target
814,0.013952,1,off-target
814,0.0054633124,1,target
815,0.014934508,1,off-target
815,0.005133375,1,target
816,0.015178578,1,off-target
816,0.0055366717,1,target
817,0.015356156,1,off-target
817,0.005397492,1,target
818,0.014234484,1,off-target
818,0.0053385627,1,target
819,0.012433359,1,off-target
819,0.005002484,1,target
820,0.013055453,1,off-target
820,0.0056891874,1,target
821,0.012399695,1,off-target
821,0.005834141,1,target
822,0.011796875,1,off-target
822,0.006671781,1,target
823,0.011497469,1,off-target
823,0.007507367,1,target
824,0.009709024,1,off-target
824,0.006682172,1,target
825,0.009484828,1,off-target
825,0.006375961,1,target
826,0.010010946,1,off-target
826,0.005798297,1,target
827,0.010002242,1,off-target
827,0.0061664376,1,target
828,0.009614399,1,off-target
828,0.006534695,1,target
829,0.009646109,1,off-target
829,0.0072201095,1,target
830,0.008836063,1,off-target
830,0.0073044295,1,target
831,0.00866536,1,off-target
831,0.008305328,1,target
832,0.009482547,1,off-target
832,0.008203648,1,target
833,0.010028836,1,off-target
833,0.0061843204,1,target
834,0.010006172,1,off-target
834,0.006119461,1,target
835,0.010356562,1,off-target
835,0.0068142344,1,target
836,0.012245008,1,off-target
836,0.0068184454,1,target
837,0.015088383,1,off-target
837,0.006899289,1,target
838,0.014476054,1,off-target
838,0.0059681563,1,target
839,0.015529828,1,off-target
839,0.00638257,1,target
840,0.016235344,1,off-target
840,0.0070558595,1,target
841,0.014575391,1,off-target
841,0.0076878592,1,target
842,0.01724682,1,off-target
842,0.0073832655,1,target
843,0.019938376,1,off-target
843,0.007090016,1,target
844,0.02185953,1,off-target
844,0.007904945,1,target
845,0.023280079,1,off-target
845,0.0076531013,1,target
846,0.025393976,1,off-target
846,0.008029484,1,target
847,0.022051852,1,off-target
847,0.0065390156,1,target
848,0.021846024,1,off-target
848,0.00696425,1,target
849,0.022932945,1,off-target
849,0.0068758125,1,target
850,0.026665837,1,off-target
850,0.0066534765,1,target
851,0.024929203,1,off-target
851,0.0070073437,1,target
852,0.02624982,1,off-target
852,0.007225922,1,target
853,0.026439805,1,off-target
853,0.0076984377,1,target
854,0.025924586,1,off-target
854,0.008530328,1,target
855,0.026561625,1,off-target
855,0.008205,1,target
856,0.027442632,1,off-target
856,0.008254203,1,target
857,0.029276524,1,off-target
857,0.006789,1,target
858,0.028552992,1,off-target
858,0.0064863046,1,target
859,0.02879714,1,off-target
859,0.00673882,1,target
860,0.028818648,1,off-target
860,0.0070447656,1,target
861,0.027554609,1,off-target
861,0.0060114297,1,target
862,0.026866516,1,off-target
862,0.0063585313,1,target
863,0.02953539,1,off-target
863,0.0055972654,1,target
864,0.028811634,1,off-target
864,0.005453336,1,target
865,0.026404383,1,off-target
865,0.005794711,1,target
866,0.025792312,1,off-target
866,0.0058248984,1,target
867,0.024254024,1,off-target
867,0.0058665546,1,target
868,0.02453446,1,off-target
868,0.0055495626,1,target
869,0.026922196,1,off-target
869,0.0057766563,1,target
870,0.023769367,1,off-target
870,0.0064030704,1,target
871,0.023603711,1,off-target
871,0.006477344,1,target
872,0.024023157,1,off-target
872,0.007020742,1,target
873,0.022289071,1,off-target
873,0.006373414,1,target
874,0.018628078,1,off-target
874,0.0058934297,1,target
875,0.016745735,1,off-target
875,0.0062941094,1,target
876,0.019312102,1,off-target
876,0.0062484844,1,target
877,0.02169764,1,off-target
877,0.0058584455,1,target
878,0.021305015,1,off-target
878,0.005766391,1,target
879,0.019647915,1,off-target
879,0.0067699924,1,target
880,0.019691234,1,off-target
880,0.007879008,1,target
881,0.019423546,1,off-target
881,0.008061125,1,target
882,0.01972478,1,off-target
882,0.0074572186,1,target
883,0.018251149,1,off-target
883,0.006771633,1,target
884,0.018113382,1,off-target
884,0.007448,1,target
885,0.015692258,1,off-target
885,0.0074233906,1,target
886,0.0138361715,1,off-target
886,0.008319844,1,target
887,0.01438518,1,off-target
887,0.009147266,1,target
888,0.0130657265,1,off-target
888,0.00830986,1,target
889,0.011246243,1,off-target
889,0.007709094,1,target
890,0.01080768,1,off-target
890,0.009111906,1,target
891,0.008975258,1,off-target
891,0.009584227,1,target
892,0.008357688,1,off-target
892,0.010848914,1,target
893,0.007824133,1,off-target
893,0.010917461,1,target
894,0.008442133,1,off-target
894,0.010008453,1,target
895,0.008643976,1,off-target
895,0.010092711,1,target
896,0.00946175,1,off-target
896,0.010316406,1,target
897,0.008944351,1,off-target
897,0.010647789,1,target
898,0.009646633,1,off-target
898,0.00991793,1,target
899,0.009197985,1,off-target
899,0.009911352,1,target
900,0.007765797,1,off-target
900,0.010528375,1,target
901,0.00815907,1,off-target
901,0.010330078,1,target
902,0.008258383,1,off-target
902,0.010485383,1,target
903,0.00810439,1,off-target
903,0.011418813,1,target
904,0.008265297,1,off-target
904,0.01202836,1,target
905,0.008066086,1,off-target
905,0.010084063,1,target
906,0.0074693514,1,off-target
906,0.010272109,1,target
907,0.00790825,1,off-target
907,0.011334586,1,target
908,0.00868907,1,off-target
908,0.01189082,1,target
909,0.009496797,1,off-target
909,0.010632352,1,target
910,0.008620773,1,off-target
910,0.011159235,1,target
911,0.009121297,1,off-target
911,0.011349336,1,target
912,0.009025828,1,off-target
912,0.010418625,1,target
913,0.0083387345,1,off-target
913,0.00960368,1,target
914,0.008813336,1,off-target
914,0.0085508125,1,target
915,0.009796297,1,off-target
915,0.007555656,1,target
916,0.008163797,1,off-target
916,0.007041281,1,target
917,0.008831336,1,off-target
917,0.0065754377,1,target
918,0.009395656,1,off-target
918,0.0062884376,1,target
919,0.009682407,1,off-target
919,0.0064383126,1,target
920,0.008985437,1,off-target
920,0.006712742,1,target
921,0.009160562,1,off-target
921,0.0068757967,1,target
922,0.009170859,1,off-target
922,0.007676078,1,target
923,0.008819813,1,off-target
923,0.007907969,1,target
924,0.008498961,1,off-target
924,0.007869297,1,target
925,0.008538102,1,off-target
925,0.0077258204,1,target
926,0.009571297,1,off-target
926,0.007396219,1,target
927,0.010308757,1,off-target
927,0.0064973827,1,target
928,0.010729429,1,off-target
928,0.006343383,1,target
929,0.00992282,1,off-target
929,0.0069617657,1,target
930,0.009736414,1,off-target
930,0.0065545468,1,target
931,0.008789187,1,off-target
931,0.006392797,1,target
932,0.007780336,1,off-target
932,0.0076241484,1,target
933,0.008515227,1,off-target
933,0.008381094,1,target
934,0.009002609,1,off-target
934,0.008561641,1,target
935,0.008635383,1,off-target
935,0.0089832265,1,target
936,0.008362265,1,off-target
936,0.0077419765,1,target
937,0.0076533123,1,off-target
937,0.006888039,1,target
938,0.008203422,1,off-target
938,0.0061738594,1,target
939,0.009291422,1,off-target
939,0.006307047,1,target
940,0.0089182425,1,off-target
940,0.006581906,1,target
941,0.009119703,1,off-target
941,0.0065412186,1,target
942,0.008012789,1,off-target
942,0.0071614687,1,target
943,0.009006078,1,off-target
943,0.007132766,1,target
944,0.010852945,1,off-target
944,0.007907344,1,target
945,0.011771344,1,off-target
945,0.007682453,1,target
946,0.012015992,1,off-target
946,0.006781344,1,target
947,0.010838023,1,off-target
947,0.006786234,1,target
948,0.011371352,1,off-target
948,0.006798656,1,target
949,0.009352383,1,off-target
949,0.007130836,1,target
950,0.0095465705,1,off-target
950,0.007611203,1,target
951,0.0078788595,1,off-target
951,0.008218883,1,target
952,0.008236172,1,off-target
952,0.0071878983,1,target
953,0.007932633,1,off-target
953,0.0073737577,1,target
954,0.007530867,1,off-target
954,0.008006906,1,target
955,0.0059031015,1,off-target
955,0.007642906,1,target
956,0.0053681564,1,off-target
956,0.0074390154,1,target
957,0.0052397656,1,off-target
957,0.007830656,1,target
958,0.005296492,1,off-target
958,0.005956953,1,target
959,0.004700055,1,off-target
959,0.005813281,1,target
960,0.005480328,1,off-target
960,0.0056486716,1,target
961,0.0058951876,1,off-target
961,0.0059243436,1,target
962,0.006181078,1,off-target
962,0.006298031,1,target
963,0.006460258,1,off-target
963,0.006111094,1,target
964,0.00584007,1,off-target
964,0.006869031,1,target
965,0.006295141,1,off-target
965,0.007573586,1,target
966,0.007558133,1,off-target
966,0.007990258,1,target
967,0.00823432,1,off-target
967,0.0076636174,1,target
968,0.008203641,1,off-target
968,0.008828102,1,target
969,0.007932336,1,off-target
969,0.008693554,1,target
970,0.008063133,1,off-target
970,0.007633086,1,target
971,0.008041922,1,off-target
971,0.007985742,1,target
972,0.008623141,1,off-target
972,0.006885703,1,target
973,0.008645438,1,off-target
973,0.006650742,1,target
974,0.009457766,1,off-target
974,0.006373789,1,target
975,0.009512735,1,off-target
975,0.0060554533,1,target
976,0.009348282,1,off-target
976,0.0061306483,1,target
977,0.009246157,1,off-target
977,0.0059881955,1,target
978,0.008957742,1,off-target
978,0.006539141,1,target
979,0.009631359,1,off-target
979,0.0054527656,1,target
980,0.009113968,1,off-target
980,0.0058852187,1,target
981,0.007933367,1,off-target
981,0.0066005783,1,target
982,0.008208492,1,off-target
982,0.0064017344,1,target
983,0.008002922,1,off-target
983,0.00647275,1,target
984,0.009118836,1,off-target
984,0.006685508,1,target
985,0.0087156715,1,off-target
985,0.0062646875,1,target
986,0.008373437,1,off-target
986,0.006072336,1,target
987,0.009219383,1,off-target
987,0.005195914,1,target
988,0.008635093,1,off-target
988,0.005045422,1,target
989,0.0087013515,1,off-target
989,0.005047703,1,target
990,0.008758102,1,off-target
990,0.004752336,1,target
991,0.007863797,1,off-target
991,0.0047846953,1,target
992,0.006513258,1,off-target
992,0.0046850783,1,target
993,0.005722578,1,off-target
993,0.004451578,1,target
994,0.0063640703,1,off-target
994,0.003960078,1,target
995,0.0065808436,1,off-target
995,0.00438475,1,target
996,0.0069526327,1,off-target
996,0.005425547,1,target
997,0.006725711,1,off-target
997,0.005301828,1,target
998,0.0062465467,1,off-target
998,0.005741141,1,target
999,0.007139172,1,off-target
999,0.0058057187,1,target
1000,0.006607508,1,off-target
1000,0.004970453,1,target
1001,0.0069623515,1,off-target
1001,0.005903672,1,target
1002,0.0064234533,1,off-target
1002,0.0055778357,1,target
1003,0.0061388593,1,off-target
1003,0.0052619297,1,target
1004,0.006176016,1,off-target
1004,0.0051603047,1,target
1005,0.0056644687,1,off-target
1005,0.005328914,1,target
1006,0.005383914,1,off-target
1006,0.004816539,1,target
1007,0.005934422,1,off-target
1007,0.005693258,1,target
1008,0.006205492,1,off-target
1008,0.0062421015,1,target
1009,0.0054307966,1,off-target
1009,0.0065224688,1,target
1010,0.0049204063,1,off-target
1010,0.005810789,1,target
1011,0.0051309923,1,off-target
1011,0.0063533126,1,target
1012,0.004341297,1,off-target
1012,0.0057396484,1,target
1013,0.0045688124,1,off-target
1013,0.006166125,1,target
1014,0.0048398124,1,off-target
1014,0.0053355545,1,target
1015,0.0050059296,1,off-target
1015,0.005948836,1,target
1016,0.0045246873,1,off-target
1016,0.0071106954,1,target
1017,0.004673453,1,off-target
1017,0.006815281,1,target
1018,0.0051375157,1,off-target
1018,0.0069333827,1,target
1019,0.0048757032,1,off-target
1019,0.007795633,1,target
1020,0.0045940937,1,off-target
1020,0.008532532,1,target
1021,0.0045172735,1,off-target
1021,0.009035422,1,target
1022,0.0046747033,1,off-target
1022,0.0083421795,1,target
1023,0.0048124767,1,off-target
1023,0.008840922,1,target
1024,0.004862281,1,off-target
1024,0.009263102,1,target
