t,ksd,seed,type
87,0.009125328,2,off-target
87,0.005905883,2,target
88,0.010731,2,off-target
88,0.0051837265,2,target
89,0.010192672,2,off-target
89,0.0058941212,2,target
90,0.022082547,2,off-target
90,0.013446547,2,target
91,0.028905062,2,off-target
91,0.007737195,2,target
92,0.021415155,2,off-target
92,0.009915386,2,target
93,0.009458656,2,off-target
93,0.0036058868,2,target
94,0.008901609,2,off-target
94,0.0062653944,2,target
95,0.017281609,2,off-target
95,0.007818266,2,target
96,0.007020375,2,off-target
96,0.01033207,2,target
97,0.013858203,2,off-target
97,0.010961571,2,target
98,0.015479031,2,off-target
98,0.015184078,2,target
99,0.01572025,2,off-target
99,0.011138692,2,target
100,0.010980313,2,off-target
100,0.0080146715,2,target
101,0.011365344,2,off-target
101,0.0077167302,2,target
102,0.011982531,2,off-target
102,0.006778742,2,target
103,0.009106297,2,off-target
103,0.014960661,2,target
104,0.008469344,2,off-target
104,0.015961403,2,target
105,0.018225344,2,off-target
105,0.017067192,2,target
106,0.014046547,2,off-target
106,0.009304148,2,target
107,0.0061874846,2,off-target
107,0.007597273,2,target
108,0.010133906,2,off-target
108,0.015106613,2,target
109,0.0075187813,2,off-target
109,0.02290371,2,target
110,0.0084619215,2,off-target
110,0.017899016,2,target
111,0.008727171,2,off-target
111,0.00371109,2,target
112,0.016453734,2,off-target
112,0.011581899,2,target
113,0.008803406,2,off-target
113,0.010894813,2,target
114,0.012267828,2,off-target
114,0.0060787657,2,target
115,0.012718656,2,off-target
115,0.0071598087,2,target
116,0.01040125,2,off-target
116,0.011996472,2,target
117,0.011944188,2,off-target
117,0.019732065,2,target
118,0.0104363905,2,off-target
118,0.010124808,2,target
119,0.016277125,2,off-target
119,0.013207586,2,target
120,0.011459141,2,off-target
120,0.008526481,2,target
121,0.009099141,2,off-target
121,0.013368757,2,target
122,0.008230625,2,off-target
122,0.024032125,2,target
123,0.013690297,2,off-target
123,0.0059486288,2,target
124,0.004092656,2,off-target
124,0.013961195,2,target
125,0.014313844,2,off-target
125,0.016833734,2,target
126,0.019818032,2,off-target
126,0.0047872774,2,target
127,0.018215844,2,off-target
127,0.008171125,2,target
128,0.012932953,2,off-target
128,0.0044290703,2,target
129,0.0067990627,2,off-target
129,0.008473738,2,target
130,0.009277875,2,off-target
130,0.0074977265,2,target
131,0.01805936,2,off-target
131,0.01812544,2,target
132,0.00917175,2,off-target
132,0.010419059,2,target
133,0.011415828,2,off-target
133,0.007917414,2,target
134,0.009093656,2,off-target
134,0.004975785,2,target
135,0.007928687,2,off-target
135,0.005121117,2,target
136,0.010551578,2,off-target
136,0.0043790312,2,target
137,0.026980156,2,off-target
137,0.0077473596,2,target
138,0.013073157,2,off-target
138,0.007621414,2,target
139,0.015952563,2,off-target
139,0.013289609,2,target
140,0.012139016,2,off-target
140,0.007104836,2,target
141,0.011168985,2,off-target
141,0.00742841,2,target
142,0.012291937,2,off-target
142,0.009221852,2,target
143,0.00472225,2,off-target
143,0.016985368,2,target
144,0.009960953,2,off-target
144,0.016841328,2,target
145,0.009589422,2,off-target
145,0.008563258,2,target
146,0.009818984,2,off-target
146,0.0058559845,2,target
147,0.006422469,2,off-target
147,0.002802293,2,target
148,0.011281141,2,off-target
148,0.0073228204,2,target
149,0.009351234,2,off-target
149,0.0037138164,2,target
150,0.005614031,2,off-target
150,0.0071755704,2,target
151,0.010471625,2,off-target
151,0.005626918,2,target
152,0.0071628904,2,off-target
152,0.009264222,2,target
153,0.010356188,2,off-target
153,0.005641246,2,target
154,0.012557468,2,off-target
154,0.013877891,2,target
155,0.0077650156,2,off-target
155,0.014087262,2,target
156,0.0049977032,2,off-target
156,0.005394594,2,target
157,0.018241173,2,off-target
157,0.011213484,2,target
158,0.0066911094,2,off-target
158,0.008258285,2,target
159,0.007667484,2,off-target
159,0.0130773205,2,target
160,0.016631719,2,off-target
160,0.029522125,2,target
161,0.013239875,2,off-target
161,0.018225394,2,target
162,0.0077585313,2,off-target
162,0.017449714,2,target
163,0.0040052813,2,off-target
163,0.01790516,2,target
164,0.021618094,2,off-target
164,0.013238504,2,target
165,0.011785688,2,off-target
165,0.013894164,2,target
166,0.0122895,2,off-target
166,0.0042954334,2,target
167,0.008326375,2,off-target
167,0.0032978985,2,target
168,0.008699094,2,off-target
168,0.007319133,2,target
169,0.016874047,2,off-target
169,0.0069426093,2,target
170,0.013310015,2,off-target
170,0.023558442,2,target
171,0.019866953,2,off-target
171,0.01833387,2,target
172,0.017470563,2,off-target
172,0.012207777,2,target
173,0.019611375,2,off-target
173,0.0061826017,2,target
174,0.008301657,2,off-target
174,0.010268555,2,target
175,0.010953656,2,off-target
175,0.013898258,2,target
176,0.009191078,2,off-target
176,0.014708867,2,target
177,0.009537922,2,off-target
177,0.016552778,2,target
178,0.019725516,2,off-target
178,0.014515688,2,target
179,0.013043344,2,off-target
179,0.012518086,2,target
180,0.013679953,2,off-target
180,0.008062926,2,target
181,0.013769484,2,off-target
181,0.0075570936,2,target
182,0.0108111715,2,off-target
182,0.008533,2,target
183,0.0066103595,2,off-target
183,0.008491125,2,target
184,0.0060835625,2,off-target
184,0.0155106485,2,target
185,0.0082042655,2,off-target
185,0.0096252225,2,target
186,0.01943189,2,off-target
186,0.007251832,2,target
187,0.011362063,2,off-target
187,0.012771625,2,target
188,0.007958781,2,off-target
188,0.025760638,2,target
189,0.0062821717,2,off-target
189,0.0076301326,2,target
190,0.010198375,2,off-target
190,0.011406996,2,target
191,0.010600578,2,off-target
191,0.00596241,2,target
192,0.011616906,2,off-target
192,0.008536957,2,target
193,0.011291703,2,off-target
193,0.008387219,2,target
194,0.0095045,2,off-target
194,0.00382266,2,target
195,0.013982156,2,off-target
195,0.005972133,2,target
196,0.008482172,2,off-target
196,0.012361867,2,target
197,0.005196906,2,off-target
197,0.011207672,2,target
198,0.008711703,2,off-target
198,0.007062223,2,target
199,0.010747062,2,off-target
199,0.01682643,2,target
200,0.012796953,2,off-target
200,0.0087624295,2,target
201,0.013010532,2,off-target
201,0.011121484,2,target
202,0.01956825,2,off-target
202,0.015302277,2,target
203,0.016058609,2,off-target
203,0.006174168,2,target
204,0.0060495627,2,off-target
204,0.012622551,2,target
205,0.0072938595,2,off-target
205,0.015522191,2,target
206,0.016936172,2,off-target
206,0.009649344,2,target
207,0.011325609,2,off-target
207,0.015606883,2,target
208,0.011178609,2,off-target
208,0.00883541,2,target
209,0.013185109,2,off-target
209,0.011500226,2,target
210,0.009224312,2,off-target
210,0.007286922,2,target
211,0.0051071094,2,off-target
211,0.010488859,2,target
212,0.006956953,2,off-target
212,0.008475566,2,target
213,0.008437672,2,off-target
213,0.0075953165,2,target
214,0.016677657,2,off-target
214,0.005964508,2,target
215,0.010915641,2,off-target
215,0.010213649,2,target
216,0.0063477657,2,off-target
216,0.009976668,2,target
217,0.0075224377,2,off-target
217,0.012377649,2,target
218,0.009204703,2,off-target
218,0.0057547423,2,target
219,0.014430344,2,off-target
219,0.0047943243,2,target
220,0.017299548,2,off-target
220,0.00635341,2,target
221,0.008859547,2,off-target
221,0.0053690393,2,target
222,0.008008781,2,off-target
222,0.008901375,2,target
223,0.020716218,2,off-target
223,0.011753387,2,target
224,0.016606515,2,off-target
224,0.012271133,2,target
225,0.025420796,2,off-target
225,0.004355574,2,target
226,0.008961875,2,off-target
226,0.0065867268,2,target
227,0.0068312655,2,off-target
227,0.0052976366,2,target
228,0.010357906,2,off-target
228,0.014478383,2,target
229,0.009867422,2,off-target
229,0.009687832,2,target
230,0.0110725155,2,off-target
230,0.0067400117,2,target
231,0.012599844,2,off-target
231,0.0067468556,2,target
232,0.014477859,2,off-target
232,0.0039867265,2,target
233,0.0068302033,2,off-target
233,0.010329324,2,target
234,0.009534266,2,off-target
234,0.008833586,2,target
235,0.009996391,2,off-target
235,0.030731887,2,target
236,0.014870625,2,off-target
236,0.014324242,2,target
237,0.0109986095,2,off-target
237,0.016950851,2,target
238,0.0049893283,2,off-target
238,0.018512813,2,target
239,0.009592266,2,off-target
239,0.016485015,2,target
240,0.02042522,2,off-target
240,0.014305438,2,target
241,0.013223235,2,off-target
241,0.0154135665,2,target
242,0.0070691407,2,off-target
242,0.008775879,2,target
243,0.0068235314,2,off-target
243,0.013589574,2,target
244,0.005972953,2,off-target
244,0.006535199,2,target
245,0.016589656,2,off-target
245,0.014824961,2,target
246,0.0091881715,2,off-target
246,0.022348555,2,target
247,0.005861375,2,off-target
247,0.029585535,2,target
248,0.0070869373,2,off-target
248,0.022013437,2,target
249,0.00881975,2,off-target
249,0.024881879,2,target
250,0.011839031,2,off-target
250,0.011291758,2,target
251,0.016224781,2,off-target
251,0.007164332,2,target
252,0.011901156,2,off-target
252,0.004136336,2,target
253,0.009388031,2,off-target
253,0.0064568906,2,target
254,0.014923203,2,off-target
254,0.004822,2,target
255,0.014326765,2,off-target
255,0.010966691,2,target
256,0.012427797,2,off-target
256,0.0102412775,2,target
257,0.008563781,2,off-target
257,0.010376867,2,target
258,0.010919984,2,off-target
258,0.008731008,2,target
259,0.006593078,2,off-target
259,0.011888109,2,target
260,0.007028078,2,off-target
260,0.012432777,2,target
261,0.017051343,2,off-target
261,0.008708898,2,target
262,0.012218266,2,off-target
262,0.0065865703,2,target
263,0.015547703,2,off-target
263,0.008383703,2,target
264,0.02166675,2,off-target
264,0.004937664,2,target
265,0.0141660785,2,off-target
265,0.009509399,2,target
266,0.00838975,2,off-target
266,0.011886566,2,target
267,0.007770156,2,off-target
267,0.011131453,2,target
268,0.005877578,2,off-target
268,0.008210637,2,target
269,0.0074412343,2,off-target
269,0.012414676,2,target
270,0.0061699064,2,off-target
270,0.0053978907,2,target
271,0.01459325,2,off-target
271,0.006721887,2,target
272,0.009964469,2,off-target
272,0.0055306447,2,target
273,0.011603562,2,off-target
273,0.005123844,2,target
274,0.017586937,2,off-target
274,0.008498461,2,target
275,0.015479563,2,off-target
275,0.00690775,2,target
276,0.0152375,2,off-target
276,0.007528168,2,target
277,0.006962469,2,off-target
277,0.004799551,2,target
278,0.008291188,2,off-target
278,0.006044328,2,target
279,0.008221797,2,off-target
279,0.011099918,2,target
280,0.0048091407,2,off-target
280,0.015098468,2,target
281,0.008895266,2,off-target
281,0.021146273,2,target
282,0.009854484,2,off-target
282,0.012762641,2,target
283,0.010832188,2,off-target
283,0.009336234,2,target
284,0.010265281,2,off-target
284,0.009057273,2,target
285,0.013231938,2,off-target
285,0.0037450078,2,target
286,0.007214703,2,off-target
286,0.0074148322,2,target
287,0.0085142655,2,off-target
287,0.006133078,2,target
288,0.018018907,2,off-target
288,0.0055662147,2,target
289,0.012653735,2,off-target
289,0.0056884727,2,target
290,0.0062099844,2,off-target
290,0.008764843,2,target
291,0.011427203,2,off-target
291,0.0069501717,2,target
292,0.0069729374,2,off-target
292,0.0062502967,2,target
293,0.0075918594,2,off-target
293,0.005946453,2,target
294,0.006055094,2,off-target
294,0.0067086443,2,target
295,0.012255172,2,off-target
295,0.010417211,2,target
296,0.015758328,2,off-target
296,0.015503816,2,target
297,0.010012156,2,off-target
297,0.009868801,2,target
298,0.00745425,2,off-target
298,0.0160406,2,target
299,0.011456047,2,off-target
299,0.011529403,2,target
300,0.022813031,2,off-target
300,0.011978211,2,target
301,0.015286578,2,off-target
301,0.019626606,2,target
302,0.0068751876,2,off-target
302,0.01090766,2,target
303,0.009543343,2,off-target
303,0.008742289,2,target
304,0.0077986876,2,off-target
304,0.013516184,2,target
305,0.007787047,2,off-target
305,0.015738048,2,target
306,0.010622625,2,off-target
306,0.009656641,2,target
307,0.0071206093,2,off-target
307,0.007712121,2,target
308,0.012618156,2,off-target
308,0.0039216876,2,target
309,0.012722156,2,off-target
309,0.0050224494,2,target
310,0.008205469,2,off-target
310,0.008273328,2,target
311,0.008354188,2,off-target
311,0.0060350234,2,target
312,0.009906703,2,off-target
312,0.0041226135,2,target
313,0.013336454,2,off-target
313,0.010234981,2,target
314,0.008448453,2,off-target
314,0.007766113,2,target
315,0.0072560157,2,off-target
315,0.008208375,2,target
316,0.012789672,2,off-target
316,0.008413235,2,target
317,0.017577235,2,off-target
317,0.008365286,2,target
318,0.012960687,2,off-target
318,0.011913129,2,target
319,0.010282078,2,off-target
319,0.013201922,2,target
320,0.010141422,2,off-target
320,0.010768516,2,target
321,0.0061010155,2,off-target
321,0.0066769766,2,target
322,0.007893765,2,off-target
322,0.0038387773,2,target
323,0.010465156,2,off-target
323,0.012472657,2,target
324,0.011445875,2,off-target
324,0.0063708904,2,target
325,0.0060810624,2,off-target
325,0.0059152306,2,target
326,0.011563688,2,off-target
326,0.011802508,2,target
327,0.016638406,2,off-target
327,0.016420593,2,target
328,0.012490843,2,off-target
328,0.013858203,2,target
329,0.005169672,2,off-target
329,0.012346367,2,target
330,0.011305719,2,off-target
330,0.012822321,2,target
331,0.011164969,2,off-target
331,0.010312312,2,target
332,0.011828437,2,off-target
332,0.008310797,2,target
333,0.009472359,2,off-target
333,0.016960094,2,target
334,0.011421234,2,off-target
334,0.009349477,2,target
335,0.009357625,2,off-target
335,0.0065355236,2,target
336,0.0067830468,2,off-target
336,0.009683746,2,target
337,0.009879421,2,off-target
337,0.007062176,2,target
338,0.009277422,2,off-target
338,0.0056946874,2,target
339,0.009239234,2,off-target
339,0.005822211,2,target
340,0.011070454,2,off-target
340,0.015316586,2,target
341,0.007632094,2,off-target
341,0.016037105,2,target
342,0.0055255154,2,off-target
342,0.014020024,2,target
343,0.005664578,2,off-target
343,0.0098085785,2,target
344,0.0074483436,2,off-target
344,0.01108025,2,target
345,0.015524281,2,off-target
345,0.006324125,2,target
346,0.023150578,2,off-target
346,0.0042054807,2,target
347,0.020318298,2,off-target
347,0.017158734,2,target
348,0.009583516,2,off-target
348,0.013825375,2,target
349,0.009394282,2,off-target
349,0.008223235,2,target
350,0.015513031,2,off-target
350,0.0046955273,2,target
351,0.0071003907,2,off-target
351,0.0068285274,2,target
352,0.008105234,2,off-target
352,0.013639492,2,target
353,0.020283625,2,off-target
353,0.006796797,2,target
354,0.017429328,2,off-target
354,0.02067116,2,target
355,0.0044746874,2,off-target
355,0.021719648,2,target
356,0.016708327,2,off-target
356,0.013496969,2,target
357,0.013793547,2,off-target
357,0.008663633,2,target
358,0.0073294374,2,off-target
358,0.013288895,2,target
359,0.006480625,2,off-target
359,0.021075625,2,target
360,0.009299594,2,off-target
360,0.006207219,2,target
361,0.012839953,2,off-target
361,0.004712664,2,target
362,0.010265203,2,off-target
362,0.010307726,2,target
363,0.025101656,2,off-target
363,0.008162527,2,target
364,0.026252141,2,off-target
364,0.013171797,2,target
365,0.016278172,2,off-target
365,0.01854229,2,target
366,0.013084141,2,off-target
366,0.00807484,2,target
367,0.004860969,2,off-target
367,0.018572122,2,target
368,0.0047190627,2,off-target
368,0.013224672,2,target
369,0.009504719,2,off-target
369,0.008489726,2,target
370,0.008210922,2,off-target
370,0.0072096563,2,target
371,0.012270875,2,off-target
371,0.010783644,2,target
372,0.008151078,2,off-target
372,0.014695078,2,target
373,0.0036156094,2,off-target
373,0.01106093,2,target
374,0.012278453,2,off-target
374,0.009363399,2,target
375,0.012202157,2,off-target
375,0.011636675,2,target
376,0.010131188,2,off-target
376,0.011129258,2,target
377,0.006077953,2,off-target
377,0.008435988,2,target
378,0.008838765,2,off-target
378,0.006273488,2,target
379,0.00920525,2,off-target
379,0.0043902383,2,target
380,0.017072484,2,off-target
380,0.009166601,2,target
381,0.007219797,2,off-target
381,0.0074359844,2,target
382,0.005034344,2,off-target
382,0.013577211,2,target
383,0.010443516,2,off-target
383,0.01157327,2,target
384,0.023057204,2,off-target
384,0.009922664,2,target
385,0.012819094,2,off-target
385,0.01348241,2,target
386,0.013727328,2,off-target
386,0.008798473,2,target
387,0.015634,2,off-target
387,0.0077982736,2,target
388,0.011342812,2,off-target
388,0.005353711,2,target
389,0.025595438,2,off-target
389,0.0034452071,2,target
390,0.014247985,2,off-target
390,0.0067154337,2,target
391,0.013675797,2,off-target
391,0.01567375,2,target
392,0.013212297,2,off-target
392,0.015189141,2,target
393,0.017406063,2,off-target
393,0.0077025783,2,target
394,0.011111562,2,off-target
394,0.0074647306,2,target
395,0.015970219,2,off-target
395,0.006353141,2,target
396,0.02050139,2,off-target
396,0.0075302697,2,target
397,0.015464718,2,off-target
397,0.01796559,2,target
398,0.019030657,2,off-target
398,0.0063746017,2,target
399,0.009697843,2,off-target
399,0.0062303166,2,target
400,0.0063491873,2,off-target
400,0.013020996,2,target
401,0.0050540627,2,off-target
401,0.010522097,2,target
402,0.0065848907,2,off-target
402,0.011162934,2,target
403,0.018174374,2,off-target
403,0.00734859,2,target
404,0.02195186,2,off-target
404,0.008000215,2,target
405,0.0099976715,2,off-target
405,0.016762134,2,target
406,0.008364031,2,off-target
406,0.023579711,2,target
407,0.010231047,2,off-target
407,0.017524824,2,target
408,0.009153766,2,off-target
408,0.010591488,2,target
409,0.012768156,2,off-target
409,0.011677719,2,target
410,0.017349875,2,off-target
410,0.0056165154,2,target
411,0.011564875,2,off-target
411,0.0042640353,2,target
412,0.008126187,2,off-target
412,0.00501557,2,target
413,0.008332422,2,off-target
413,0.005507926,2,target
414,0.013414796,2,off-target
414,0.010470758,2,target
415,0.010333062,2,off-target
415,0.008131894,2,target
416,0.008866422,2,off-target
416,0.006884578,2,target
417,0.0069480157,2,off-target
417,0.006047035,2,target
418,0.0088150315,2,off-target
418,0.008348636,2,target
419,0.008772719,2,off-target
419,0.005543746,2,target
420,0.007834344,2,off-target
420,0.0074855625,2,target
421,0.015599782,2,off-target
421,0.007533875,2,target
422,0.013967328,2,off-target
422,0.0097401645,2,target
423,0.006931078,2,off-target
423,0.00734843,2,target
424,0.0060834377,2,off-target
424,0.0072245314,2,target
425,0.0048407814,2,off-target
425,0.010122293,2,target
426,0.0061756717,2,off-target
426,0.00820977,2,target
427,0.005382172,2,off-target
427,0.0059990194,2,target
428,0.0114462655,2,off-target
428,0.008713781,2,target
429,0.009990438,2,off-target
429,0.008210989,2,target
430,0.010175297,2,off-target
430,0.0062903087,2,target
431,0.008288813,2,off-target
431,0.005095883,2,target
432,0.0059085935,2,off-target
432,0.0071434923,2,target
433,0.010325313,2,off-target
433,0.0064951014,2,target
434,0.0137884375,2,off-target
434,0.003910824,2,target
435,0.017135235,2,off-target
435,0.006625574,2,target
436,0.014995391,2,off-target
436,0.006475789,2,target
437,0.009248437,2,off-target
437,0.009606933,2,target
438,0.009906531,2,off-target
438,0.023288399,2,target
439,0.011129515,2,off-target
439,0.014846856,2,target
440,0.016457625,2,off-target
440,0.018121026,2,target
441,0.008508766,2,off-target
441,0.012446887,2,target
442,0.023192095,2,off-target
442,0.0059977537,2,target
443,0.012745781,2,off-target
443,0.0130064925,2,target
444,0.011993844,2,off-target
444,0.017636703,2,target
445,0.0074073905,2,off-target
445,0.009153152,2,target
446,0.018087562,2,off-target
446,0.022831915,2,target
447,0.01476475,2,off-target
447,0.01256668,2,target
448,0.0146515155,2,off-target
448,0.008223938,2,target
449,0.010390625,2,off-target
449,0.011029215,2,target
450,0.007695141,2,off-target
450,0.00844598,2,target
451,0.009670407,2,off-target
451,0.008504316,2,target
452,0.0071653905,2,off-target
452,0.009120028,2,target
453,0.013014468,2,off-target
453,0.0055531096,2,target
454,0.015545578,2,off-target
454,0.009497906,2,target
455,0.013986687,2,off-target
455,0.010291614,2,target
456,0.012513391,2,off-target
456,0.00828375,2,target
457,0.010006625,2,off-target
457,0.014932871,2,target
458,0.016298437,2,off-target
458,0.00882473,2,target
459,0.008191313,2,off-target
459,0.013374875,2,target
460,0.011234469,2,off-target
460,0.017720485,2,target
461,0.00772475,2,off-target
461,0.013536746,2,target
462,0.006540906,2,off-target
462,0.020959718,2,target
463,0.009032516,2,off-target
463,0.015504656,2,target
464,0.0093375,2,off-target
464,0.009764938,2,target
465,0.0060362346,2,off-target
465,0.013952027,2,target
466,0.005044594,2,off-target
466,0.005480176,2,target
467,0.008364109,2,off-target
467,0.0042755273,2,target
468,0.0068962188,2,off-target
468,0.008294239,2,target
469,0.008529641,2,off-target
469,0.010266172,2,target
470,0.011136235,2,off-target
470,0.01488302,2,target
471,0.0093275625,2,off-target
471,0.015484441,2,target
472,0.012088359,2,off-target
472,0.017596493,2,target
473,0.014773032,2,off-target
473,0.010929441,2,target
474,0.013399969,2,off-target
474,0.006910703,2,target
475,0.0072899843,2,off-target
475,0.0100663435,2,target
476,0.003983547,2,off-target
476,0.0098928595,2,target
477,0.009655422,2,off-target
477,0.007262672,2,target
478,0.006717578,2,off-target
478,0.0065234685,2,target
479,0.0062725623,2,off-target
479,0.009627234,2,target
480,0.009121406,2,off-target
480,0.009154344,2,target
481,0.0122400625,2,off-target
481,0.0137039535,2,target
482,0.011307422,2,off-target
482,0.007864629,2,target
483,0.010299219,2,off-target
483,0.01197945,2,target
484,0.0068348595,2,off-target
484,0.008948196,2,target
485,0.0101912655,2,off-target
485,0.016706266,2,target
486,0.012283375,2,off-target
486,0.014157438,2,target
487,0.007417,2,off-target
487,0.010061316,2,target
488,0.018114218,2,off-target
488,0.009316871,2,target
489,0.008810031,2,off-target
489,0.0054839607,2,target
490,0.0068576406,2,off-target
490,0.009474832,2,target
491,0.0074010314,2,off-target
491,0.008178465,2,target
492,0.018640328,2,off-target
492,0.0067377146,2,target
493,0.016717704,2,off-target
493,0.0048807072,2,target
494,0.01338,2,off-target
494,0.0064324453,2,target
495,0.005099547,2,off-target
495,0.006422883,2,target
496,0.0085083125,2,off-target
496,0.0077318205,2,target
497,0.018375235,2,off-target
497,0.004839652,2,target
498,0.016272625,2,off-target
498,0.008837773,2,target
499,0.019875735,2,off-target
499,0.01067573,2,target
500,0.011493828,2,off-target
500,0.009399574,2,target
501,0.0076137655,2,off-target
501,0.01985777,2,target
502,0.018069532,2,off-target
502,0.009094856,2,target
503,0.009371547,2,off-target
503,0.009881664,2,target
504,0.009197859,2,off-target
504,0.009101711,2,target
505,0.0059411717,2,off-target
505,0.007040066,2,target
506,0.0089257965,2,off-target
506,0.006845246,2,target
507,0.020448625,2,off-target
507,0.009818543,2,target
508,0.02070425,2,off-target
508,0.009236813,2,target
509,0.018929953,2,off-target
509,0.0058166133,2,target
510,0.010288657,2,off-target
510,0.007267004,2,target
511,0.0067878123,2,off-target
511,0.013964093,2,target
512,0.010474797,2,off-target
512,0.008927274,2,target
513,0.0058729844,2,off-target
513,0.015658325,2,target
514,0.0052794064,2,off-target
514,0.007085742,2,target
515,0.011123219,2,off-target
515,0.011392535,2,target
516,0.014269313,2,off-target
516,0.0055681835,2,target
517,0.009393453,2,off-target
517,0.0054383436,2,target
518,0.007628469,2,off-target
518,0.0038239688,2,target
519,0.012417906,2,off-target
519,0.007748961,2,target
520,0.0108475,2,off-target
520,0.007152711,2,target
521,0.011505625,2,off-target
521,0.012138941,2,target
522,0.009215672,2,off-target
522,0.0037973165,2,target
523,0.0123745,2,off-target
523,0.014997828,2,target
524,0.008650937,2,off-target
524,0.018195042,2,target
525,0.0068678283,2,off-target
525,0.013401594,2,target
526,0.011076891,2,off-target
526,0.01034091,2,target
527,0.006870344,2,off-target
527,0.012519016,2,target
528,0.0095870625,2,off-target
528,0.01849341,2,target
529,0.014308438,2,off-target
529,0.0060570627,2,target
530,0.006985125,2,off-target
530,0.012144715,2,target
531,0.007834437,2,off-target
531,0.004924109,2,target
532,0.011191016,2,off-target
532,0.0039262422,2,target
533,0.009644594,2,off-target
533,0.0029923515,2,target
534,0.006545047,2,off-target
534,0.0056385663,2,target
535,0.0061303596,2,off-target
535,0.008411766,2,target
536,0.0058589843,2,off-target
536,0.010712437,2,target
537,0.007531781,2,off-target
537,0.008514938,2,target
538,0.0087125,2,off-target
538,0.008480129,2,target
539,0.012159375,2,off-target
539,0.0033237461,2,target
540,0.013584657,2,off-target
540,0.0071841953,2,target
541,0.014530797,2,off-target
541,0.012621,2,target
542,0.017364735,2,off-target
542,0.0048074764,2,target
543,0.0067690467,2,off-target
543,0.0042868205,2,target
544,0.006071328,2,off-target
544,0.007912988,2,target
545,0.007138047,2,off-target
545,0.0046714065,2,target
546,0.007072625,2,off-target
546,0.0054591834,2,target
547,0.011774687,2,off-target
547,0.010316367,2,target
548,0.013920297,2,off-target
548,0.007620371,2,target
549,0.007100375,2,off-target
549,0.010964836,2,target
550,0.010758453,2,off-target
550,0.0053345077,2,target
551,0.018125718,2,off-target
551,0.011130789,2,target
552,0.007925703,2,off-target
552,0.008403391,2,target
553,0.011041407,2,off-target
553,0.0043724063,2,target
554,0.0060949065,2,off-target
554,0.0030918359,2,target
555,0.013838891,2,off-target
555,0.007889453,2,target
556,0.008162234,2,off-target
556,0.020906007,2,target
557,0.01070625,2,off-target
557,0.011761602,2,target
558,0.015958937,2,off-target
558,0.016310321,2,target
559,0.023654155,2,off-target
559,0.021202125,2,target
560,0.014358672,2,off-target
560,0.024253726,2,target
561,0.018927328,2,off-target
561,0.0140270395,2,target
562,0.016136156,2,off-target
562,0.009225133,2,target
563,0.01141625,2,off-target
563,0.0082065705,2,target
564,0.008710265,2,off-target
564,0.0077941758,2,target
565,0.008994172,2,off-target
565,0.007663969,2,target
566,0.019057047,2,off-target
566,0.009600164,2,target
567,0.009818844,2,off-target
567,0.00872043,2,target
568,0.006203,2,off-target
568,0.0088871755,2,target
569,0.008398047,2,off-target
569,0.011942727,2,target
570,0.011937046,2,off-target
570,0.007558629,2,target
571,0.00990311,2,off-target
571,0.018096648,2,target
572,0.009181234,2,off-target
572,0.01006225,2,target
573,0.014562437,2,off-target
573,0.007476336,2,target
574,0.018186547,2,off-target
574,0.0056979884,2,target
575,0.018937016,2,off-target
575,0.0064927735,2,target
576,0.023755297,2,off-target
576,0.008013265,2,target
577,0.014667765,2,off-target
577,0.0057771015,2,target
578,0.020741312,2,off-target
578,0.013183863,2,target
579,0.015234609,2,off-target
579,0.013759332,2,target
580,0.011485672,2,off-target
580,0.011737332,2,target
581,0.011738063,2,off-target
581,0.00638509,2,target
582,0.01529125,2,off-target
582,0.007660328,2,target
583,0.010219156,2,off-target
583,0.006494008,2,target
584,0.020802485,2,off-target
584,0.011106328,2,target
585,0.011372078,2,off-target
585,0.011879192,2,target
586,0.01797714,2,off-target
586,0.005032875,2,target
587,0.009380968,2,off-target
587,0.013180281,2,target
588,0.007162406,2,off-target
588,0.01563623,2,target
589,0.009484266,2,off-target
589,0.0068493593,2,target
590,0.012378906,2,off-target
590,0.013531625,2,target
591,0.010196672,2,off-target
591,0.0076426677,2,target
592,0.007983547,2,off-target
592,0.010788312,2,target
593,0.008685453,2,off-target
593,0.012297406,2,target
594,0.010410313,2,off-target
594,0.008463367,2,target
595,0.011397718,2,off-target
595,0.007794637,2,target
596,0.012631094,2,off-target
596,0.0080404375,2,target
597,0.022460671,2,off-target
597,0.009887047,2,target
598,0.010633312,2,off-target
598,0.007861191,2,target
599,0.0068857344,2,off-target
599,0.012690727,2,target
600,0.009335657,2,off-target
600,0.008258301,2,target
601,0.012336219,2,off-target
601,0.006803914,2,target
602,0.009473188,2,off-target
602,0.011100605,2,target
603,0.007918937,2,off-target
603,0.009984277,2,target
604,0.010058281,2,off-target
604,0.009054407,2,target
605,0.0046300627,2,off-target
605,0.010616617,2,target
606,0.0059062657,2,off-target
606,0.012556101,2,target
607,0.007512,2,off-target
607,0.008927219,2,target
608,0.0096259685,2,off-target
608,0.013184601,2,target
609,0.011027609,2,off-target
609,0.0063660117,2,target
610,0.009297234,2,off-target
610,0.010046227,2,target
611,0.0094117345,2,off-target
611,0.020155245,2,target
612,0.01092164,2,off-target
612,0.009980711,2,target
613,0.005926047,2,off-target
613,0.010052727,2,target
614,0.013219687,2,off-target
614,0.010526086,2,target
615,0.01294989,2,off-target
615,0.010514027,2,target
616,0.0045648282,2,off-target
