n,p_value,seed,type
500,0.423,75,target
500,0.106,76,off-target
500,0.066,76,target
500,0.002,77,off-target
500,0.761,77,target
500,0.012,78,off-target
500,0.899,78,target
500,0.007,79,off-target
500,0.913,79,target
500,0.481,80,off-target
500,0.392,80,target
500,0.013,81,off-target
500,0.198,81,target
500,0.034,82,off-target
500,0.106,82,target
500,0.2,83,off-target
500,0.842,83,target
500,0.002,84,off-target
500,0.45,84,target
500,0.327,85,off-target
500,0.293,85,target
500,0.682,86,off-target
500,0.465,86,target
500,0.052,87,off-target
500,0.896,87,target
500,0.181,88,off-target
500,0.787,88,target
500,0.268,89,off-target
500,0.597,89,target
500,0.0,90,off-target
500,0.107,90,target
500,0.019,91,off-target
500,0.484,91,target
500,0.189,92,off-target
500,0.784,92,target
500,0.001,93,off-target
500,0.901,93,target
500,0.174,94,off-target
500,0.374,94,target
500,0.032,95,off-target
500,0.722,95,target
500,0.596,96,off-target
500,0.357,96,target
500,0.741,97,off-target
500,0.603,97,target
500,0.356,98,off-target
500,0.541,98,target
500,0.047,99,off-target
500,0.843,99,target
500,0.202,100,off-target
500,0.647,100,target
500,0.002,101,off-target
500,0.191,101,target
500,0.213,102,off-target
500,0.063,102,target
500,0.572,103,off-target
500,0.438,103,target
500,0.004,104,off-target
500,0.214,104,target
500,0.294,105,off-target
500,0.125,105,target
500,0.005,106,off-target
500,0.82,106,target
500,0.04,107,off-target
500,0.69,107,target
500,0.838,108,off-target
500,0.096,108,target
500,0.0,109,off-target
500,0.4,109,target
500,0.001,110,off-target
500,0.084,110,target
500,0.356,111,off-target
500,0.474,111,target
500,0.057,112,off-target
500,0.669,112,target
500,0.175,113,off-target
500,0.582,113,target
500,0.451,114,off-target
500,0.97,114,target
500,0.0,115,off-target
500,0.769,115,target
500,0.112,116,off-target
500,0.643,116,target
500,0.028,117,off-target
500,0.616,117,target
500,0.882,118,off-target
500,0.494,118,target
500,0.034,119,off-target
500,0.168,119,target
500,0.074,120,off-target
500,0.435,120,target
500,0.009,121,off-target
500,0.215,121,target
500,0.0,122,off-target
500,0.982,122,target
500,0.626,123,off-target
500,0.892,123,target
500,0.013,124,off-target
500,0.101,124,target
500,0.025,125,off-target
500,0.434,125,target
500,0.61,126,off-target
500,0.199,126,target
500,0.157,127,off-target
500,0.461,127,target
500,0.001,128,off-target
500,0.815,128,target
500,0.153,129,off-target
500,0.179,129,target
500,0.579,130,off-target
500,0.875,130,target
500,0.081,131,off-target
500,0.346,131,target
500,0.025,132,off-target
500,0.268,132,target
500,0.0,133,off-target
500,0.416,133,target
500,0.005,134,off-target
500,0.519,134,target
500,0.003,135,off-target
500,0.984,135,target
500,0.073,136,off-target
500,0.522,136,target
500,0.015,137,off-target
500,0.881,137,target
500,0.008,138,off-target
500,0.085,138,target
500,0.09,139,off-target
500,0.752,139,target
500,0.443,140,off-target
500,0.951,140,target
500,0.115,141,off-target
500,0.842,141,target
500,0.065,142,off-target
500,0.743,142,target
500,0.135,143,off-target
500,0.936,143,target
500,0.711,144,off-target
500,0.878,144,target
500,0.0,145,off-target
500,0.316,145,target
500,0.006,146,off-target
500,0.595,146,target
500,0.08,147,off-target
500,0.814,147,target
500,0.023,148,off-target
500,0.501,148,target
500,0.0,149,off-target
500,0.423,149,target
500,0.007,150,off-target
500,0.511,150,target
500,0.025,151,off-target
500,0.494,151,target
500,0.073,152,off-target
500,0.407,152,target
500,0.009,153,off-target
500,0.723,153,target
500,0.112,154,off-target
500,0.676,154,target
500,0.279,155,off-target
500,0.952,155,target
500,0.064,156,off-target
500,0.497,156,target
500,0.001,157,off-target
500,0.766,157,target
500,0.166,158,off-target
500,0.571,158,target
500,0.062,159,off-target
500,0.936,159,target
500,0.142,160,off-target
500,0.642,160,target
500,0.059,161,off-target
500,0.859,161,target
500,0.049,162,off-target
500,0.584,162,target
500,0.038,163,off-target
500,0.488,163,target
500,0.171,164,off-target
500,0.781,164,target
500,0.0,165,off-target
500,0.079,165,target
500,0.231,166,off-target
500,0.741,166,target
500,0.343,167,off-target
500,0.548,167,target
500,0.006,168,off-target
500,0.121,168,target
500,0.001,169,off-target
500,0.586,169,target
500,0.0,170,off-target
500,0.186,170,target
500,0.304,171,off-target
500,0.671,171,target
500,0.736,172,off-target
500,0.425,172,target
500,0.008,173,off-target
500,0.187,173,target
500,0.324,174,off-target
500,0.141,174,target
500,0.125,175,off-target
500,0.342,175,target
500,0.399,176,off-target
500,0.244,176,target
500,0.15,177,off-target
500,0.447,177,target
500,0.037,178,off-target
500,0.682,178,target
500,0.032,179,off-target
500,0.127,179,target
500,0.001,180,off-target
500,0.904,180,target
500,0.013,181,off-target
500,0.364,181,target
500,0.012,182,off-target
500,0.53,182,target
500,0.932,183,off-target
500,0.533,183,target
500,0.026,184,off-target
500,0.73,184,target
500,0.02,185,off-target
500,0.64,185,target
500,0.0,186,off-target
500,0.29,186,target
500,0.051,187,off-target
500,0.557,187,target
500,0.011,188,off-target
500,0.098,188,target
500,0.028,189,off-target
500,0.884,189,target
500,0.012,190,off-target
500,0.957,190,target
500,0.409,191,off-target
500,0.308,191,target
500,0.329,192,off-target
500,0.113,192,target
500,0.021,193,off-target
500,0.252,193,target
500,0.029,194,off-target
500,0.418,194,target
500,0.119,195,off-target
500,0.786,195,target
500,0.033,196,off-target
500,0.903,196,target
500,0.085,197,off-target
500,0.595,197,target
500,0.705,198,off-target
500,0.102,198,target
500,0.004,199,off-target
500,0.017,199,target
500,0.11,200,off-target
500,0.327,200,target
500,0.001,201,off-target
500,0.128,201,target
500,0.022,202,off-target
500,0.234,202,target
500,0.177,203,off-target
500,0.338,203,target
500,0.08,204,off-target
500,0.958,204,target
500,0.034,205,off-target
500,0.666,205,target
500,0.015,206,off-target
500,0.497,206,target
500,0.529,207,off-target
500,0.41,207,target
500,0.046,208,off-target
500,0.824,208,target
500,0.029,209,off-target
500,0.195,209,target
500,0.613,210,off-target
500,0.555,210,target
500,0.146,211,off-target
500,0.189,211,target
500,0.372,212,off-target
500,0.923,212,target
500,0.294,213,off-target
500,0.716,213,target
500,0.681,214,off-target
500,0.57,214,target
500,0.254,215,off-target
500,0.499,215,target
500,0.079,216,off-target
500,0.888,216,target
500,0.385,217,off-target
500,0.973,217,target
500,0.008,218,off-target
500,0.357,218,target
500,0.117,219,off-target
500,0.635,219,target
500,0.003,220,off-target
500,0.248,220,target
500,0.006,221,off-target
500,0.13,221,target
500,0.688,222,off-target
500,0.585,222,target
500,0.012,223,off-target
500,0.515,223,target
500,0.067,224,off-target
500,0.616,224,target
500,0.506,225,off-target
500,0.48,225,target
500,0.034,226,off-target
500,0.618,226,target
500,0.014,227,off-target
500,0.739,227,target
500,0.05,228,off-target
500,0.216,228,target
500,0.1,229,off-target
500,0.395,229,target
500,0.157,230,off-target
500,0.2,230,target
500,0.058,231,off-target
500,0.336,231,target
500,0.012,232,off-target
500,0.822,232,target
500,0.181,233,off-target
500,0.142,233,target
500,0.158,234,off-target
500,0.111,234,target
500,0.862,235,off-target
500,0.055,235,target
500,0.2,236,off-target
500,0.98,236,target
500,0.29,237,off-target
500,0.963,237,target
500,0.016,238,off-target
500,0.791,238,target
500,0.016,239,off-target
500,0.594,239,target
500,0.002,240,off-target
500,0.167,240,target
500,0.002,241,off-target
500,0.655,241,target
500,0.093,242,off-target
500,0.038,242,target
500,0.374,243,off-target
500,0.051,243,target
500,0.014,244,off-target
500,0.602,244,target
500,0.039,245,off-target
500,0.039,245,target
500,0.395,246,off-target
500,0.201,246,target
500,0.201,247,off-target
500,0.486,247,target
500,0.028,248,off-target
500,0.571,248,target
500,0.019,249,off-target
500,0.279,249,target
500,0.001,250,off-target
500,0.269,250,target
500,0.0,251,off-target
500,0.717,251,target
500,0.022,252,off-target
500,0.738,252,target
500,0.05,253,off-target
500,0.414,253,target
500,0.013,254,off-target
500,0.142,254,target
500,0.173,255,off-target
500,0.155,255,target
500,0.51,256,off-target
500,0.982,256,target
500,0.034,257,off-target
500,0.388,257,target
500,0.278,258,off-target
500,0.208,258,target
500,0.272,259,off-target
500,0.946,259,target
500,0.043,260,off-target
500,0.461,260,target
500,0.001,261,off-target
500,0.834,261,target
500,0.003,262,off-target
500,0.695,262,target
500,0.05,263,off-target
500,0.704,263,target
500,0.39,264,off-target
500,0.895,264,target
500,0.055,265,off-target
500,0.879,265,target
500,0.0,266,off-target
500,0.434,266,target
500,0.208,267,off-target
500,0.401,267,target
500,0.033,268,off-target
500,0.195,268,target
500,0.0,269,off-target
500,0.819,269,target
500,0.16,270,off-target
500,0.639,270,target
500,0.086,271,off-target
500,0.593,271,target
500,0.704,272,off-target
500,0.254,272,target
500,0.588,273,off-target
500,0.662,273,target
500,0.841,274,off-target
500,0.081,274,target
500,0.154,275,off-target
500,0.063,275,target
500,0.004,276,off-target
500,0.759,276,target
500,0.022,277,off-target
500,0.968,277,target
500,0.848,278,off-target
500,0.771,278,target
500,0.455,279,off-target
500,0.274,279,target
500,0.064,280,off-target
500,0.279,280,target
500,0.0,281,off-target
500,0.38,281,target
500,0.004,282,off-target
500,0.508,282,target
500,0.518,283,off-target
500,0.936,283,target
500,0.058,284,off-target
500,0.019,284,target
500,0.022,285,off-target
500,0.453,285,target
500,0.118,286,off-target
500,0.343,286,target
500,0.194,287,off-target
500,0.715,287,target
500,0.023,288,off-target
500,0.64,288,target
500,0.001,289,off-target
500,0.151,289,target
500,0.015,290,off-target
500,0.874,290,target
500,0.007,291,off-target
500,0.323,291,target
500,0.028,292,off-target
500,0.726,292,target
500,0.087,293,off-target
500,0.177,293,target
500,0.062,294,off-target
500,0.858,294,target
500,0.081,295,off-target
500,0.747,295,target
500,0.0,296,off-target
500,0.546,296,target
500,0.004,297,off-target
500,0.621,297,target
500,0.004,298,off-target
500,0.143,298,target
500,0.178,299,off-target
500,0.091,299,target
500,0.792,300,off-target
500,0.065,300,target
500,0.201,301,off-target
500,0.674,301,target
500,0.006,302,off-target
500,0.949,302,target
500,0.07,303,off-target
500,0.928,303,target
500,0.039,304,off-target
500,0.364,304,target
500,0.463,305,off-target
500,0.511,305,target
500,0.064,306,off-target
500,0.861,306,target
500,0.134,307,off-target
500,0.033,307,target
500,0.489,308,off-target
500,0.181,308,target
500,0.0,309,off-target
500,0.358,309,target
500,0.218,310,off-target
500,0.454,310,target
500,0.006,311,off-target
500,0.348,311,target
500,0.007,312,off-target
500,0.37,312,target
500,0.016,313,off-target
500,0.984,313,target
500,0.219,314,off-target
500,0.568,314,target
500,0.003,315,off-target
500,0.968,315,target
500,0.058,316,off-target
500,0.016,316,target
500,0.0,317,off-target
500,0.643,317,target
500,0.215,318,off-target
500,0.349,318,target
500,0.012,319,off-target
500,0.502,319,target
500,0.006,320,off-target
500,0.45,320,target
500,0.02,321,off-target
500,0.067,321,target
500,0.034,322,off-target
500,0.868,322,target
500,0.037,323,off-target
500,0.48,323,target
500,0.003,324,off-target
500,0.381,324,target
500,0.009,325,off-target
500,0.73,325,target
500,0.207,326,off-target
500,0.911,326,target
500,0.015,327,off-target
500,0.761,327,target
500,0.002,328,off-target
500,0.587,328,target
500,0.014,329,off-target
500,0.459,329,target
500,0.261,330,off-target
500,0.204,330,target
500,0.003,331,off-target
500,0.029,331,target
500,0.016,332,off-target
500,0.394,332,target
500,0.0,333,off-target
500,0.563,333,target
500,0.564,334,off-target
500,0.931,334,target
500,0.009,335,off-target
500,0.399,335,target
500,0.018,336,off-target
500,0.262,336,target
500,0.002,337,off-target
500,0.739,337,target
500,0.216,338,off-target
500,0.785,338,target
500,0.006,339,off-target
500,0.502,339,target
500,0.165,340,off-target
500,0.342,340,target
500,0.001,341,off-target
500,0.612,341,target
500,0.033,342,off-target
500,0.555,342,target
500,0.205,343,off-target
500,0.754,343,target
500,0.121,344,off-target
500,0.092,344,target
500,0.012,345,off-target
500,0.085,345,target
500,0.021,346,off-target
500,0.461,346,target
500,0.013,347,off-target
500,0.661,347,target
500,0.005,348,off-target
500,0.061,348,target
500,0.009,349,off-target
500,0.838,349,target
500,0.089,350,off-target
500,0.32,350,target
500,0.136,351,off-target
500,0.086,351,target
500,0.006,352,off-target
500,0.758,352,target
500,0.372,353,off-target
500,0.095,353,target
500,0.027,354,off-target
500,0.424,354,target
500,0.179,355,off-target
500,0.749,355,target
500,0.004,356,off-target
500,0.383,356,target
500,0.13,357,off-target
500,0.385,357,target
500,0.169,358,off-target
500,0.823,358,target
500,0.009,359,off-target
500,0.018,359,target
500,0.036,360,off-target
500,0.992,360,target
500,0.176,361,off-target
500,0.454,361,target
500,0.404,362,off-target
500,0.109,362,target
500,0.491,363,off-target
500,0.194,363,target
500,0.317,364,off-target
500,0.901,364,target
500,0.198,365,off-target
500,0.959,365,target
500,0.037,366,off-target
500,0.3,366,target
500,0.007,367,off-target
500,0.851,367,target
500,0.011,368,off-target
500,0.177,368,target
500,0.105,369,off-target
500,0.284,369,target
500,0.119,370,off-target
500,0.026,370,target
500,0.002,371,off-target
500,0.406,371,target
500,0.03,372,off-target
500,0.059,372,target
500,0.037,373,off-target
500,0.431,373,target
500,0.147,374,off-target
500,0.707,374,target
500,0.013,375,off-target
500,0.278,375,target
500,0.005,376,off-target
500,0.235,376,target
500,0.166,377,off-target
500,0.488,377,target
500,0.142,378,off-target
500,0.33,378,target
500,0.07,379,off-target
500,0.061,379,target
500,0.061,380,off-target
500,0.749,380,target
500,0.024,381,off-target
500,0.473,381,target
500,0.044,382,off-target
500,0.318,382,target
500,0.0,383,off-target
500,0.898,383,target
500,0.073,384,off-target
500,0.118,384,target
500,0.003,385,off-target
500,0.835,385,target
500,0.047,386,off-target
500,0.66,386,target
500,0.001,387,off-target
500,0.529,387,target
500,0.182,388,off-target
500,0.842,388,target
500,0.195,389,off-target
500,0.646,389,target
500,0.078,390,off-target
500,0.94,390,target
500,0.617,391,off-target
500,0.362,391,target
500,0.025,392,off-target
500,0.187,392,target
500,0.004,393,off-target
500,0.691,393,target
500,0.0,394,off-target
500,0.993,394,target
500,0.22,395,off-target
500,0.986,395,target
500,0.022,396,off-target
500,0.789,396,target
500,0.002,397,off-target
500,0.443,397,target
500,0.078,398,off-target
500,0.769,398,target
500,0.051,399,off-target
500,0.937,399,target
500,0.01,400,off-target
500,0.749,400,target
500,0.711,401,off-target
500,0.425,401,target
500,0.018,402,off-target
500,0.737,402,target
500,0.267,403,off-target
500,0.041,403,target
500,0.015,404,off-target
500,0.938,404,target
500,0.043,405,off-target
500,0.826,405,target
500,0.42,406,off-target
500,0.946,406,target
500,0.424,407,off-target
500,0.898,407,target
500,0.003,408,off-target
500,0.998,408,target
500,0.0,409,off-target
500,0.47,409,target
500,0.171,410,off-target
500,0.657,410,target
500,0.0,411,off-target
500,0.286,411,target
500,0.149,412,off-target
500,0.065,412,target
500,0.132,413,off-target
500,0.978,413,target
500,0.071,414,off-target
500,0.609,414,target
500,0.028,415,off-target
500,0.816,415,target
500,0.041,416,off-target
500,0.39,416,target
500,0.07,417,off-target
500,0.071,417,target
500,0.001,418,off-target
500,0.629,418,target
500,0.92,419,off-target
500,0.85,419,target
500,0.439,420,off-target
500,0.11,420,target
500,0.083,421,off-target
500,0.023,421,target
500,0.031,422,off-target
500,0.151,422,target
500,0.304,423,off-target
500,0.462,423,target
500,0.0,424,off-target
500,0.94,424,target
500,0.036,425,off-target
500,0.617,425,target
500,0.083,426,off-target
500,0.778,426,target
500,0.234,427,off-target
500,0.969,427,target
500,0.433,428,off-target
500,0.524,428,target
500,0.817,429,off-target
500,0.957,429,target
500,0.0,430,off-target
500,0.733,430,target
500,0.005,431,off-target
500,0.871,431,target
500,0.006,432,off-target
500,0.924,432,target
500,0.003,433,off-target
500,0.296,433,target
500,0.067,434,off-target
500,0.053,434,target
500,0.001,435,off-target
500,0.456,435,target
500,0.322,436,off-target
500,0.469,436,target
500,0.084,437,off-target
500,0.006,437,target
500,0.374,438,off-target
500,0.265,438,target
500,0.009,439,off-target
500,0.931,439,target
500,0.463,440,off-target
500,0.091,440,target
500,0.011,441,off-target
500,0.457,441,target
500,0.011,442,off-target
500,0.631,442,target
500,0.433,443,off-target
500,0.366,443,target
500,0.06,444,off-target
500,0.269,444,target
500,0.113,445,off-target
500,0.89,445,target
500,0.379,446,off-target
500,0.797,446,target
500,0.015,447,off-target
500,0.447,447,target
500,0.035,448,off-target
500,0.844,448,target
500,0.014,449,off-target
500,0.376,449,target
500,0.0,450,off-target
500,0.957,450,target
500,0.005,451,off-target
500,0.343,451,target
500,0.0,452,off-target
500,0.398,452,target
500,0.008,453,off-target
500,0.239,453,target
500,0.071,454,off-target
500,0.389,454,target
500,0.005,455,off-target
500,0.571,455,target
500,0.003,456,off-target
500,0.357,456,target
500,0.31,457,off-target
500,0.26,457,target
500,0.022,458,off-target
500,0.825,458,target
500,0.0,459,off-target
500,0.877,459,target
500,0.167,460,off-target
500,0.411,460,target
500,0.016,461,off-target
500,0.365,461,target
500,0.044,462,off-target
500,0.357,462,target
500,0.367,463,off-target
500,0.254,463,target
500,0.09,464,off-target
500,0.706,464,target
500,0.059,465,off-target
500,0.668,465,target
500,0.0,466,off-target
500,0.163,466,target
500,0.131,467,off-target
500,0.028,467,target
500,0.235,468,off-target
500,0.551,468,target
500,0.053,469,off-target
500,0.992,469,target
500,0.004,470,off-target
500,0.237,470,target
500,0.001,471,off-target
500,0.502,471,target
500,0.028,472,off-target
500,0.025,472,target
500,0.03,473,off-target
500,0.383,473,target
500,0.03,474,off-target
500,0.143,474,target
500,0.013,475,off-target
500,0.276,475,target
500,0.276,476,off-target
500,0.931,476,target
500,0.268,477,off-target
500,0.618,477,target
500,0.008,478,off-target
500,0.322,478,target
500,0.002,479,off-target
500,0.367,479,target
500,0.156,480,off-target
500,0.408,480,target
500,0.001,481,off-target
500,0.799,481,target
500,0.0,482,off-target
500,0.103,482,target
500,0.005,483,off-target
500,0.553,483,target
500,0.578,484,off-target
500,0.5,484,target
500,0.026,485,off-target
500,0.22,485,target
500,0.317,486,off-target
500,0.265,486,target
500,0.043,487,off-target
500,0.154,487,target
500,0.046,488,off-target
500,0.744,488,target
500,0.104,489,off-target
500,0.735,489,target
500,0.0,490,off-target
500,0.718,490,target
500,0.053,491,off-target
500,0.412,491,target
500,0.033,492,off-target
500,0.318,492,target
500,0.135,493,off-target
500,0.365,493,target
500,0.008,494,off-target
500,0.517,494,target
500,0.052,495,off-target
500,0.032,495,target
500,0.005,496,off-target
500,0.489,496,target
500,0.095,497,off-target
500,0.973,497,target
500,0.054,498,off-target
500,0.741,498,target
500,0.004,499,off-target
500,0.678,499,target
500,0.001,500,off-target
500,0.363,500,target
500,0.134,501,off-target
500,0.001,501,target
500,0.425,502,off-target
500,0.184,502,target
500,0.063,503,off-target
500,0.33,503,target
500,0.013,504,off-target
500,0.364,504,target
500,0.618,505,off-target
500,0.554,505,target
500,0.107,506,off-target
500,0.637,506,target
500,0.29,507,off-target
500,0.552,507,target
500,0.016,508,off-target
500,0.486,508,target
500,0.033,509,off-target
500,0.126,509,target
500,0.137,510,off-target
500,0.722,510,target
500,0.005,511,off-target
500,0.222,511,target
500,0.055,512,off-target
500,0.61,512,target
500,0.073,513,off-target
500,0.818,513,target
500,0.007,514,off-target
500,0.852,514,target
500,0.162,515,off-target
500,0.337,515,target
500,0.004,516,off-target
500,0.77,516,target
500,0.008,517,off-target
500,0.564,517,target
500,0.0,518,off-target
500,0.946,518,target
500,0.078,519,off-target
500,0.15,519,target
500,0.181,520,off-target
500,0.64,520,target
500,0.013,521,off-target
500,0.488,521,target
500,0.578,522,off-target
500,0.802,522,target
500,0.426,523,off-target
500,0.994,523,target
500,0.06,524,off-target
500,0.07,524,target
500,0.007,525,off-target
500,0.265,525,target
500,0.084,526,off-target
500,0.63,526,target
500,0.016,527,off-target
500,0.936,527,target
500,0.416,528,off-target
500,0.862,528,target
500,0.0,529,off-target
500,0.504,529,target
500,0.183,530,off-target
500,0.865,530,target
500,0.019,531,off-target
500,0.724,531,target
500,0.034,532,off-target
500,0.148,532,target
500,0.022,533,off-target
500,0.341,533,target
500,0.033,534,off-target
500,0.024,534,target
500,0.877,535,off-target
500,0.152,535,target
500,0.055,536,off-target
500,0.169,536,target
500,0.018,537,off-target
500,0.714,537,target
500,0.023,538,off-target
500,0.898,538,target
500,0.119,539,off-target
500,0.013,539,target
500,0.01,540,off-target
500,0.823,540,target
500,0.017,541,off-target
500,0.554,541,target
500,0.094,542,off-target
500,0.64,542,target
500,0.003,543,off-target
500,0.053,543,target
500,0.001,544,off-target
500,0.544,544,target
500,0.883,545,off-target
500,0.236,545,target
500,0.0,546,off-target
500,0.208,546,target
500,0.538,547,off-target
500,0.057,547,target
500,0.002,548,off-target
500,0.333,548,target
500,0.602,549,off-target
500,0.281,549,target
500,0.006,550,off-target
500,0.158,550,target
500,0.23,551,off-target
500,0.112,551,target
500,0.008,552,off-target
500,0.086,552,target
500,0.456,553,off-target
500,0.401,553,target
500,0.235,554,off-target
500,0.416,554,target
500,0.088,555,off-target
500,0.536,555,target
500,0.435,556,off-target
500,0.313,556,target
500,0.01,557,off-target
500,0.873,557,target
500,0.373,558,off-target
500,0.31,558,target
500,0.042,559,off-target
500,0.267,559,target
500,0.564,560,off-target
500,0.178,560,target
500,0.02,561,off-target
500,0.36,561,target
500,0.268,562,off-target
500,0.135,562,target
500,0.045,563,off-target
500,0.673,563,target
500,0.05,564,off-target
500,0.8,564,target
500,0.049,565,off-target
500,0.226,565,target
500,0.019,566,off-target
500,0.097,566,target
500,0.154,567,off-target
500,0.209,567,target
500,0.257,568,off-target
500,0.746,568,target
500,0.064,569,off-target
500,0.363,569,target
500,0.158,570,off-target
500,0.282,570,target
500,0.036,571,off-target
500,0.951,571,target
500,0.098,572,off-target
500,0.723,572,target
500,0.06,573,off-target
500,0.252,573,target
500,0.135,574,off-target
500,0.8,574,target
500,0.232,575,off-target
500,0.961,575,target
500,0.328,576,off-target
500,0.453,576,target
500,0.276,577,off-target
500,0.067,577,target
500,0.003,578,off-target
500,0.932,578,target
500,0.11,579,off-target
500,0.793,579,target
500,0.034,580,off-target
500,0.153,580,target
500,0.014,581,off-target
500,0.263,581,target
500,0.0,582,off-target
500,0.856,582,target
500,0.054,583,off-target
500,0.813,583,target
500,0.209,584,off-target
500,0.518,584,target
500,0.099,585,off-target
500,0.208,585,target
500,0.158,586,off-target
500,0.726,586,target
500,0.283,587,off-target
500,0.937,587,target
500,0.456,588,off-target
500,0.01,588,target
500,0.031,589,off-target
500,0.025,589,target
500,0.078,590,off-target
500,0.969,590,target
500,0.35,591,off-target
500,0.807,591,target
500,0.395,592,off-target
500,0.674,592,target
500,0.475,593,off-target
500,0.084,593,target
500,0.002,594,off-target
500,0.517,594,target
500,0.065,595,off-target
500,0.992,595,target
500,0.039,596,off-target
500,0.197,596,target
500,0.046,597,off-target
500,0.015,597,target
500,0.016,598,off-target
500,0.349,598,target
500,0.321,599,off-target
500,0.393,599,target
500,0.177,600,off-target
500,0.984,600,target
500,0.008,601,off-target
500,0.352,601,target
500,0.021,602,off-target
500,0.687,602,target
500,0.104,603,off-target
500,0.911,603,target
500,0.012,604,off-target
500,0.045,604,target
500,0.392,605,off-target
500,0.667,605,target
500,0.0,606,off-target
500,0.745,606,target
500,0.002,607,off-target
500,0.044,607,target
500,0.005,608,off-target
500,0.608,608,target
500,0.031,609,off-target
500,0.347,609,target
500,0.419,610,off-target
500,0.294,610,target
500,0.069,611,off-target
500,0.705,611,target
500,0.06,612,off-target
500,0.485,612,target
500,0.12,613,off-target
500,0.352,613,target
500,0.002,614,off-target
500,0.994,614,target
500,0.581,615,off-target
500,0.694,615,target
500,0.114,616,off-target
500,0.749,616,target
500,0.007,617,off-target
500,0.003,617,target
500,0.011,618,off-target
500,0.713,618,target
500,0.023,619,off-target
500,0.564,619,target
500,0.022,620,off-target
500,0.02,620,target
500,0.116,621,off-target
500,0.65,621,target
500,0.028,622,off-target
500,0.661,622,target
500,0.194,623,off-target
500,0.894,623,target
500,0.203,624,off-target
500,0.714,624,target
500,0.795,625,off-target
500,0.321,625,target
500,0.019,626,off-target
500,0.059,626,target
500,0.134,627,off-target
500,0.602,627,target
500,0.005,628,off-target
500,0.606,628,target
500,0.528,629,off-target
500,0.2,629,target
500,0.448,630,off-target
500,0.921,630,target
500,0.038,631,off-target
500,0.571,631,target
500,0.088,632,off-target
500,0.362,632,target
500,0.226,633,off-target
500,0.763,633,target
500,0.001,634,off-target
500,0.371,634,target
