n,p_value,var_est,seed,type
500,0.0,4.0,0,off-target
500,0.06,0.0,0,off-target noiseless
500,0.917,16.0,0,target
500,0.865,0.0,0,target noiseless
500,0.0,4.0,1,off-target
500,0.493,0.0,1,off-target noiseless
500,0.787,4.0,1,target
500,0.846,0.0,1,target noiseless
500,0.0,4.0,2,off-target
500,0.029,0.0,2,off-target noiseless
500,0.871,1024.0,2,target
500,0.559,0.0,2,target noiseless
500,0.0,4.0,3,off-target
500,0.083,0.0,3,off-target noiseless
500,0.541,64.0,3,target
500,0.111,0.0,3,target noiseless
500,0.0,4.0,4,off-target
500,0.053,0.0,4,off-target noiseless
500,0.7,16.0,4,target
500,0.612,0.0,4,target noiseless
500,0.0,4.0,5,off-target
500,0.0,0.0,5,off-target noiseless
500,0.504,0.25,5,target
500,0.549,0.0,5,target noiseless
500,0.0,4.0,6,off-target
500,0.006,0.0,6,off-target noiseless
500,0.396,0.0625,6,target
500,0.594,0.0,6,target noiseless
500,0.0,4.0,7,off-target
500,0.054,0.0,7,off-target noiseless
500,0.382,4.0,7,target
500,0.669,0.0,7,target noiseless
500,0.0,4.0,8,off-target
500,0.03,0.0,8,off-target noiseless
500,0.371,4.0,8,target
500,0.332,0.0,8,target noiseless
500,0.0,4.0,9,off-target
500,0.088,0.0,9,off-target noiseless
500,0.785,4.0,9,target
500,0.251,0.0,9,target noiseless
500,0.0,1.0,10,off-target
500,0.208,0.0,10,off-target noiseless
500,0.144,256.0,10,target
500,0.712,0.0,10,target noiseless
500,0.0,4.0,11,off-target
500,0.014,0.0,11,off-target noiseless
500,0.693,256.0,11,target
500,0.103,0.0,11,target noiseless
500,0.0,4.0,12,off-target
500,0.231,0.0,12,off-target noiseless
500,0.339,0.25,12,target
500,0.056,0.0,12,target noiseless
500,0.0,4.0,13,off-target
500,0.085,0.0,13,off-target noiseless
500,0.323,16.0,13,target
500,0.596,0.0,13,target noiseless
500,0.0,1.0,14,off-target
500,0.002,0.0,14,off-target noiseless
500,0.568,4.0,14,target
500,0.526,0.0,14,target noiseless
500,0.0,4.0,15,off-target
500,0.481,0.0,15,off-target noiseless
500,0.511,4.0,15,target
500,0.868,0.0,15,target noiseless
500,0.0,1.0,16,off-target
500,0.008,0.0,16,off-target noiseless
500,0.605,4.0,16,target
