n,p_value,var_est,seed,type
500,0.842,0.25,0,off-target
500,0.51,0.0,0,off-target noiseless
500,0.577,0.25,0,target
500,0.796,0.0,0,target noiseless
500,0.967,4096.0,1,off-target
500,0.592,0.0,1,off-target noiseless
500,0.265,64.0,1,target
500,0.8,0.0,1,target noiseless
500,0.055,4.0,2,off-target
500,0.894,0.0,2,off-target noiseless
500,0.11,1.0,2,target
500,0.881,0.0,2,target noiseless
500,0.192,16.0,3,off-target
500,0.912,0.0,3,off-target noiseless
500,0.931,16.0,3,target
500,0.522,0.0,3,target noiseless
500,0.736,256.0,4,off-target
500,0.068,0.0,4,off-target noiseless
500,0.473,16.0,4,target
500,0.12,0.0,4,target noiseless
500,0.045,16.0,5,off-target
500,0.403,0.0,5,off-target noiseless
500,0.72,1.0,5,target
500,0.648,0.0,5,target noiseless
500,0.521,0.25,6,off-target
500,0.984,0.0,6,off-target noiseless
500,0.151,256.0,6,target
500,0.624,0.0,6,target noiseless
500,0.844,256.0,7,off-target
500,0.471,0.0,7,off-target noiseless
500,0.465,256.0,7,target
500,0.281,0.0,7,target noiseless
500,0.418,0.0625,8,off-target
500,0.176,0.0,8,off-target noiseless
500,0.711,64.0,8,target
500,0.061,0.0,8,target noiseless
500,0.327,16.0,9,off-target
500,0.036,0.0,9,off-target noiseless
500,0.117,16384.0,9,target
500,0.133,0.0,9,target noiseless
500,0.863,4.0,10,off-target
500,0.547,0.0,10,off-target noiseless
500,0.01,16.0,10,target
500,0.351,0.0,10,target noiseless
500,0.143,16.0,11,off-target
500,0.504,0.0,11,off-target noiseless
500,0.169,16.0,11,target
500,0.179,0.0,11,target noiseless
500,0.206,16.0,12,off-target
500,0.286,0.0,12,off-target noiseless
500,0.656,16.0,12,target
500,0.424,0.0,12,target noiseless
500,0.049,16.0,13,off-target
500,0.491,0.0,13,off-target noiseless
500,0.47,4.0,13,target
500,0.031,0.0,13,target noiseless
500,0.003,16.0,14,off-target
500,0.872,0.0,14,off-target noiseless
500,0.227,256.0,14,target
500,0.741,0.0,14,target noiseless
500,0.004,16.0,15,off-target
500,0.907,0.0,15,off-target noiseless
500,0.888,64.0,15,target
500,0.151,0.0,15,target noiseless
500,0.002,16.0,16,off-target
500,0.623,0.0,16,off-target noiseless
500,0.142,16384.0,16,target
500,0.139,0.0,16,target noiseless
500,0.608,256.0,17,off-target
500,0.738,0.0,17,off-target noiseless
500,0.175,1024.0,17,target
500,0.195,0.0,17,target noiseless
500,0.581,4.0,18,off-target
500,0.193,0.0,18,off-target noiseless
500,0.934,4.0,18,target
500,0.814,0.0,18,target noiseless
500,0.639,16.0,19,off-target
500,0.894,0.0,19,off-target noiseless
500,0.233,4.0,19,target
