n,t,p_value,seed,type
500,0,0.506,32,off-target
500,0,0.388,32,target
500,100,0.305,32,off-target
500,100,0.351,32,target
500,500,0.262,32,off-target
500,500,0.857,32,target
500,1000,0.261,32,off-target
500,1000,0.402,32,target
500,0,0.287,33,off-target
500,0,0.035,33,target
500,100,0.084,33,off-target
500,100,0.011,33,target
500,500,0.675,33,off-target
500,500,0.0,33,target
500,1000,0.273,33,off-target
500,1000,0.009,33,target
500,0,0.081,34,off-target
500,0,0.865,34,target
500,100,0.289,34,off-target
500,100,0.927,34,target
500,500,0.639,34,off-target
500,500,0.466,34,target
500,1000,0.601,34,off-target
500,1000,0.943,34,target
500,0,0.369,35,off-target
500,0,0.519,35,target
500,100,0.303,35,off-target
500,100,0.59,35,target
500,500,0.046,35,off-target
500,500,0.873,35,target
500,1000,0.11,35,off-target
500,1000,0.704,35,target
500,0,0.112,36,off-target
500,0,0.45,36,target
500,100,0.025,36,off-target
500,100,0.792,36,target
500,500,0.155,36,off-target
500,500,0.862,36,target
500,1000,0.809,36,off-target
500,1000,0.666,36,target
500,0,0.426,37,off-target
500,0,0.6,37,target
500,100,0.362,37,off-target
500,100,0.527,37,target
500,500,0.896,37,off-target
500,500,0.25,37,target
500,1000,0.623,37,off-target
500,1000,0.698,37,target
500,0,0.072,38,off-target
500,0,0.105,38,target
500,100,0.142,38,off-target
500,100,0.155,38,target
500,500,0.284,38,off-target
500,500,0.257,38,target
500,1000,0.374,38,off-target
500,1000,0.057,38,target
500,0,0.705,39,off-target
500,0,0.525,39,target
500,100,0.804,39,off-target
500,100,0.762,39,target
500,500,0.244,39,off-target
500,500,0.206,39,target
500,1000,0.205,39,off-target
500,1000,0.008,39,target
500,0,0.558,40,off-target
500,0,0.873,40,target
500,100,0.467,40,off-target
500,100,0.967,40,target
500,500,0.127,40,off-target
500,500,0.899,40,target
500,1000,0.549,40,off-target
500,1000,0.395,40,target
500,0,0.091,41,off-target
500,0,0.968,41,target
500,100,0.068,41,off-target
500,100,0.866,41,target
500,500,0.744,41,off-target
500,500,0.532,41,target
500,1000,0.904,41,off-target
500,1000,0.036,41,target
500,0,0.217,42,off-target
500,0,0.386,42,target
500,100,0.219,42,off-target
500,100,0.827,42,target
500,500,0.147,42,off-target
500,500,0.775,42,target
500,1000,0.848,42,off-target
500,1000,0.794,42,target
500,0,0.808,43,off-target
500,0,0.92,43,target
500,100,0.42,43,off-target
500,100,0.943,43,target
500,500,0.325,43,off-target
500,500,0.793,43,target
500,1000,0.952,43,off-target
500,1000,0.727,43,target
500,0,0.368,44,off-target
500,0,0.61,44,target
500,100,0.48,44,off-target
500,100,0.801,44,target
500,500,0.121,44,off-target
500,500,0.487,44,target
500,1000,0.407,44,off-target
500,1000,0.611,44,target
500,0,0.73,45,off-target
500,0,0.914,45,target
500,100,0.824,45,off-target
500,100,0.87,45,target
500,500,0.52,45,off-target
500,500,0.864,45,target
500,1000,0.989,45,off-target
500,1000,0.791,45,target
500,0,0.76,46,off-target
500,0,0.844,46,target
500,100,0.35,46,off-target
500,100,0.822,46,target
500,500,0.915,46,off-target
500,500,0.343,46,target
500,1000,0.796,46,off-target
500,1000,0.695,46,target
500,0,0.329,47,off-target
500,0,0.716,47,target
500,100,0.241,47,off-target
500,100,0.874,47,target
500,500,0.752,47,off-target
500,500,0.192,47,target
500,1000,0.303,47,off-target
500,1000,0.154,47,target
500,0,0.343,48,off-target
500,0,0.286,48,target
500,100,0.83,48,off-target
500,100,0.106,48,target
500,500,0.18,48,off-target
500,500,0.491,48,target
500,1000,0.474,48,off-target
500,1000,0.477,48,target
500,0,0.572,49,off-target
500,0,0.984,49,target
500,100,0.273,49,off-target
500,100,0.875,49,target
500,500,0.657,49,off-target
500,500,0.386,49,target
500,1000,0.106,49,off-target
500,1000,0.788,49,target
500,0,0.401,50,off-target
500,0,0.915,50,target
500,100,0.698,50,off-target
500,100,0.953,50,target
500,500,0.675,50,off-target
500,500,0.882,50,target
500,1000,0.947,50,off-target
500,1000,0.595,50,target
500,0,0.072,51,off-target
500,0,0.91,51,target
500,100,0.055,51,off-target
500,100,0.918,51,target
500,500,0.095,51,off-target
500,500,0.815,51,target
500,1000,0.056,51,off-target
500,1000,0.943,51,target
500,0,0.021,52,off-target
500,0,0.188,52,target
500,100,0.095,52,off-target
500,100,0.352,52,target
500,500,0.327,52,off-target
500,500,0.321,52,target
500,1000,0.853,52,off-target
500,1000,0.549,52,target
500,0,0.423,53,off-target
500,0,0.08,53,target
500,100,0.3,53,off-target
500,100,0.136,53,target
500,500,0.007,53,off-target
500,500,0.635,53,target
500,1000,0.888,53,off-target
500,1000,0.9,53,target
500,0,0.376,54,off-target
500,0,0.494,54,target
500,100,0.499,54,off-target
500,100,0.61,54,target
500,500,0.946,54,off-target
500,500,0.627,54,target
500,1000,0.453,54,off-target
500,1000,0.533,54,target
500,0,0.404,55,off-target
500,0,0.801,55,target
500,100,0.417,55,off-target
500,100,0.646,55,target
500,500,0.392,55,off-target
500,500,0.912,55,target
500,1000,0.682,55,off-target
500,1000,0.781,55,target
500,0,0.765,56,off-target
500,0,0.31,56,target
500,100,0.917,56,off-target
500,100,0.282,56,target
500,500,0.97,56,off-target
500,500,0.552,56,target
500,1000,0.994,56,off-target
500,1000,0.266,56,target
500,0,0.715,57,off-target
500,0,0.808,57,target
500,100,0.662,57,off-target
500,100,0.918,57,target
500,500,0.826,57,off-target
500,500,0.73,57,target
500,1000,0.645,57,off-target
500,1000,0.173,57,target
500,0,0.206,58,off-target
500,0,0.581,58,target
500,100,0.509,58,off-target
500,100,0.486,58,target
500,500,0.852,58,off-target
500,500,0.576,58,target
500,1000,0.313,58,off-target
500,1000,0.551,58,target
500,0,0.465,59,off-target
500,0,0.348,59,target
500,100,0.507,59,off-target
500,100,0.633,59,target
500,500,0.408,59,off-target
500,500,0.829,59,target
500,1000,0.507,59,off-target
500,1000,0.976,59,target
500,0,0.753,60,off-target
500,0,0.933,60,target
500,100,0.512,60,off-target
500,100,0.859,60,target
500,500,0.153,60,off-target
500,500,0.688,60,target
500,1000,0.208,60,off-target
500,1000,0.426,60,target
500,0,0.214,61,off-target
500,0,0.954,61,target
500,100,0.101,61,off-target
500,100,0.742,61,target
500,500,0.21,61,off-target
500,500,0.328,61,target
500,1000,0.416,61,off-target
500,1000,0.769,61,target
500,0,0.664,62,off-target
500,0,0.519,62,target
500,100,0.318,62,off-target
500,100,0.617,62,target
500,500,0.678,62,off-target
500,500,0.116,62,target
500,1000,0.5,62,off-target
500,1000,0.882,62,target
500,0,0.974,63,off-target
500,0,0.118,63,target
500,100,0.674,63,off-target
500,100,0.018,63,target
500,500,0.258,63,off-target
500,500,0.092,63,target
500,1000,0.263,63,off-target
500,1000,0.842,63,target
500,0,0.484,64,off-target
500,0,0.836,64,target
500,100,0.91,64,off-target
500,100,0.917,64,target
500,500,0.894,64,off-target
500,500,0.838,64,target
500,1000,0.724,64,off-target
500,1000,0.265,64,target
500,0,0.951,65,off-target
500,0,0.785,65,target
500,100,0.425,65,off-target
500,100,0.596,65,target
500,500,0.873,65,off-target
500,500,0.074,65,target
500,1000,0.014,65,off-target
500,1000,0.067,65,target
500,0,0.042,66,off-target
500,0,0.458,66,target
500,100,0.039,66,off-target
500,100,0.16,66,target
500,500,0.911,66,off-target
500,500,0.182,66,target
500,1000,0.954,66,off-target
500,1000,0.601,66,target
500,0,0.054,67,off-target
500,0,0.976,67,target
500,100,0.002,67,off-target
500,100,0.908,67,target
500,500,0.016,67,off-target
500,500,0.966,67,target
500,1000,0.138,67,off-target
500,1000,0.157,67,target
500,0,0.347,68,off-target
500,0,0.47,68,target
500,100,0.398,68,off-target
500,100,0.409,68,target
500,500,0.185,68,off-target
500,500,0.24,68,target
500,1000,0.448,68,off-target
500,1000,0.912,68,target
500,0,0.097,69,off-target
500,0,0.044,69,target
500,100,0.091,69,off-target
500,100,0.032,69,target
500,500,0.133,69,off-target
500,500,0.074,69,target
500,1000,0.191,69,off-target
500,1000,0.091,69,target
500,0,0.64,70,off-target
500,0,0.456,70,target
500,100,0.632,70,off-target
500,100,0.158,70,target
500,500,0.122,70,off-target
500,500,0.781,70,target
500,1000,0.672,70,off-target
500,1000,0.686,70,target
500,0,0.619,71,off-target
500,0,0.705,71,target
500,100,0.753,71,off-target
500,100,0.585,71,target
500,500,0.421,71,off-target
500,500,0.672,71,target
500,1000,0.353,71,off-target
500,1000,0.961,71,target
500,0,0.752,72,off-target
500,0,0.803,72,target
500,100,0.869,72,off-target
500,100,0.99,72,target
500,500,0.081,72,off-target
500,500,0.212,72,target
500,1000,0.621,72,off-target
500,1000,0.0,72,target
500,0,0.998,73,off-target
500,0,0.351,73,target
500,100,1.0,73,off-target
500,100,0.372,73,target
500,500,0.847,73,off-target
500,500,0.517,73,target
500,1000,0.968,73,off-target
500,1000,0.338,73,target
500,0,0.762,74,off-target
500,0,0.995,74,target
500,100,0.652,74,off-target
500,100,0.991,74,target
500,500,0.116,74,off-target
500,500,0.771,74,target
500,1000,0.112,74,off-target
500,1000,0.197,74,target
500,0,0.64,75,off-target
500,0,0.783,75,target
500,100,0.453,75,off-target
500,100,0.658,75,target
500,500,0.347,75,off-target
500,500,0.383,75,target
500,1000,0.507,75,off-target
500,1000,0.091,75,target
500,0,0.834,76,off-target
500,0,0.464,76,target
500,100,0.765,76,off-target
500,100,0.669,76,target
500,500,0.131,76,off-target
500,500,0.498,76,target
500,1000,0.54,76,off-target
500,1000,0.226,76,target
500,0,0.686,77,off-target
500,0,0.28,77,target
500,100,0.82,77,off-target
500,100,0.444,77,target
500,500,0.211,77,off-target
500,500,0.645,77,target
500,1000,0.016,77,off-target
500,1000,0.969,77,target
500,0,0.474,78,off-target
500,0,0.178,78,target
500,100,0.289,78,off-target
500,100,0.422,78,target
500,500,0.376,78,off-target
500,500,0.807,78,target
500,1000,0.378,78,off-target
500,1000,0.033,78,target
500,0,0.817,79,off-target
500,0,0.688,79,target
500,100,0.886,79,off-target
500,100,0.845,79,target
500,500,0.98,79,off-target
500,500,0.723,79,target
500,1000,0.448,79,off-target
500,1000,0.742,79,target
500,0,0.76,80,off-target
500,0,0.15,80,target
500,100,0.831,80,off-target
500,100,0.073,80,target
500,500,0.342,80,off-target
500,500,0.955,80,target
500,1000,0.053,80,off-target
500,1000,0.938,80,target
500,0,0.246,81,off-target
500,0,0.922,81,target
500,100,0.25,81,off-target
500,100,0.804,81,target
500,500,0.421,81,off-target
500,500,0.619,81,target
500,1000,0.116,81,off-target
500,1000,0.22,81,target
500,0,0.272,82,off-target
500,0,0.442,82,target
500,100,0.265,82,off-target
500,100,0.479,82,target
500,500,0.151,82,off-target
500,500,0.81,82,target
500,1000,0.159,82,off-target
500,1000,0.701,82,target
500,0,0.779,83,off-target
500,0,0.265,83,target
500,100,0.652,83,off-target
500,100,0.072,83,target
500,500,0.352,83,off-target
500,500,0.758,83,target
500,1000,0.741,83,off-target
500,1000,0.998,83,target
500,0,0.714,84,off-target
500,0,0.065,84,target
500,100,0.733,84,off-target
500,100,0.133,84,target
500,500,0.748,84,off-target
500,500,0.192,84,target
500,1000,0.694,84,off-target
500,1000,0.657,84,target
500,0,0.391,85,off-target
500,0,0.958,85,target
500,100,0.356,85,off-target
500,100,0.969,85,target
500,500,0.232,85,off-target
500,500,0.181,85,target
500,1000,0.29,85,off-target
500,1000,0.555,85,target
500,0,0.574,86,off-target
500,0,0.71,86,target
500,100,0.675,86,off-target
500,100,0.578,86,target
500,500,0.522,86,off-target
500,500,0.878,86,target
500,1000,0.836,86,off-target
500,1000,0.774,86,target
500,0,0.451,87,off-target
500,0,0.418,87,target
500,100,0.124,87,off-target
500,100,0.775,87,target
500,500,0.196,87,off-target
500,500,0.623,87,target
500,1000,0.738,87,off-target
500,1000,0.962,87,target
500,0,0.855,88,off-target
500,0,0.756,88,target
500,100,0.889,88,off-target
500,100,0.848,88,target
500,500,0.928,88,off-target
500,500,0.797,88,target
500,1000,0.405,88,off-target
500,1000,0.326,88,target
500,0,0.446,89,off-target
500,0,0.678,89,target
500,100,0.466,89,off-target
500,100,0.62,89,target
500,500,0.34,89,off-target
500,500,0.751,89,target
500,1000,0.706,89,off-target
500,1000,0.909,89,target
500,0,0.582,90,off-target
500,0,0.125,90,target
500,100,0.654,90,off-target
500,100,0.38,90,target
500,500,0.792,90,off-target
500,500,0.913,90,target
500,1000,0.69,90,off-target
500,1000,0.491,90,target
500,0,0.455,91,off-target
500,0,0.46,91,target
500,100,0.759,91,off-target
500,100,0.179,91,target
500,500,0.436,91,off-target
500,500,0.242,91,target
500,1000,0.037,91,off-target
500,1000,0.424,91,target
500,0,0.401,92,off-target
500,0,0.134,92,target
500,100,0.267,92,off-target
500,100,0.227,92,target
500,500,0.27,92,off-target
500,500,0.122,92,target
500,1000,0.867,92,off-target
500,1000,0.084,92,target
500,0,0.321,93,off-target
500,0,0.582,93,target
500,100,0.164,93,off-target
500,100,0.827,93,target
500,500,0.192,93,off-target
500,500,0.061,93,target
500,1000,0.82,93,off-target
500,1000,0.245,93,target
500,0,0.433,94,off-target
500,0,0.977,94,target
500,100,0.328,94,off-target
500,100,0.801,94,target
500,500,0.522,94,off-target
500,500,0.901,94,target
500,1000,0.876,94,off-target
500,1000,0.759,94,target
500,0,0.068,95,off-target
500,0,0.548,95,target
500,100,0.147,95,off-target
500,100,0.947,95,target
500,500,0.614,95,off-target
500,500,0.706,95,target
500,1000,0.719,95,off-target
500,1000,0.192,95,target
500,0,0.546,96,off-target
500,0,0.953,96,target
500,100,0.421,96,off-target
500,100,0.699,96,target
500,500,0.113,96,off-target
500,500,0.88,96,target
500,1000,0.099,96,off-target
500,1000,0.561,96,target
500,0,0.01,97,off-target
500,0,0.864,97,target
500,100,0.021,97,off-target
500,100,0.676,97,target
500,500,0.002,97,off-target
500,500,0.118,97,target
500,1000,0.029,97,off-target
500,1000,0.433,97,target
500,0,0.904,98,off-target
500,0,0.113,98,target
500,100,0.42,98,off-target
500,100,0.176,98,target
500,500,0.539,98,off-target
500,500,0.845,98,target
500,1000,0.682,98,off-target
500,1000,0.111,98,target
500,0,0.506,99,off-target
500,0,0.936,99,target
500,100,0.323,99,off-target
500,100,0.608,99,target
500,500,0.816,99,off-target
500,500,0.752,99,target
500,1000,0.45,99,off-target
500,1000,0.208,99,target
500,0,0.49,100,off-target
500,0,0.698,100,target
500,100,0.28,100,off-target
500,100,0.249,100,target
500,500,0.591,100,off-target
500,500,0.564,100,target
500,1000,0.977,100,off-target
500,1000,0.891,100,target
500,0,0.637,101,off-target
500,0,0.948,101,target
500,100,0.985,101,off-target
500,100,0.933,101,target
500,500,0.745,101,off-target
500,500,0.345,101,target
500,1000,0.805,101,off-target
500,1000,0.978,101,target
500,0,0.037,102,off-target
500,0,0.494,102,target
500,100,0.135,102,off-target
500,100,0.646,102,target
500,500,0.251,102,off-target
500,500,0.26,102,target
500,1000,0.583,102,off-target
500,1000,0.701,102,target
500,0,0.114,103,off-target
500,0,0.89,103,target
500,100,0.122,103,off-target
500,100,0.848,103,target
500,500,0.687,103,off-target
500,500,0.719,103,target
500,1000,0.856,103,off-target
500,1000,0.078,103,target
500,0,0.845,104,off-target
500,0,0.785,104,target
500,100,0.846,104,off-target
500,100,0.797,104,target
500,500,0.684,104,off-target
500,500,0.767,104,target
500,1000,0.632,104,off-target
500,1000,0.466,104,target
500,0,0.628,105,off-target
500,0,0.896,105,target
500,100,0.65,105,off-target
500,100,0.38,105,target
500,500,0.743,105,off-target
500,500,0.157,105,target
500,1000,0.033,105,off-target
500,1000,0.162,105,target
500,0,0.796,106,off-target
500,0,0.863,106,target
500,100,0.948,106,off-target
500,100,0.871,106,target
500,500,0.585,106,off-target
500,500,0.957,106,target
500,1000,0.343,106,off-target
500,1000,0.855,106,target
500,0,0.944,107,off-target
500,0,0.463,107,target
500,100,0.915,107,off-target
500,100,0.484,107,target
500,500,0.992,107,off-target
500,500,0.413,107,target
500,1000,0.862,107,off-target
500,1000,0.769,107,target
500,0,0.154,108,off-target
500,0,0.486,108,target
500,100,0.167,108,off-target
500,100,0.426,108,target
500,500,0.742,108,off-target
500,500,0.712,108,target
500,1000,0.971,108,off-target
500,1000,0.13,108,target
500,0,0.139,109,off-target
500,0,0.614,109,target
500,100,0.083,109,off-target
500,100,0.717,109,target
500,500,0.004,109,off-target
500,500,0.167,109,target
500,1000,0.029,109,off-target
500,1000,0.45,109,target
500,0,0.803,110,off-target
500,0,0.34,110,target
500,100,0.83,110,off-target
500,100,0.475,110,target
500,500,0.457,110,off-target
500,500,0.073,110,target
500,1000,0.644,110,off-target
500,1000,0.143,110,target
500,0,0.572,111,off-target
500,0,0.902,111,target
500,100,0.776,111,off-target
500,100,0.997,111,target
500,500,0.412,111,off-target
500,500,0.928,111,target
500,1000,0.153,111,off-target
500,1000,0.543,111,target
500,0,0.876,112,off-target
500,0,0.455,112,target
500,100,0.985,112,off-target
500,100,0.041,112,target
500,500,0.463,112,off-target
500,500,0.217,112,target
500,1000,0.144,112,off-target
500,1000,0.081,112,target
500,0,0.065,113,off-target
500,0,0.509,113,target
500,100,0.063,113,off-target
500,100,0.468,113,target
500,500,0.046,113,off-target
500,500,0.819,113,target
500,1000,0.514,113,off-target
500,1000,0.983,113,target
500,0,0.003,114,off-target
500,0,0.699,114,target
500,100,0.004,114,off-target
500,100,0.487,114,target
500,500,0.04,114,off-target
500,500,0.867,114,target
500,1000,0.519,114,off-target
500,1000,0.363,114,target
500,0,0.078,115,off-target
500,0,0.544,115,target
500,100,0.242,115,off-target
500,100,0.333,115,target
500,500,0.17,115,off-target
500,500,0.036,115,target
500,1000,0.325,115,off-target
500,1000,0.632,115,target
500,0,0.538,116,off-target
500,0,0.067,116,target
500,100,0.468,116,off-target
500,100,0.132,116,target
500,500,0.872,116,off-target
500,500,0.745,116,target
500,1000,0.462,116,off-target
500,1000,0.748,116,target
500,0,0.59,117,off-target
500,0,0.398,117,target
500,100,0.676,117,off-target
500,100,0.462,117,target
500,500,0.981,117,off-target
500,500,0.604,117,target
500,1000,0.247,117,off-target
500,1000,0.415,117,target
500,0,0.543,118,off-target
500,0,0.794,118,target
500,100,0.902,118,off-target
500,100,0.784,118,target
500,500,0.822,118,off-target
500,500,0.318,118,target
500,1000,0.708,118,off-target
500,1000,0.118,118,target
500,0,0.795,119,off-target
500,0,0.593,119,target
500,100,0.933,119,off-target
500,100,0.249,119,target
500,500,0.819,119,off-target
500,500,0.242,119,target
500,1000,0.454,119,off-target
500,1000,0.463,119,target
500,0,0.078,120,off-target
500,0,0.022,120,target
500,100,0.039,120,off-target
500,100,0.173,120,target
500,500,0.12,120,off-target
500,500,0.234,120,target
500,1000,0.207,120,off-target
500,1000,0.98,120,target
500,0,0.011,121,off-target
500,0,0.45,121,target
500,100,0.04,121,off-target
500,100,0.704,121,target
500,500,0.237,121,off-target
500,500,0.577,121,target
500,1000,0.024,121,off-target
500,1000,0.572,121,target
500,0,0.466,122,off-target
500,0,0.161,122,target
500,100,0.119,122,off-target
500,100,0.033,122,target
500,500,0.732,122,off-target
500,500,0.01,122,target
500,1000,0.532,122,off-target
500,1000,0.006,122,target
500,0,0.895,123,off-target
500,0,0.75,123,target
500,100,0.677,123,off-target
500,100,0.797,123,target
500,500,0.584,123,off-target
500,500,0.835,123,target
500,1000,0.519,123,off-target
500,1000,0.706,123,target
500,0,0.236,124,off-target
500,0,0.238,124,target
500,100,0.314,124,off-target
500,100,0.099,124,target
500,500,0.141,124,off-target
500,500,0.652,124,target
500,1000,0.013,124,off-target
500,1000,0.6,124,target
500,0,0.991,125,off-target
500,0,0.317,125,target
500,100,0.993,125,off-target
500,100,0.714,125,target
500,500,0.979,125,off-target
500,500,0.489,125,target
500,1000,0.57,125,off-target
500,1000,0.517,125,target
500,0,0.129,126,off-target
500,0,0.956,126,target
500,100,0.089,126,off-target
500,100,0.901,126,target
500,500,0.122,126,off-target
500,500,0.94,126,target
500,1000,0.386,126,off-target
500,1000,0.425,126,target
500,0,0.224,127,off-target
500,0,0.862,127,target
500,100,0.277,127,off-target
500,100,0.595,127,target
500,500,0.878,127,off-target
500,500,0.62,127,target
500,1000,0.127,127,off-target
500,1000,0.927,127,target
500,0,0.25,128,off-target
500,0,0.84,128,target
500,100,0.081,128,off-target
500,100,0.66,128,target
500,500,0.201,128,off-target
500,500,0.214,128,target
500,1000,0.134,128,off-target
500,1000,0.179,128,target
500,0,0.352,129,off-target
500,0,0.55,129,target
500,100,0.427,129,off-target
500,100,0.568,129,target
500,500,0.144,129,off-target
500,500,0.251,129,target
500,1000,0.165,129,off-target
500,1000,0.216,129,target
500,0,0.268,130,off-target
500,0,0.958,130,target
500,100,0.263,130,off-target
500,100,0.914,130,target
500,500,0.514,130,off-target
500,500,0.737,130,target
500,1000,0.226,130,off-target
500,1000,0.861,130,target
500,0,0.976,131,off-target
500,0,0.811,131,target
500,100,0.974,131,off-target
500,100,0.421,131,target
500,500,0.809,131,off-target
500,500,0.565,131,target
