n,p_value,seed,type
500,0.0,0,off-target
500,0.389,0,target
500,0.0,1,off-target
500,0.834,1,target
500,0.0,2,off-target
500,0.968,2,target
500,0.0,3,off-target
500,0.358,3,target
500,0.0,4,off-target
500,0.859,4,target
500,0.0,5,off-target
500,0.247,5,target
500,0.002,6,off-target
500,0.612,6,target
500,0.0,7,off-target
500,0.333,7,target
500,0.0,8,off-target
500,0.537,8,target
500,0.0,9,off-target
500,0.234,9,target
500,0.0,10,off-target
500,0.277,10,target
500,0.0,11,off-target
500,0.686,11,target
500,0.0,12,off-target
500,0.71,12,target
500,0.0,13,off-target
500,0.007,13,target
500,0.0,14,off-target
500,0.942,14,target
500,0.001,15,off-target
500,0.876,15,target
500,0.0,16,off-target
500,0.287,16,target
500,0.0,17,off-target
500,0.746,17,target
500,0.0,18,off-target
500,0.44,18,target
500,0.0,19,off-target
500,0.279,19,target
500,0.0,20,off-target
500,0.522,20,target
500,0.0,21,off-target
500,0.959,21,target
500,0.0,22,off-target
500,0.203,22,target
500,0.0,23,off-target
500,0.617,23,target
500,0.002,24,off-target
500,0.099,24,target
500,0.0,25,off-target
500,0.346,25,target
500,0.0,26,off-target
500,0.547,26,target
500,0.003,27,off-target
500,0.65,27,target
500,0.002,28,off-target
500,0.493,28,target
500,0.0,29,off-target
500,0.05,29,target
500,0.0,30,off-target
500,0.672,30,target
500,0.0,31,off-target
500,0.073,31,target
500,0.0,32,off-target
500,0.328,32,target
500,0.0,33,off-target
500,0.436,33,target
500,0.0,34,off-target
500,0.61,34,target
500,0.0,35,off-target
500,0.602,35,target
500,0.0,36,off-target
500,0.784,36,target
500,0.0,37,off-target
500,0.534,37,target
500,0.0,38,off-target
500,0.15,38,target
500,0.0,39,off-target
500,0.461,39,target
500,0.0,40,off-target
500,0.633,40,target
500,0.0,41,off-target
500,0.664,41,target
500,0.0,42,off-target
500,0.025,42,target
500,0.0,43,off-target
500,0.675,43,target
500,0.001,44,off-target
500,0.376,44,target
500,0.0,45,off-target
500,0.429,45,target
500,0.0,46,off-target
500,0.622,46,target
500,0.0,47,off-target
500,0.411,47,target
500,0.0,48,off-target
500,0.222,48,target
500,0.0,49,off-target
500,0.964,49,target
500,0.001,50,off-target
500,0.967,50,target
500,0.001,51,off-target
500,0.731,51,target
500,0.0,52,off-target
500,0.004,52,target
500,0.0,53,off-target
500,0.771,53,target
500,0.0,54,off-target
500,0.708,54,target
500,0.0,55,off-target
500,0.997,55,target
500,0.0,56,off-target
500,0.957,56,target
500,0.0,57,off-target
500,0.939,57,target
500,0.0,58,off-target
500,0.746,58,target
500,0.0,59,off-target
500,0.604,59,target
500,0.0,60,off-target
500,0.871,60,target
500,0.0,61,off-target
500,0.694,61,target
500,0.0,62,off-target
500,0.286,62,target
500,0.0,63,off-target
500,0.684,63,target
500,0.0,64,off-target
500,0.97,64,target
500,0.0,65,off-target
500,0.091,65,target
500,0.0,66,off-target
500,0.907,66,target
500,0.0,67,off-target
500,0.35,67,target
500,0.0,68,off-target
500,0.995,68,target
500,0.0,69,off-target
500,0.682,69,target
500,0.0,70,off-target
500,0.252,70,target
500,0.0,71,off-target
500,0.885,71,target
500,0.0,72,off-target
500,0.174,72,target
500,0.0,73,off-target
500,0.113,73,target
500,0.0,74,off-target
500,0.853,74,target
500,0.0,75,off-target
500,0.042,75,target
500,0.0,76,off-target
500,0.57,76,target
500,0.0,77,off-target
500,0.147,77,target
500,0.0,78,off-target
500,0.803,78,target
500,0.0,79,off-target
500,0.104,79,target
500,0.001,80,off-target
500,0.343,80,target
500,0.0,81,off-target
500,0.351,81,target
500,0.0,82,off-target
500,0.496,82,target
500,0.0,83,off-target
500,0.678,83,target
