n,p_value,seed,type
500,0.725,479,off-target
500,0.182,479,target
500,0.836,480,off-target
500,0.992,480,target
500,0.782,481,off-target
500,0.642,481,target
500,0.855,482,off-target
500,0.833,482,target
500,0.951,483,off-target
500,0.821,483,target
500,0.358,484,off-target
500,0.664,484,target
500,0.672,485,off-target
500,0.625,485,target
500,0.12,486,off-target
500,0.527,486,target
500,0.055,487,off-target
500,0.275,487,target
500,0.208,488,off-target
500,0.643,488,target
500,0.722,489,off-target
500,0.842,489,target
500,0.695,490,off-target
500,0.776,490,target
500,0.895,491,off-target
500,0.47,491,target
500,0.502,492,off-target
500,0.895,492,target
500,0.345,493,off-target
500,0.558,493,target
500,0.964,494,off-target
500,0.832,494,target
500,0.72,495,off-target
500,0.454,495,target
500,0.694,496,off-target
500,0.655,496,target
500,0.367,497,off-target
500,0.076,497,target
500,0.656,498,off-target
500,0.252,498,target
500,0.89,499,off-target
500,0.194,499,target
500,0.179,500,off-target
500,0.762,500,target
500,0.85,501,off-target
500,0.306,501,target
500,0.864,502,off-target
500,0.216,502,target
500,0.457,503,off-target
500,0.189,503,target
500,0.609,504,off-target
500,0.899,504,target
500,0.089,505,off-target
500,0.312,505,target
500,0.651,506,off-target
500,0.136,506,target
500,0.632,507,off-target
500,0.488,507,target
500,0.574,508,off-target
500,0.743,508,target
500,0.347,509,off-target
500,0.292,509,target
500,0.183,510,off-target
500,0.147,510,target
500,0.209,511,off-target
500,0.054,511,target
500,0.441,512,off-target
500,0.184,512,target
500,0.578,513,off-target
500,0.999,513,target
500,0.344,514,off-target
500,0.902,514,target
500,0.046,515,off-target
500,0.581,515,target
500,0.795,516,off-target
500,0.988,516,target
500,0.992,517,off-target
500,0.982,517,target
500,0.534,518,off-target
500,0.79,518,target
500,0.083,519,off-target
500,0.568,519,target
500,0.789,520,off-target
500,0.914,520,target
500,0.283,521,off-target
500,0.258,521,target
500,0.652,522,off-target
500,0.217,522,target
500,0.709,523,off-target
500,0.194,523,target
500,0.722,524,off-target
500,0.325,524,target
500,0.276,525,off-target
500,0.381,525,target
500,0.648,526,off-target
500,0.911,526,target
500,0.094,527,off-target
500,0.188,527,target
500,0.751,528,off-target
500,0.693,528,target
500,0.477,529,off-target
500,0.68,529,target
500,0.544,530,off-target
500,0.08,530,target
500,0.059,531,off-target
500,0.814,531,target
500,0.5,532,off-target
500,0.64,532,target
500,0.553,533,off-target
500,0.922,533,target
500,0.95,534,off-target
500,0.655,534,target
500,0.739,535,off-target
500,0.336,535,target
500,0.729,536,off-target
500,0.254,536,target
500,0.535,537,off-target
500,0.018,537,target
500,0.723,538,off-target
500,0.091,538,target
500,0.566,539,off-target
500,0.26,539,target
500,0.579,540,off-target
500,0.808,540,target
500,0.128,541,off-target
500,0.737,541,target
500,0.402,542,off-target
500,0.099,542,target
500,0.922,543,off-target
500,0.309,543,target
500,0.233,544,off-target
500,0.156,544,target
500,0.51,545,off-target
500,0.468,545,target
500,0.427,546,off-target
500,0.679,546,target
500,0.563,547,off-target
500,0.299,547,target
500,0.674,548,off-target
500,0.231,548,target
500,0.1,549,off-target
500,0.823,549,target
500,0.358,550,off-target
500,0.174,550,target
500,0.177,551,off-target
500,0.157,551,target
500,0.507,552,off-target
500,0.644,552,target
500,0.998,553,off-target
500,0.698,553,target
500,0.104,554,off-target
500,0.635,554,target
500,0.024,555,off-target
500,0.835,555,target
500,0.502,556,off-target
500,0.149,556,target
500,0.602,557,off-target
500,0.638,557,target
500,0.689,558,off-target
500,0.115,558,target
500,0.065,559,off-target
500,0.889,559,target
500,0.831,560,off-target
500,0.253,560,target
500,0.166,561,off-target
500,0.208,561,target
500,0.516,562,off-target
500,0.189,562,target
500,0.036,563,off-target
500,0.883,563,target
500,0.332,564,off-target
500,0.922,564,target
500,0.593,565,off-target
500,0.341,565,target
500,0.879,566,off-target
500,0.452,566,target
500,0.043,567,off-target
500,0.501,567,target
500,0.369,568,off-target
500,0.095,568,target
500,0.508,569,off-target
500,0.971,569,target
500,0.818,570,off-target
500,0.761,570,target
500,0.127,571,off-target
500,0.086,571,target
500,0.365,572,off-target
500,0.059,572,target
500,0.586,573,off-target
500,0.043,573,target
500,0.067,574,off-target
500,0.109,574,target
500,0.518,575,off-target
500,0.27,575,target
500,0.866,576,off-target
500,0.646,576,target
500,0.667,577,off-target
500,0.632,577,target
500,0.131,578,off-target
500,0.09,578,target
500,0.634,579,off-target
500,0.192,579,target
500,0.32,580,off-target
500,0.175,580,target
500,0.791,581,off-target
500,0.529,581,target
500,0.33,582,off-target
500,0.17,582,target
500,0.0,583,off-target
500,0.036,583,target
500,0.39,584,off-target
500,0.753,584,target
500,0.343,585,off-target
500,0.475,585,target
500,0.322,586,off-target
500,0.771,586,target
500,0.522,587,off-target
500,0.788,587,target
500,0.839,588,off-target
500,0.843,588,target
500,0.803,589,off-target
500,0.049,589,target
500,0.538,590,off-target
500,0.101,590,target
500,0.173,591,off-target
500,0.783,591,target
500,0.904,592,off-target
500,0.447,592,target
500,0.67,593,off-target
500,0.21,593,target
500,0.772,594,off-target
500,0.927,594,target
500,0.402,595,off-target
500,0.481,595,target
500,0.405,596,off-target
500,0.011,596,target
500,0.409,597,off-target
500,0.621,597,target
500,0.759,598,off-target
500,0.173,598,target
500,0.386,599,off-target
500,0.241,599,target
500,0.515,600,off-target
500,0.967,600,target
500,0.171,601,off-target
500,0.825,601,target
500,0.474,602,off-target
500,0.28,602,target
500,0.545,603,off-target
500,0.652,603,target
500,0.078,604,off-target
500,0.025,604,target
500,0.87,605,off-target
500,0.699,605,target
500,0.142,606,off-target
500,0.186,606,target
500,0.87,607,off-target
500,0.201,607,target
500,0.979,608,off-target
500,0.977,608,target
500,0.799,609,off-target
500,0.94,609,target
500,0.485,610,off-target
500,0.196,610,target
500,0.811,611,off-target
500,0.853,611,target
500,0.665,612,off-target
500,0.7,612,target
500,0.212,613,off-target
500,0.253,613,target
500,0.29,614,off-target
500,0.756,614,target
500,0.642,615,off-target
500,0.99,615,target
500,0.322,616,off-target
500,0.779,616,target
500,0.334,617,off-target
500,0.042,617,target
500,0.684,618,off-target
500,0.957,618,target
500,0.47,619,off-target
500,0.476,619,target
500,0.13,620,off-target
500,0.92,620,target
500,0.279,621,off-target
500,0.449,621,target
500,0.152,622,off-target
500,0.527,622,target
500,0.315,623,off-target
500,0.085,623,target
500,0.363,624,off-target
500,0.433,624,target
500,0.267,625,off-target
500,0.08,625,target
500,0.129,626,off-target
500,0.041,626,target
500,0.32,627,off-target
500,0.908,627,target
500,0.611,628,off-target
500,0.833,628,target
500,0.173,629,off-target
500,0.239,629,target
500,0.5,630,off-target
500,0.193,630,target
500,0.426,631,off-target
500,0.464,631,target
500,0.005,632,off-target
500,0.045,632,target
500,0.673,633,off-target
500,0.852,633,target
500,0.684,634,off-target
500,0.148,634,target
