n,p_value,seed,type
500,0.749,73,target
500,0.096,74,off-target
500,0.571,74,target
500,0.5,75,off-target
500,0.601,75,target
500,0.189,76,off-target
500,0.51,76,target
500,0.911,77,off-target
500,0.647,77,target
500,0.621,78,off-target
500,0.131,78,target
500,0.853,79,off-target
500,0.585,79,target
500,0.242,80,off-target
500,0.184,80,target
500,0.462,81,off-target
500,0.704,81,target
500,0.803,82,off-target
500,0.07,82,target
500,0.399,83,off-target
500,0.184,83,target
500,0.077,84,off-target
500,0.474,84,target
500,0.71,85,off-target
500,0.859,85,target
500,0.008,86,off-target
500,0.373,86,target
500,0.828,87,off-target
500,0.295,87,target
500,0.873,88,off-target
500,0.917,88,target
500,0.503,89,off-target
500,0.593,89,target
500,0.743,90,off-target
500,0.317,90,target
500,0.47,91,off-target
500,0.652,91,target
500,0.822,92,off-target
500,0.686,92,target
500,0.492,93,off-target
500,0.82,93,target
500,0.631,94,off-target
500,0.189,94,target
500,0.484,95,off-target
500,0.344,95,target
500,0.003,96,off-target
500,0.516,96,target
500,0.663,97,off-target
500,0.165,97,target
500,0.214,98,off-target
500,0.725,98,target
500,0.255,99,off-target
500,0.288,99,target
500,0.759,100,off-target
500,0.152,100,target
500,0.605,101,off-target
500,0.348,101,target
500,0.411,102,off-target
500,0.9,102,target
500,0.789,103,off-target
500,0.131,103,target
500,0.883,104,off-target
500,0.245,104,target
500,0.152,105,off-target
500,0.909,105,target
500,0.142,106,off-target
500,0.214,106,target
500,0.768,107,off-target
500,0.252,107,target
500,0.147,108,off-target
500,0.234,108,target
500,0.584,109,off-target
500,0.117,109,target
500,0.279,110,off-target
500,0.596,110,target
500,0.559,111,off-target
500,0.605,111,target
500,0.518,112,off-target
500,0.552,112,target
500,0.378,113,off-target
500,0.949,113,target
500,0.706,114,off-target
500,0.907,114,target
500,0.507,115,off-target
500,0.158,115,target
500,0.943,116,off-target
500,0.593,116,target
500,0.47,117,off-target
500,0.897,117,target
500,0.071,118,off-target
500,0.065,118,target
500,0.71,119,off-target
500,0.298,119,target
500,0.033,120,off-target
500,0.481,120,target
500,0.629,121,off-target
500,0.473,121,target
500,0.992,122,off-target
500,0.404,122,target
500,0.569,123,off-target
500,0.536,123,target
500,0.904,124,off-target
500,0.749,124,target
500,0.626,125,off-target
500,0.249,125,target
500,0.935,126,off-target
500,0.462,126,target
500,0.267,127,off-target
500,0.807,127,target
500,0.723,128,off-target
500,0.031,128,target
500,0.934,129,off-target
500,0.794,129,target
500,0.646,130,off-target
500,0.947,130,target
500,0.765,131,off-target
500,0.044,131,target
500,0.477,132,off-target
500,0.764,132,target
500,0.5,133,off-target
500,0.266,133,target
500,0.986,134,off-target
500,0.618,134,target
500,0.547,135,off-target
500,0.867,135,target
500,0.853,136,off-target
500,0.882,136,target
500,0.596,137,off-target
500,0.492,137,target
500,0.887,138,off-target
500,0.881,138,target
500,0.042,139,off-target
500,0.779,139,target
500,0.405,140,off-target
500,0.624,140,target
500,0.743,141,off-target
500,0.059,141,target
500,0.054,142,off-target
500,0.999,142,target
500,0.414,143,off-target
500,0.776,143,target
500,0.472,144,off-target
500,0.108,144,target
500,0.363,145,off-target
500,0.029,145,target
500,0.037,146,off-target
500,0.146,146,target
500,0.659,147,off-target
500,0.277,147,target
500,0.471,148,off-target
500,0.599,148,target
500,0.134,149,off-target
500,0.379,149,target
500,0.18,150,off-target
500,0.807,150,target
500,0.086,151,off-target
500,0.764,151,target
500,0.54,152,off-target
500,0.268,152,target
500,0.543,153,off-target
500,0.291,153,target
500,0.14,154,off-target
500,0.201,154,target
500,0.419,155,off-target
500,0.3,155,target
500,0.174,156,off-target
500,0.692,156,target
500,0.336,157,off-target
500,0.71,157,target
500,0.233,158,off-target
500,0.745,158,target
500,0.787,159,off-target
500,0.303,159,target
500,0.895,160,off-target
500,0.519,160,target
500,0.909,161,off-target
500,0.979,161,target
500,0.938,162,off-target
500,0.468,162,target
500,0.832,163,off-target
500,0.029,163,target
500,0.242,164,off-target
500,0.132,164,target
500,0.117,165,off-target
500,0.273,165,target
500,0.09,166,off-target
500,0.677,166,target
500,0.01,167,off-target
500,0.839,167,target
500,0.971,168,off-target
500,0.242,168,target
500,0.33,169,off-target
500,0.971,169,target
500,0.105,170,off-target
500,0.908,170,target
500,0.703,171,off-target
500,0.447,171,target
500,0.249,172,off-target
500,0.994,172,target
500,0.782,173,off-target
500,0.551,173,target
500,0.808,174,off-target
500,0.362,174,target
500,0.654,175,off-target
500,0.533,175,target
500,0.741,176,off-target
500,0.541,176,target
500,0.598,177,off-target
500,0.388,177,target
500,0.906,178,off-target
500,0.622,178,target
500,0.078,179,off-target
500,0.105,179,target
500,0.969,180,off-target
500,0.345,180,target
500,0.179,181,off-target
500,0.058,181,target
500,0.994,182,off-target
500,0.542,182,target
500,0.024,183,off-target
500,0.113,183,target
500,0.807,184,off-target
500,0.985,184,target
500,0.002,185,off-target
500,0.44,185,target
500,0.261,186,off-target
500,0.472,186,target
500,0.586,187,off-target
500,0.3,187,target
500,0.745,188,off-target
500,0.731,188,target
500,0.063,189,off-target
500,0.488,189,target
500,0.855,190,off-target
500,0.854,190,target
500,0.689,191,off-target
500,0.112,191,target
500,0.06,192,off-target
500,0.161,192,target
500,0.697,193,off-target
500,0.776,193,target
500,0.435,194,off-target
500,0.717,194,target
500,0.66,195,off-target
500,0.3,195,target
500,0.387,196,off-target
500,0.75,196,target
500,0.599,197,off-target
500,0.07,197,target
500,0.31,198,off-target
500,0.985,198,target
500,0.606,199,off-target
500,0.972,199,target
500,0.86,200,off-target
500,0.659,200,target
500,0.981,201,off-target
500,0.444,201,target
500,0.245,202,off-target
500,0.0,202,target
500,0.618,203,off-target
500,0.189,203,target
500,0.548,204,off-target
500,0.683,204,target
500,0.038,205,off-target
500,0.791,205,target
500,0.573,206,off-target
500,0.027,206,target
500,0.066,207,off-target
500,0.115,207,target
500,0.787,208,off-target
500,0.003,208,target
500,0.212,209,off-target
500,0.632,209,target
500,0.746,210,off-target
500,0.1,210,target
500,0.691,211,off-target
500,0.889,211,target
500,0.623,212,off-target
500,0.778,212,target
500,0.6,213,off-target
500,0.236,213,target
500,0.31,214,off-target
500,0.49,214,target
500,0.717,215,off-target
500,0.531,215,target
500,0.352,216,off-target
500,0.269,216,target
500,0.435,217,off-target
500,0.51,217,target
500,0.469,218,off-target
500,0.905,218,target
500,0.801,219,off-target
500,0.098,219,target
500,0.374,220,off-target
500,0.123,220,target
500,0.638,221,off-target
500,0.901,221,target
500,0.345,222,off-target
500,0.235,222,target
500,0.771,223,off-target
500,0.282,223,target
500,0.943,224,off-target
500,0.855,224,target
500,0.126,225,off-target
500,0.857,225,target
500,0.538,226,off-target
500,0.053,226,target
500,0.025,227,off-target
500,0.577,227,target
500,0.541,228,off-target
500,0.211,228,target
500,0.567,229,off-target
500,0.949,229,target
500,0.533,230,off-target
500,0.387,230,target
500,0.216,231,off-target
500,0.432,231,target
500,0.877,232,off-target
500,0.908,232,target
500,0.806,233,off-target
500,0.448,233,target
500,0.281,234,off-target
500,0.4,234,target
500,0.117,235,off-target
500,0.885,235,target
500,0.158,236,off-target
500,0.015,236,target
500,0.509,237,off-target
500,0.762,237,target
500,0.252,238,off-target
500,0.96,238,target
500,0.29,239,off-target
500,0.439,239,target
500,0.695,240,off-target
500,0.159,240,target
500,0.731,241,off-target
500,0.581,241,target
500,0.828,242,off-target
500,0.504,242,target
500,0.24,243,off-target
500,0.979,243,target
500,0.884,244,off-target
500,0.252,244,target
500,0.041,245,off-target
500,0.099,245,target
500,0.938,246,off-target
500,0.361,246,target
500,0.324,247,off-target
500,0.84,247,target
500,0.609,248,off-target
500,0.697,248,target
500,0.643,249,off-target
500,0.848,249,target
500,0.971,250,off-target
500,0.64,250,target
500,0.732,251,off-target
500,0.245,251,target
500,0.053,252,off-target
500,0.191,252,target
500,0.706,253,off-target
500,0.704,253,target
500,0.112,254,off-target
500,0.297,254,target
500,0.926,255,off-target
500,0.954,255,target
500,0.62,256,off-target
500,0.388,256,target
500,0.334,257,off-target
500,0.604,257,target
500,0.217,258,off-target
500,0.962,258,target
500,0.954,259,off-target
500,0.809,259,target
500,0.729,260,off-target
500,0.247,260,target
500,0.241,261,off-target
500,0.991,261,target
500,0.064,262,off-target
500,0.615,262,target
500,0.645,263,off-target
500,0.485,263,target
500,0.176,264,off-target
500,0.626,264,target
500,0.386,265,off-target
500,0.629,265,target
500,0.659,266,off-target
500,0.909,266,target
500,0.541,267,off-target
500,0.879,267,target
500,0.135,268,off-target
500,0.032,268,target
500,0.116,269,off-target
500,0.609,269,target
500,0.461,270,off-target
500,0.399,270,target
500,0.394,271,off-target
500,0.177,271,target
500,0.607,272,off-target
500,0.046,272,target
500,0.036,273,off-target
500,0.928,273,target
500,0.399,274,off-target
500,0.104,274,target
500,0.914,275,off-target
500,0.525,275,target
500,0.646,276,off-target
500,0.568,276,target
500,0.61,277,off-target
500,0.475,277,target
500,0.231,278,off-target
500,0.117,278,target
500,0.511,279,off-target
500,0.654,279,target
500,0.189,280,off-target
500,0.867,280,target
500,0.51,281,off-target
500,0.022,281,target
500,0.945,282,off-target
500,0.278,282,target
500,0.197,283,off-target
500,0.931,283,target
500,0.976,284,off-target
500,0.405,284,target
500,0.261,285,off-target
500,0.597,285,target
500,0.741,286,off-target
500,0.8,286,target
500,0.171,287,off-target
500,0.201,287,target
500,0.95,288,off-target
500,0.094,288,target
500,0.211,289,off-target
500,0.541,289,target
500,0.934,290,off-target
500,0.35,290,target
500,0.373,291,off-target
500,0.289,291,target
500,0.29,292,off-target
500,0.847,292,target
500,0.324,293,off-target
500,0.231,293,target
500,0.272,294,off-target
500,0.621,294,target
500,0.268,295,off-target
500,0.426,295,target
500,0.804,296,off-target
500,0.03,296,target
500,0.423,297,off-target
500,0.107,297,target
500,0.698,298,off-target
500,0.35,298,target
500,0.071,299,off-target
500,0.788,299,target
500,0.74,300,off-target
500,0.614,300,target
500,0.854,301,off-target
500,0.858,301,target
500,0.37,302,off-target
500,0.358,302,target
500,0.999,303,off-target
500,0.643,303,target
500,0.072,304,off-target
500,0.119,304,target
500,0.985,305,off-target
500,0.002,305,target
500,0.387,306,off-target
500,0.33,306,target
500,0.862,307,off-target
500,0.462,307,target
500,0.938,308,off-target
500,0.896,308,target
500,0.008,309,off-target
500,0.978,309,target
500,0.794,310,off-target
500,0.771,310,target
500,0.216,311,off-target
500,0.554,311,target
500,0.422,312,off-target
500,0.536,312,target
500,0.486,313,off-target
500,0.334,313,target
500,0.307,314,off-target
500,0.843,314,target
500,0.868,315,off-target
500,0.074,315,target
500,0.128,316,off-target
500,0.3,316,target
500,0.737,317,off-target
500,0.021,317,target
500,0.383,318,off-target
500,0.158,318,target
500,0.707,319,off-target
500,0.161,319,target
500,0.106,320,off-target
500,0.888,320,target
500,0.417,321,off-target
500,0.911,321,target
500,0.309,322,off-target
500,0.544,322,target
500,0.095,323,off-target
500,0.349,323,target
500,0.52,324,off-target
500,0.356,324,target
500,0.714,325,off-target
500,0.186,325,target
500,0.761,326,off-target
500,0.322,326,target
500,0.458,327,off-target
500,0.263,327,target
500,0.01,328,off-target
500,0.767,328,target
500,0.634,329,off-target
500,0.63,329,target
500,0.718,330,off-target
500,0.281,330,target
500,0.582,331,off-target
500,0.774,331,target
500,0.839,332,off-target
500,0.839,332,target
500,0.269,333,off-target
500,0.4,333,target
500,0.007,334,off-target
500,0.317,334,target
500,0.074,335,off-target
500,0.016,335,target
500,0.679,336,off-target
500,0.384,336,target
500,0.773,337,off-target
500,0.652,337,target
500,0.638,338,off-target
500,0.58,338,target
500,0.105,339,off-target
500,0.087,339,target
500,0.142,340,off-target
500,0.575,340,target
500,0.081,341,off-target
500,0.318,341,target
500,0.327,342,off-target
500,0.334,342,target
500,0.772,343,off-target
500,0.425,343,target
500,0.758,344,off-target
500,0.013,344,target
500,0.659,345,off-target
500,0.939,345,target
500,0.504,346,off-target
500,0.397,346,target
500,0.049,347,off-target
500,0.133,347,target
500,0.031,348,off-target
500,0.522,348,target
500,0.819,349,off-target
500,0.445,349,target
500,0.071,350,off-target
500,0.257,350,target
500,0.807,351,off-target
500,0.273,351,target
500,0.117,352,off-target
500,0.066,352,target
500,0.952,353,off-target
500,0.386,353,target
500,0.955,354,off-target
500,0.126,354,target
500,0.424,355,off-target
500,0.601,355,target
500,0.594,356,off-target
500,0.957,356,target
500,0.909,357,off-target
500,0.03,357,target
500,0.56,358,off-target
500,0.257,358,target
500,0.122,359,off-target
500,0.823,359,target
500,0.708,360,off-target
500,0.653,360,target
500,0.137,361,off-target
500,0.057,361,target
500,0.771,362,off-target
500,0.012,362,target
500,0.548,363,off-target
500,0.733,363,target
500,0.711,364,off-target
500,0.853,364,target
500,0.882,365,off-target
500,0.538,365,target
500,0.172,366,off-target
500,0.263,366,target
500,0.279,367,off-target
500,0.332,367,target
500,0.668,368,off-target
500,0.112,368,target
500,0.648,369,off-target
500,0.992,369,target
500,0.217,370,off-target
500,0.796,370,target
500,0.333,371,off-target
500,0.003,371,target
500,0.411,372,off-target
500,0.361,372,target
500,0.547,373,off-target
500,0.376,373,target
500,0.742,374,off-target
500,0.498,374,target
500,0.238,375,off-target
500,0.803,375,target
500,0.872,376,off-target
500,0.774,376,target
500,0.032,377,off-target
500,0.868,377,target
500,0.442,378,off-target
500,0.73,378,target
500,0.229,379,off-target
500,0.863,379,target
500,0.699,380,off-target
500,0.077,380,target
500,0.525,381,off-target
500,0.753,381,target
500,0.019,382,off-target
500,0.028,382,target
500,0.351,383,off-target
500,0.032,383,target
500,0.46,384,off-target
500,0.828,384,target
500,0.202,385,off-target
500,0.673,385,target
500,0.566,386,off-target
500,0.969,386,target
500,0.737,387,off-target
500,0.539,387,target
500,0.689,388,off-target
500,0.438,388,target
500,0.801,389,off-target
500,0.254,389,target
500,0.865,390,off-target
500,0.12,390,target
500,0.51,391,off-target
500,0.647,391,target
500,0.066,392,off-target
500,0.483,392,target
500,0.612,393,off-target
500,0.604,393,target
500,0.069,394,off-target
500,0.214,394,target
500,0.47,395,off-target
500,0.499,395,target
500,0.652,396,off-target
500,0.639,396,target
500,0.881,397,off-target
500,0.635,397,target
500,0.197,398,off-target
500,0.792,398,target
500,0.995,399,off-target
500,0.957,399,target
500,0.11,400,off-target
500,0.414,400,target
500,0.042,401,off-target
500,0.608,401,target
500,0.951,402,off-target
500,0.111,402,target
500,0.44,403,off-target
500,0.556,403,target
500,0.614,404,off-target
500,0.303,404,target
500,0.684,405,off-target
500,0.346,405,target
500,0.827,406,off-target
500,0.277,406,target
500,0.365,407,off-target
500,0.102,407,target
500,0.072,408,off-target
500,0.532,408,target
500,0.304,409,off-target
500,0.819,409,target
500,0.772,410,off-target
500,0.143,410,target
500,0.327,411,off-target
500,0.829,411,target
500,0.56,412,off-target
500,0.993,412,target
500,0.676,413,off-target
500,0.762,413,target
500,0.054,414,off-target
500,0.456,414,target
500,0.086,415,off-target
500,0.044,415,target
500,0.78,416,off-target
500,0.861,416,target
500,0.142,417,off-target
500,0.201,417,target
500,0.339,418,off-target
500,0.665,418,target
500,0.412,419,off-target
500,0.382,419,target
500,0.486,420,off-target
500,0.349,420,target
500,0.307,421,off-target
500,0.77,421,target
500,0.025,422,off-target
500,0.407,422,target
500,0.465,423,off-target
500,0.626,423,target
500,0.501,424,off-target
500,0.11,424,target
500,0.57,425,off-target
500,0.458,425,target
500,0.284,426,off-target
500,0.888,426,target
500,0.045,427,off-target
500,0.456,427,target
500,0.469,428,off-target
500,0.481,428,target
500,0.023,429,off-target
500,0.067,429,target
500,0.104,430,off-target
500,0.366,430,target
500,0.905,431,off-target
500,0.553,431,target
500,0.181,432,off-target
500,0.411,432,target
500,0.844,433,off-target
500,0.417,433,target
500,0.913,434,off-target
500,0.688,434,target
500,0.769,435,off-target
500,0.826,435,target
500,0.726,436,off-target
500,0.168,436,target
500,0.954,437,off-target
500,0.588,437,target
500,0.993,438,off-target
500,0.202,438,target
500,0.613,439,off-target
500,0.674,439,target
500,0.89,440,off-target
500,0.966,440,target
500,0.841,441,off-target
500,0.672,441,target
500,0.347,442,off-target
500,0.052,442,target
500,0.249,443,off-target
500,0.453,443,target
500,0.013,444,off-target
500,0.959,444,target
500,0.95,445,off-target
500,0.906,445,target
500,0.472,446,off-target
500,0.853,446,target
500,0.864,447,off-target
500,0.599,447,target
500,0.945,448,off-target
500,0.485,448,target
500,0.052,449,off-target
500,0.686,449,target
500,0.633,450,off-target
500,0.403,450,target
500,0.166,451,off-target
500,0.501,451,target
500,0.763,452,off-target
500,0.448,452,target
500,0.079,453,off-target
500,0.091,453,target
500,0.852,454,off-target
500,0.685,454,target
500,0.923,455,off-target
500,0.26,455,target
500,0.593,456,off-target
500,0.651,456,target
500,0.683,457,off-target
500,0.197,457,target
500,0.188,458,off-target
500,0.408,458,target
500,0.37,459,off-target
500,0.144,459,target
500,0.255,460,off-target
500,0.286,460,target
500,0.811,461,off-target
500,0.434,461,target
500,0.157,462,off-target
500,0.592,462,target
500,0.868,463,off-target
500,0.837,463,target
500,0.621,464,off-target
500,0.685,464,target
500,0.516,465,off-target
500,0.803,465,target
500,0.564,466,off-target
500,0.085,466,target
500,0.105,467,off-target
500,0.032,467,target
500,0.103,468,off-target
500,0.921,468,target
500,0.197,469,off-target
500,0.41,469,target
500,0.77,470,off-target
500,0.114,470,target
500,0.562,471,off-target
500,0.708,471,target
500,0.238,472,off-target
500,0.933,472,target
500,0.382,473,off-target
500,0.191,473,target
500,0.156,474,off-target
500,0.161,474,target
500,0.403,475,off-target
500,0.506,475,target
500,0.455,476,off-target
500,0.631,476,target
500,0.135,477,off-target
500,0.74,477,target
500,0.854,478,off-target
500,0.029,478,target
500,0.973,479,off-target
500,0.017,479,target
500,0.598,480,off-target
500,0.539,480,target
500,0.099,481,off-target
500,0.194,481,target
500,0.404,482,off-target
500,0.164,482,target
500,0.045,483,off-target
500,0.009,483,target
500,0.578,484,off-target
500,0.164,484,target
500,0.033,485,off-target
500,0.184,485,target
500,0.721,486,off-target
500,0.282,486,target
500,0.787,487,off-target
500,0.943,487,target
500,0.844,488,off-target
500,0.376,488,target
500,0.573,489,off-target
500,0.63,489,target
500,0.124,490,off-target
500,0.524,490,target
500,0.007,491,off-target
500,0.008,491,target
500,0.203,492,off-target
500,0.879,492,target
500,0.196,493,off-target
500,0.31,493,target
500,0.778,494,off-target
500,0.226,494,target
500,0.052,495,off-target
500,0.317,495,target
500,0.487,496,off-target
500,0.159,496,target
500,0.885,497,off-target
500,0.051,497,target
500,0.017,498,off-target
500,0.055,498,target
500,0.701,499,off-target
500,0.594,499,target
500,0.675,500,off-target
500,0.798,500,target
500,0.677,501,off-target
500,0.613,501,target
500,0.391,502,off-target
500,0.179,502,target
500,0.278,503,off-target
500,0.377,503,target
500,0.719,504,off-target
500,0.932,504,target
500,0.163,505,off-target
500,0.351,505,target
500,0.007,506,off-target
500,0.653,506,target
500,0.491,507,off-target
500,0.883,507,target
500,0.441,508,off-target
500,0.151,508,target
500,0.983,509,off-target
500,0.065,509,target
500,0.881,510,off-target
500,0.99,510,target
500,0.437,511,off-target
500,0.636,511,target
500,0.069,512,off-target
500,0.276,512,target
500,0.83,513,off-target
500,0.443,513,target
500,0.166,514,off-target
500,0.785,514,target
500,0.657,515,off-target
500,0.559,515,target
500,0.961,516,off-target
500,0.513,516,target
500,0.67,517,off-target
500,0.944,517,target
500,0.481,518,off-target
500,0.869,518,target
500,0.709,519,off-target
500,0.693,519,target
500,0.261,520,off-target
500,0.457,520,target
500,0.945,521,off-target
500,0.897,521,target
500,0.29,522,off-target
500,0.254,522,target
500,0.169,523,off-target
500,0.614,523,target
500,0.327,524,off-target
500,0.384,524,target
500,0.296,525,off-target
500,0.469,525,target
500,0.165,526,off-target
500,0.03,526,target
500,0.361,527,off-target
500,0.158,527,target
500,0.652,528,off-target
500,0.253,528,target
500,0.058,529,off-target
500,0.081,529,target
500,0.498,530,off-target
500,0.745,530,target
500,0.697,531,off-target
500,0.767,531,target
500,0.004,532,off-target
500,0.597,532,target
500,0.018,533,off-target
500,0.345,533,target
500,0.32,534,off-target
500,0.526,534,target
500,0.551,535,off-target
500,0.727,535,target
500,0.596,536,off-target
500,0.465,536,target
500,0.028,537,off-target
500,0.877,537,target
500,0.953,538,off-target
500,0.717,538,target
500,0.3,539,off-target
500,0.669,539,target
500,0.979,540,off-target
500,0.683,540,target
500,0.848,541,off-target
500,0.204,541,target
500,0.558,542,off-target
500,0.373,542,target
500,0.588,543,off-target
500,0.92,543,target
500,0.808,544,off-target
500,0.517,544,target
500,0.538,545,off-target
500,0.506,545,target
500,0.523,546,off-target
500,0.596,546,target
500,0.092,547,off-target
500,0.134,547,target
500,0.549,548,off-target
500,0.469,548,target
500,0.653,549,off-target
500,0.505,549,target
500,0.939,550,off-target
500,0.036,550,target
500,0.419,551,off-target
500,0.592,551,target
500,0.776,552,off-target
500,0.68,552,target
500,0.506,553,off-target
500,0.728,553,target
500,0.183,554,off-target
500,0.872,554,target
500,0.665,555,off-target
500,0.13,555,target
500,0.707,556,off-target
500,0.205,556,target
500,0.909,557,off-target
500,0.55,557,target
500,0.667,558,off-target
500,0.536,558,target
500,0.658,559,off-target
500,0.316,559,target
500,0.933,560,off-target
500,0.861,560,target
500,0.384,561,off-target
500,0.847,561,target
500,0.124,562,off-target
500,0.846,562,target
500,0.97,563,off-target
500,0.527,563,target
500,0.062,564,off-target
500,0.458,564,target
500,0.797,565,off-target
500,0.399,565,target
500,0.662,566,off-target
500,0.061,566,target
500,0.292,567,off-target
500,0.191,567,target
500,0.85,568,off-target
500,0.64,568,target
500,0.993,569,off-target
500,0.374,569,target
500,0.002,570,off-target
500,0.513,570,target
500,0.961,571,off-target
500,0.584,571,target
500,0.467,572,off-target
500,0.097,572,target
500,0.993,573,off-target
500,0.121,573,target
500,0.685,574,off-target
500,0.103,574,target
500,0.962,575,off-target
500,0.966,575,target
500,0.273,576,off-target
500,0.635,576,target
500,0.116,577,off-target
500,0.196,577,target
500,0.274,578,off-target
500,0.697,578,target
500,0.283,579,off-target
500,0.695,579,target
500,0.587,580,off-target
500,0.367,580,target
500,0.091,581,off-target
500,0.378,581,target
500,0.275,582,off-target
500,0.839,582,target
500,0.127,583,off-target
500,0.774,583,target
500,0.224,584,off-target
500,0.543,584,target
500,0.3,585,off-target
500,0.684,585,target
500,0.463,586,off-target
500,0.305,586,target
500,0.167,587,off-target
500,0.558,587,target
500,0.998,588,off-target
500,0.26,588,target
500,0.104,589,off-target
500,0.583,589,target
500,0.094,590,off-target
500,0.917,590,target
500,0.058,591,off-target
500,0.369,591,target
500,0.168,592,off-target
500,0.818,592,target
500,0.559,593,off-target
500,0.802,593,target
500,0.071,594,off-target
500,0.412,594,target
500,0.831,595,off-target
500,0.439,595,target
500,0.841,596,off-target
500,0.117,596,target
500,0.882,597,off-target
500,0.285,597,target
500,0.107,598,off-target
500,0.453,598,target
500,0.182,599,off-target
500,0.332,599,target
500,0.345,600,off-target
500,0.484,600,target
500,0.856,601,off-target
500,0.514,601,target
500,0.415,602,off-target
500,0.163,602,target
500,0.907,603,off-target
500,0.562,603,target
500,0.165,604,off-target
500,0.387,604,target
500,0.776,605,off-target
500,0.413,605,target
500,0.551,606,off-target
500,0.111,606,target
500,0.408,607,off-target
500,0.172,607,target
500,0.456,608,off-target
500,0.848,608,target
500,0.094,609,off-target
500,0.326,609,target
500,0.171,610,off-target
500,0.824,610,target
500,0.79,611,off-target
500,0.614,611,target
500,0.641,612,off-target
500,0.194,612,target
500,0.21,613,off-target
500,0.529,613,target
500,0.262,614,off-target
500,0.037,614,target
500,0.849,615,off-target
500,0.74,615,target
500,0.642,616,off-target
500,0.289,616,target
500,0.69,617,off-target
500,0.365,617,target
500,0.972,618,off-target
500,0.879,618,target
500,0.852,619,off-target
500,0.693,619,target
500,0.984,620,off-target
500,0.946,620,target
500,0.809,621,off-target
500,0.411,621,target
500,0.229,622,off-target
500,0.503,622,target
500,0.815,623,off-target
500,0.291,623,target
500,0.659,624,off-target
500,0.729,624,target
500,0.114,625,off-target
500,0.822,625,target
500,0.439,626,off-target
500,0.074,626,target
500,0.425,627,off-target
500,0.853,627,target
500,0.744,628,off-target
500,0.834,628,target
500,0.994,629,off-target
500,0.921,629,target
500,0.373,630,off-target
500,0.036,630,target
500,0.296,631,off-target
500,0.442,631,target
500,0.593,632,off-target
500,0.052,632,target
500,0.87,633,off-target
500,0.563,633,target
500,0.731,634,off-target
500,0.692,634,target
