n,p_value,var_est,seed,type
500,0.0,0.0,0,off-target noiseless
500,0.615,0.0,0,target noiseless
500,0.0,2.0556976795196533,0,off-target
500,0.895,2.0556976795196533,0,target
500,0.0,0.0,1,off-target noiseless
500,0.557,0.0,1,target noiseless
500,0.0,2.0949783325195312,1,off-target
500,0.364,2.0949783325195312,1,target
500,0.0,0.0,2,off-target noiseless
500,0.899,0.0,2,target noiseless
500,0.0,2.007875680923462,2,off-target
500,0.396,2.007875680923462,2,target
500,0.0,0.0,3,off-target noiseless
500,0.5,0.0,3,target noiseless
500,0.0,2.015007495880127,3,off-target
500,0.965,2.015007495880127,3,target
500,0.0,0.0,4,off-target noiseless
500,0.362,0.0,4,target noiseless
500,0.0,2.0036520957946777,4,off-target
500,0.596,2.0036520957946777,4,target
500,0.0,0.0,5,off-target noiseless
500,0.575,0.0,5,target noiseless
500,0.0,2.0610110759735107,5,off-target
500,0.788,2.0610110759735107,5,target
500,0.0,0.0,6,off-target noiseless
500,0.417,0.0,6,target noiseless
500,0.0,2.1502158641815186,6,off-target
500,0.038,2.1502158641815186,6,target
500,0.0,0.0,7,off-target noiseless
500,0.63,0.0,7,target noiseless
500,0.0,2.0895421504974365,7,off-target
500,0.049,2.0895421504974365,7,target
500,0.0,0.0,8,off-target noiseless
500,0.916,0.0,8,target noiseless
500,0.0,2.056718349456787,8,off-target
500,0.973,2.056718349456787,8,target
500,0.0,0.0,9,off-target noiseless
500,0.028,0.0,9,target noiseless
500,0.0,2.090291976928711,9,off-target
500,0.129,2.090291976928711,9,target
500,0.0,0.0,10,off-target noiseless
500,0.579,0.0,10,target noiseless
500,0.0,2.115528106689453,10,off-target
500,0.396,2.115528106689453,10,target
500,0.0,0.0,11,off-target noiseless
500,0.546,0.0,11,target noiseless
500,0.0,2.2006306648254395,11,off-target
500,0.012,2.2006306648254395,11,target
500,0.0,0.0,12,off-target noiseless
500,0.858,0.0,12,target noiseless
500,0.0,2.126232862472534,12,off-target
500,0.101,2.126232862472534,12,target
500,0.0,0.0,13,off-target noiseless
500,0.102,0.0,13,target noiseless
500,0.0,2.0033438205718994,13,off-target
500,0.24,2.0033438205718994,13,target
500,0.0,0.0,14,off-target noiseless
500,0.125,0.0,14,target noiseless
500,0.0,1.9940693378448489,14,off-target
500,0.628,1.9940693378448489,14,target
500,0.0,0.0,15,off-target noiseless
500,0.449,0.0,15,target noiseless
500,0.0,2.043722152709961,15,off-target
500,0.476,2.043722152709961,15,target
500,0.0,0.0,16,off-target noiseless
500,0.557,0.0,16,target noiseless
500,0.0,2.0217535495758057,16,off-target
500,0.74,2.0217535495758057,16,target
500,0.0,0.0,17,off-target noiseless
500,0.031,0.0,17,target noiseless
500,0.0,1.9233429431915283,17,off-target
500,0.205,1.9233429431915283,17,target
500,0.0,0.0,18,off-target noiseless
500,0.572,0.0,18,target noiseless
500,0.0,2.1468505859375,18,off-target
500,0.433,2.1468505859375,18,target
500,0.0,0.0,19,off-target noiseless
500,0.944,0.0,19,target noiseless
500,0.0,2.031544208526612,19,off-target
500,0.449,2.031544208526612,19,target
500,0.0,0.0,20,off-target noiseless
500,0.811,0.0,20,target noiseless
500,0.0,2.064558744430542,20,off-target
500,0.806,2.064558744430542,20,target
500,0.0,0.0,21,off-target noiseless
500,0.158,0.0,21,target noiseless
500,0.0,2.076188325881958,21,off-target
500,0.133,2.076188325881958,21,target
500,0.0,0.0,22,off-target noiseless
500,0.135,0.0,22,target noiseless
500,0.0,2.1188340187072754,22,off-target
500,0.741,2.1188340187072754,22,target
500,0.0,0.0,23,off-target noiseless
500,0.254,0.0,23,target noiseless
500,0.0,2.105903148651123,23,off-target
500,0.666,2.105903148651123,23,target
500,0.0,0.0,24,off-target noiseless
500,0.049,0.0,24,target noiseless
500,0.0,2.047430992126465,24,off-target
500,0.249,2.047430992126465,24,target
500,0.0,0.0,25,off-target noiseless
500,0.826,0.0,25,target noiseless
500,0.0,2.0510497093200684,25,off-target
500,0.95,2.0510497093200684,25,target
500,0.0,0.0,26,off-target noiseless
500,0.049,0.0,26,target noiseless
500,0.0,2.013849258422852,26,off-target
500,0.167,2.013849258422852,26,target
500,0.0,0.0,27,off-target noiseless
500,0.518,0.0,27,target noiseless
500,0.0,2.074392318725586,27,off-target
500,0.181,2.074392318725586,27,target
500,0.0,0.0,28,off-target noiseless
500,0.564,0.0,28,target noiseless
500,0.0,2.1403067111968994,28,off-target
500,0.662,2.1403067111968994,28,target
500,0.0,0.0,29,off-target noiseless
500,0.686,0.0,29,target noiseless
500,0.0,2.045928955078125,29,off-target
500,0.541,2.045928955078125,29,target
500,0.0,0.0,30,off-target noiseless
500,0.424,0.0,30,target noiseless
500,0.0,2.092301607131958,30,off-target
500,0.664,2.092301607131958,30,target
500,0.0,0.0,31,off-target noiseless
500,0.964,0.0,31,target noiseless
500,0.0,2.008301258087158,31,off-target
500,0.839,2.008301258087158,31,target
500,0.0,0.0,32,off-target noiseless
500,0.651,0.0,32,target noiseless
500,0.0,2.134176254272461,32,off-target
500,0.081,2.134176254272461,32,target
500,0.0,0.0,33,off-target noiseless
500,0.899,0.0,33,target noiseless
500,0.0,2.020272016525269,33,off-target
500,0.452,2.020272016525269,33,target
500,0.0,0.0,34,off-target noiseless
500,0.87,0.0,34,target noiseless
500,0.0,2.0591697692871094,34,off-target
500,0.811,2.0591697692871094,34,target
500,0.0,0.0,35,off-target noiseless
