n,p_value,seed,type
500,0.598,105,off-target
500,0.962,105,target
500,0.948,106,off-target
500,0.952,106,target
500,0.777,107,off-target
500,0.19,107,target
500,0.448,108,off-target
500,0.636,108,target
500,0.231,109,off-target
500,0.194,109,target
500,0.883,110,off-target
500,0.749,110,target
500,0.122,111,off-target
500,0.353,111,target
500,0.516,112,off-target
500,0.253,112,target
500,0.783,113,off-target
500,0.979,113,target
500,0.467,114,off-target
500,0.863,114,target
500,0.195,115,off-target
500,0.027,115,target
500,0.122,116,off-target
500,0.568,116,target
500,0.435,117,off-target
500,0.425,117,target
500,0.181,118,off-target
500,0.369,118,target
500,0.512,119,off-target
500,0.328,119,target
500,0.613,120,off-target
500,0.948,120,target
500,0.181,121,off-target
500,0.439,121,target
500,0.252,122,off-target
500,0.36,122,target
500,0.486,123,off-target
500,0.393,123,target
500,0.636,124,off-target
500,0.328,124,target
500,0.98,125,off-target
500,0.328,125,target
500,0.346,126,off-target
500,0.086,126,target
500,0.111,127,off-target
500,0.48,127,target
500,0.841,128,off-target
500,0.491,128,target
500,0.313,129,off-target
500,0.866,129,target
500,0.751,130,off-target
500,0.323,130,target
500,0.796,131,off-target
500,0.847,131,target
500,0.656,132,off-target
500,0.329,132,target
500,0.009,133,off-target
500,0.444,133,target
500,0.187,134,off-target
500,0.197,134,target
500,0.778,135,off-target
500,0.424,135,target
500,0.636,136,off-target
500,0.307,136,target
500,0.316,137,off-target
500,0.076,137,target
500,0.142,138,off-target
500,0.635,138,target
500,0.622,139,off-target
500,0.458,139,target
500,0.838,140,off-target
500,0.669,140,target
500,0.582,141,off-target
500,0.235,141,target
500,0.235,142,off-target
500,0.696,142,target
500,0.089,143,off-target
500,0.804,143,target
500,0.101,144,off-target
500,0.505,144,target
500,0.351,145,off-target
500,0.921,145,target
500,0.332,146,off-target
500,0.64,146,target
500,0.951,147,off-target
500,0.837,147,target
500,0.301,148,off-target
500,0.106,148,target
500,0.67,149,off-target
500,0.319,149,target
500,0.897,150,off-target
500,0.932,150,target
500,0.186,151,off-target
500,0.068,151,target
500,0.775,152,off-target
500,0.246,152,target
500,0.858,153,off-target
500,0.746,153,target
500,0.075,154,off-target
500,0.331,154,target
500,0.931,155,off-target
500,0.506,155,target
500,0.811,156,off-target
500,0.408,156,target
500,0.751,157,off-target
500,0.475,157,target
500,0.954,158,off-target
500,0.544,158,target
500,0.918,159,off-target
500,0.366,159,target
500,0.338,160,off-target
500,0.035,160,target
500,0.602,161,off-target
500,0.628,161,target
500,0.255,162,off-target
500,0.974,162,target
500,0.635,163,off-target
500,0.798,163,target
500,0.602,164,off-target
500,0.274,164,target
500,0.898,165,off-target
500,0.278,165,target
500,0.801,166,off-target
500,0.253,166,target
500,0.29,167,off-target
500,0.105,167,target
500,0.158,168,off-target
500,0.739,168,target
500,0.135,169,off-target
500,0.2,169,target
500,0.92,170,off-target
500,0.902,170,target
500,0.647,171,off-target
500,0.504,171,target
500,0.546,172,off-target
500,0.503,172,target
500,0.524,173,off-target
500,0.184,173,target
500,0.506,174,off-target
500,0.767,174,target
500,0.288,175,off-target
500,0.379,175,target
500,0.032,176,off-target
500,0.178,176,target
500,0.719,177,off-target
500,0.906,177,target
500,0.113,178,off-target
500,0.862,178,target
500,0.446,179,off-target
500,0.288,179,target
500,0.22,180,off-target
500,0.429,180,target
500,0.98,181,off-target
500,0.727,181,target
500,0.833,182,off-target
500,0.375,182,target
500,0.312,183,off-target
500,0.055,183,target
500,0.244,184,off-target
500,0.025,184,target
500,0.957,185,off-target
500,0.65,185,target
500,0.47,186,off-target
500,0.691,186,target
500,0.688,187,off-target
500,0.131,187,target
500,0.154,188,off-target
500,0.936,188,target
500,0.517,189,off-target
500,0.265,189,target
500,0.296,190,off-target
500,0.875,190,target
500,0.056,191,off-target
500,0.499,191,target
500,0.898,192,off-target
500,0.14,192,target
500,0.074,193,off-target
500,0.168,193,target
500,0.339,194,off-target
500,0.893,194,target
500,0.149,195,off-target
500,0.289,195,target
500,0.009,196,off-target
500,0.172,196,target
500,0.777,197,off-target
500,0.388,197,target
500,0.918,198,off-target
500,0.094,198,target
500,0.6,199,off-target
500,0.421,199,target
500,0.401,200,off-target
500,0.453,200,target
500,0.227,201,off-target
500,0.351,201,target
500,0.836,202,off-target
500,0.43,202,target
500,0.413,203,off-target
500,0.872,203,target
500,0.288,204,off-target
500,0.896,204,target
500,0.766,205,off-target
500,0.702,205,target
500,0.375,206,off-target
500,0.508,206,target
500,0.095,207,off-target
500,0.094,207,target
500,0.259,208,off-target
500,0.56,208,target
500,0.246,209,off-target
500,0.831,209,target
500,0.641,210,off-target
500,0.179,210,target
500,0.35,211,off-target
500,0.538,211,target
500,0.877,212,off-target
500,0.836,212,target
500,0.169,213,off-target
500,0.155,213,target
500,0.146,214,off-target
500,0.9,214,target
500,0.805,215,off-target
500,0.798,215,target
500,0.514,216,off-target
500,0.168,216,target
500,0.124,217,off-target
500,0.75,217,target
500,0.008,218,off-target
500,0.472,218,target
500,0.656,219,off-target
500,0.336,219,target
500,0.473,220,off-target
500,0.855,220,target
500,0.525,221,off-target
500,0.054,221,target
500,0.172,222,off-target
500,0.232,222,target
500,0.546,223,off-target
500,0.02,223,target
500,0.088,224,off-target
500,0.548,224,target
500,0.145,225,off-target
500,0.068,225,target
500,0.836,226,off-target
500,0.379,226,target
500,0.934,227,off-target
500,0.371,227,target
500,0.695,228,off-target
500,0.93,228,target
500,0.794,229,off-target
500,0.2,229,target
500,0.942,230,off-target
500,0.309,230,target
500,0.141,231,off-target
500,0.046,231,target
500,0.938,232,off-target
500,0.447,232,target
500,0.034,233,off-target
500,0.421,233,target
500,0.57,234,off-target
500,0.569,234,target
500,0.303,235,off-target
500,0.364,235,target
500,0.578,236,off-target
500,0.585,236,target
500,0.918,237,off-target
500,0.703,237,target
500,0.158,238,off-target
500,0.076,238,target
500,0.201,239,off-target
500,0.979,239,target
500,0.035,240,off-target
500,0.167,240,target
500,0.949,241,off-target
500,0.764,241,target
500,0.403,242,off-target
500,0.578,242,target
500,0.795,243,off-target
500,0.273,243,target
500,0.105,244,off-target
500,0.452,244,target
500,0.712,245,off-target
500,0.804,245,target
500,0.673,246,off-target
500,0.906,246,target
500,0.638,247,off-target
500,0.594,247,target
500,0.422,248,off-target
500,0.541,248,target
500,0.276,249,off-target
500,0.303,249,target
500,0.173,250,off-target
500,0.246,250,target
500,0.55,251,off-target
500,0.715,251,target
500,0.766,252,off-target
500,0.292,252,target
500,0.424,253,off-target
500,0.14,253,target
500,0.338,254,off-target
500,0.454,254,target
500,0.348,255,off-target
500,0.577,255,target
500,0.889,256,off-target
500,0.545,256,target
500,0.344,257,off-target
500,0.256,257,target
500,0.856,258,off-target
500,0.665,258,target
500,0.86,259,off-target
500,0.528,259,target
500,0.601,260,off-target
500,0.834,260,target
500,0.124,261,off-target
500,0.431,261,target
500,0.111,262,off-target
500,0.775,262,target
500,0.484,263,off-target
500,0.359,263,target
500,0.566,264,off-target
500,0.56,264,target
500,0.724,265,off-target
500,0.751,265,target
500,0.61,266,off-target
500,0.197,266,target
500,0.968,267,off-target
500,0.104,267,target
500,0.839,268,off-target
500,0.647,268,target
500,0.897,269,off-target
500,0.569,269,target
500,0.263,270,off-target
500,0.35,270,target
500,0.051,271,off-target
500,0.701,271,target
500,0.346,272,off-target
500,0.36,272,target
500,0.622,273,off-target
500,0.387,273,target
500,0.87,274,off-target
500,0.054,274,target
500,0.018,275,off-target
500,0.18,275,target
500,0.061,276,off-target
500,0.16,276,target
500,0.72,277,off-target
500,0.279,277,target
500,0.674,278,off-target
500,0.497,278,target
500,0.695,279,off-target
500,0.053,279,target
500,0.676,280,off-target
500,0.478,280,target
500,0.293,281,off-target
500,0.681,281,target
500,0.618,282,off-target
500,0.242,282,target
500,0.05,283,off-target
500,0.087,283,target
500,0.875,284,off-target
500,0.344,284,target
500,0.621,285,off-target
500,0.28,285,target
500,0.266,286,off-target
500,0.102,286,target
500,0.814,287,off-target
500,0.346,287,target
500,0.399,288,off-target
500,0.753,288,target
500,0.188,289,off-target
500,0.449,289,target
500,0.23,290,off-target
500,0.484,290,target
500,0.327,291,off-target
500,0.937,291,target
500,0.305,292,off-target
500,0.103,292,target
500,0.007,293,off-target
500,0.41,293,target
500,0.225,294,off-target
500,0.732,294,target
500,0.302,295,off-target
500,0.667,295,target
500,0.154,296,off-target
500,0.989,296,target
500,0.604,297,off-target
500,0.572,297,target
500,0.5,298,off-target
500,0.026,298,target
500,0.282,299,off-target
500,0.639,299,target
500,0.889,300,off-target
500,0.601,300,target
500,0.45,301,off-target
500,0.906,301,target
500,0.069,302,off-target
500,0.058,302,target
500,0.94,303,off-target
500,0.755,303,target
500,0.039,304,off-target
500,0.886,304,target
500,0.814,305,off-target
500,0.178,305,target
500,0.622,306,off-target
500,0.449,306,target
500,0.135,307,off-target
500,0.147,307,target
500,0.711,308,off-target
500,0.296,308,target
500,0.724,309,off-target
500,0.452,309,target
500,0.07,310,off-target
500,0.359,310,target
500,0.08,311,off-target
500,0.65,311,target
500,0.0,312,off-target
500,0.286,312,target
500,0.458,313,off-target
500,0.225,313,target
500,0.476,314,off-target
500,0.15,314,target
500,0.577,315,off-target
500,0.591,315,target
500,0.904,316,off-target
500,0.59,316,target
500,0.573,317,off-target
500,0.939,317,target
500,0.093,318,off-target
500,0.047,318,target
500,0.729,319,off-target
500,0.3,319,target
500,0.053,320,off-target
500,0.525,320,target
500,0.071,321,off-target
500,0.228,321,target
500,0.437,322,off-target
500,0.208,322,target
500,0.809,323,off-target
500,0.415,323,target
500,0.716,324,off-target
500,0.936,324,target
500,0.382,325,off-target
500,0.161,325,target
500,0.17,326,off-target
500,0.259,326,target
500,0.275,327,off-target
500,0.188,327,target
500,0.859,328,off-target
500,0.101,328,target
500,0.068,329,off-target
500,0.137,329,target
500,0.376,330,off-target
500,0.274,330,target
500,0.51,331,off-target
500,0.009,331,target
500,0.509,332,off-target
500,0.237,332,target
500,0.366,333,off-target
500,0.108,333,target
500,0.03,334,off-target
500,0.126,334,target
500,0.224,335,off-target
500,0.399,335,target
500,0.132,336,off-target
500,0.661,336,target
500,0.194,337,off-target
500,0.416,337,target
500,0.77,338,off-target
500,0.597,338,target
500,0.776,339,off-target
500,0.854,339,target
500,0.686,340,off-target
500,0.767,340,target
500,0.156,341,off-target
500,0.611,341,target
500,0.482,342,off-target
500,0.322,342,target
500,0.613,343,off-target
500,0.953,343,target
500,0.242,344,off-target
500,0.088,344,target
500,0.05,345,off-target
500,0.262,345,target
500,0.745,346,off-target
500,0.063,346,target
500,0.586,347,off-target
500,0.228,347,target
500,0.376,348,off-target
500,0.769,348,target
500,0.126,349,off-target
500,0.957,349,target
500,0.634,350,off-target
500,0.549,350,target
500,0.122,351,off-target
500,0.314,351,target
500,0.322,352,off-target
500,0.135,352,target
500,0.268,353,off-target
500,0.994,353,target
500,0.184,354,off-target
500,0.524,354,target
500,0.728,355,off-target
500,0.49,355,target
500,0.807,356,off-target
500,0.479,356,target
500,0.441,357,off-target
500,0.43,357,target
500,0.999,358,off-target
500,0.918,358,target
500,0.813,359,off-target
500,0.311,359,target
500,0.786,360,off-target
500,0.672,360,target
500,0.528,361,off-target
500,0.644,361,target
500,0.198,362,off-target
500,0.874,362,target
500,0.278,363,off-target
500,0.359,363,target
500,0.502,364,off-target
500,0.235,364,target
500,0.158,365,off-target
500,0.599,365,target
500,0.273,366,off-target
500,0.382,366,target
500,0.885,367,off-target
500,0.443,367,target
500,0.471,368,off-target
500,0.268,368,target
500,0.412,369,off-target
500,0.209,369,target
500,0.135,370,off-target
500,0.82,370,target
500,0.387,371,off-target
500,0.821,371,target
500,0.407,372,off-target
500,0.66,372,target
500,0.154,373,off-target
500,0.745,373,target
500,0.938,374,off-target
500,0.977,374,target
500,0.282,375,off-target
500,0.167,375,target
500,0.914,376,off-target
500,0.63,376,target
500,0.7,377,off-target
500,0.208,377,target
500,0.852,378,off-target
500,0.716,378,target
500,0.455,379,off-target
500,0.389,379,target
500,0.187,380,off-target
500,0.08,380,target
500,0.745,381,off-target
500,0.495,381,target
500,0.099,382,off-target
500,0.288,382,target
500,0.297,383,off-target
500,0.795,383,target
500,0.051,384,off-target
500,0.172,384,target
500,0.361,385,off-target
500,0.48,385,target
500,0.364,386,off-target
500,0.068,386,target
500,0.089,387,off-target
500,0.831,387,target
500,0.913,388,off-target
500,0.841,388,target
500,0.149,389,off-target
500,0.222,389,target
500,0.919,390,off-target
500,0.285,390,target
500,0.79,391,off-target
500,0.383,391,target
500,0.048,392,off-target
500,0.455,392,target
500,0.318,393,off-target
500,0.948,393,target
500,0.238,394,off-target
500,0.551,394,target
500,0.189,395,off-target
500,0.151,395,target
500,0.044,396,off-target
500,0.23,396,target
500,0.392,397,off-target
500,0.865,397,target
500,0.683,398,off-target
500,0.089,398,target
500,0.791,399,off-target
500,0.082,399,target
500,0.195,400,off-target
500,0.59,400,target
500,0.216,401,off-target
500,0.299,401,target
500,0.466,402,off-target
500,0.297,402,target
500,0.354,403,off-target
500,0.828,403,target
500,0.662,404,off-target
500,0.394,404,target
500,0.394,405,off-target
500,0.505,405,target
500,0.112,406,off-target
500,0.374,406,target
500,0.38,407,off-target
500,0.683,407,target
500,0.044,408,off-target
500,0.532,408,target
500,0.884,409,off-target
500,0.462,409,target
500,0.001,410,off-target
500,0.092,410,target
500,0.15,411,off-target
500,0.972,411,target
500,0.338,412,off-target
500,0.013,412,target
500,0.753,413,off-target
500,0.335,413,target
500,0.698,414,off-target
500,0.375,414,target
500,0.284,415,off-target
500,0.034,415,target
500,0.968,416,off-target
500,0.676,416,target
500,0.47,417,off-target
500,0.532,417,target
500,0.046,418,off-target
500,0.063,418,target
500,0.623,419,off-target
500,0.461,419,target
500,0.974,420,off-target
500,0.353,420,target
500,0.41,421,off-target
500,0.906,421,target
500,0.605,422,off-target
500,0.656,422,target
500,0.333,423,off-target
500,0.457,423,target
500,0.685,424,off-target
500,0.923,424,target
500,0.77,425,off-target
500,0.931,425,target
500,0.7,426,off-target
500,0.617,426,target
500,0.059,427,off-target
500,0.656,427,target
500,0.196,428,off-target
500,0.323,428,target
500,0.971,429,off-target
500,0.243,429,target
500,0.205,430,off-target
500,0.327,430,target
500,0.026,431,off-target
500,0.269,431,target
500,0.592,432,off-target
500,0.465,432,target
500,0.299,433,off-target
500,0.562,433,target
500,0.261,434,off-target
500,0.862,434,target
500,0.061,435,off-target
500,0.285,435,target
500,0.7,436,off-target
500,0.607,436,target
500,0.155,437,off-target
500,0.489,437,target
500,0.152,438,off-target
500,0.462,438,target
500,0.11,439,off-target
500,0.948,439,target
500,0.616,440,off-target
500,0.22,440,target
500,0.963,441,off-target
500,0.632,441,target
500,0.137,442,off-target
500,0.119,442,target
500,0.923,443,off-target
500,0.375,443,target
500,0.526,444,off-target
500,0.977,444,target
500,0.334,445,off-target
500,0.505,445,target
500,0.421,446,off-target
500,0.22,446,target
500,0.717,447,off-target
500,0.575,447,target
500,0.497,448,off-target
500,0.476,448,target
500,0.812,449,off-target
500,0.972,449,target
500,0.466,450,off-target
500,0.642,450,target
500,0.899,451,off-target
500,0.246,451,target
500,0.662,452,off-target
500,0.585,452,target
500,0.085,453,off-target
500,0.977,453,target
500,0.179,454,off-target
500,0.901,454,target
500,0.295,455,off-target
500,0.576,455,target
500,0.824,456,off-target
500,0.854,456,target
500,0.181,457,off-target
500,0.324,457,target
500,0.767,458,off-target
500,0.678,458,target
500,0.277,459,off-target
500,0.181,459,target
500,0.114,460,off-target
500,0.09,460,target
500,0.553,461,off-target
500,0.789,461,target
500,0.396,462,off-target
500,0.336,462,target
500,0.455,463,off-target
500,0.527,463,target
500,0.125,464,off-target
500,0.123,464,target
500,0.08,465,off-target
500,0.042,465,target
500,0.728,466,off-target
500,0.905,466,target
500,0.225,467,off-target
500,0.095,467,target
500,0.938,468,off-target
500,0.106,468,target
500,0.203,469,off-target
500,0.591,469,target
500,0.25,470,off-target
500,0.582,470,target
500,0.476,471,off-target
500,0.995,471,target
500,0.727,472,off-target
500,0.928,472,target
500,0.97,473,off-target
500,0.472,473,target
500,0.498,474,off-target
500,0.825,474,target
500,0.954,475,off-target
500,0.883,475,target
500,0.673,476,off-target
500,0.901,476,target
500,0.216,477,off-target
500,0.325,477,target
500,0.111,478,off-target
500,0.2,478,target
500,0.955,479,off-target
500,0.182,479,target
500,0.388,480,off-target
500,0.992,480,target
500,0.621,481,off-target
500,0.642,481,target
500,0.736,482,off-target
500,0.833,482,target
500,0.829,483,off-target
500,0.821,483,target
500,0.561,484,off-target
500,0.664,484,target
500,0.023,485,off-target
500,0.625,485,target
500,0.511,486,off-target
500,0.527,486,target
500,0.211,487,off-target
500,0.275,487,target
500,0.341,488,off-target
500,0.643,488,target
500,0.067,489,off-target
500,0.842,489,target
500,0.729,490,off-target
500,0.776,490,target
500,0.007,491,off-target
500,0.47,491,target
500,0.819,492,off-target
500,0.895,492,target
500,0.359,493,off-target
500,0.558,493,target
500,0.765,494,off-target
500,0.832,494,target
500,0.055,495,off-target
500,0.454,495,target
500,0.919,496,off-target
500,0.655,496,target
500,0.012,497,off-target
500,0.076,497,target
500,0.676,498,off-target
500,0.252,498,target
500,0.859,499,off-target
500,0.194,499,target
500,0.334,500,off-target
500,0.762,500,target
500,0.892,501,off-target
500,0.306,501,target
500,0.077,502,off-target
500,0.216,502,target
500,0.224,503,off-target
500,0.189,503,target
500,0.917,504,off-target
500,0.899,504,target
500,0.024,505,off-target
500,0.312,505,target
500,0.062,506,off-target
500,0.136,506,target
500,0.351,507,off-target
500,0.488,507,target
500,0.74,508,off-target
500,0.743,508,target
500,0.212,509,off-target
500,0.292,509,target
500,0.603,510,off-target
500,0.147,510,target
500,0.477,511,off-target
500,0.054,511,target
500,0.348,512,off-target
500,0.184,512,target
500,0.837,513,off-target
500,0.999,513,target
500,0.717,514,off-target
500,0.902,514,target
500,0.135,515,off-target
500,0.581,515,target
500,0.819,516,off-target
500,0.988,516,target
500,0.88,517,off-target
500,0.982,517,target
500,0.201,518,off-target
500,0.79,518,target
500,0.034,519,off-target
500,0.568,519,target
500,0.532,520,off-target
500,0.914,520,target
500,0.305,521,off-target
500,0.258,521,target
500,0.629,522,off-target
500,0.217,522,target
500,0.287,523,off-target
500,0.194,523,target
500,0.075,524,off-target
500,0.325,524,target
500,0.487,525,off-target
500,0.381,525,target
500,0.373,526,off-target
500,0.911,526,target
500,0.972,527,off-target
500,0.188,527,target
500,0.917,528,off-target
500,0.693,528,target
500,0.465,529,off-target
500,0.68,529,target
500,0.761,530,off-target
500,0.08,530,target
500,0.914,531,off-target
500,0.814,531,target
500,0.446,532,off-target
500,0.64,532,target
500,0.687,533,off-target
500,0.922,533,target
500,0.518,534,off-target
500,0.655,534,target
500,0.698,535,off-target
500,0.336,535,target
500,0.478,536,off-target
500,0.254,536,target
500,0.159,537,off-target
500,0.018,537,target
500,0.497,538,off-target
500,0.091,538,target
500,0.296,539,off-target
500,0.26,539,target
500,0.51,540,off-target
500,0.808,540,target
500,0.335,541,off-target
500,0.737,541,target
500,0.463,542,off-target
500,0.099,542,target
500,0.108,543,off-target
500,0.309,543,target
500,0.722,544,off-target
500,0.156,544,target
500,0.268,545,off-target
500,0.468,545,target
500,0.601,546,off-target
500,0.679,546,target
500,0.235,547,off-target
500,0.299,547,target
500,0.529,548,off-target
500,0.231,548,target
500,0.616,549,off-target
500,0.823,549,target
500,0.456,550,off-target
500,0.174,550,target
500,0.152,551,off-target
500,0.157,551,target
500,0.569,552,off-target
500,0.644,552,target
500,0.685,553,off-target
500,0.698,553,target
500,0.775,554,off-target
500,0.635,554,target
500,0.157,555,off-target
500,0.835,555,target
500,0.414,556,off-target
500,0.149,556,target
500,0.736,557,off-target
500,0.638,557,target
500,0.31,558,off-target
500,0.115,558,target
500,0.805,559,off-target
500,0.889,559,target
500,0.307,560,off-target
500,0.253,560,target
500,0.436,561,off-target
500,0.208,561,target
500,0.585,562,off-target
500,0.189,562,target
500,0.883,563,off-target
500,0.883,563,target
500,0.534,564,off-target
500,0.922,564,target
500,0.499,565,off-target
500,0.341,565,target
500,0.301,566,off-target
500,0.452,566,target
500,0.664,567,off-target
500,0.501,567,target
500,0.3,568,off-target
500,0.095,568,target
500,0.761,569,off-target
500,0.971,569,target
500,0.332,570,off-target
500,0.761,570,target
500,0.172,571,off-target
500,0.086,571,target
500,0.278,572,off-target
500,0.059,572,target
500,0.602,573,off-target
500,0.043,573,target
500,0.096,574,off-target
500,0.109,574,target
500,0.111,575,off-target
500,0.27,575,target
500,0.875,576,off-target
500,0.646,576,target
500,0.792,577,off-target
500,0.632,577,target
500,0.932,578,off-target
500,0.09,578,target
500,0.364,579,off-target
500,0.192,579,target
500,0.296,580,off-target
500,0.175,580,target
500,0.631,581,off-target
500,0.529,581,target
500,0.706,582,off-target
500,0.17,582,target
500,0.594,583,off-target
500,0.036,583,target
500,0.808,584,off-target
500,0.753,584,target
500,0.929,585,off-target
500,0.475,585,target
500,0.984,586,off-target
500,0.771,586,target
500,0.785,587,off-target
500,0.788,587,target
500,0.471,588,off-target
500,0.843,588,target
500,0.528,589,off-target
500,0.049,589,target
500,0.584,590,off-target
500,0.101,590,target
500,0.461,591,off-target
500,0.783,591,target
500,0.932,592,off-target
500,0.447,592,target
500,0.343,593,off-target
500,0.21,593,target
500,0.403,594,off-target
500,0.927,594,target
500,0.071,595,off-target
500,0.481,595,target
500,0.087,596,off-target
500,0.011,596,target
500,0.66,597,off-target
500,0.621,597,target
500,0.695,598,off-target
500,0.173,598,target
500,0.614,599,off-target
500,0.241,599,target
500,0.625,600,off-target
500,0.967,600,target
500,0.66,601,off-target
500,0.825,601,target
500,0.899,602,off-target
500,0.28,602,target
500,0.466,603,off-target
500,0.652,603,target
500,0.14,604,off-target
500,0.025,604,target
500,0.503,605,off-target
500,0.699,605,target
500,0.518,606,off-target
500,0.186,606,target
500,0.605,607,off-target
500,0.201,607,target
500,0.387,608,off-target
500,0.977,608,target
500,0.767,609,off-target
500,0.94,609,target
500,0.376,610,off-target
500,0.196,610,target
500,0.766,611,off-target
500,0.853,611,target
500,0.881,612,off-target
500,0.7,612,target
500,0.231,613,off-target
500,0.253,613,target
500,0.381,614,off-target
500,0.756,614,target
500,0.481,615,off-target
500,0.99,615,target
500,0.952,616,off-target
500,0.779,616,target
500,0.322,617,off-target
500,0.042,617,target
500,0.802,618,off-target
500,0.957,618,target
500,0.865,619,off-target
500,0.476,619,target
500,0.383,620,off-target
500,0.92,620,target
500,0.422,621,off-target
500,0.449,621,target
500,0.135,622,off-target
500,0.527,622,target
500,0.192,623,off-target
500,0.085,623,target
500,0.85,624,off-target
500,0.433,624,target
500,0.617,625,off-target
500,0.08,625,target
500,0.634,626,off-target
500,0.041,626,target
500,0.371,627,off-target
500,0.908,627,target
500,0.971,628,off-target
500,0.833,628,target
500,0.623,629,off-target
500,0.239,629,target
500,0.722,630,off-target
500,0.193,630,target
500,0.272,631,off-target
500,0.464,631,target
500,0.538,632,off-target
500,0.045,632,target
500,0.936,633,off-target
500,0.852,633,target
500,0.676,634,off-target
500,0.148,634,target
