n,best_std,p_value,seed,type
1000,0.9,0.0,0,off-target
1000,0.9,0.46941323345817726,0,target
1000,0.9,0.8789013732833958,0,off-target no pert
1000,0.9,0.529338327091136,0,target no pert
1000,0.8500000000000001,0.0,1,off-target
1000,1.15,0.7415730337078652,1,target
1000,1.15,0.2459425717852684,1,off-target no pert
1000,1.15,0.07116104868913857,1,target no pert
1000,0.9,0.0,2,off-target
1000,1.0,0.8039950062421972,2,target
1000,1.0,0.31585518102372034,2,off-target no pert
1000,1.0,0.9400749063670412,2,target no pert
1000,1.15,0.0,3,off-target
1000,1.2000000000000002,0.2933832709113608,3,target
1000,1.2000000000000002,0.5393258426966292,3,off-target no pert
1000,1.2000000000000002,0.4681647940074906,3,target no pert
1000,0.8500000000000001,0.0,4,off-target
1000,1.1,0.5355805243445693,4,target
1000,1.1,0.5642946317103621,4,off-target no pert
1000,1.1,0.07865168539325842,4,target no pert
1000,0.8500000000000001,0.0,5,off-target
1000,0.9,0.1348314606741573,5,target
1000,0.9,0.8339575530586767,5,off-target no pert
1000,0.9,0.046192259675405745,5,target no pert
1000,0.8500000000000001,0.0,6,off-target
1000,1.0,0.6729088639200999,6,target
1000,1.0,0.7465667915106118,6,off-target no pert
1000,1.0,0.21223470661672908,6,target no pert
1000,1.15,0.0,7,off-target
1000,0.8500000000000001,0.02247191011235955,7,target
1000,0.8500000000000001,0.32209737827715357,7,off-target no pert
1000,0.8500000000000001,0.03870162297128589,7,target no pert
1000,0.8500000000000001,0.0,8,off-target
1000,0.9,0.3920099875156055,8,target
1000,0.9,0.9887640449438202,8,off-target no pert
1000,0.9,0.1797752808988764,8,target no pert
1000,1.15,0.0,9,off-target
1000,0.8,0.26217228464419473,9,target
1000,0.8,0.29712858926342073,9,off-target no pert
1000,0.8,0.04868913857677903,9,target no pert
1000,0.8500000000000001,0.0,10,off-target
1000,0.8500000000000001,0.2534332084893883,10,target
1000,0.8500000000000001,0.533083645443196,10,off-target no pert
1000,0.8500000000000001,0.8963795255930087,10,target no pert
1000,0.8500000000000001,0.0,11,off-target
1000,0.9,0.31086142322097376,11,target
1000,0.9,0.5205992509363296,11,off-target no pert
1000,0.9,0.7403245942571786,11,target no pert
1000,1.15,0.0,12,off-target
1000,1.1,0.1285892634207241,12,target
1000,1.1,0.5593008739076155,12,off-target no pert
1000,1.1,0.6154806491885143,12,target no pert
1000,1.25,0.0,13,off-target
1000,1.2000000000000002,0.1772784019975031,13,target
1000,1.2000000000000002,0.8626716604244694,13,off-target no pert
1000,1.2000000000000002,0.4132334581772784,13,target no pert
1000,0.8500000000000001,0.0,14,off-target
1000,0.8,0.49563046192259674,14,target
1000,0.8,0.6242197253433208,14,off-target no pert
1000,0.8,0.5855181023720349,14,target no pert
1000,1.1,0.0,15,off-target
1000,1.3,0.3258426966292135,15,target
1000,1.3,0.18352059925093633,15,off-target no pert
1000,1.3,0.1111111111111111,15,target no pert
1000,1.1,0.0,16,off-target
1000,0.8500000000000001,0.07990012484394507,16,target
1000,0.8500000000000001,0.09363295880149813,16,off-target no pert
1000,0.8500000000000001,0.30087390761548066,16,target no pert
1000,0.8500000000000001,0.0,17,off-target
1000,0.75,0.38451935081148564,17,target
1000,0.75,0.7565543071161048,17,off-target no pert
1000,0.75,0.16853932584269662,17,target no pert
1000,1.2000000000000002,0.011235955056179775,18,off-target
1000,0.9,0.7815230961298377,18,target
1000,0.9,0.5867665418227216,18,off-target no pert
1000,0.9,0.5642946317103621,18,target no pert
1000,1.15,0.0,19,off-target
1000,0.95,0.36953807740324596,19,target
1000,0.95,0.43196004993757803,19,off-target no pert
1000,0.95,0.6229712858926342,19,target no pert
1000,1.15,0.0,20,off-target
1000,0.8500000000000001,0.6117353308364545,20,target
1000,0.8500000000000001,0.47191011235955055,20,off-target no pert
1000,0.8500000000000001,0.026217228464419477,20,target no pert
1000,0.8500000000000001,0.0,21,off-target
1000,0.9,0.8514357053682896,21,target
1000,0.9,0.9101123595505618,21,off-target no pert
1000,0.9,0.11610486891385768,21,target no pert
1000,1.2000000000000002,0.0,22,off-target
1000,0.8500000000000001,0.7428214731585518,22,target
1000,0.8500000000000001,0.7677902621722846,22,off-target no pert
1000,0.8500000000000001,0.22971285892634208,22,target no pert
1000,0.8500000000000001,0.0,23,off-target
1000,1.35,0.2784019975031211,23,target
1000,1.35,0.12983770287141075,23,off-target no pert
1000,1.35,0.7091136079900124,23,target no pert
1000,0.8500000000000001,0.0,24,off-target
1000,1.15,0.7453183520599251,24,target
1000,1.15,0.5842696629213483,24,off-target no pert
1000,1.15,0.3295880149812734,24,target no pert
1000,0.8500000000000001,0.0,25,off-target
1000,1.35,0.33957553058676654,25,target
1000,1.35,0.3233458177278402,25,off-target no pert
1000,1.35,0.6991260923845194,25,target no pert
1000,0.8500000000000001,0.00749063670411985,26,off-target
1000,0.9,0.13857677902621723,26,target
1000,0.9,0.9363295880149812,26,off-target no pert
1000,0.9,0.6004993757802747,26,target no pert
1000,1.15,0.0,27,off-target
1000,0.75,0.5742821473158551,27,target
1000,0.75,0.41198501872659177,27,off-target no pert
1000,0.75,0.5530586766541823,27,target no pert
1000,1.15,0.0,28,off-target
1000,0.9,0.12983770287141075,28,target
1000,0.9,0.23345817727840198,28,off-target no pert
1000,0.9,0.6154806491885143,28,target no pert
1000,0.8500000000000001,0.0,29,off-target
1000,1.2000000000000002,0.11735330836454431,29,target
1000,1.2000000000000002,0.6054931335830213,29,off-target no pert
1000,1.2000000000000002,0.19850187265917604,29,target no pert
1000,1.15,0.0,30,off-target
1000,1.15,0.00749063670411985,30,target
1000,1.15,0.7927590511860175,30,off-target no pert
1000,1.15,0.7852684144818977,30,target no pert
1000,0.8,0.0,31,off-target
1000,0.9,0.40823970037453183,31,target
1000,0.9,0.0449438202247191,31,off-target no pert
1000,0.9,0.5905118601747815,31,target no pert
1000,0.9,0.0,32,off-target
