n,p_value,seed,type
500,0.158,0,off-target
500,0.686,0,target
500,0.121,1,off-target
500,0.842,1,target
500,0.025,2,off-target
500,0.698,2,target
500,0.142,3,off-target
500,0.592,3,target
500,0.328,4,off-target
500,0.913,4,target
500,0.112,5,off-target
500,0.225,5,target
500,0.019,6,off-target
500,0.916,6,target
500,0.763,7,off-target
500,0.231,7,target
500,0.145,8,off-target
500,0.906,8,target
500,0.499,9,off-target
500,0.269,9,target
500,0.047,10,off-target
500,0.597,10,target
500,0.64,11,off-target
500,0.191,11,target
500,0.171,12,off-target
500,0.708,12,target
500,0.17,13,off-target
500,0.602,13,target
500,0.034,14,off-target
500,0.289,14,target
500,0.009,15,off-target
500,0.813,15,target
500,0.041,16,off-target
500,0.152,16,target
500,0.586,17,off-target
500,0.87,17,target
500,0.744,18,off-target
500,0.952,18,target
500,0.134,19,off-target
500,0.279,19,target
500,0.227,20,off-target
500,0.25,20,target
500,0.249,21,off-target
500,0.512,21,target
500,0.257,22,off-target
500,0.52,22,target
500,0.116,23,off-target
500,0.209,23,target
500,0.797,24,off-target
500,0.78,24,target
500,0.569,25,off-target
500,0.041,25,target
500,0.368,26,off-target
500,0.947,26,target
500,0.003,27,off-target
500,0.314,27,target
500,0.032,28,off-target
500,0.385,28,target
500,0.742,29,off-target
500,0.131,29,target
500,0.344,30,off-target
500,0.606,30,target
500,0.021,31,off-target
500,0.591,31,target
500,0.015,32,off-target
500,0.972,32,target
500,0.59,33,off-target
500,0.335,33,target
500,0.953,34,off-target
500,0.166,34,target
500,0.003,35,off-target
500,0.678,35,target
500,0.118,36,off-target
500,0.541,36,target
500,0.011,37,off-target
500,0.824,37,target
500,0.051,38,off-target
500,0.239,38,target
500,0.009,39,off-target
500,0.675,39,target
500,0.494,40,off-target
500,0.649,40,target
500,0.339,41,off-target
500,0.616,41,target
500,0.194,42,off-target
500,0.72,42,target
500,0.124,43,off-target
500,0.36,43,target
500,0.02,44,off-target
500,0.847,44,target
500,0.839,45,off-target
500,0.905,45,target
500,0.484,46,off-target
500,0.685,46,target
500,0.431,47,off-target
500,0.228,47,target
500,0.075,48,off-target
500,0.118,48,target
500,0.939,49,off-target
500,0.05,49,target
500,0.467,50,off-target
500,0.371,50,target
500,0.074,51,off-target
500,0.461,51,target
500,0.005,52,off-target
500,0.605,52,target
500,0.07,53,off-target
500,0.469,53,target
500,0.249,54,off-target
500,0.497,54,target
500,0.017,55,off-target
500,0.781,55,target
500,0.086,56,off-target
500,0.541,56,target
500,0.009,57,off-target
500,0.024,57,target
500,0.247,58,off-target
500,0.206,58,target
500,0.877,59,off-target
500,0.948,59,target
500,0.604,60,off-target
500,0.868,60,target
500,0.041,61,off-target
500,0.251,61,target
500,0.092,62,off-target
500,0.657,62,target
500,0.311,63,off-target
500,0.452,63,target
500,0.72,64,off-target
500,0.395,64,target
500,0.395,65,off-target
500,0.304,65,target
500,0.362,66,off-target
500,0.595,66,target
500,0.019,67,off-target
500,0.397,67,target
500,0.066,68,off-target
500,0.68,68,target
500,0.269,69,off-target
500,0.048,69,target
500,0.0,70,off-target
500,0.406,70,target
500,0.301,71,off-target
500,0.514,71,target
500,0.004,72,off-target
500,0.008,72,target
500,0.019,73,off-target
500,0.848,73,target
500,0.518,74,off-target
500,0.777,74,target
500,0.046,75,off-target
500,0.276,75,target
500,0.349,76,off-target
500,0.826,76,target
500,0.01,77,off-target
500,0.945,77,target
500,0.371,78,off-target
500,0.253,78,target
500,0.535,79,off-target
500,0.054,79,target
500,0.671,80,off-target
500,0.325,80,target
500,0.514,81,off-target
500,0.949,81,target
500,0.0,82,off-target
500,0.55,82,target
500,0.705,83,off-target
500,0.209,83,target
500,0.009,84,off-target
500,0.854,84,target
500,0.003,85,off-target
500,0.696,85,target
500,0.231,86,off-target
500,0.199,86,target
500,0.154,87,off-target
500,0.073,87,target
500,0.128,88,off-target
500,0.288,88,target
500,0.758,89,off-target
500,0.427,89,target
500,0.625,90,off-target
500,0.363,90,target
500,0.14,91,off-target
500,0.927,91,target
500,0.653,92,off-target
500,0.547,92,target
500,0.0,93,off-target
500,0.283,93,target
500,0.088,94,off-target
500,0.516,94,target
500,0.001,95,off-target
500,0.375,95,target
500,0.505,96,off-target
500,0.766,96,target
500,0.41,97,off-target
500,0.636,97,target
500,0.019,98,off-target
500,0.566,98,target
500,0.768,99,off-target
500,0.549,99,target
500,0.742,100,off-target
500,0.551,100,target
500,0.935,101,off-target
500,0.529,101,target
500,0.308,102,off-target
500,0.149,102,target
500,0.372,103,off-target
500,0.035,103,target
500,0.074,104,off-target
500,0.484,104,target
500,0.361,105,off-target
500,0.525,105,target
500,0.914,106,off-target
500,0.686,106,target
500,0.469,107,off-target
500,0.327,107,target
500,0.145,108,off-target
500,0.164,108,target
500,0.09,109,off-target
500,0.524,109,target
500,0.071,110,off-target
500,0.905,110,target
500,0.256,111,off-target
500,0.484,111,target
500,0.322,112,off-target
500,0.62,112,target
500,0.002,113,off-target
500,0.289,113,target
500,0.036,114,off-target
500,0.967,114,target
500,0.612,115,off-target
500,0.398,115,target
500,0.444,116,off-target
500,0.129,116,target
500,0.767,117,off-target
500,0.25,117,target
500,0.105,118,off-target
500,0.426,118,target
500,0.916,119,off-target
500,0.515,119,target
500,0.301,120,off-target
500,0.997,120,target
500,0.005,121,off-target
500,0.934,121,target
500,0.566,122,off-target
500,0.441,122,target
500,0.167,123,off-target
500,0.445,123,target
500,0.254,124,off-target
500,0.021,124,target
500,0.072,125,off-target
500,0.454,125,target
500,0.025,126,off-target
500,0.017,126,target
500,0.048,127,off-target
500,0.193,127,target
500,0.528,128,off-target
500,0.702,128,target
500,0.344,129,off-target
500,0.537,129,target
500,0.391,130,off-target
500,0.842,130,target
500,0.046,131,off-target
500,0.703,131,target
500,0.719,132,off-target
500,0.885,132,target
500,0.207,133,off-target
500,0.239,133,target
500,0.639,134,off-target
500,0.62,134,target
500,0.15,135,off-target
500,0.105,135,target
500,0.038,136,off-target
500,0.422,136,target
500,0.308,137,off-target
500,0.13,137,target
500,0.284,138,off-target
500,0.491,138,target
500,0.345,139,off-target
500,0.328,139,target
500,0.749,140,off-target
500,0.278,140,target
500,0.013,141,off-target
500,0.56,141,target
500,0.266,142,off-target
500,0.719,142,target
500,0.742,143,off-target
500,0.731,143,target
500,0.461,144,off-target
500,0.965,144,target
500,0.115,145,off-target
500,0.166,145,target
500,0.966,146,off-target
500,0.89,146,target
500,0.066,147,off-target
500,0.972,147,target
500,0.073,148,off-target
500,0.668,148,target
500,0.038,149,off-target
500,0.682,149,target
500,0.908,150,off-target
500,0.869,150,target
500,0.002,151,off-target
500,0.674,151,target
500,0.047,152,off-target
500,0.717,152,target
500,0.4,153,off-target
500,0.797,153,target
500,0.141,154,off-target
500,0.996,154,target
500,0.152,155,off-target
500,0.139,155,target
500,0.164,156,off-target
500,0.224,156,target
500,0.51,157,off-target
500,0.352,157,target
500,0.187,158,off-target
500,0.006,158,target
500,0.377,159,off-target
500,0.744,159,target
500,0.519,160,off-target
500,0.18,160,target
500,0.913,161,off-target
500,0.167,161,target
500,0.14,162,off-target
500,0.331,162,target
500,0.954,163,off-target
500,0.49,163,target
500,0.815,164,off-target
500,0.332,164,target
500,0.002,165,off-target
500,0.251,165,target
500,0.02,166,off-target
500,0.62,166,target
500,0.081,167,off-target
500,0.04,167,target
500,0.346,168,off-target
500,0.929,168,target
500,0.031,169,off-target
500,0.07,169,target
500,0.535,170,off-target
500,0.514,170,target
500,0.006,171,off-target
500,0.37,171,target
500,0.754,172,off-target
500,0.471,172,target
500,0.006,173,off-target
500,0.564,173,target
500,0.026,174,off-target
500,0.828,174,target
500,0.607,175,off-target
500,0.501,175,target
500,0.634,176,off-target
500,0.798,176,target
500,0.737,177,off-target
500,0.997,177,target
500,0.377,178,off-target
500,0.833,178,target
500,0.107,179,off-target
500,0.682,179,target
500,0.02,180,off-target
500,0.127,180,target
500,0.037,181,off-target
500,0.464,181,target
500,0.675,182,off-target
500,0.009,182,target
500,0.373,183,off-target
500,0.003,183,target
500,0.187,184,off-target
500,0.228,184,target
500,0.544,185,off-target
500,0.736,185,target
500,0.02,186,off-target
500,0.935,186,target
500,0.121,187,off-target
500,0.824,187,target
500,0.476,188,off-target
500,0.234,188,target
500,0.574,189,off-target
500,0.405,189,target
500,0.353,190,off-target
500,0.206,190,target
500,0.487,191,off-target
500,0.235,191,target
500,0.506,192,off-target
500,0.761,192,target
500,0.112,193,off-target
500,0.921,193,target
500,0.192,194,off-target
500,0.561,194,target
500,0.358,195,off-target
500,0.065,195,target
500,0.106,196,off-target
500,0.123,196,target
500,0.026,197,off-target
500,0.19,197,target
500,0.18,198,off-target
500,0.027,198,target
500,0.002,199,off-target
500,0.644,199,target
500,0.209,200,off-target
500,0.203,200,target
500,0.456,201,off-target
500,0.29,201,target
500,0.264,202,off-target
500,0.357,202,target
500,0.119,203,off-target
500,0.822,203,target
500,0.106,204,off-target
500,0.512,204,target
500,0.945,205,off-target
500,0.773,205,target
500,0.001,206,off-target
500,0.458,206,target
500,0.883,207,off-target
500,0.328,207,target
500,0.051,208,off-target
500,0.434,208,target
500,0.281,209,off-target
500,0.585,209,target
500,0.337,210,off-target
500,0.437,210,target
500,0.643,211,off-target
500,0.055,211,target
500,0.228,212,off-target
500,0.573,212,target
500,0.313,213,off-target
500,0.863,213,target
500,0.03,214,off-target
500,0.931,214,target
500,0.154,215,off-target
500,0.047,215,target
500,0.466,216,off-target
500,0.359,216,target
500,0.359,217,off-target
500,0.085,217,target
500,0.602,218,off-target
500,0.307,218,target
500,0.095,219,off-target
500,0.353,219,target
500,0.472,220,off-target
500,0.302,220,target
500,0.022,221,off-target
500,0.662,221,target
500,0.012,222,off-target
500,0.842,222,target
500,0.0,223,off-target
500,0.022,223,target
500,0.013,224,off-target
500,0.813,224,target
500,0.0,225,off-target
500,0.706,225,target
500,0.213,226,off-target
500,0.092,226,target
500,0.548,227,off-target
500,0.176,227,target
500,0.134,228,off-target
500,0.78,228,target
500,0.804,229,off-target
500,0.373,229,target
500,0.713,230,off-target
500,0.147,230,target
500,0.113,231,off-target
500,0.758,231,target
500,0.008,232,off-target
500,0.102,232,target
500,0.101,233,off-target
500,0.993,233,target
500,0.078,234,off-target
500,0.397,234,target
500,0.579,235,off-target
500,0.662,235,target
500,0.0,236,off-target
500,0.551,236,target
500,0.25,237,off-target
500,0.7,237,target
500,0.139,238,off-target
500,0.119,238,target
500,0.187,239,off-target
500,0.67,239,target
500,0.423,240,off-target
500,0.546,240,target
500,0.104,241,off-target
500,0.779,241,target
500,0.118,242,off-target
500,0.95,242,target
500,0.588,243,off-target
500,0.032,243,target
500,0.092,244,off-target
500,0.088,244,target
500,0.215,245,off-target
500,0.409,245,target
500,0.725,246,off-target
500,0.371,246,target
500,0.047,247,off-target
500,0.581,247,target
500,0.113,248,off-target
500,0.039,248,target
500,0.305,249,off-target
500,0.659,249,target
500,0.167,250,off-target
500,0.769,250,target
500,0.588,251,off-target
500,0.343,251,target
500,0.66,252,off-target
500,0.885,252,target
500,0.249,253,off-target
500,0.526,253,target
500,0.212,254,off-target
500,0.331,254,target
500,0.612,255,off-target
500,0.829,255,target
500,0.272,256,off-target
500,0.064,256,target
500,0.27,257,off-target
500,0.782,257,target
500,0.144,258,off-target
500,0.858,258,target
500,0.946,259,off-target
500,0.811,259,target
500,0.786,260,off-target
500,0.839,260,target
500,0.639,261,off-target
500,0.249,261,target
500,0.158,262,off-target
500,0.212,262,target
500,0.11,263,off-target
500,0.426,263,target
500,0.014,264,off-target
500,0.017,264,target
500,0.834,265,off-target
500,0.933,265,target
500,0.58,266,off-target
500,0.588,266,target
500,0.052,267,off-target
500,0.465,267,target
500,0.42,268,off-target
500,0.176,268,target
500,0.922,269,off-target
500,0.203,269,target
500,0.315,270,off-target
500,0.679,270,target
500,0.054,271,off-target
500,0.348,271,target
500,0.003,272,off-target
500,0.583,272,target
500,0.246,273,off-target
500,0.359,273,target
500,0.023,274,off-target
500,0.657,274,target
500,0.088,275,off-target
500,0.327,275,target
500,0.435,276,off-target
500,0.837,276,target
500,0.458,277,off-target
500,0.944,277,target
500,0.007,278,off-target
500,0.39,278,target
500,0.199,279,off-target
500,0.484,279,target
500,0.744,280,off-target
500,0.429,280,target
500,0.124,281,off-target
500,0.306,281,target
500,0.82,282,off-target
500,0.092,282,target
500,0.217,283,off-target
500,0.001,283,target
500,0.946,284,off-target
500,0.153,284,target
500,0.272,285,off-target
500,0.099,285,target
500,0.912,286,off-target
500,0.597,286,target
500,0.685,287,off-target
500,0.835,287,target
500,0.037,288,off-target
500,0.878,288,target
500,0.317,289,off-target
500,0.065,289,target
500,0.247,290,off-target
500,0.329,290,target
500,0.013,291,off-target
500,0.986,291,target
500,0.258,292,off-target
500,0.37,292,target
500,0.035,293,off-target
500,0.47,293,target
500,0.003,294,off-target
500,0.588,294,target
500,0.971,295,off-target
500,0.888,295,target
500,0.578,296,off-target
500,0.166,296,target
500,0.02,297,off-target
500,0.024,297,target
500,0.888,298,off-target
500,0.079,298,target
