n,p_value,seed,type
500,0.0,0,off-target
500,0.174,0,target
500,0.001,1,off-target
500,0.159,1,target
500,0.0,2,off-target
500,0.643,2,target
500,0.001,3,off-target
500,0.635,3,target
500,0.0,4,off-target
500,0.722,4,target
500,0.0,5,off-target
500,0.747,5,target
500,0.0,6,off-target
500,0.367,6,target
500,0.0,7,off-target
500,0.583,7,target
500,0.0,8,off-target
500,0.224,8,target
500,0.0,9,off-target
500,0.839,9,target
500,0.0,10,off-target
500,0.017,10,target
500,0.0,11,off-target
500,0.869,11,target
500,0.0,12,off-target
500,0.253,12,target
500,0.001,13,off-target
500,0.375,13,target
500,0.006,14,off-target
500,0.624,14,target
500,0.0,15,off-target
500,0.132,15,target
500,0.002,16,off-target
500,0.824,16,target
500,0.0,17,off-target
500,0.134,17,target
500,0.0,18,off-target
500,0.679,18,target
500,0.0,19,off-target
500,0.211,19,target
500,0.004,20,off-target
500,0.991,20,target
500,0.0,21,off-target
500,0.604,21,target
500,0.001,22,off-target
500,0.318,22,target
500,0.0,23,off-target
500,0.004,23,target
500,0.001,24,off-target
500,0.004,24,target
500,0.0,25,off-target
500,0.949,25,target
500,0.002,26,off-target
500,0.051,26,target
500,0.003,27,off-target
500,0.255,27,target
500,0.0,28,off-target
500,0.689,28,target
500,0.0,29,off-target
500,0.977,29,target
500,0.0,30,off-target
500,0.787,30,target
500,0.002,31,off-target
500,0.026,31,target
500,0.0,32,off-target
500,0.324,32,target
500,0.002,33,off-target
500,0.382,33,target
500,0.002,34,off-target
500,0.367,34,target
500,0.001,35,off-target
500,0.818,35,target
500,0.0,36,off-target
500,0.628,36,target
500,0.004,37,off-target
500,0.283,37,target
500,0.001,38,off-target
500,0.269,38,target
500,0.001,39,off-target
500,0.416,39,target
500,0.0,40,off-target
500,0.129,40,target
500,0.001,41,off-target
500,0.021,41,target
500,0.0,42,off-target
500,0.191,42,target
500,0.002,43,off-target
500,0.768,43,target
500,0.004,44,off-target
500,0.61,44,target
500,0.0,45,off-target
500,0.961,45,target
500,0.002,46,off-target
500,0.449,46,target
500,0.009,47,off-target
500,0.094,47,target
500,0.0,48,off-target
500,0.827,48,target
500,0.005,49,off-target
500,0.046,49,target
500,0.003,50,off-target
500,0.383,50,target
500,0.001,51,off-target
500,0.789,51,target
500,0.0,52,off-target
500,0.844,52,target
500,0.0,53,off-target
500,0.746,53,target
500,0.0,54,off-target
500,0.984,54,target
500,0.0,55,off-target
500,0.474,55,target
500,0.001,56,off-target
500,0.061,56,target
500,0.002,57,off-target
500,0.828,57,target
500,0.001,58,off-target
500,0.322,58,target
500,0.0,59,off-target
500,0.51,59,target
500,0.0,60,off-target
500,0.981,60,target
500,0.006,61,off-target
500,0.725,61,target
500,0.002,62,off-target
500,0.095,62,target
500,0.001,63,off-target
500,0.966,63,target
500,0.0,64,off-target
500,0.493,64,target
500,0.002,65,off-target
500,0.501,65,target
500,0.0,66,off-target
500,0.15,66,target
500,0.0,67,off-target
500,0.122,67,target
500,0.002,68,off-target
500,0.508,68,target
500,0.0,69,off-target
500,0.17,69,target
500,0.002,70,off-target
500,0.594,70,target
500,0.001,71,off-target
500,0.596,71,target
500,0.0,72,off-target
500,0.015,72,target
500,0.004,73,off-target
500,0.041,73,target
500,0.003,74,off-target
500,0.636,74,target
500,0.0,75,off-target
500,0.346,75,target
500,0.0,76,off-target
500,0.253,76,target
500,0.002,77,off-target
500,0.073,77,target
500,0.003,78,off-target
500,0.112,78,target
500,0.0,79,off-target
500,0.367,79,target
500,0.002,80,off-target
500,0.496,80,target
500,0.0,81,off-target
500,0.177,81,target
500,0.0,82,off-target
500,0.405,82,target
500,0.001,83,off-target
500,0.076,83,target
500,0.002,84,off-target
500,0.683,84,target
500,0.001,85,off-target
500,0.476,85,target
500,0.002,86,off-target
500,0.711,86,target
500,0.0,87,off-target
500,0.177,87,target
500,0.0,88,off-target
500,0.112,88,target
500,0.002,89,off-target
500,0.06,89,target
500,0.001,90,off-target
500,0.029,90,target
500,0.0,91,off-target
500,0.767,91,target
500,0.003,92,off-target
500,0.813,92,target
500,0.001,93,off-target
500,0.984,93,target
500,0.001,94,off-target
500,0.991,94,target
500,0.001,95,off-target
500,0.412,95,target
500,0.005,96,off-target
500,0.629,96,target
500,0.001,97,off-target
500,0.936,97,target
500,0.0,98,off-target
500,0.104,98,target
500,0.0,99,off-target
500,0.339,99,target
500,0.0,100,off-target
500,0.097,100,target
500,0.009,101,off-target
500,0.307,101,target
500,0.001,102,off-target
500,0.118,102,target
500,0.005,103,off-target
500,0.208,103,target
500,0.0,104,off-target
500,0.394,104,target
500,0.0,105,off-target
500,0.642,105,target
500,0.002,106,off-target
500,0.233,106,target
500,0.002,107,off-target
500,0.573,107,target
500,0.0,108,off-target
500,0.995,108,target
500,0.0,109,off-target
500,0.789,109,target
500,0.0,110,off-target
500,0.61,110,target
500,0.0,111,off-target
500,0.344,111,target
500,0.001,112,off-target
500,0.018,112,target
500,0.002,113,off-target
500,0.156,113,target
