n,p_value,seed,type
500,0.193,0,off-target
500,0.251,0,target
500,0.063,1,off-target
500,0.292,1,target
500,0.919,2,off-target
500,0.696,2,target
500,0.991,3,off-target
500,0.934,3,target
500,0.105,4,off-target
500,0.913,4,target
500,0.704,5,off-target
500,0.483,5,target
500,0.506,6,off-target
500,0.335,6,target
500,0.168,7,off-target
500,0.271,7,target
500,0.799,8,off-target
500,0.5,8,target
500,0.56,9,off-target
500,0.613,9,target
500,0.58,10,off-target
500,0.995,10,target
500,0.487,11,off-target
500,0.686,11,target
500,0.652,12,off-target
500,0.307,12,target
500,0.224,13,off-target
500,0.631,13,target
500,0.263,14,off-target
500,0.426,14,target
500,0.43,15,off-target
500,0.588,15,target
500,0.319,16,off-target
500,0.833,16,target
500,0.377,17,off-target
500,0.102,17,target
500,0.437,18,off-target
500,0.798,18,target
500,0.811,19,off-target
500,0.658,19,target
500,0.069,20,off-target
500,0.606,20,target
500,0.315,21,off-target
500,0.273,21,target
500,0.817,22,off-target
500,0.547,22,target
500,0.616,23,off-target
500,0.924,23,target
500,0.967,24,off-target
500,0.361,24,target
500,0.134,25,off-target
500,0.428,25,target
500,0.772,26,off-target
500,0.014,26,target
500,0.72,27,off-target
500,0.792,27,target
500,0.717,28,off-target
500,0.925,28,target
500,0.294,29,off-target
500,0.143,29,target
500,0.264,30,off-target
500,0.895,30,target
500,0.027,31,off-target
500,0.801,31,target
500,0.317,32,off-target
500,0.331,32,target
500,0.122,33,off-target
500,0.072,33,target
500,0.906,34,off-target
500,0.443,34,target
500,0.249,35,off-target
500,0.349,35,target
500,0.136,36,off-target
500,0.995,36,target
500,0.86,37,off-target
500,0.903,37,target
500,0.748,38,off-target
500,0.511,38,target
500,0.144,39,off-target
500,0.178,39,target
500,0.692,40,off-target
500,0.887,40,target
500,0.728,41,off-target
500,0.154,41,target
500,0.398,42,off-target
500,0.714,42,target
500,0.038,43,off-target
500,0.883,43,target
500,0.781,44,off-target
500,0.097,44,target
500,0.459,45,off-target
500,0.878,45,target
500,0.24,46,off-target
500,0.465,46,target
500,0.65,47,off-target
500,0.99,47,target
500,0.573,48,off-target
500,0.644,48,target
500,0.78,49,off-target
500,0.692,49,target
500,0.195,50,off-target
500,0.557,50,target
500,0.205,51,off-target
500,0.352,51,target
500,0.199,52,off-target
500,0.2,52,target
500,0.869,53,off-target
500,0.817,53,target
500,0.319,54,off-target
500,0.017,54,target
500,0.547,55,off-target
500,0.487,55,target
500,0.641,56,off-target
500,0.735,56,target
500,0.892,57,off-target
500,0.615,57,target
500,0.671,58,off-target
500,0.48,58,target
500,0.642,59,off-target
500,0.06,59,target
500,0.543,60,off-target
500,0.692,60,target
500,0.666,61,off-target
500,0.295,61,target
500,0.514,62,off-target
500,0.817,62,target
500,0.922,63,off-target
500,0.774,63,target
500,0.44,64,off-target
500,0.91,64,target
500,0.368,65,off-target
500,0.056,65,target
500,0.673,66,off-target
500,0.971,66,target
500,0.883,67,off-target
500,0.626,67,target
500,0.262,68,off-target
500,0.013,68,target
500,0.476,69,off-target
500,0.0,69,target
500,0.345,70,off-target
500,0.79,70,target
500,0.346,71,off-target
500,0.838,71,target
500,0.685,72,off-target
500,0.523,72,target
500,0.532,73,off-target
500,0.31,73,target
500,0.098,74,off-target
500,0.804,74,target
500,0.17,75,off-target
500,0.913,75,target
500,0.464,76,off-target
500,0.167,76,target
500,0.976,77,off-target
500,0.364,77,target
500,0.461,78,off-target
500,0.643,78,target
500,0.582,79,off-target
500,0.21,79,target
500,0.22,80,off-target
500,0.032,80,target
500,0.772,81,off-target
500,0.376,81,target
500,0.45,82,off-target
500,0.888,82,target
500,0.325,83,off-target
500,0.609,83,target
500,0.525,84,off-target
500,0.908,84,target
500,0.36,85,off-target
500,0.631,85,target
500,0.89,86,off-target
500,0.261,86,target
500,0.572,87,off-target
500,0.21,87,target
500,0.851,88,off-target
500,0.53,88,target
500,0.08,89,off-target
500,0.399,89,target
500,0.003,90,off-target
500,0.184,90,target
500,0.645,91,off-target
500,0.384,91,target
500,0.156,92,off-target
500,0.479,92,target
500,0.14,93,off-target
500,0.458,93,target
500,0.205,94,off-target
500,0.103,94,target
500,0.61,95,off-target
500,0.112,95,target
500,0.853,96,off-target
500,0.571,96,target
500,0.747,97,off-target
500,0.724,97,target
500,0.462,98,off-target
500,0.729,98,target
500,0.308,99,off-target
500,0.5,99,target
500,0.739,100,off-target
500,0.625,100,target
500,0.006,101,off-target
500,0.041,101,target
500,0.277,102,off-target
500,0.453,102,target
500,0.24,103,off-target
500,0.926,103,target
500,0.771,104,off-target
500,0.621,104,target
