n,best_std,p_value,seed,type
1000,0.7,0.12983770287141075,0,off-target
1000,1.4500000000000002,0.066167290886392,0,target
1000,1.4500000000000002,0.5006242197253433,0,off-target no pert
1000,1.4500000000000002,0.3533083645443196,0,target no pert
1000,1.25,0.006242197253433208,1,off-target
1000,0.9,0.07740324594257178,1,target
1000,0.9,0.7290886392009988,1,off-target no pert
1000,0.9,0.7553058676654182,1,target no pert
1000,0.75,0.0,2,off-target
1000,1.3,0.16104868913857678,2,target
1000,1.3,0.5780274656679151,2,off-target no pert
1000,1.3,0.8214731585518102,2,target no pert
1000,1.25,0.0,3,off-target
1000,1.35,0.5493133583021224,3,target
1000,1.35,0.14606741573033707,3,off-target no pert
1000,1.35,0.4394506866416979,3,target no pert
1000,1.35,0.02122347066167291,4,off-target
1000,0.75,0.885143570536829,4,target
1000,0.75,0.7740324594257179,4,off-target no pert
1000,0.75,0.1797752808988764,4,target no pert
1000,1.25,0.0149812734082397,5,off-target
1000,0.75,0.3333333333333333,5,target
1000,0.75,0.12484394506866417,5,off-target no pert
1000,0.75,0.1797752808988764,5,target no pert
1000,0.7,0.01373283395755306,6,off-target
1000,0.95,0.5642946317103621,6,target
1000,0.95,0.8389513108614233,6,off-target no pert
1000,0.95,0.6379525593008739,6,target no pert
1000,1.2000000000000002,0.008739076154806492,7,off-target
1000,0.7,0.024968789013732832,7,target
1000,0.7,0.8426966292134831,7,off-target no pert
1000,0.7,0.8876404494382022,7,target no pert
1000,0.7,0.0,8,off-target
1000,0.8,0.5168539325842697,8,target
1000,0.8,0.5230961298377028,8,off-target no pert
1000,0.8,0.5380774032459426,8,target no pert
1000,0.65,0.0012484394506866417,9,off-target
1000,0.75,0.16104868913857678,9,target
1000,0.75,0.6891385767790262,9,off-target no pert
1000,0.75,0.02746566791510612,9,target no pert
1000,1.35,0.02247191011235955,10,off-target
1000,1.35,0.27091136079900124,10,target
1000,1.35,0.42696629213483145,10,off-target no pert
1000,1.35,0.12609238451935081,10,target no pert
1000,0.7,0.0012484394506866417,11,off-target
1000,1.35,0.09612983770287141,11,target
1000,1.35,0.317103620474407,11,off-target no pert
1000,1.35,0.5230961298377028,11,target no pert
1000,0.75,0.008739076154806492,12,off-target
1000,1.15,0.3383270911360799,12,target
1000,1.15,0.2546816479400749,12,off-target no pert
1000,1.15,0.6566791510611736,12,target no pert
1000,0.65,0.0,13,off-target
1000,0.8500000000000001,0.5717852684144819,13,target
1000,0.8500000000000001,0.8726591760299626,13,off-target no pert
1000,0.8500000000000001,0.017478152309612985,13,target no pert
1000,0.65,0.006242197253433208,14,off-target
1000,1.0,0.0299625468164794,14,target
1000,1.0,0.7215980024968789,14,off-target no pert
1000,1.0,0.6966292134831461,14,target no pert
1000,1.25,0.011235955056179775,15,off-target
1000,0.75,0.4731585518102372,15,target
1000,0.75,0.533083645443196,15,off-target no pert
1000,0.75,0.4307116104868914,15,target no pert
1000,1.3,0.02372034956304619,16,off-target
1000,1.4500000000000002,0.8489388264669163,16,target
1000,1.4500000000000002,0.7990012484394506,16,off-target no pert
1000,1.4500000000000002,0.8127340823970037,16,target no pert
1000,1.25,0.264669163545568,17,off-target
1000,1.15,0.8302122347066168,17,target
1000,1.15,0.9338327091136079,17,off-target no pert
1000,1.15,0.5218476903870163,17,target no pert
1000,1.4,0.0012484394506866417,18,off-target
1000,0.55,0.8976279650436954,18,target
1000,0.55,0.4044943820224719,18,off-target no pert
1000,0.55,0.4419475655430712,18,target no pert
1000,1.2000000000000002,0.35580524344569286,19,off-target
1000,0.7,0.9026217228464419,19,target
1000,0.7,0.11860174781523096,19,off-target no pert
1000,0.7,0.8514357053682896,19,target no pert
1000,0.7,0.003745318352059925,20,off-target
1000,1.25,0.7640449438202247,20,target
1000,1.25,0.7340823970037453,20,off-target no pert
1000,1.25,0.03495630461922597,20,target no pert
1000,0.8500000000000001,0.046192259675405745,21,off-target
1000,1.3,0.9425717852684145,21,target
1000,1.3,0.6641697877652933,21,off-target no pert
1000,1.3,0.6978776529338327,21,target no pert
1000,0.6,0.0,22,off-target
1000,1.3,0.602996254681648,22,target
1000,1.3,0.3495630461922597,22,off-target no pert
1000,1.3,0.9275905118601748,22,target no pert
1000,1.2000000000000002,0.008739076154806492,23,off-target
1000,1.3,0.0686641697877653,23,target
1000,1.3,0.47440699126092384,23,off-target no pert
1000,1.3,0.36704119850187267,23,target no pert
1000,0.65,0.04868913857677903,24,off-target
1000,0.9,0.5767790262172284,24,target
1000,0.9,0.8601747815230961,24,off-target no pert
1000,0.9,0.26841448189762795,24,target no pert
1000,0.8,0.0,25,off-target
1000,1.4500000000000002,0.7478152309612984,25,target
1000,1.4500000000000002,0.5493133583021224,25,off-target no pert
1000,1.4500000000000002,0.7228464419475655,25,target no pert
1000,1.0,0.18851435705368288,26,off-target
1000,0.95,0.40074906367041196,26,target
1000,0.95,0.7927590511860175,26,off-target no pert
1000,0.95,0.8114856429463171,26,target no pert
1000,1.3,0.003745318352059925,27,off-target
1000,1.4,0.018726591760299626,27,target
1000,1.4,0.9538077403245943,27,off-target no pert
1000,1.4,0.6541822721598003,27,target no pert
1000,1.3,0.5830212234706617,28,off-target
1000,0.8,0.4069912609238452,28,target
1000,0.8,0.9837702871410736,28,off-target no pert
1000,0.8,0.6803995006242197,28,target no pert
1000,1.35,0.13108614232209737,29,off-target
1000,1.0,0.4431960049937578,29,target
1000,1.0,0.7116104868913857,29,off-target no pert
1000,1.0,0.8838951310861424,29,target no pert
1000,1.35,0.0,30,off-target
1000,0.5,0.83270911360799,30,target
1000,0.5,0.4257178526841448,30,off-target no pert
1000,0.5,0.818976279650437,30,target no pert
1000,0.65,0.009987515605493134,31,off-target
1000,0.55,0.21598002496878901,31,target
1000,0.55,0.6841448189762797,31,off-target no pert
1000,0.55,0.6279650436953808,31,target no pert
1000,0.65,0.0024968789013732834,32,off-target
1000,1.4500000000000002,0.08114856429463171,32,target
1000,1.4500000000000002,0.12234706616729088,32,off-target no pert
1000,1.4500000000000002,0.7365792759051186,32,target no pert
1000,0.7,0.006242197253433208,33,off-target
1000,0.8500000000000001,0.07990012484394507,33,target
1000,0.8500000000000001,0.21473158551810237,33,off-target no pert
1000,0.8500000000000001,0.6716604244694132,33,target no pert
1000,1.25,0.04244694132334582,34,off-target
1000,1.3,0.8002496878901373,34,target
1000,1.3,0.3782771535580524,34,off-target no pert
1000,1.3,0.02871410736579276,34,target no pert
