n,p_value,seed,type
500,0.73,83,off-target
500,0.074,83,target
500,0.972,84,off-target
500,0.685,84,target
500,0.931,85,off-target
500,0.467,85,target
500,0.955,86,off-target
500,0.722,86,target
500,0.515,87,off-target
500,0.174,87,target
500,0.024,88,off-target
500,0.108,88,target
500,0.875,89,off-target
500,0.057,89,target
500,0.064,90,off-target
500,0.029,90,target
500,0.041,91,off-target
500,0.767,91,target
500,0.642,92,off-target
500,0.815,92,target
500,0.26,93,off-target
500,0.984,93,target
500,0.583,94,off-target
500,0.991,94,target
500,0.233,95,off-target
500,0.432,95,target
500,0.976,96,off-target
500,0.62,96,target
500,0.577,97,off-target
500,0.945,97,target
500,0.158,98,off-target
500,0.11,98,target
500,0.725,99,off-target
500,0.335,99,target
500,0.34,100,off-target
500,0.104,100,target
500,0.999,101,off-target
500,0.307,101,target
500,0.734,102,off-target
500,0.116,102,target
500,0.894,103,off-target
500,0.201,103,target
500,0.842,104,off-target
500,0.379,104,target
500,0.815,105,off-target
500,0.643,105,target
500,0.64,106,off-target
500,0.243,106,target
500,0.745,107,off-target
500,0.571,107,target
500,0.257,108,off-target
500,0.995,108,target
500,0.716,109,off-target
500,0.786,109,target
500,0.672,110,off-target
500,0.602,110,target
500,0.157,111,off-target
500,0.345,111,target
500,0.349,112,off-target
500,0.014,112,target
500,0.331,113,off-target
500,0.164,113,target
500,0.785,114,off-target
500,0.264,114,target
500,0.618,115,off-target
500,0.014,115,target
500,0.612,116,off-target
500,0.358,116,target
500,0.326,117,off-target
500,0.575,117,target
500,0.668,118,off-target
500,0.597,118,target
500,0.453,119,off-target
500,0.687,119,target
500,0.398,120,off-target
500,0.283,120,target
500,0.831,121,off-target
500,0.627,121,target
500,0.153,122,off-target
500,0.309,122,target
500,0.863,123,off-target
500,0.165,123,target
500,0.907,124,off-target
500,0.033,124,target
500,0.785,125,off-target
500,0.089,125,target
500,0.987,126,off-target
500,0.794,126,target
500,0.155,127,off-target
500,0.052,127,target
500,0.667,128,off-target
500,0.968,128,target
500,0.52,129,off-target
500,0.627,129,target
500,0.486,130,off-target
500,0.715,130,target
500,0.572,131,off-target
500,0.841,131,target
500,0.512,132,off-target
500,0.521,132,target
500,0.765,133,off-target
500,0.252,133,target
500,0.181,134,off-target
500,0.728,134,target
500,0.798,135,off-target
500,0.098,135,target
500,0.845,136,off-target
500,0.767,136,target
500,0.158,137,off-target
500,0.561,137,target
500,0.45,138,off-target
500,0.251,138,target
500,0.631,139,off-target
500,0.366,139,target
500,0.641,140,off-target
500,0.517,140,target
500,0.668,141,off-target
500,0.837,141,target
500,0.345,142,off-target
500,0.694,142,target
500,0.599,143,off-target
500,0.081,143,target
500,0.288,144,off-target
500,0.905,144,target
500,0.94,145,off-target
500,0.386,145,target
500,0.806,146,off-target
500,0.496,146,target
500,0.538,147,off-target
500,0.509,147,target
500,0.834,148,off-target
500,0.479,148,target
500,0.119,149,off-target
500,0.372,149,target
500,0.691,150,off-target
500,0.33,150,target
500,0.753,151,off-target
500,0.791,151,target
500,0.14,152,off-target
500,0.323,152,target
500,0.991,153,off-target
500,0.53,153,target
500,0.021,154,off-target
500,0.232,154,target
500,0.794,155,off-target
500,0.784,155,target
500,0.665,156,off-target
500,0.023,156,target
500,0.731,157,off-target
500,0.587,157,target
500,0.766,158,off-target
500,0.858,158,target
500,0.111,159,off-target
500,0.673,159,target
500,0.174,160,off-target
500,0.043,160,target
500,0.392,161,off-target
500,0.689,161,target
500,0.192,162,off-target
500,0.743,162,target
500,0.17,163,off-target
500,0.152,163,target
500,0.988,164,off-target
500,0.77,164,target
500,0.127,165,off-target
500,0.852,165,target
500,0.934,166,off-target
500,0.902,166,target
500,0.27,167,off-target
500,0.025,167,target
500,0.371,168,off-target
500,0.493,168,target
500,0.103,169,off-target
500,0.253,169,target
500,0.342,170,off-target
500,0.938,170,target
500,0.374,171,off-target
500,0.757,171,target
500,0.86,172,off-target
500,0.854,172,target
500,0.466,173,off-target
500,0.9,173,target
500,0.748,174,off-target
500,0.738,174,target
500,0.154,175,off-target
500,0.846,175,target
500,0.736,176,off-target
500,0.898,176,target
500,0.947,177,off-target
500,0.362,177,target
500,0.213,178,off-target
500,0.24,178,target
500,0.778,179,off-target
500,0.238,179,target
500,0.64,180,off-target
500,0.971,180,target
500,0.989,181,off-target
500,0.857,181,target
500,0.867,182,off-target
500,0.737,182,target
500,0.905,183,off-target
500,0.342,183,target
500,0.683,184,off-target
500,0.679,184,target
500,0.319,185,off-target
500,0.784,185,target
500,0.244,186,off-target
500,0.975,186,target
500,0.409,187,off-target
500,0.243,187,target
500,0.984,188,off-target
500,0.782,188,target
500,0.05,189,off-target
500,0.23,189,target
500,0.738,190,off-target
500,0.269,190,target
500,0.621,191,off-target
500,0.899,191,target
500,0.176,192,off-target
500,0.606,192,target
500,0.72,193,off-target
500,0.229,193,target
500,0.745,194,off-target
500,0.394,194,target
500,0.494,195,off-target
500,0.078,195,target
500,0.054,196,off-target
500,0.959,196,target
500,0.787,197,off-target
500,0.701,197,target
500,0.94,198,off-target
500,0.64,198,target
500,0.391,199,off-target
500,0.192,199,target
500,0.446,200,off-target
500,0.328,200,target
500,0.802,201,off-target
500,0.795,201,target
500,0.674,202,off-target
500,0.067,202,target
500,0.375,203,off-target
500,0.776,203,target
500,0.256,204,off-target
500,0.671,204,target
500,0.655,205,off-target
500,0.709,205,target
500,0.17,206,off-target
500,0.233,206,target
500,0.176,207,off-target
500,0.308,207,target
500,0.531,208,off-target
500,0.519,208,target
500,0.787,209,off-target
500,0.391,209,target
500,0.075,210,off-target
500,0.237,210,target
500,0.671,211,off-target
500,0.718,211,target
500,0.945,212,off-target
500,0.108,212,target
500,0.954,213,off-target
500,0.919,213,target
500,0.044,214,off-target
500,0.629,214,target
500,0.037,215,off-target
500,0.936,215,target
500,0.506,216,off-target
500,0.863,216,target
500,0.827,217,off-target
500,0.343,217,target
500,0.038,218,off-target
500,0.16,218,target
500,0.971,219,off-target
500,0.585,219,target
500,0.989,220,off-target
500,0.857,220,target
500,0.316,221,off-target
500,0.775,221,target
500,0.26,222,off-target
500,0.637,222,target
500,0.809,223,off-target
500,0.861,223,target
500,0.591,224,off-target
500,0.729,224,target
500,0.023,225,off-target
500,0.982,225,target
500,0.559,226,off-target
500,0.928,226,target
500,0.487,227,off-target
500,0.601,227,target
500,0.553,228,off-target
500,0.316,228,target
500,0.954,229,off-target
500,0.175,229,target
500,0.204,230,off-target
500,0.803,230,target
500,0.515,231,off-target
500,0.56,231,target
500,0.705,232,off-target
500,0.181,232,target
500,0.003,233,off-target
500,0.669,233,target
500,0.392,234,off-target
500,0.221,234,target
500,0.719,235,off-target
500,0.269,235,target
500,0.659,236,off-target
500,0.799,236,target
500,0.877,237,off-target
500,0.696,237,target
500,0.253,238,off-target
500,0.581,238,target
500,0.195,239,off-target
500,0.082,239,target
500,0.961,240,off-target
500,0.133,240,target
500,0.411,241,off-target
500,0.293,241,target
500,0.563,242,off-target
500,0.102,242,target
500,0.512,243,off-target
500,0.312,243,target
500,0.498,244,off-target
500,0.831,244,target
500,0.533,245,off-target
500,0.721,245,target
500,0.601,246,off-target
500,0.11,246,target
500,0.837,247,off-target
500,0.85,247,target
500,0.21,248,off-target
500,0.906,248,target
500,0.564,249,off-target
500,0.706,249,target
500,0.155,250,off-target
500,0.896,250,target
500,0.694,251,off-target
500,0.666,251,target
500,0.47,252,off-target
500,0.461,252,target
500,0.979,253,off-target
500,0.267,253,target
500,0.3,254,off-target
500,0.48,254,target
500,0.822,255,off-target
500,0.8,255,target
500,0.393,256,off-target
500,0.86,256,target
500,0.086,257,off-target
500,0.1,257,target
500,0.685,258,off-target
500,0.285,258,target
500,0.024,259,off-target
500,0.996,259,target
500,0.112,260,off-target
500,0.074,260,target
500,0.101,261,off-target
500,0.054,261,target
500,0.943,262,off-target
500,0.152,262,target
500,0.178,263,off-target
500,0.644,263,target
500,0.593,264,off-target
500,0.958,264,target
500,0.289,265,off-target
500,0.799,265,target
500,0.096,266,off-target
500,0.115,266,target
500,0.79,267,off-target
500,0.218,267,target
500,0.134,268,off-target
500,0.096,268,target
500,0.561,269,off-target
500,0.22,269,target
500,0.203,270,off-target
500,0.263,270,target
500,0.611,271,off-target
500,0.784,271,target
500,0.978,272,off-target
500,0.993,272,target
500,0.371,273,off-target
500,0.122,273,target
500,0.246,274,off-target
500,0.909,274,target
500,0.173,275,off-target
500,0.389,275,target
500,0.788,276,off-target
500,0.752,276,target
500,0.674,277,off-target
500,0.395,277,target
500,0.607,278,off-target
500,0.998,278,target
500,0.845,279,off-target
500,0.082,279,target
500,0.018,280,off-target
500,0.316,280,target
500,0.788,281,off-target
500,0.852,281,target
500,0.35,282,off-target
500,0.823,282,target
500,0.785,283,off-target
500,0.856,283,target
500,0.493,284,off-target
500,0.697,284,target
500,0.567,285,off-target
500,0.067,285,target
500,0.612,286,off-target
500,0.694,286,target
500,0.706,287,off-target
500,0.245,287,target
500,0.33,288,off-target
500,0.712,288,target
500,0.755,289,off-target
500,0.012,289,target
500,0.202,290,off-target
500,0.597,290,target
500,0.508,291,off-target
500,0.759,291,target
500,0.86,292,off-target
500,0.171,292,target
500,0.271,293,off-target
500,0.563,293,target
500,0.384,294,off-target
500,0.3,294,target
500,0.174,295,off-target
500,0.595,295,target
500,0.547,296,off-target
500,0.736,296,target
500,0.343,297,off-target
500,0.131,297,target
500,0.988,298,off-target
500,0.717,298,target
500,0.926,299,off-target
500,0.965,299,target
500,0.584,300,off-target
500,0.473,300,target
500,0.93,301,off-target
500,0.817,301,target
500,0.838,302,off-target
500,0.978,302,target
500,0.101,303,off-target
500,0.267,303,target
500,0.951,304,off-target
500,0.866,304,target
500,0.931,305,off-target
500,0.746,305,target
500,0.464,306,off-target
500,0.026,306,target
500,0.711,307,off-target
500,0.545,307,target
500,0.227,308,off-target
500,0.554,308,target
500,0.981,309,off-target
500,0.402,309,target
500,0.772,310,off-target
500,0.484,310,target
500,0.649,311,off-target
500,0.598,311,target
500,0.776,312,off-target
500,0.394,312,target
500,0.456,313,off-target
500,0.684,313,target
500,0.282,314,off-target
500,0.98,314,target
500,0.531,315,off-target
500,0.985,315,target
500,0.3,316,off-target
500,0.616,316,target
500,0.009,317,off-target
500,0.411,317,target
500,0.982,318,off-target
500,0.115,318,target
500,0.43,319,off-target
500,0.822,319,target
500,0.007,320,off-target
500,0.957,320,target
500,0.21,321,off-target
500,0.074,321,target
500,0.68,322,off-target
500,0.664,322,target
500,0.693,323,off-target
500,0.942,323,target
500,0.638,324,off-target
500,0.375,324,target
500,0.815,325,off-target
500,0.567,325,target
500,0.504,326,off-target
500,0.957,326,target
500,0.546,327,off-target
500,0.328,327,target
500,0.448,328,off-target
500,0.875,328,target
500,0.841,329,off-target
500,0.389,329,target
500,0.902,330,off-target
500,0.785,330,target
500,0.551,331,off-target
500,0.083,331,target
500,0.546,332,off-target
500,0.708,332,target
500,0.48,333,off-target
500,0.706,333,target
500,0.686,334,off-target
500,0.311,334,target
500,0.153,335,off-target
500,0.206,335,target
500,0.861,336,off-target
500,0.724,336,target
500,0.553,337,off-target
500,0.582,337,target
500,0.31,338,off-target
500,0.528,338,target
500,0.812,339,off-target
500,0.06,339,target
500,0.476,340,off-target
500,0.302,340,target
500,0.907,341,off-target
500,0.909,341,target
500,0.15,342,off-target
500,0.808,342,target
500,0.172,343,off-target
500,0.037,343,target
500,0.303,344,off-target
500,0.07,344,target
500,0.482,345,off-target
500,0.199,345,target
500,0.121,346,off-target
500,0.527,346,target
500,0.545,347,off-target
500,0.855,347,target
500,0.488,348,off-target
500,0.14,348,target
500,0.808,349,off-target
500,0.586,349,target
500,0.705,350,off-target
500,0.945,350,target
500,0.214,351,off-target
500,0.254,351,target
500,0.111,352,off-target
500,0.783,352,target
500,0.215,353,off-target
500,0.836,353,target
500,0.262,354,off-target
500,0.597,354,target
500,0.108,355,off-target
500,0.836,355,target
500,0.483,356,off-target
500,0.797,356,target
500,0.2,357,off-target
500,0.621,357,target
500,0.837,358,off-target
500,0.754,358,target
500,0.061,359,off-target
500,0.807,359,target
500,0.002,360,off-target
500,0.759,360,target
500,0.333,361,off-target
500,0.682,361,target
500,0.961,362,off-target
500,0.7,362,target
500,0.32,363,off-target
500,0.467,363,target
500,0.048,364,off-target
500,0.375,364,target
500,0.574,365,off-target
500,0.024,365,target
500,0.254,366,off-target
500,0.263,366,target
500,0.91,367,off-target
500,0.002,367,target
500,0.674,368,off-target
500,0.53,368,target
500,0.085,369,off-target
500,0.386,369,target
500,0.754,370,off-target
500,0.177,370,target
500,0.051,371,off-target
500,0.858,371,target
500,0.757,372,off-target
500,0.439,372,target
500,0.827,373,off-target
500,0.232,373,target
500,0.475,374,off-target
500,0.447,374,target
500,0.081,375,off-target
500,0.025,375,target
500,0.632,376,off-target
500,0.891,376,target
500,0.066,377,off-target
500,0.907,377,target
500,0.551,378,off-target
500,0.226,378,target
500,0.894,379,off-target
500,0.421,379,target
500,0.654,380,off-target
500,0.536,380,target
500,0.627,381,off-target
500,0.959,381,target
500,0.063,382,off-target
500,0.168,382,target
500,0.944,383,off-target
500,0.481,383,target
500,0.898,384,off-target
500,0.614,384,target
500,0.894,385,off-target
500,0.291,385,target
500,0.934,386,off-target
500,0.853,386,target
500,0.743,387,off-target
500,0.974,387,target
500,0.102,388,off-target
500,0.383,388,target
500,0.862,389,off-target
500,0.346,389,target
500,0.183,390,off-target
500,0.731,390,target
500,0.91,391,off-target
500,0.866,391,target
500,0.318,392,off-target
500,0.699,392,target
500,0.059,393,off-target
500,0.212,393,target
500,0.107,394,off-target
500,0.692,394,target
500,0.749,395,off-target
500,0.322,395,target
500,0.44,396,off-target
500,0.399,396,target
500,0.746,397,off-target
500,0.513,397,target
500,0.818,398,off-target
500,0.348,398,target
500,0.378,399,off-target
500,0.296,399,target
500,0.33,400,off-target
500,0.54,400,target
500,0.538,401,off-target
500,0.5,401,target
500,0.72,402,off-target
500,0.933,402,target
500,0.828,403,off-target
500,0.063,403,target
500,0.525,404,off-target
500,0.983,404,target
500,0.103,405,off-target
500,0.332,405,target
500,0.123,406,off-target
500,0.932,406,target
500,0.081,407,off-target
500,0.692,407,target
500,0.147,408,off-target
500,0.16,408,target
500,0.761,409,off-target
500,0.065,409,target
500,0.91,410,off-target
500,0.016,410,target
500,0.97,411,off-target
500,0.26,411,target
500,0.255,412,off-target
500,0.125,412,target
500,0.018,413,off-target
500,0.097,413,target
500,0.728,414,off-target
500,0.369,414,target
500,0.684,415,off-target
500,0.648,415,target
500,0.702,416,off-target
500,0.097,416,target
500,0.319,417,off-target
500,0.794,417,target
500,0.691,418,off-target
500,0.716,418,target
500,0.195,419,off-target
500,0.142,419,target
500,0.428,420,off-target
500,0.574,420,target
500,0.433,421,off-target
500,0.446,421,target
500,0.708,422,off-target
500,0.616,422,target
500,0.747,423,off-target
500,0.739,423,target
500,0.34,424,off-target
500,0.721,424,target
500,0.871,425,off-target
500,0.823,425,target
500,0.767,426,off-target
500,0.461,426,target
500,0.481,427,off-target
500,0.642,427,target
500,0.61,428,off-target
500,0.603,428,target
500,0.102,429,off-target
500,0.6,429,target
500,0.418,430,off-target
500,0.423,430,target
500,0.451,431,off-target
500,0.003,431,target
500,0.624,432,off-target
500,0.226,432,target
500,0.345,433,off-target
500,0.456,433,target
500,0.097,434,off-target
500,0.894,434,target
500,0.581,435,off-target
500,0.444,435,target
500,0.64,436,off-target
500,0.98,436,target
500,0.046,437,off-target
500,0.05,437,target
500,0.686,438,off-target
500,0.268,438,target
500,0.756,439,off-target
500,0.037,439,target
500,0.924,440,off-target
500,0.559,440,target
500,0.999,441,off-target
500,0.207,441,target
500,0.583,442,off-target
500,0.598,442,target
500,0.973,443,off-target
500,0.391,443,target
500,0.947,444,off-target
500,0.704,444,target
500,0.362,445,off-target
500,0.161,445,target
500,0.039,446,off-target
500,0.933,446,target
500,0.343,447,off-target
500,0.043,447,target
500,0.754,448,off-target
500,0.204,448,target
500,0.274,449,off-target
500,0.136,449,target
500,0.776,450,off-target
500,0.175,450,target
500,0.318,451,off-target
500,0.068,451,target
500,0.242,452,off-target
500,0.922,452,target
500,0.105,453,off-target
500,0.655,453,target
500,0.094,454,off-target
500,0.725,454,target
500,0.891,455,off-target
500,0.023,455,target
500,0.33,456,off-target
500,0.753,456,target
500,0.117,457,off-target
500,0.198,457,target
500,0.039,458,off-target
500,0.959,458,target
500,0.381,459,off-target
500,0.191,459,target
500,0.471,460,off-target
500,0.717,460,target
500,0.342,461,off-target
500,0.795,461,target
500,0.961,462,off-target
500,0.25,462,target
500,0.429,463,off-target
500,0.178,463,target
500,0.365,464,off-target
500,0.891,464,target
500,0.146,465,off-target
500,0.909,465,target
500,0.493,466,off-target
500,0.682,466,target
500,0.718,467,off-target
500,0.534,467,target
500,0.965,468,off-target
500,0.285,468,target
500,0.563,469,off-target
500,0.749,469,target
500,0.317,470,off-target
500,0.881,470,target
500,0.998,471,off-target
500,0.282,471,target
500,0.341,472,off-target
500,0.764,472,target
500,0.937,473,off-target
500,0.515,473,target
500,0.468,474,off-target
500,0.685,474,target
500,0.722,475,off-target
500,0.304,475,target
500,0.237,476,off-target
500,0.53,476,target
500,0.473,477,off-target
500,0.638,477,target
500,0.264,478,off-target
500,0.445,478,target
500,0.572,479,off-target
500,0.727,479,target
500,0.172,480,off-target
500,0.542,480,target
500,0.553,481,off-target
500,0.812,481,target
500,0.072,482,off-target
500,0.286,482,target
500,0.034,483,off-target
500,0.52,483,target
500,0.732,484,off-target
500,0.639,484,target
500,0.024,485,off-target
500,0.125,485,target
500,0.231,486,off-target
500,0.878,486,target
500,0.151,487,off-target
500,0.645,487,target
500,0.742,488,off-target
500,0.947,488,target
500,0.533,489,off-target
500,0.416,489,target
500,0.743,490,off-target
500,0.239,490,target
500,0.699,491,off-target
500,0.301,491,target
500,0.889,492,off-target
500,0.196,492,target
500,0.525,493,off-target
500,0.583,493,target
500,0.344,494,off-target
500,0.434,494,target
500,0.586,495,off-target
500,0.922,495,target
500,0.394,496,off-target
500,0.06,496,target
500,0.634,497,off-target
500,0.541,497,target
500,0.215,498,off-target
500,0.697,498,target
500,0.054,499,off-target
500,0.924,499,target
500,0.734,500,off-target
500,0.064,500,target
500,0.142,501,off-target
500,0.885,501,target
500,0.64,502,off-target
500,0.467,502,target
500,0.009,503,off-target
500,0.206,503,target
500,0.1,504,off-target
500,0.258,504,target
500,0.412,505,off-target
500,0.796,505,target
500,0.707,506,off-target
500,0.709,506,target
500,0.443,507,off-target
500,0.744,507,target
500,0.794,508,off-target
500,0.477,508,target
500,0.752,509,off-target
500,0.397,509,target
500,0.621,510,off-target
500,0.92,510,target
500,0.226,511,off-target
500,0.063,511,target
500,0.974,512,off-target
500,0.193,512,target
500,0.502,513,off-target
500,0.397,513,target
500,0.825,514,off-target
500,0.023,514,target
500,0.289,515,off-target
500,0.164,515,target
500,0.96,516,off-target
500,0.065,516,target
500,0.104,517,off-target
500,0.226,517,target
500,0.039,518,off-target
500,0.985,518,target
500,0.769,519,off-target
500,0.418,519,target
500,0.36,520,off-target
500,0.448,520,target
500,0.728,521,off-target
500,0.861,521,target
500,0.693,522,off-target
500,0.445,522,target
500,0.828,523,off-target
500,0.246,523,target
500,0.418,524,off-target
500,0.598,524,target
500,0.43,525,off-target
500,0.324,525,target
500,0.263,526,off-target
500,0.394,526,target
500,0.512,527,off-target
500,0.639,527,target
500,0.267,528,off-target
500,0.418,528,target
500,0.585,529,off-target
500,0.941,529,target
500,0.884,530,off-target
500,0.133,530,target
500,0.265,531,off-target
500,0.912,531,target
500,0.239,532,off-target
500,0.688,532,target
500,0.21,533,off-target
500,0.493,533,target
500,0.506,534,off-target
500,0.452,534,target
500,0.249,535,off-target
500,0.575,535,target
500,0.876,536,off-target
500,0.114,536,target
500,0.973,537,off-target
500,0.604,537,target
500,0.336,538,off-target
500,0.527,538,target
500,0.101,539,off-target
500,0.18,539,target
500,0.516,540,off-target
500,0.976,540,target
500,0.365,541,off-target
500,0.305,541,target
500,0.389,542,off-target
500,0.271,542,target
500,0.672,543,off-target
500,0.397,543,target
500,0.648,544,off-target
500,0.04,544,target
500,0.617,545,off-target
500,0.129,545,target
500,0.214,546,off-target
500,0.389,546,target
500,0.737,547,off-target
500,0.558,547,target
500,0.711,548,off-target
500,0.203,548,target
500,0.809,549,off-target
500,0.448,549,target
500,0.743,550,off-target
500,0.66,550,target
500,0.715,551,off-target
500,0.279,551,target
500,0.046,552,off-target
500,0.449,552,target
500,0.116,553,off-target
500,0.598,553,target
500,0.68,554,off-target
500,0.206,554,target
500,0.793,555,off-target
500,0.32,555,target
500,0.874,556,off-target
500,0.639,556,target
500,0.559,557,off-target
500,0.375,557,target
500,0.355,558,off-target
500,0.037,558,target
500,0.75,559,off-target
500,0.622,559,target
500,0.745,560,off-target
500,0.371,560,target
500,0.189,561,off-target
500,0.294,561,target
500,0.687,562,off-target
500,0.341,562,target
500,0.107,563,off-target
500,0.042,563,target
500,0.686,564,off-target
500,0.825,564,target
500,0.944,565,off-target
500,0.647,565,target
500,0.35,566,off-target
500,0.025,566,target
500,0.488,567,off-target
500,0.636,567,target
500,0.553,568,off-target
500,0.969,568,target
500,0.073,569,off-target
500,0.163,569,target
500,0.408,570,off-target
500,0.733,570,target
500,0.988,571,off-target
500,0.473,571,target
500,0.531,572,off-target
500,0.336,572,target
500,0.242,573,off-target
500,0.442,573,target
500,0.802,574,off-target
500,0.893,574,target
500,0.707,575,off-target
500,0.057,575,target
500,0.427,576,off-target
500,0.186,576,target
500,0.568,577,off-target
500,0.512,577,target
500,0.895,578,off-target
500,0.344,578,target
500,0.459,579,off-target
500,0.388,579,target
500,0.501,580,off-target
500,0.482,580,target
500,0.569,581,off-target
500,0.422,581,target
500,0.382,582,off-target
500,0.675,582,target
500,0.898,583,off-target
500,0.854,583,target
500,0.934,584,off-target
500,0.636,584,target
500,0.739,585,off-target
500,0.136,585,target
500,0.026,586,off-target
500,0.788,586,target
500,0.673,587,off-target
500,0.51,587,target
500,0.652,588,off-target
500,0.74,588,target
500,0.039,589,off-target
500,0.06,589,target
500,0.611,590,off-target
500,0.208,590,target
500,0.905,591,off-target
500,0.516,591,target
500,0.106,592,off-target
500,0.437,592,target
500,0.044,593,off-target
500,0.083,593,target
500,0.33,594,off-target
500,0.065,594,target
500,0.915,595,off-target
500,0.266,595,target
500,0.742,596,off-target
500,0.758,596,target
500,0.494,597,off-target
500,0.704,597,target
500,0.925,598,off-target
500,0.27,598,target
500,0.658,599,off-target
500,0.046,599,target
500,0.405,600,off-target
500,0.407,600,target
500,0.737,601,off-target
500,0.571,601,target
500,0.589,602,off-target
500,0.36,602,target
500,0.793,603,off-target
500,0.506,603,target
500,0.546,604,off-target
500,0.036,604,target
500,0.013,605,off-target
500,0.604,605,target
500,0.647,606,off-target
500,0.219,606,target
500,0.278,607,off-target
500,0.122,607,target
500,0.355,608,off-target
500,0.363,608,target
500,0.981,609,off-target
500,0.775,609,target
500,0.807,610,off-target
500,0.334,610,target
500,0.874,611,off-target
500,0.928,611,target
500,0.546,612,off-target
500,0.67,612,target
500,0.451,613,off-target
500,0.141,613,target
500,0.322,614,off-target
500,0.933,614,target
500,0.0,615,off-target
500,0.552,615,target
500,0.888,616,off-target
500,0.389,616,target
500,0.702,617,off-target
500,0.991,617,target
500,0.692,618,off-target
500,0.063,618,target
500,0.52,619,off-target
500,0.926,619,target
500,0.065,620,off-target
500,0.321,620,target
500,0.057,621,off-target
500,0.182,621,target
500,0.326,622,off-target
500,0.914,622,target
500,0.497,623,off-target
500,0.759,623,target
500,0.733,624,off-target
500,0.729,624,target
500,0.499,625,off-target
500,0.591,625,target
500,0.409,626,off-target
500,0.68,626,target
500,0.705,627,off-target
500,0.676,627,target
500,0.192,628,off-target
500,0.561,628,target
500,0.341,629,off-target
500,0.862,629,target
500,0.08,630,off-target
500,0.081,630,target
500,0.383,631,off-target
500,0.671,631,target
500,0.99,632,off-target
500,0.241,632,target
500,0.756,633,off-target
500,0.852,633,target
500,0.228,634,off-target
500,0.502,634,target
