n,p_value,seed,type
500,0.0,0,off-target
500,0.615,0,target
500,0.0,1,off-target
500,0.478,1,target
500,0.0,2,off-target
500,0.532,2,target
500,0.0,3,off-target
500,0.191,3,target
500,0.0,4,off-target
500,0.896,4,target
500,0.0,5,off-target
500,0.65,5,target
500,0.0,6,off-target
500,0.55,6,target
500,0.0,7,off-target
500,0.434,7,target
500,0.0,8,off-target
500,0.349,8,target
500,0.0,9,off-target
500,0.665,9,target
500,0.0,10,off-target
500,0.585,10,target
500,0.0,11,off-target
500,0.867,11,target
500,0.0,12,off-target
500,0.426,12,target
500,0.0,13,off-target
500,0.395,13,target
500,0.0,14,off-target
500,0.619,14,target
500,0.0,15,off-target
500,0.528,15,target
500,0.0,16,off-target
500,0.921,16,target
500,0.0,17,off-target
500,0.169,17,target
500,0.0,18,off-target
500,0.027,18,target
500,0.0,19,off-target
500,0.951,19,target
500,0.0,20,off-target
500,0.602,20,target
500,0.0,21,off-target
500,0.009,21,target
500,0.0,22,off-target
500,0.558,22,target
500,0.0,23,off-target
500,0.792,23,target
500,0.0,24,off-target
500,0.865,24,target
500,0.0,25,off-target
500,0.259,25,target
500,0.0,26,off-target
500,0.114,26,target
500,0.0,27,off-target
500,0.588,27,target
500,0.0,28,off-target
500,0.143,28,target
500,0.0,29,off-target
500,0.492,29,target
500,0.0,30,off-target
500,0.467,30,target
500,0.0,31,off-target
500,0.174,31,target
500,0.0,32,off-target
500,0.514,32,target
500,0.0,33,off-target
500,0.911,33,target
500,0.0,34,off-target
500,0.026,34,target
500,0.0,35,off-target
500,0.146,35,target
500,0.0,36,off-target
500,0.558,36,target
500,0.0,37,off-target
500,0.607,37,target
500,0.0,38,off-target
500,0.949,38,target
500,0.0,39,off-target
500,0.376,39,target
500,0.0,40,off-target
500,0.805,40,target
500,0.0,41,off-target
500,0.954,41,target
500,0.0,42,off-target
500,0.16,42,target
500,0.0,43,off-target
500,0.858,43,target
500,0.0,44,off-target
500,0.147,44,target
500,0.0,45,off-target
500,0.246,45,target
500,0.0,46,off-target
500,0.266,46,target
500,0.0,47,off-target
500,0.007,47,target
500,0.0,48,off-target
500,0.047,48,target
500,0.0,49,off-target
500,0.039,49,target
500,0.0,50,off-target
500,0.815,50,target
500,0.0,51,off-target
500,0.987,51,target
500,0.0,52,off-target
500,0.058,52,target
500,0.0,53,off-target
500,0.059,53,target
500,0.0,54,off-target
500,0.489,54,target
500,0.0,55,off-target
500,0.067,55,target
500,0.0,56,off-target
500,0.587,56,target
500,0.0,57,off-target
500,0.695,57,target
500,0.0,58,off-target
500,0.694,58,target
500,0.0,59,off-target
500,0.865,59,target
500,0.0,60,off-target
500,0.456,60,target
500,0.0,61,off-target
500,0.603,61,target
500,0.0,62,off-target
500,0.97,62,target
500,0.0,63,off-target
500,0.026,63,target
500,0.0,64,off-target
500,0.617,64,target
500,0.0,65,off-target
500,0.101,65,target
500,0.0,66,off-target
500,0.908,66,target
500,0.0,67,off-target
500,0.393,67,target
500,0.0,68,off-target
500,0.865,68,target
500,0.0,69,off-target
500,0.206,69,target
500,0.0,70,off-target
500,0.65,70,target
500,0.0,71,off-target
500,0.833,71,target
500,0.0,72,off-target
500,0.025,72,target
500,0.0,73,off-target
500,0.455,73,target
500,0.0,74,off-target
500,0.421,74,target
500,0.0,75,off-target
500,0.321,75,target
500,0.0,76,off-target
500,0.698,76,target
500,0.0,77,off-target
500,0.315,77,target
500,0.0,78,off-target
500,0.891,78,target
500,0.0,79,off-target
500,0.297,79,target
500,0.0,80,off-target
500,0.398,80,target
500,0.0,81,off-target
500,0.06,81,target
500,0.0,82,off-target
500,0.363,82,target
500,0.0,83,off-target
500,0.113,83,target
500,0.0,84,off-target
500,0.699,84,target
500,0.0,85,off-target
500,0.029,85,target
500,0.0,86,off-target
500,0.033,86,target
500,0.0,87,off-target
500,0.673,87,target
500,0.0,88,off-target
500,0.943,88,target
500,0.0,89,off-target
500,0.521,89,target
500,0.0,90,off-target
500,0.319,90,target
500,0.0,91,off-target
500,0.978,91,target
500,0.0,92,off-target
500,0.686,92,target
500,0.0,93,off-target
500,0.648,93,target
500,0.0,94,off-target
500,0.927,94,target
500,0.0,95,off-target
500,0.04,95,target
500,0.0,96,off-target
500,0.483,96,target
500,0.0,97,off-target
500,0.79,97,target
500,0.0,98,off-target
500,0.013,98,target
500,0.0,99,off-target
500,0.013,99,target
500,0.0,100,off-target
500,0.621,100,target
500,0.0,101,off-target
500,0.354,101,target
500,0.0,102,off-target
500,0.437,102,target
500,0.0,103,off-target
500,0.559,103,target
500,0.0,104,off-target
500,0.158,104,target
500,0.0,105,off-target
500,0.772,105,target
500,0.0,106,off-target
500,0.756,106,target
500,0.0,107,off-target
500,0.572,107,target
500,0.0,108,off-target
500,0.895,108,target
500,0.0,109,off-target
500,0.994,109,target
500,0.0,110,off-target
500,0.293,110,target
500,0.0,111,off-target
500,0.809,111,target
500,0.0,112,off-target
500,0.646,112,target
500,0.0,113,off-target
500,0.31,113,target
500,0.0,114,off-target
500,0.793,114,target
500,0.0,115,off-target
500,0.733,115,target
500,0.0,116,off-target
500,0.969,116,target
500,0.0,117,off-target
500,0.357,117,target
500,0.0,118,off-target
500,0.452,118,target
500,0.0,119,off-target
500,0.812,119,target
500,0.0,120,off-target
500,0.772,120,target
500,0.0,121,off-target
500,0.925,121,target
500,0.0,122,off-target
500,0.832,122,target
500,0.0,123,off-target
500,0.641,123,target
500,0.0,124,off-target
500,0.993,124,target
500,0.0,125,off-target
500,0.661,125,target
500,0.0,126,off-target
500,0.891,126,target
500,0.0,127,off-target
500,0.863,127,target
