n,p_value,var_est,seed,type
500,0.854,16.0,0,off-target
500,0.659,0.0,0,off-target noiseless
500,0.049,0.0625,0,target
500,0.216,0.0,0,target noiseless
500,0.66,16.0,1,off-target
500,0.22,0.0,1,off-target noiseless
500,0.111,4.0,1,target
500,0.157,0.0,1,target noiseless
500,0.619,1.0,2,off-target
500,0.923,0.0,2,off-target noiseless
500,0.617,1.0,2,target
500,0.165,0.0,2,target noiseless
500,0.439,4.0,3,off-target
500,0.2,0.0,3,off-target noiseless
500,0.385,0.25,3,target
500,0.261,0.0,3,target noiseless
500,0.423,1.0,4,off-target
500,0.23,0.0,4,off-target noiseless
500,0.855,16.0,4,target
500,0.844,0.0,4,target noiseless
500,0.503,4.0,5,off-target
500,0.765,0.0,5,off-target noiseless
500,0.747,4.0,5,target
500,0.857,0.0,5,target noiseless
500,0.205,64.0,6,off-target
500,0.48,0.0,6,off-target noiseless
500,0.849,1.0,6,target
500,0.715,0.0,6,target noiseless
500,0.259,1.0,7,off-target
500,0.798,0.0,7,off-target noiseless
500,0.869,4096.0,7,target
500,0.071,0.0,7,target noiseless
500,0.796,1.0,8,off-target
500,0.876,0.0,8,off-target noiseless
500,0.698,16.0,8,target
500,0.31,0.0,8,target noiseless
500,0.179,16.0,9,off-target
500,0.063,0.0,9,off-target noiseless
500,0.369,1.0,9,target
500,0.391,0.0,9,target noiseless
500,0.085,4.0,10,off-target
500,0.528,0.0,10,off-target noiseless
500,0.822,1.0,10,target
500,0.025,0.0,10,target noiseless
500,0.778,4.0,11,off-target
500,0.051,0.0,11,off-target noiseless
500,0.886,4.0,11,target
500,0.422,0.0,11,target noiseless
500,0.293,4.0,12,off-target
500,0.739,0.0,12,off-target noiseless
500,0.704,4.0,12,target
500,0.353,0.0,12,target noiseless
500,0.123,16.0,13,off-target
500,0.145,0.0,13,off-target noiseless
500,0.655,256.0,13,target
500,0.29,0.0,13,target noiseless
500,0.688,1.0,14,off-target
500,0.012,0.0,14,off-target noiseless
500,0.603,16.0,14,target
500,0.681,0.0,14,target noiseless
500,0.79,64.0,15,off-target
500,0.726,0.0,15,off-target noiseless
500,0.12,16.0,15,target
500,0.485,0.0,15,target noiseless
500,0.095,4.0,16,off-target
500,0.546,0.0,16,off-target noiseless
500,0.358,1.0,16,target
500,0.283,0.0,16,target noiseless
500,0.303,0.0625,17,off-target
500,0.021,0.0,17,off-target noiseless
500,0.589,16.0,17,target
500,0.638,0.0,17,target noiseless
500,0.881,1.0,18,off-target
500,0.743,0.0,18,off-target noiseless
500,0.937,4.0,18,target
500,0.244,0.0,18,target noiseless
500,0.84,1.0,19,off-target
500,0.129,0.0,19,off-target noiseless
500,0.829,1.0,19,target
500,0.969,0.0,19,target noiseless
500,0.235,16.0,20,off-target
500,0.136,0.0,20,off-target noiseless
500,0.409,1.0,20,target
500,0.391,0.0,20,target noiseless
500,0.022,4.0,21,off-target
500,0.27,0.0,21,off-target noiseless
500,0.068,0.25,21,target
500,0.183,0.0,21,target noiseless
500,0.537,1.0,22,off-target
500,0.751,0.0,22,off-target noiseless
500,0.893,16.0,22,target
500,0.265,0.0,22,target noiseless
500,0.231,1.0,23,off-target
500,0.084,0.0,23,off-target noiseless
500,0.253,1.0,23,target
500,0.531,0.0,23,target noiseless
500,0.498,0.25,24,off-target
500,0.888,0.0,24,off-target noiseless
500,0.977,4.0,24,target
500,0.905,0.0,24,target noiseless
500,0.951,0.25,25,off-target
500,0.016,0.0,25,off-target noiseless
500,0.7,1.0,25,target
500,0.995,0.0,25,target noiseless
500,0.23,64.0,26,off-target
500,0.488,0.0,26,off-target noiseless
500,0.952,0.0625,26,target
500,0.82,0.0,26,target noiseless
500,0.561,0.25,27,off-target
