n,p_value,seed,type
500,0.001,0,off-target
500,0.395,0,target
500,0.001,1,off-target
500,0.104,1,target
500,0.0,2,off-target
500,0.76,2,target
500,0.0,3,off-target
500,0.812,3,target
500,0.0,4,off-target
500,0.009,4,target
500,0.004,5,off-target
500,0.898,5,target
500,0.0,6,off-target
500,0.219,6,target
500,0.0,7,off-target
500,0.391,7,target
500,0.036,8,off-target
500,0.088,8,target
500,0.016,9,off-target
500,0.882,9,target
500,0.0,10,off-target
500,0.272,10,target
500,0.001,11,off-target
500,0.616,11,target
500,0.048,12,off-target
500,0.488,12,target
500,0.0,13,off-target
500,0.785,13,target
500,0.0,14,off-target
500,0.65,14,target
500,0.0,15,off-target
500,0.642,15,target
500,0.002,16,off-target
500,0.85,16,target
500,0.003,17,off-target
500,0.622,17,target
500,0.0,18,off-target
500,0.022,18,target
500,0.0,19,off-target
500,0.009,19,target
500,0.002,20,off-target
500,0.515,20,target
500,0.01,21,off-target
500,0.75,21,target
500,0.014,22,off-target
500,0.722,22,target
500,0.005,23,off-target
500,0.426,23,target
500,0.0,24,off-target
500,0.077,24,target
500,0.015,25,off-target
500,0.242,25,target
500,0.0,26,off-target
500,0.814,26,target
500,0.007,27,off-target
500,0.844,27,target
500,0.0,28,off-target
500,0.248,28,target
500,0.0,29,off-target
500,0.835,29,target
500,0.114,30,off-target
500,0.413,30,target
500,0.0,31,off-target
500,0.059,31,target
500,0.0,32,off-target
500,0.118,32,target
500,0.098,33,off-target
500,0.378,33,target
500,0.0,34,off-target
500,0.494,34,target
500,0.0,35,off-target
500,0.547,35,target
500,0.0,36,off-target
500,0.367,36,target
500,0.001,37,off-target
500,0.358,37,target
500,0.014,38,off-target
500,0.173,38,target
500,0.003,39,off-target
500,0.083,39,target
500,0.0,40,off-target
500,0.281,40,target
500,0.033,41,off-target
500,0.342,41,target
500,0.003,42,off-target
500,0.828,42,target
500,0.0,43,off-target
500,0.104,43,target
500,0.0,44,off-target
500,0.505,44,target
500,0.0,45,off-target
500,0.485,45,target
500,0.085,46,off-target
500,0.846,46,target
500,0.0,47,off-target
500,0.007,47,target
500,0.0,48,off-target
500,0.917,48,target
500,0.0,49,off-target
500,0.652,49,target
500,0.0,50,off-target
500,0.393,50,target
500,0.009,51,off-target
500,0.502,51,target
500,0.0,52,off-target
500,0.825,52,target
500,0.001,53,off-target
500,0.625,53,target
500,0.001,54,off-target
500,0.553,54,target
500,0.005,55,off-target
500,0.912,55,target
500,0.001,56,off-target
500,0.109,56,target
500,0.0,57,off-target
500,0.441,57,target
500,0.0,58,off-target
500,0.795,58,target
500,0.0,59,off-target
500,0.828,59,target
500,0.0,60,off-target
500,0.917,60,target
500,0.0,61,off-target
500,0.414,61,target
500,0.001,62,off-target
500,0.101,62,target
500,0.007,63,off-target
500,0.711,63,target
500,0.0,64,off-target
500,0.606,64,target
500,0.0,65,off-target
500,0.647,65,target
500,0.0,66,off-target
500,0.274,66,target
500,0.0,67,off-target
500,0.237,67,target
500,0.0,68,off-target
500,0.938,68,target
500,0.0,69,off-target
500,0.542,69,target
500,0.063,70,off-target
500,0.38,70,target
500,0.0,71,off-target
500,0.8,71,target
500,0.012,72,off-target
500,0.793,72,target
500,0.0,73,off-target
500,0.067,73,target
500,0.001,74,off-target
500,0.563,74,target
500,0.01,75,off-target
500,0.716,75,target
500,0.0,76,off-target
500,0.07,76,target
500,0.0,77,off-target
500,0.578,77,target
500,0.0,78,off-target
500,0.312,78,target
500,0.0,79,off-target
500,0.156,79,target
500,0.0,80,off-target
500,0.833,80,target
500,0.005,81,off-target
500,0.498,81,target
500,0.0,82,off-target
500,0.726,82,target
500,0.0,83,off-target
500,0.216,83,target
500,0.098,84,off-target
500,0.343,84,target
500,0.0,85,off-target
500,0.485,85,target
500,0.0,86,off-target
500,0.211,86,target
500,0.0,87,off-target
500,0.817,87,target
500,0.0,88,off-target
500,0.448,88,target
500,0.0,89,off-target
500,0.328,89,target
500,0.0,90,off-target
500,0.517,90,target
500,0.0,91,off-target
500,0.563,91,target
500,0.0,92,off-target
500,0.908,92,target
500,0.029,93,off-target
500,0.535,93,target
500,0.0,94,off-target
500,0.816,94,target
500,0.0,95,off-target
500,0.156,95,target
500,0.047,96,off-target
500,0.565,96,target
500,0.0,97,off-target
500,0.263,97,target
500,0.031,98,off-target
500,0.55,98,target
500,0.0,99,off-target
500,0.987,99,target
500,0.008,100,off-target
500,0.217,100,target
500,0.0,101,off-target
500,0.076,101,target
500,0.0,102,off-target
500,0.258,102,target
500,0.0,103,off-target
500,0.082,103,target
500,0.127,104,off-target
500,0.792,104,target
500,0.02,105,off-target
500,0.539,105,target
500,0.0,106,off-target
500,0.322,106,target
500,0.005,107,off-target
500,0.522,107,target
500,0.0,108,off-target
500,0.88,108,target
500,0.0,109,off-target
500,0.466,109,target
500,0.0,110,off-target
500,0.067,110,target
500,0.0,111,off-target
500,0.744,111,target
500,0.0,112,off-target
500,0.923,112,target
500,0.002,113,off-target
500,0.011,113,target
500,0.001,114,off-target
500,0.269,114,target
500,0.0,115,off-target
500,0.026,115,target
500,0.0,116,off-target
500,0.595,116,target
500,0.0,117,off-target
500,0.52,117,target
500,0.0,118,off-target
500,0.944,118,target
500,0.011,119,off-target
500,0.795,119,target
500,0.0,120,off-target
500,0.391,120,target
500,0.011,121,off-target
500,0.258,121,target
500,0.001,122,off-target
500,0.315,122,target
500,0.0,123,off-target
500,0.599,123,target
500,0.012,124,off-target
500,0.608,124,target
500,0.0,125,off-target
500,0.461,125,target
500,0.0,126,off-target
500,0.291,126,target
500,0.068,127,off-target
500,0.0,127,target
500,0.013,128,off-target
500,0.165,128,target
500,0.023,129,off-target
500,0.732,129,target
500,0.0,130,off-target
500,0.036,130,target
500,0.0,131,off-target
500,0.96,131,target
500,0.001,132,off-target
500,0.455,132,target
500,0.0,133,off-target
500,0.448,133,target
500,0.0,134,off-target
500,0.824,134,target
500,0.0,135,off-target
500,0.161,135,target
500,0.0,136,off-target
500,0.721,136,target
500,0.007,137,off-target
500,0.195,137,target
500,0.003,138,off-target
500,0.993,138,target
500,0.0,139,off-target
500,0.099,139,target
500,0.003,140,off-target
500,0.34,140,target
500,0.002,141,off-target
500,0.717,141,target
500,0.001,142,off-target
500,0.965,142,target
500,0.0,143,off-target
500,0.071,143,target
500,0.0,144,off-target
500,0.578,144,target
500,0.0,145,off-target
500,0.673,145,target
500,0.0,146,off-target
500,0.352,146,target
500,0.0,147,off-target
500,0.788,147,target
500,0.0,148,off-target
500,0.377,148,target
500,0.0,149,off-target
500,0.795,149,target
500,0.011,150,off-target
500,0.195,150,target
500,0.001,151,off-target
500,0.208,151,target
500,0.0,152,off-target
500,0.989,152,target
500,0.0,153,off-target
500,0.776,153,target
500,0.0,154,off-target
500,0.539,154,target
500,0.003,155,off-target
500,0.698,155,target
500,0.015,156,off-target
500,0.918,156,target
500,0.0,157,off-target
500,0.645,157,target
500,0.002,158,off-target
500,0.863,158,target
500,0.001,159,off-target
500,0.103,159,target
500,0.001,160,off-target
500,0.354,160,target
500,0.0,161,off-target
500,0.205,161,target
500,0.0,162,off-target
500,0.24,162,target
500,0.0,163,off-target
500,0.518,163,target
500,0.0,164,off-target
500,0.329,164,target
500,0.0,165,off-target
500,0.547,165,target
500,0.004,166,off-target
500,0.349,166,target
500,0.0,167,off-target
500,0.522,167,target
500,0.002,168,off-target
500,0.624,168,target
500,0.001,169,off-target
500,0.791,169,target
500,0.0,170,off-target
500,0.247,170,target
500,0.063,171,off-target
500,0.588,171,target
500,0.0,172,off-target
500,0.852,172,target
500,0.004,173,off-target
500,0.695,173,target
500,0.004,174,off-target
500,0.533,174,target
500,0.001,175,off-target
500,0.603,175,target
500,0.0,176,off-target
500,0.817,176,target
500,0.025,177,off-target
500,0.955,177,target
500,0.001,178,off-target
500,0.741,178,target
500,0.0,179,off-target
500,0.411,179,target
500,0.0,180,off-target
500,0.271,180,target
500,0.002,181,off-target
500,0.393,181,target
500,0.0,182,off-target
500,0.891,182,target
500,0.0,183,off-target
500,0.585,183,target
500,0.0,184,off-target
500,0.353,184,target
500,0.001,185,off-target
500,0.861,185,target
500,0.008,186,off-target
500,0.423,186,target
500,0.0,187,off-target
500,0.459,187,target
500,0.0,188,off-target
500,0.994,188,target
500,0.0,189,off-target
500,0.022,189,target
500,0.0,190,off-target
500,0.983,190,target
500,0.022,191,off-target
500,0.778,191,target
500,0.007,192,off-target
500,0.22,192,target
500,0.0,193,off-target
500,0.785,193,target
500,0.0,194,off-target
500,0.18,194,target
500,0.0,195,off-target
500,0.788,195,target
500,0.0,196,off-target
500,0.304,196,target
500,0.0,197,off-target
500,0.69,197,target
500,0.0,198,off-target
500,0.724,198,target
500,0.0,199,off-target
500,0.863,199,target
500,0.0,200,off-target
500,0.39,200,target
500,0.0,201,off-target
500,0.705,201,target
500,0.001,202,off-target
500,0.705,202,target
500,0.0,203,off-target
500,0.385,203,target
500,0.0,204,off-target
500,0.875,204,target
500,0.001,205,off-target
500,0.759,205,target
500,0.004,206,off-target
500,0.902,206,target
500,0.0,207,off-target
500,0.956,207,target
500,0.0,208,off-target
500,0.733,208,target
500,0.001,209,off-target
500,0.044,209,target
500,0.02,210,off-target
500,0.32,210,target
500,0.0,211,off-target
500,0.551,211,target
500,0.0,212,off-target
500,0.14,212,target
500,0.013,213,off-target
500,0.262,213,target
500,0.0,214,off-target
500,0.229,214,target
500,0.0,215,off-target
500,0.487,215,target
500,0.007,216,off-target
500,0.273,216,target
500,0.0,217,off-target
500,0.017,217,target
500,0.026,218,off-target
500,0.582,218,target
500,0.0,219,off-target
500,0.401,219,target
500,0.0,220,off-target
500,0.538,220,target
500,0.0,221,off-target
500,0.62,221,target
500,0.0,222,off-target
500,0.519,222,target
500,0.0,223,off-target
500,0.945,223,target
500,0.0,224,off-target
500,0.051,224,target
500,0.0,225,off-target
500,0.836,225,target
500,0.0,226,off-target
500,0.921,226,target
