n,p_value,seed,type
500,0.073,453,off-target
500,0.732,453,target
500,0.77,454,off-target
500,0.69,454,target
500,0.145,455,off-target
500,0.026,455,target
500,0.59,456,off-target
500,0.827,456,target
500,0.204,457,off-target
500,0.195,457,target
500,0.977,458,off-target
500,0.938,458,target
500,0.717,459,off-target
500,0.17,459,target
500,0.831,460,off-target
500,0.787,460,target
500,0.217,461,off-target
500,0.804,461,target
500,0.716,462,off-target
500,0.231,462,target
500,0.146,463,off-target
500,0.183,463,target
500,0.216,464,off-target
500,0.893,464,target
500,0.6,465,off-target
500,0.933,465,target
500,0.682,466,off-target
500,0.721,466,target
500,0.925,467,off-target
500,0.571,467,target
500,0.185,468,off-target
500,0.334,468,target
500,0.017,469,off-target
500,0.706,469,target
500,0.808,470,off-target
500,0.865,470,target
500,0.52,471,off-target
500,0.257,471,target
500,0.143,472,off-target
500,0.774,472,target
500,0.171,473,off-target
500,0.444,473,target
500,0.627,474,off-target
500,0.71,474,target
500,0.86,475,off-target
500,0.32,475,target
500,0.5,476,off-target
500,0.614,476,target
500,0.551,477,off-target
500,0.579,477,target
500,0.846,478,off-target
500,0.408,478,target
500,0.811,479,off-target
500,0.756,479,target
500,0.086,480,off-target
500,0.52,480,target
500,0.002,481,off-target
500,0.838,481,target
500,0.243,482,off-target
500,0.284,482,target
500,0.094,483,off-target
500,0.481,483,target
500,0.841,484,off-target
500,0.64,484,target
500,0.87,485,off-target
500,0.111,485,target
500,0.115,486,off-target
500,0.913,486,target
500,0.256,487,off-target
500,0.612,487,target
500,0.91,488,off-target
500,0.947,488,target
500,0.81,489,off-target
500,0.405,489,target
500,0.313,490,off-target
500,0.272,490,target
500,0.453,491,off-target
500,0.328,491,target
500,0.243,492,off-target
500,0.255,492,target
500,0.003,493,off-target
500,0.657,493,target
500,0.268,494,off-target
500,0.391,494,target
500,0.805,495,off-target
500,0.931,495,target
500,0.891,496,off-target
500,0.08,496,target
500,0.453,497,off-target
500,0.518,497,target
500,0.407,498,off-target
500,0.712,498,target
500,0.777,499,off-target
500,0.939,499,target
500,0.817,500,off-target
500,0.058,500,target
500,0.505,501,off-target
500,0.92,501,target
500,0.07,502,off-target
500,0.454,502,target
500,0.13,503,off-target
500,0.22,503,target
500,0.673,504,off-target
500,0.241,504,target
500,0.416,505,off-target
500,0.786,505,target
500,0.911,506,off-target
500,0.689,506,target
500,0.911,507,off-target
500,0.726,507,target
500,0.698,508,off-target
500,0.541,508,target
500,0.581,509,off-target
500,0.379,509,target
500,0.451,510,off-target
500,0.902,510,target
500,0.019,511,off-target
500,0.079,511,target
500,0.305,512,off-target
500,0.199,512,target
500,0.581,513,off-target
500,0.419,513,target
500,0.349,514,off-target
500,0.037,514,target
500,0.479,515,off-target
500,0.171,515,target
500,0.466,516,off-target
500,0.07,516,target
500,0.698,517,off-target
500,0.194,517,target
500,0.488,518,off-target
500,0.984,518,target
500,0.521,519,off-target
500,0.432,519,target
500,0.838,520,off-target
500,0.363,520,target
500,0.847,521,off-target
500,0.88,521,target
500,0.806,522,off-target
500,0.472,522,target
500,0.55,523,off-target
500,0.207,523,target
500,0.559,524,off-target
500,0.621,524,target
500,0.245,525,off-target
500,0.29,525,target
500,0.982,526,off-target
500,0.372,526,target
500,0.968,527,off-target
500,0.655,527,target
500,0.063,528,off-target
500,0.432,528,target
500,0.925,529,off-target
500,0.877,529,target
500,0.215,530,off-target
500,0.175,530,target
500,0.407,531,off-target
500,0.908,531,target
500,0.787,532,off-target
500,0.728,532,target
500,0.736,533,off-target
500,0.509,533,target
500,0.549,534,off-target
500,0.443,534,target
500,0.15,535,off-target
500,0.613,535,target
500,0.688,536,off-target
500,0.112,536,target
500,0.23,537,off-target
500,0.544,537,target
500,0.81,538,off-target
500,0.469,538,target
500,0.451,539,off-target
500,0.176,539,target
500,0.472,540,off-target
500,0.985,540,target
500,0.971,541,off-target
500,0.287,541,target
500,0.733,542,off-target
500,0.253,542,target
500,0.296,543,off-target
500,0.381,543,target
500,0.414,544,off-target
500,0.052,544,target
500,0.617,545,off-target
500,0.098,545,target
500,0.068,546,off-target
500,0.39,546,target
500,0.249,547,off-target
500,0.562,547,target
500,0.99,548,off-target
500,0.182,548,target
500,0.969,549,off-target
500,0.383,549,target
500,0.453,550,off-target
500,0.657,550,target
500,0.187,551,off-target
500,0.291,551,target
500,0.653,552,off-target
500,0.5,552,target
500,0.242,553,off-target
500,0.634,553,target
500,0.5,554,off-target
500,0.286,554,target
500,0.279,555,off-target
500,0.292,555,target
500,0.673,556,off-target
500,0.636,556,target
500,0.677,557,off-target
500,0.307,557,target
500,0.47,558,off-target
500,0.039,558,target
500,0.637,559,off-target
500,0.639,559,target
500,0.249,560,off-target
500,0.394,560,target
500,0.139,561,off-target
500,0.266,561,target
500,0.201,562,off-target
500,0.381,562,target
500,0.498,563,off-target
500,0.044,563,target
500,0.894,564,off-target
500,0.807,564,target
500,0.444,565,off-target
500,0.633,565,target
500,0.184,566,off-target
500,0.022,566,target
500,0.38,567,off-target
500,0.593,567,target
500,0.12,568,off-target
500,0.972,568,target
500,0.831,569,off-target
500,0.166,569,target
500,0.762,570,off-target
500,0.74,570,target
500,0.362,571,off-target
500,0.494,571,target
500,0.931,572,off-target
500,0.404,572,target
500,0.528,573,off-target
500,0.461,573,target
500,0.744,574,off-target
500,0.938,574,target
500,0.796,575,off-target
500,0.064,575,target
500,0.013,576,off-target
500,0.165,576,target
500,0.228,577,off-target
500,0.467,577,target
500,0.995,578,off-target
500,0.31,578,target
500,0.731,579,off-target
500,0.457,579,target
500,0.024,580,off-target
500,0.526,580,target
500,0.011,581,off-target
500,0.515,581,target
500,0.456,582,off-target
500,0.724,582,target
500,0.103,583,off-target
500,0.889,583,target
500,0.932,584,off-target
500,0.661,584,target
500,0.832,585,off-target
500,0.117,585,target
500,0.377,586,off-target
500,0.826,586,target
500,0.923,587,off-target
500,0.488,587,target
500,0.983,588,off-target
500,0.779,588,target
500,0.179,589,off-target
500,0.041,589,target
500,0.085,590,off-target
500,0.189,590,target
500,0.46,591,off-target
500,0.462,591,target
500,0.659,592,off-target
500,0.463,592,target
500,0.071,593,off-target
500,0.076,593,target
500,0.551,594,off-target
500,0.057,594,target
500,0.782,595,off-target
500,0.222,595,target
500,0.125,596,off-target
500,0.716,596,target
500,0.425,597,off-target
500,0.663,597,target
500,0.093,598,off-target
500,0.299,598,target
500,0.333,599,off-target
500,0.067,599,target
500,0.006,600,off-target
500,0.356,600,target
500,0.895,601,off-target
500,0.591,601,target
500,0.53,602,off-target
500,0.31,602,target
500,0.746,603,off-target
500,0.591,603,target
500,0.215,604,off-target
500,0.096,604,target
500,0.026,605,off-target
500,0.679,605,target
500,0.153,606,off-target
500,0.199,606,target
500,0.429,607,off-target
500,0.096,607,target
500,0.972,608,off-target
500,0.385,608,target
500,0.723,609,off-target
500,0.728,609,target
500,0.268,610,off-target
500,0.329,610,target
500,0.914,611,off-target
500,0.905,611,target
500,0.783,612,off-target
500,0.672,612,target
500,0.817,613,off-target
500,0.135,613,target
500,0.747,614,off-target
500,0.919,614,target
500,0.635,615,off-target
500,0.583,615,target
500,0.936,616,off-target
500,0.398,616,target
500,0.103,617,off-target
500,0.993,617,target
500,0.971,618,off-target
500,0.08,618,target
500,0.439,619,off-target
500,0.957,619,target
500,0.848,620,off-target
500,0.349,620,target
500,0.098,621,off-target
500,0.256,621,target
500,0.406,622,off-target
500,0.872,622,target
500,0.031,623,off-target
500,0.719,623,target
500,0.255,624,off-target
500,0.752,624,target
500,0.045,625,off-target
500,0.539,625,target
500,0.345,626,off-target
500,0.729,626,target
500,0.572,627,off-target
500,0.678,627,target
500,0.408,628,off-target
500,0.573,628,target
500,0.664,629,off-target
500,0.864,629,target
500,0.889,630,off-target
500,0.107,630,target
500,0.592,631,off-target
500,0.593,631,target
500,0.077,632,off-target
500,0.255,632,target
500,0.586,633,off-target
500,0.87,633,target
500,0.062,634,off-target
500,0.557,634,target
