n,t,p_value,seed,type
500,15,0.294,16,target
500,20,0.008,16,off-target
500,20,0.416,16,target
500,0,0.313,17,off-target
500,0,0.255,17,target
500,5,0.0,17,off-target
500,5,0.221,17,target
500,10,0.0,17,off-target
500,10,0.279,17,target
500,15,0.001,17,off-target
500,15,0.109,17,target
500,20,0.0,17,off-target
500,20,0.21,17,target
500,0,0.282,18,off-target
500,0,0.963,18,target
500,5,0.0,18,off-target
500,5,0.983,18,target
500,10,0.0,18,off-target
500,10,0.979,18,target
500,15,0.0,18,off-target
500,15,0.961,18,target
500,20,0.0,18,off-target
500,20,0.896,18,target
500,0,0.192,19,off-target
500,0,0.275,19,target
500,5,0.0,19,off-target
500,5,0.302,19,target
500,10,0.0,19,off-target
500,10,0.187,19,target
500,15,0.002,19,off-target
500,15,0.123,19,target
500,20,0.001,19,off-target
500,20,0.086,19,target
500,0,0.009,20,off-target
500,0,0.465,20,target
500,5,0.0,20,off-target
500,5,0.961,20,target
500,10,0.0,20,off-target
500,10,0.732,20,target
500,15,0.0,20,off-target
500,15,0.97,20,target
500,20,0.0,20,off-target
500,20,0.989,20,target
500,0,0.043,21,off-target
500,0,0.886,21,target
500,5,0.002,21,off-target
500,5,0.742,21,target
500,10,0.004,21,off-target
500,10,0.867,21,target
500,15,0.018,21,off-target
500,15,0.802,21,target
500,20,0.008,21,off-target
500,20,0.792,21,target
500,0,0.231,22,off-target
500,0,0.89,22,target
500,5,0.0,22,off-target
500,5,0.829,22,target
500,10,0.0,22,off-target
500,10,0.854,22,target
500,15,0.0,22,off-target
500,15,0.81,22,target
500,20,0.0,22,off-target
500,20,0.742,22,target
500,0,0.078,23,off-target
500,0,0.508,23,target
500,5,0.0,23,off-target
500,5,0.374,23,target
500,10,0.0,23,off-target
500,10,0.558,23,target
500,15,0.0,23,off-target
500,15,0.091,23,target
500,20,0.0,23,off-target
500,20,0.712,23,target
500,0,0.98,24,off-target
500,0,0.766,24,target
500,5,0.006,24,off-target
500,5,0.836,24,target
500,10,0.029,24,off-target
500,10,0.623,24,target
500,15,0.266,24,off-target
500,15,0.895,24,target
500,20,0.01,24,off-target
500,20,0.945,24,target
500,0,0.886,25,off-target
500,0,0.364,25,target
500,5,0.0,25,off-target
500,5,0.371,25,target
500,10,0.0,25,off-target
500,10,0.491,25,target
500,15,0.039,25,off-target
500,15,0.389,25,target
500,20,0.007,25,off-target
500,20,0.368,25,target
500,0,0.761,26,off-target
500,0,0.45,26,target
500,5,0.152,26,off-target
500,5,0.52,26,target
500,10,0.1,26,off-target
500,10,0.601,26,target
500,15,0.085,26,off-target
500,15,0.644,26,target
500,20,0.0,26,off-target
500,20,0.664,26,target
500,0,0.259,27,off-target
500,0,0.592,27,target
500,5,0.0,27,off-target
500,5,0.376,27,target
500,10,0.001,27,off-target
500,10,0.487,27,target
500,15,0.0,27,off-target
500,15,0.572,27,target
500,20,0.037,27,off-target
500,20,0.59,27,target
500,0,0.288,28,off-target
500,0,0.537,28,target
500,5,0.0,28,off-target
500,5,0.701,28,target
500,10,0.016,28,off-target
500,10,0.532,28,target
500,15,0.012,28,off-target
500,15,0.676,28,target
500,20,0.022,28,off-target
500,20,0.566,28,target
500,0,0.012,29,off-target
500,0,0.396,29,target
500,5,0.003,29,off-target
500,5,0.284,29,target
500,10,0.001,29,off-target
500,10,0.357,29,target
500,15,0.0,29,off-target
500,15,0.461,29,target
500,20,0.006,29,off-target
500,20,0.379,29,target
500,0,0.948,30,off-target
500,0,0.439,30,target
500,5,0.0,30,off-target
500,5,0.166,30,target
500,10,0.011,30,off-target
500,10,0.467,30,target
500,15,0.011,30,off-target
500,15,0.285,30,target
500,20,0.002,30,off-target
500,20,0.336,30,target
500,0,0.771,31,off-target
500,0,0.604,31,target
500,5,0.0,31,off-target
500,5,0.591,31,target
500,10,0.0,31,off-target
500,10,0.526,31,target
500,15,0.0,31,off-target
500,15,0.376,31,target
500,20,0.0,31,off-target
500,20,0.653,31,target
500,0,0.521,32,off-target
500,0,0.965,32,target
500,5,0.0,32,off-target
500,5,0.982,32,target
500,10,0.0,32,off-target
500,10,0.945,32,target
500,15,0.0,32,off-target
500,15,0.916,32,target
500,20,0.0,32,off-target
500,20,0.952,32,target
500,0,0.79,33,off-target
500,0,0.746,33,target
500,5,0.0,33,off-target
500,5,0.629,33,target
500,10,0.0,33,off-target
500,10,0.831,33,target
500,15,0.023,33,off-target
500,15,0.891,33,target
500,20,0.0,33,off-target
500,20,0.889,33,target
500,0,0.101,34,off-target
500,0,0.102,34,target
500,5,0.001,34,off-target
500,5,0.082,34,target
500,10,0.0,34,off-target
500,10,0.1,34,target
500,15,0.0,34,off-target
500,15,0.068,34,target
500,20,0.003,34,off-target
500,20,0.117,34,target
500,0,0.067,35,off-target
500,0,0.472,35,target
500,5,0.0,35,off-target
500,5,0.135,35,target
500,10,0.0,35,off-target
500,10,0.508,35,target
500,15,0.011,35,off-target
500,15,0.098,35,target
500,20,0.0,35,off-target
500,20,0.526,35,target
500,0,0.223,36,off-target
500,0,0.549,36,target
500,5,0.0,36,off-target
500,5,0.596,36,target
500,10,0.0,36,off-target
500,10,0.681,36,target
500,15,0.0,36,off-target
500,15,0.721,36,target
500,20,0.003,36,off-target
500,20,0.644,36,target
500,0,0.177,37,off-target
500,0,0.92,37,target
500,5,0.0,37,off-target
500,5,0.871,37,target
500,10,0.0,37,off-target
500,10,0.77,37,target
500,15,0.002,37,off-target
500,15,0.83,37,target
500,20,0.007,37,off-target
500,20,0.871,37,target
500,0,0.461,38,off-target
500,0,0.723,38,target
500,5,0.0,38,off-target
500,5,0.567,38,target
500,10,0.0,38,off-target
500,10,0.564,38,target
500,15,0.0,38,off-target
500,15,0.446,38,target
500,20,0.0,38,off-target
500,20,0.608,38,target
500,0,0.992,39,off-target
500,0,0.308,39,target
500,5,0.024,39,off-target
500,5,0.238,39,target
500,10,0.0,39,off-target
500,10,0.154,39,target
500,15,0.451,39,off-target
500,15,0.281,39,target
500,20,0.037,39,off-target
500,20,0.141,39,target
500,0,0.302,40,off-target
500,0,0.426,40,target
500,5,0.0,40,off-target
500,5,0.246,40,target
500,10,0.003,40,off-target
500,10,0.596,40,target
500,15,0.003,40,off-target
500,15,0.506,40,target
500,20,0.007,40,off-target
500,20,0.477,40,target
500,0,0.078,41,off-target
500,0,0.311,41,target
500,5,0.0,41,off-target
500,5,0.142,41,target
500,10,0.001,41,off-target
500,10,0.002,41,target
500,15,0.018,41,off-target
500,15,0.193,41,target
500,20,0.003,41,off-target
500,20,0.205,41,target
500,0,0.293,42,off-target
500,0,0.276,42,target
500,5,0.0,42,off-target
500,5,0.019,42,target
500,10,0.0,42,off-target
500,10,0.59,42,target
500,15,0.0,42,off-target
500,15,0.173,42,target
500,20,0.0,42,off-target
500,20,0.328,42,target
500,0,0.0,43,off-target
500,0,0.743,43,target
500,5,0.0,43,off-target
500,5,0.666,43,target
500,10,0.0,43,off-target
500,10,0.836,43,target
500,15,0.0,43,off-target
500,15,0.799,43,target
500,20,0.0,43,off-target
500,20,0.834,43,target
500,0,0.637,44,off-target
500,0,0.089,44,target
500,5,0.0,44,off-target
500,5,0.114,44,target
500,10,0.0,44,off-target
500,10,0.136,44,target
500,15,0.0,44,off-target
500,15,0.136,44,target
500,20,0.007,44,off-target
500,20,0.129,44,target
500,0,0.353,45,off-target
500,0,0.731,45,target
500,5,0.0,45,off-target
500,5,0.696,45,target
500,10,0.0,45,off-target
500,10,0.736,45,target
500,15,0.003,45,off-target
500,15,0.769,45,target
500,20,0.0,45,off-target
500,20,0.868,45,target
500,0,0.772,46,off-target
500,0,0.282,46,target
500,5,0.033,46,off-target
500,5,0.089,46,target
500,10,0.002,46,off-target
500,10,0.2,46,target
500,15,0.0,46,off-target
500,15,0.211,46,target
500,20,0.006,46,off-target
500,20,0.491,46,target
500,0,0.493,47,off-target
500,0,0.917,47,target
500,5,0.001,47,off-target
500,5,0.568,47,target
500,10,0.0,47,off-target
500,10,0.714,47,target
500,15,0.0,47,off-target
500,15,0.869,47,target
500,20,0.034,47,off-target
500,20,0.858,47,target
500,0,0.315,48,off-target
500,0,0.3,48,target
500,5,0.0,48,off-target
500,5,0.729,48,target
500,10,0.0,48,off-target
500,10,0.269,48,target
500,15,0.0,48,off-target
500,15,0.48,48,target
500,20,0.0,48,off-target
500,20,0.682,48,target
500,0,0.618,49,off-target
500,0,0.157,49,target
500,5,0.0,49,off-target
500,5,0.215,49,target
500,10,0.0,49,off-target
500,10,0.243,49,target
500,15,0.025,49,off-target
500,15,0.1,49,target
500,20,0.0,49,off-target
500,20,0.171,49,target
500,0,0.784,50,off-target
500,0,0.334,50,target
500,5,0.01,50,off-target
500,5,0.258,50,target
500,10,0.035,50,off-target
500,10,0.402,50,target
500,15,0.001,50,off-target
500,15,0.259,50,target
500,20,0.066,50,off-target
500,20,0.511,50,target
500,0,0.838,51,off-target
500,0,0.093,51,target
500,5,0.0,51,off-target
500,5,0.051,51,target
500,10,0.0,51,off-target
500,10,0.065,51,target
500,15,0.0,51,off-target
500,15,0.086,51,target
500,20,0.0,51,off-target
500,20,0.089,51,target
500,0,0.058,52,off-target
500,0,0.312,52,target
500,5,0.0,52,off-target
500,5,0.318,52,target
500,10,0.0,52,off-target
500,10,0.36,52,target
500,15,0.0,52,off-target
500,15,0.384,52,target
500,20,0.0,52,off-target
500,20,0.269,52,target
500,0,0.101,53,off-target
500,0,0.903,53,target
500,5,0.0,53,off-target
500,5,0.822,53,target
500,10,0.0,53,off-target
500,10,0.46,53,target
500,15,0.0,53,off-target
500,15,0.449,53,target
500,20,0.0,53,off-target
500,20,0.648,53,target
500,0,0.463,54,off-target
500,0,0.864,54,target
500,5,0.004,54,off-target
500,5,0.65,54,target
500,10,0.0,54,off-target
500,10,0.928,54,target
500,15,0.0,54,off-target
500,15,0.789,54,target
500,20,0.002,54,off-target
500,20,0.936,54,target
500,0,0.565,55,off-target
500,0,0.653,55,target
500,5,0.0,55,off-target
500,5,0.523,55,target
500,10,0.005,55,off-target
500,10,0.784,55,target
500,15,0.001,55,off-target
500,15,0.721,55,target
500,20,0.013,55,off-target
500,20,0.82,55,target
500,0,0.556,56,off-target
500,0,0.041,56,target
500,5,0.0,56,off-target
500,5,0.056,56,target
500,10,0.0,56,off-target
500,10,0.028,56,target
500,15,0.085,56,off-target
500,15,0.044,56,target
500,20,0.003,56,off-target
500,20,0.06,56,target
500,0,0.3,57,off-target
500,0,0.459,57,target
500,5,0.0,57,off-target
500,5,0.673,57,target
500,10,0.0,57,off-target
500,10,0.615,57,target
500,15,0.0,57,off-target
500,15,0.884,57,target
500,20,0.001,57,off-target
500,20,0.656,57,target
500,0,0.325,58,off-target
500,0,0.224,58,target
500,5,0.056,58,off-target
500,5,0.124,58,target
500,10,0.006,58,off-target
500,10,0.098,58,target
500,15,0.143,58,off-target
500,15,0.031,58,target
500,20,0.059,58,off-target
500,20,0.209,58,target
500,0,0.394,59,off-target
500,0,0.002,59,target
500,5,0.0,59,off-target
500,5,0.057,59,target
500,10,0.003,59,off-target
500,10,0.093,59,target
500,15,0.004,59,off-target
500,15,0.137,59,target
500,20,0.005,59,off-target
500,20,0.083,59,target
500,0,0.888,60,off-target
500,0,0.176,60,target
500,5,0.0,60,off-target
500,5,0.275,60,target
500,10,0.019,60,off-target
500,10,0.44,60,target
500,15,0.0,60,off-target
500,15,0.468,60,target
500,20,0.008,60,off-target
500,20,0.278,60,target
500,0,0.354,61,off-target
500,0,0.577,61,target
500,5,0.0,61,off-target
500,5,0.553,61,target
500,10,0.001,61,off-target
500,10,0.315,61,target
500,15,0.012,61,off-target
500,15,0.499,61,target
500,20,0.023,61,off-target
500,20,0.561,61,target
500,0,0.174,62,off-target
500,0,0.801,62,target
500,5,0.0,62,off-target
500,5,0.673,62,target
500,10,0.0,62,off-target
500,10,0.557,62,target
500,15,0.002,62,off-target
500,15,0.678,62,target
500,20,0.0,62,off-target
500,20,0.504,62,target
500,0,0.543,63,off-target
500,0,0.217,63,target
500,5,0.0,63,off-target
500,5,0.22,63,target
500,10,0.0,63,off-target
500,10,0.155,63,target
500,15,0.0,63,off-target
500,15,0.229,63,target
500,20,0.0,63,off-target
500,20,0.177,63,target
500,0,0.25,64,off-target
500,0,0.221,64,target
500,5,0.003,64,off-target
500,5,0.247,64,target
500,10,0.014,64,off-target
500,10,0.224,64,target
500,15,0.007,64,off-target
500,15,0.362,64,target
500,20,0.047,64,off-target
500,20,0.223,64,target
500,0,0.087,65,off-target
500,0,0.786,65,target
500,5,0.0,65,off-target
500,5,0.77,65,target
500,10,0.0,65,off-target
500,10,0.414,65,target
500,15,0.0,65,off-target
500,15,0.789,65,target
500,20,0.0,65,off-target
500,20,0.726,65,target
500,0,0.503,66,off-target
500,0,0.966,66,target
500,5,0.0,66,off-target
500,5,0.881,66,target
500,10,0.0,66,off-target
500,10,0.852,66,target
500,15,0.0,66,off-target
500,15,0.586,66,target
500,20,0.0,66,off-target
500,20,0.889,66,target
500,0,0.085,67,off-target
500,0,0.201,67,target
500,5,0.0,67,off-target
500,5,0.168,67,target
500,10,0.001,67,off-target
500,10,0.2,67,target
500,15,0.0,67,off-target
500,15,0.21,67,target
500,20,0.002,67,off-target
500,20,0.132,67,target
500,0,0.616,68,off-target
500,0,0.736,68,target
500,5,0.007,68,off-target
500,5,0.679,68,target
500,10,0.001,68,off-target
500,10,0.526,68,target
500,15,0.001,68,off-target
500,15,0.739,68,target
500,20,0.0,68,off-target
500,20,0.58,68,target
500,0,0.16,69,off-target
500,0,0.811,69,target
500,5,0.0,69,off-target
500,5,0.783,69,target
500,10,0.009,69,off-target
500,10,0.655,69,target
500,15,0.004,69,off-target
500,15,0.693,69,target
500,20,0.0,69,off-target
500,20,0.715,69,target
500,0,0.107,70,off-target
500,0,0.564,70,target
500,5,0.0,70,off-target
500,5,0.687,70,target
500,10,0.0,70,off-target
500,10,0.555,70,target
500,15,0.0,70,off-target
500,15,0.536,70,target
500,20,0.0,70,off-target
500,20,0.612,70,target
500,0,0.113,71,off-target
500,0,0.647,71,target
500,5,0.005,71,off-target
500,5,0.751,71,target
500,10,0.0,71,off-target
500,10,0.738,71,target
500,15,0.006,71,off-target
500,15,0.685,71,target
500,20,0.005,71,off-target
500,20,0.482,71,target
500,0,0.371,72,off-target
500,0,0.114,72,target
500,5,0.001,72,off-target
500,5,0.176,72,target
500,10,0.006,72,off-target
500,10,0.176,72,target
500,15,0.05,72,off-target
500,15,0.129,72,target
500,20,0.071,72,off-target
500,20,0.156,72,target
500,0,0.549,73,off-target
500,0,0.458,73,target
500,5,0.002,73,off-target
500,5,0.675,73,target
500,10,0.018,73,off-target
500,10,0.056,73,target
500,15,0.023,73,off-target
500,15,0.108,73,target
500,20,0.002,73,off-target
500,20,0.379,73,target
500,0,0.287,74,off-target
500,0,0.325,74,target
500,5,0.0,74,off-target
500,5,0.281,74,target
500,10,0.004,74,off-target
500,10,0.444,74,target
500,15,0.0,74,off-target
500,15,0.365,74,target
500,20,0.085,74,off-target
500,20,0.382,74,target
500,0,0.339,75,off-target
500,0,0.265,75,target
500,5,0.001,75,off-target
500,5,0.211,75,target
500,10,0.0,75,off-target
500,10,0.263,75,target
500,15,0.01,75,off-target
500,15,0.439,75,target
500,20,0.0,75,off-target
500,20,0.399,75,target
500,0,0.665,76,off-target
500,0,0.269,76,target
500,5,0.001,76,off-target
500,5,0.413,76,target
500,10,0.002,76,off-target
500,10,0.352,76,target
500,15,0.001,76,off-target
500,15,0.219,76,target
500,20,0.02,76,off-target
500,20,0.242,76,target
500,0,0.545,77,off-target
500,0,0.636,77,target
500,5,0.001,77,off-target
500,5,0.737,77,target
500,10,0.01,77,off-target
500,10,0.688,77,target
500,15,0.0,77,off-target
500,15,0.82,77,target
500,20,0.0,77,off-target
500,20,0.8,77,target
500,0,0.637,78,off-target
500,0,0.769,78,target
500,5,0.026,78,off-target
500,5,0.79,78,target
500,10,0.001,78,off-target
500,10,0.64,78,target
500,15,0.058,78,off-target
500,15,0.417,78,target
500,20,0.123,78,off-target
500,20,0.733,78,target
500,0,0.864,79,off-target
500,0,0.969,79,target
500,5,0.009,79,off-target
500,5,0.902,79,target
500,10,0.006,79,off-target
500,10,0.937,79,target
500,15,0.304,79,off-target
500,15,0.306,79,target
500,20,0.02,79,off-target
500,20,0.578,79,target
500,0,0.325,80,off-target
500,0,0.297,80,target
500,5,0.0,80,off-target
500,5,0.232,80,target
500,10,0.0,80,off-target
500,10,0.126,80,target
500,15,0.0,80,off-target
500,15,0.328,80,target
500,20,0.0,80,off-target
500,20,0.093,80,target
500,0,0.028,81,off-target
500,0,0.704,81,target
500,5,0.0,81,off-target
500,5,0.707,81,target
500,10,0.0,81,off-target
500,10,0.693,81,target
500,15,0.0,81,off-target
500,15,0.701,81,target
500,20,0.0,81,off-target
500,20,0.698,81,target
500,0,0.876,82,off-target
500,0,0.502,82,target
500,5,0.0,82,off-target
500,5,0.235,82,target
500,10,0.157,82,off-target
500,10,0.502,82,target
500,15,0.0,82,off-target
500,15,0.523,82,target
500,20,0.0,82,off-target
500,20,0.18,82,target
500,0,0.578,83,off-target
500,0,0.12,83,target
500,5,0.0,83,off-target
500,5,0.105,83,target
500,10,0.011,83,off-target
500,10,0.202,83,target
500,15,0.0,83,off-target
500,15,0.191,83,target
500,20,0.022,83,off-target
500,20,0.134,83,target
500,0,0.764,84,off-target
500,0,0.64,84,target
500,5,0.013,84,off-target
500,5,0.535,84,target
500,10,0.002,84,off-target
500,10,0.587,84,target
500,15,0.005,84,off-target
500,15,0.651,84,target
500,20,0.0,84,off-target
500,20,0.644,84,target
500,0,0.949,85,off-target
500,0,0.773,85,target
500,5,0.04,85,off-target
500,5,0.791,85,target
500,10,0.083,85,off-target
500,10,0.855,85,target
500,15,0.002,85,off-target
500,15,0.861,85,target
500,20,0.006,85,off-target
500,20,0.701,85,target
500,0,0.355,86,off-target
500,0,0.597,86,target
500,5,0.006,86,off-target
500,5,0.652,86,target
500,10,0.005,86,off-target
500,10,0.191,86,target
500,15,0.318,86,off-target
500,15,0.3,86,target
500,20,0.055,86,off-target
500,20,0.177,86,target
500,0,0.77,87,off-target
500,0,0.315,87,target
500,5,0.0,87,off-target
500,5,0.026,87,target
500,10,0.0,87,off-target
500,10,0.2,87,target
500,15,0.001,87,off-target
500,15,0.191,87,target
500,20,0.033,87,off-target
500,20,0.444,87,target
500,0,0.002,88,off-target
500,0,0.349,88,target
500,5,0.0,88,off-target
500,5,0.369,88,target
500,10,0.0,88,off-target
500,10,0.358,88,target
500,15,0.0,88,off-target
500,15,0.417,88,target
500,20,0.0,88,off-target
500,20,0.282,88,target
500,0,0.8,89,off-target
500,0,0.027,89,target
500,5,0.0,89,off-target
500,5,0.218,89,target
500,10,0.0,89,off-target
500,10,0.011,89,target
500,15,0.0,89,off-target
500,15,0.167,89,target
500,20,0.002,89,off-target
500,20,0.157,89,target
500,0,0.088,90,off-target
500,0,0.591,90,target
500,5,0.001,90,off-target
500,5,0.794,90,target
500,10,0.003,90,off-target
500,10,0.971,90,target
500,15,0.0,90,off-target
500,15,0.821,90,target
500,20,0.0,90,off-target
500,20,0.965,90,target
500,0,0.32,91,off-target
500,0,0.334,91,target
500,5,0.0,91,off-target
500,5,0.436,91,target
500,10,0.0,91,off-target
500,10,0.43,91,target
500,15,0.0,91,off-target
500,15,0.452,91,target
500,20,0.16,91,off-target
500,20,0.48,91,target
500,0,0.915,92,off-target
500,0,0.769,92,target
500,5,0.005,92,off-target
500,5,0.805,92,target
500,10,0.054,92,off-target
500,10,0.408,92,target
500,15,0.067,92,off-target
500,15,0.689,92,target
500,20,0.0,92,off-target
500,20,0.557,92,target
500,0,0.73,93,off-target
500,0,0.642,93,target
500,5,0.0,93,off-target
500,5,0.73,93,target
500,10,0.0,93,off-target
500,10,0.466,93,target
500,15,0.0,93,off-target
500,15,0.563,93,target
500,20,0.0,93,off-target
500,20,0.738,93,target
500,0,0.039,94,off-target
500,0,0.582,94,target
500,5,0.0,94,off-target
500,5,0.552,94,target
500,10,0.0,94,off-target
500,10,0.634,94,target
500,15,0.0,94,off-target
500,15,0.738,94,target
500,20,0.001,94,off-target
500,20,0.391,94,target
500,0,0.784,95,off-target
500,0,0.675,95,target
500,5,0.006,95,off-target
500,5,0.278,95,target
500,10,0.002,95,off-target
500,10,0.774,95,target
500,15,0.022,95,off-target
500,15,0.627,95,target
500,20,0.001,95,off-target
500,20,0.381,95,target
500,0,0.76,96,off-target
500,0,0.612,96,target
500,5,0.0,96,off-target
500,5,0.629,96,target
500,10,0.0,96,off-target
500,10,0.572,96,target
500,15,0.019,96,off-target
500,15,0.781,96,target
500,20,0.0,96,off-target
500,20,0.705,96,target
500,0,0.9,97,off-target
500,0,0.364,97,target
500,5,0.017,97,off-target
500,5,0.362,97,target
500,10,0.007,97,off-target
500,10,0.338,97,target
500,15,0.028,97,off-target
500,15,0.423,97,target
500,20,0.003,97,off-target
500,20,0.462,97,target
500,0,0.961,98,off-target
500,0,0.373,98,target
500,5,0.0,98,off-target
500,5,0.503,98,target
500,10,0.0,98,off-target
500,10,0.293,98,target
500,15,0.0,98,off-target
500,15,0.397,98,target
500,20,0.0,98,off-target
500,20,0.401,98,target
500,0,0.693,99,off-target
500,0,0.753,99,target
500,5,0.0,99,off-target
500,5,0.674,99,target
500,10,0.0,99,off-target
500,10,0.731,99,target
500,15,0.0,99,off-target
500,15,0.848,99,target
500,20,0.003,99,off-target
500,20,0.636,99,target
500,0,0.28,100,off-target
500,0,0.774,100,target
500,5,0.0,100,off-target
500,5,0.905,100,target
500,10,0.0,100,off-target
500,10,0.973,100,target
500,15,0.0,100,off-target
500,15,0.646,100,target
500,20,0.0,100,off-target
500,20,0.85,100,target
500,0,0.459,101,off-target
500,0,0.612,101,target
500,5,0.0,101,off-target
500,5,0.632,101,target
500,10,0.011,101,off-target
500,10,0.594,101,target
500,15,0.0,101,off-target
500,15,0.716,101,target
500,20,0.002,101,off-target
500,20,0.654,101,target
500,0,0.911,102,off-target
500,0,0.08,102,target
500,5,0.0,102,off-target
500,5,0.408,102,target
500,10,0.002,102,off-target
500,10,0.503,102,target
500,15,0.0,102,off-target
500,15,0.599,102,target
500,20,0.0,102,off-target
500,20,0.583,102,target
500,0,0.315,103,off-target
500,0,0.879,103,target
500,5,0.0,103,off-target
500,5,0.6,103,target
500,10,0.0,103,off-target
500,10,0.761,103,target
500,15,0.0,103,off-target
500,15,0.931,103,target
500,20,0.0,103,off-target
500,20,0.564,103,target
500,0,0.425,104,off-target
500,0,0.034,104,target
500,5,0.0,104,off-target
500,5,0.025,104,target
500,10,0.001,104,off-target
500,10,0.042,104,target
500,15,0.0,104,off-target
500,15,0.021,104,target
500,20,0.0,104,off-target
500,20,0.037,104,target
500,0,0.23,105,off-target
500,0,0.701,105,target
500,5,0.003,105,off-target
500,5,0.637,105,target
500,10,0.0,105,off-target
500,10,0.474,105,target
500,15,0.0,105,off-target
500,15,0.638,105,target
500,20,0.008,105,off-target
500,20,0.507,105,target
500,0,0.318,106,off-target
500,0,0.365,106,target
500,5,0.0,106,off-target
500,5,0.245,106,target
500,10,0.0,106,off-target
500,10,0.368,106,target
500,15,0.001,106,off-target
500,15,0.227,106,target
500,20,0.0,106,off-target
500,20,0.413,106,target
500,0,0.274,107,off-target
500,0,0.177,107,target
500,5,0.004,107,off-target
500,5,0.083,107,target
