n,p_value,var_est,seed,type
500,0.719,7.500000562608022,0,off-target
500,0.584,0.0,0,off-target noiseless
500,0.636,7.500000562608022,0,target
500,0.935,0.0,0,target noiseless
500,0.924,7.500000562608022,1,off-target
500,0.495,0.0,1,off-target noiseless
500,0.165,7.500000562608022,1,target
500,0.942,0.0,1,target noiseless
500,0.026,7.500000562608022,2,off-target
500,0.378,0.0,2,off-target noiseless
500,0.591,7.500000562608022,2,target
500,0.25,0.0,2,target noiseless
500,0.582,7.500000562608022,3,off-target
500,0.893,0.0,3,off-target noiseless
500,0.303,7.500000562608022,3,target
500,0.28,0.0,3,target noiseless
500,0.926,7.500000562608022,4,off-target
500,0.221,0.0,4,off-target noiseless
500,0.889,7.500000562608022,4,target
500,0.63,0.0,4,target noiseless
500,0.388,7.500000562608022,5,off-target
500,0.639,0.0,5,off-target noiseless
500,0.352,7.500000562608022,5,target
500,0.578,0.0,5,target noiseless
500,0.077,7.500000562608022,6,off-target
500,0.556,0.0,6,off-target noiseless
500,0.015,7.500000562608022,6,target
500,0.183,0.0,6,target noiseless
500,0.162,7.500000562608022,7,off-target
500,0.262,0.0,7,off-target noiseless
500,0.386,7.500000562608022,7,target
500,0.506,0.0,7,target noiseless
500,0.017,7.500000562608022,8,off-target
500,0.214,0.0,8,off-target noiseless
500,0.54,7.500000562608022,8,target
500,0.79,0.0,8,target noiseless
500,0.909,7.500000562608022,9,off-target
500,0.273,0.0,9,off-target noiseless
500,0.974,7.500000562608022,9,target
500,0.374,0.0,9,target noiseless
500,0.049,7.500000562608022,10,off-target
500,0.645,0.0,10,off-target noiseless
500,0.855,7.500000562608022,10,target
500,0.683,0.0,10,target noiseless
500,0.791,7.500000562608022,11,off-target
500,0.849,0.0,11,off-target noiseless
500,0.52,7.500000562608022,11,target
500,0.415,0.0,11,target noiseless
500,0.485,7.500000562608022,12,off-target
500,0.831,0.0,12,off-target noiseless
500,0.092,7.500000562608022,12,target
500,0.866,0.0,12,target noiseless
500,0.63,7.500000562608022,13,off-target
500,0.958,0.0,13,off-target noiseless
500,0.397,7.500000562608022,13,target
500,0.871,0.0,13,target noiseless
500,0.341,7.500000562608022,14,off-target
500,0.063,0.0,14,off-target noiseless
500,0.1,7.500000562608022,14,target
500,0.09,0.0,14,target noiseless
500,0.646,7.500000562608022,15,off-target
500,0.237,0.0,15,off-target noiseless
500,0.739,7.500000562608022,15,target
500,0.275,0.0,15,target noiseless
500,0.147,7.500000562608022,16,off-target
500,0.057,0.0,16,off-target noiseless
500,0.129,7.500000562608022,16,target
500,0.09,0.0,16,target noiseless
500,0.575,7.500000562608022,17,off-target
500,0.599,0.0,17,off-target noiseless
500,0.259,7.500000562608022,17,target
500,0.452,0.0,17,target noiseless
500,0.354,7.500000562608022,18,off-target
500,0.008,0.0,18,off-target noiseless
500,0.299,7.500000562608022,18,target
500,0.418,0.0,18,target noiseless
500,0.012,7.500000562608022,19,off-target
500,0.671,0.0,19,off-target noiseless
500,0.491,7.500000562608022,19,target
500,0.835,0.0,19,target noiseless
500,0.116,7.500000562608022,20,off-target
500,0.381,0.0,20,off-target noiseless
500,0.913,7.500000562608022,20,target
500,0.249,0.0,20,target noiseless
500,0.393,7.500000562608022,21,off-target
500,0.45,0.0,21,off-target noiseless
500,0.622,7.500000562608022,21,target
500,0.714,0.0,21,target noiseless
500,0.208,7.500000562608022,22,off-target
500,0.426,0.0,22,off-target noiseless
500,0.653,7.500000562608022,22,target
500,0.7,0.0,22,target noiseless
500,0.426,7.500000562608022,23,off-target
500,0.067,0.0,23,off-target noiseless
500,0.426,7.500000562608022,23,target
500,0.74,0.0,23,target noiseless
500,0.104,7.500000562608022,24,off-target
500,0.993,0.0,24,off-target noiseless
500,0.838,7.500000562608022,24,target
500,0.247,0.0,24,target noiseless
500,0.121,7.500000562608022,25,off-target
500,0.116,0.0,25,off-target noiseless
500,0.292,7.500000562608022,25,target
500,0.899,0.0,25,target noiseless
500,0.545,7.500000562608022,26,off-target
500,0.136,0.0,26,off-target noiseless
500,0.457,7.500000562608022,26,target
500,0.026,0.0,26,target noiseless
500,0.991,7.500000562608022,27,off-target
500,0.001,0.0,27,off-target noiseless
500,0.462,7.500000562608022,27,target
500,0.343,0.0,27,target noiseless
500,0.174,7.500000562608022,28,off-target
500,0.28,0.0,28,off-target noiseless
500,0.251,7.500000562608022,28,target
500,0.105,0.0,28,target noiseless
500,0.668,7.500000562608022,29,off-target
500,0.911,0.0,29,off-target noiseless
500,0.313,7.500000562608022,29,target
500,0.883,0.0,29,target noiseless
500,0.087,7.500000562608022,30,off-target
500,0.79,0.0,30,off-target noiseless
500,0.541,7.500000562608022,30,target
500,0.262,0.0,30,target noiseless
500,0.429,7.500000562608022,31,off-target
500,0.169,0.0,31,off-target noiseless
500,0.521,7.500000562608022,31,target
500,0.246,0.0,31,target noiseless
500,0.434,7.500000562608022,32,off-target
500,0.098,0.0,32,off-target noiseless
500,0.685,7.500000562608022,32,target
500,0.014,0.0,32,target noiseless
500,0.704,7.500000562608022,33,off-target
500,0.232,0.0,33,off-target noiseless
500,0.881,7.500000562608022,33,target
500,0.63,0.0,33,target noiseless
500,0.59,7.500000562608022,34,off-target
500,0.768,0.0,34,off-target noiseless
500,0.938,7.500000562608022,34,target
500,0.65,0.0,34,target noiseless
500,0.525,7.500000562608022,35,off-target
500,0.483,0.0,35,off-target noiseless
500,0.524,7.500000562608022,35,target
500,0.661,0.0,35,target noiseless
500,0.302,7.500000562608022,36,off-target
500,0.589,0.0,36,off-target noiseless
500,0.21,7.500000562608022,36,target
500,0.712,0.0,36,target noiseless
500,0.19,7.500000562608022,37,off-target
500,0.302,0.0,37,off-target noiseless
500,0.856,7.500000562608022,37,target
500,0.603,0.0,37,target noiseless
500,0.11,7.500000562608022,38,off-target
500,0.65,0.0,38,off-target noiseless
500,0.629,7.500000562608022,38,target
500,0.163,0.0,38,target noiseless
500,0.412,7.500000562608022,39,off-target
500,0.744,0.0,39,off-target noiseless
500,0.933,7.500000562608022,39,target
500,0.665,0.0,39,target noiseless
500,0.663,7.500000562608022,40,off-target
500,0.367,0.0,40,off-target noiseless
500,0.771,7.500000562608022,40,target
500,0.151,0.0,40,target noiseless
500,0.484,7.500000562608022,41,off-target
500,0.141,0.0,41,off-target noiseless
500,0.457,7.500000562608022,41,target
500,0.622,0.0,41,target noiseless
500,0.815,7.500000562608022,42,off-target
500,0.237,0.0,42,off-target noiseless
500,0.948,7.500000562608022,42,target
500,0.427,0.0,42,target noiseless
500,0.542,7.500000562608022,43,off-target
500,0.375,0.0,43,off-target noiseless
500,0.691,7.500000562608022,43,target
500,0.814,0.0,43,target noiseless
500,0.27,7.500000562608022,44,off-target
500,0.145,0.0,44,off-target noiseless
500,0.921,7.500000562608022,44,target
500,0.361,0.0,44,target noiseless
500,0.353,7.500000562608022,45,off-target
500,0.565,0.0,45,off-target noiseless
500,0.705,7.500000562608022,45,target
500,0.613,0.0,45,target noiseless
500,0.417,7.500000562608022,46,off-target
500,0.648,0.0,46,off-target noiseless
500,0.978,7.500000562608022,46,target
500,0.99,0.0,46,target noiseless
500,0.411,7.500000562608022,47,off-target
500,0.201,0.0,47,off-target noiseless
500,0.56,7.500000562608022,47,target
500,0.951,0.0,47,target noiseless
500,0.547,7.500000562608022,48,off-target
500,0.521,0.0,48,off-target noiseless
500,0.42,7.500000562608022,48,target
500,0.986,0.0,48,target noiseless
500,0.393,7.500000562608022,49,off-target
500,0.409,0.0,49,off-target noiseless
500,0.614,7.500000562608022,49,target
500,0.419,0.0,49,target noiseless
500,0.03,7.500000562608022,50,off-target
500,0.308,0.0,50,off-target noiseless
500,0.191,7.500000562608022,50,target
500,0.172,0.0,50,target noiseless
500,0.801,7.500000562608022,51,off-target
500,0.5,0.0,51,off-target noiseless
500,0.083,7.500000562608022,51,target
500,0.782,0.0,51,target noiseless
500,0.768,7.500000562608022,52,off-target
500,0.827,0.0,52,off-target noiseless
500,0.456,7.500000562608022,52,target
500,0.419,0.0,52,target noiseless
500,0.317,7.500000562608022,53,off-target
500,0.917,0.0,53,off-target noiseless
500,0.46,7.500000562608022,53,target
500,0.688,0.0,53,target noiseless
500,0.643,7.500000562608022,54,off-target
500,0.672,0.0,54,off-target noiseless
500,0.678,7.500000562608022,54,target
500,0.064,0.0,54,target noiseless
500,0.418,7.500000562608022,55,off-target
500,0.694,0.0,55,off-target noiseless
500,0.693,7.500000562608022,55,target
500,0.456,0.0,55,target noiseless
500,0.067,7.500000562608022,56,off-target
500,0.768,0.0,56,off-target noiseless
500,0.495,7.500000562608022,56,target
500,0.497,0.0,56,target noiseless
500,0.621,7.500000562608022,57,off-target
500,0.74,0.0,57,off-target noiseless
500,0.641,7.500000562608022,57,target
500,0.205,0.0,57,target noiseless
500,0.831,7.500000562608022,58,off-target
500,0.089,0.0,58,off-target noiseless
500,0.338,7.500000562608022,58,target
500,0.109,0.0,58,target noiseless
500,0.11,7.500000562608022,59,off-target
500,0.672,0.0,59,off-target noiseless
500,0.953,7.500000562608022,59,target
500,0.403,0.0,59,target noiseless
500,0.295,7.500000562608022,60,off-target
500,0.428,0.0,60,off-target noiseless
500,0.689,7.500000562608022,60,target
500,0.422,0.0,60,target noiseless
500,0.4,7.500000562608022,61,off-target
500,0.412,0.0,61,off-target noiseless
500,0.917,7.500000562608022,61,target
500,0.853,0.0,61,target noiseless
500,0.326,7.500000562608022,62,off-target
500,0.871,0.0,62,off-target noiseless
500,0.876,7.500000562608022,62,target
500,0.977,0.0,62,target noiseless
500,0.054,7.500000562608022,63,off-target
500,0.492,0.0,63,off-target noiseless
500,0.801,7.500000562608022,63,target
500,0.553,0.0,63,target noiseless
500,0.895,7.500000562608022,64,off-target
500,0.666,0.0,64,off-target noiseless
500,0.477,7.500000562608022,64,target
500,0.735,0.0,64,target noiseless
500,0.605,7.500000562608022,65,off-target
500,0.279,0.0,65,off-target noiseless
500,0.488,7.500000562608022,65,target
500,0.781,0.0,65,target noiseless
500,0.355,7.500000562608022,66,off-target
500,0.992,0.0,66,off-target noiseless
500,0.668,7.500000562608022,66,target
500,0.226,0.0,66,target noiseless
500,0.652,7.500000562608022,67,off-target
500,0.192,0.0,67,off-target noiseless
