n,t,p_value,seed,type
500,1200,0.959,128,target
500,0,0.574,129,off-target
500,0,0.465,129,target
500,800,0.282,129,off-target
500,800,0.76,129,target
500,1000,0.703,129,off-target
500,1000,0.573,129,target
500,1200,0.598,129,off-target
500,1200,0.487,129,target
500,0,0.149,130,off-target
500,0,0.745,130,target
500,800,0.731,130,off-target
500,800,0.7,130,target
500,1000,0.405,130,off-target
500,1000,0.114,130,target
500,1200,0.18,130,off-target
500,1200,0.138,130,target
500,0,0.785,131,off-target
500,0,0.05,131,target
500,800,0.815,131,off-target
500,800,0.855,131,target
500,1000,0.289,131,off-target
500,1000,0.582,131,target
500,1200,0.38,131,off-target
500,1200,0.861,131,target
500,0,0.942,132,off-target
500,0,0.58,132,target
500,800,0.744,132,off-target
500,800,0.958,132,target
500,1000,0.536,132,off-target
500,1000,0.242,132,target
500,1200,0.293,132,off-target
500,1200,0.398,132,target
500,0,0.058,133,off-target
500,0,0.442,133,target
500,800,0.853,133,off-target
500,800,0.633,133,target
500,1000,0.265,133,off-target
500,1000,0.415,133,target
500,1200,0.354,133,off-target
500,1200,0.135,133,target
500,0,0.752,134,off-target
500,0,0.492,134,target
500,800,0.951,134,off-target
500,800,0.986,134,target
500,1000,0.182,134,off-target
500,1000,0.035,134,target
500,1200,0.645,134,off-target
500,1200,0.301,134,target
500,0,0.095,135,off-target
500,0,0.764,135,target
500,800,0.596,135,off-target
500,800,0.198,135,target
500,1000,0.511,135,off-target
500,1000,0.144,135,target
500,1200,0.789,135,off-target
500,1200,0.767,135,target
500,0,0.498,136,off-target
500,0,0.598,136,target
500,800,0.758,136,off-target
500,800,0.146,136,target
500,1000,0.083,136,off-target
500,1000,0.028,136,target
500,1200,0.896,136,off-target
500,1200,0.334,136,target
500,0,0.436,137,off-target
500,0,0.174,137,target
500,800,0.265,137,off-target
500,800,0.955,137,target
500,1000,0.907,137,off-target
500,1000,0.436,137,target
500,1200,0.562,137,off-target
500,1200,0.681,137,target
500,0,0.377,138,off-target
500,0,0.895,138,target
500,800,0.799,138,off-target
500,800,0.476,138,target
500,1000,0.644,138,off-target
500,1000,0.021,138,target
500,1200,0.207,138,off-target
500,1200,0.91,138,target
500,0,0.929,139,off-target
500,0,0.591,139,target
500,800,0.215,139,off-target
500,800,0.159,139,target
500,1000,0.695,139,off-target
500,1000,0.465,139,target
500,1200,0.858,139,off-target
500,1200,0.193,139,target
500,0,0.339,140,off-target
500,0,0.835,140,target
500,800,0.033,140,off-target
500,800,0.391,140,target
500,1000,0.521,140,off-target
500,1000,0.292,140,target
500,1200,0.789,140,off-target
500,1200,0.719,140,target
500,0,0.612,141,off-target
500,0,0.904,141,target
500,800,0.153,141,off-target
500,800,0.283,141,target
500,1000,0.155,141,off-target
500,1000,0.268,141,target
500,1200,0.792,141,off-target
500,1200,0.238,141,target
500,0,0.781,142,off-target
500,0,0.827,142,target
500,800,0.827,142,off-target
500,800,0.727,142,target
500,1000,0.053,142,off-target
500,1000,0.829,142,target
500,1200,0.151,142,off-target
500,1200,0.639,142,target
500,0,0.48,143,off-target
500,0,0.559,143,target
500,800,0.906,143,off-target
500,800,0.761,143,target
500,1000,0.637,143,off-target
500,1000,0.362,143,target
500,1200,0.943,143,off-target
500,1200,0.0,143,target
500,0,0.96,144,off-target
500,0,0.986,144,target
500,800,0.972,144,off-target
500,800,0.67,144,target
500,1000,0.956,144,off-target
500,1000,0.726,144,target
500,1200,0.981,144,off-target
500,1200,0.944,144,target
500,0,0.085,145,off-target
500,0,0.138,145,target
500,800,0.002,145,off-target
500,800,0.89,145,target
500,1000,0.847,145,off-target
500,1000,0.347,145,target
500,1200,0.014,145,off-target
500,1200,0.205,145,target
500,0,0.406,146,off-target
500,0,0.555,146,target
500,800,0.989,146,off-target
500,800,0.065,146,target
500,1000,0.656,146,off-target
500,1000,0.399,146,target
500,1200,0.647,146,off-target
500,1200,0.37,146,target
500,0,0.942,147,off-target
500,0,0.294,147,target
500,800,0.724,147,off-target
500,800,0.488,147,target
500,1000,0.264,147,off-target
500,1000,0.752,147,target
500,1200,0.076,147,off-target
500,1200,0.563,147,target
500,0,0.901,148,off-target
500,0,0.893,148,target
500,800,0.713,148,off-target
500,800,0.227,148,target
500,1000,0.041,148,off-target
500,1000,0.704,148,target
500,1200,0.724,148,off-target
500,1200,0.135,148,target
500,0,0.697,149,off-target
500,0,0.207,149,target
500,800,0.148,149,off-target
500,800,0.774,149,target
500,1000,0.933,149,off-target
500,1000,0.118,149,target
500,1200,0.979,149,off-target
500,1200,0.771,149,target
500,0,0.961,150,off-target
500,0,0.335,150,target
500,800,0.58,150,off-target
500,800,0.037,150,target
500,1000,0.141,150,off-target
500,1000,0.507,150,target
500,1200,0.263,150,off-target
500,1200,0.55,150,target
500,0,0.696,151,off-target
500,0,0.213,151,target
500,800,0.946,151,off-target
500,800,0.565,151,target
500,1000,0.481,151,off-target
500,1000,0.902,151,target
500,1200,0.814,151,off-target
500,1200,0.528,151,target
500,0,0.182,152,off-target
500,0,0.517,152,target
500,800,0.43,152,off-target
500,800,0.997,152,target
500,1000,0.471,152,off-target
500,1000,0.945,152,target
500,1200,0.368,152,off-target
500,1200,0.906,152,target
500,0,0.065,153,off-target
500,0,0.62,153,target
500,800,0.579,153,off-target
500,800,0.072,153,target
500,1000,0.153,153,off-target
500,1000,0.951,153,target
500,1200,0.678,153,off-target
500,1200,0.164,153,target
500,0,0.315,154,off-target
500,0,0.182,154,target
500,800,0.869,154,off-target
500,800,0.238,154,target
500,1000,0.254,154,off-target
500,1000,0.151,154,target
500,1200,0.483,154,off-target
500,1200,0.454,154,target
500,0,0.355,155,off-target
500,0,0.985,155,target
500,800,0.809,155,off-target
500,800,0.911,155,target
500,1000,0.994,155,off-target
500,1000,0.73,155,target
500,1200,0.736,155,off-target
500,1200,0.981,155,target
500,0,0.021,156,off-target
500,0,0.033,156,target
500,800,0.535,156,off-target
500,800,0.969,156,target
500,1000,0.082,156,off-target
500,1000,0.234,156,target
500,1200,0.136,156,off-target
500,1200,0.582,156,target
500,0,0.625,157,off-target
500,0,0.247,157,target
500,800,0.861,157,off-target
500,800,0.334,157,target
500,1000,0.941,157,off-target
500,1000,0.06,157,target
500,1200,0.571,157,off-target
500,1200,0.472,157,target
500,0,0.536,158,off-target
500,0,0.28,158,target
500,800,0.393,158,off-target
500,800,0.653,158,target
500,1000,0.171,158,off-target
500,1000,0.402,158,target
500,1200,0.125,158,off-target
500,1200,0.244,158,target
500,0,0.276,159,off-target
500,0,0.299,159,target
500,800,0.013,159,off-target
500,800,0.348,159,target
500,1000,0.317,159,off-target
500,1000,0.626,159,target
500,1200,0.323,159,off-target
500,1200,0.093,159,target
500,0,0.68,160,off-target
500,0,0.39,160,target
500,800,0.654,160,off-target
500,800,0.736,160,target
500,1000,0.478,160,off-target
500,1000,0.085,160,target
500,1200,0.711,160,off-target
500,1200,0.161,160,target
500,0,0.621,161,off-target
500,0,0.552,161,target
500,800,0.601,161,off-target
500,800,0.009,161,target
500,1000,0.754,161,off-target
500,1000,0.461,161,target
500,1200,0.009,161,off-target
500,1200,0.005,161,target
500,0,0.644,162,off-target
500,0,0.913,162,target
500,800,0.272,162,off-target
500,800,0.844,162,target
500,1000,0.24,162,off-target
500,1000,0.088,162,target
500,1200,0.282,162,off-target
500,1200,0.099,162,target
500,0,0.298,163,off-target
500,0,0.278,163,target
500,800,0.147,163,off-target
500,800,0.541,163,target
500,1000,0.58,163,off-target
500,1000,0.436,163,target
500,1200,0.907,163,off-target
500,1200,0.381,163,target
500,0,0.594,164,off-target
500,0,0.402,164,target
500,800,0.109,164,off-target
500,800,0.837,164,target
500,1000,0.773,164,off-target
500,1000,0.16,164,target
500,1200,0.257,164,off-target
500,1200,0.636,164,target
500,0,0.24,165,off-target
500,0,0.978,165,target
500,800,0.879,165,off-target
500,800,0.852,165,target
500,1000,0.927,165,off-target
500,1000,0.576,165,target
500,1200,0.687,165,off-target
500,1200,0.75,165,target
500,0,0.674,166,off-target
500,0,0.234,166,target
500,800,0.498,166,off-target
500,800,0.924,166,target
500,1000,0.132,166,off-target
500,1000,0.31,166,target
500,1200,0.158,166,off-target
500,1200,0.34,166,target
500,0,0.62,167,off-target
500,0,0.45,167,target
500,800,0.956,167,off-target
500,800,0.348,167,target
500,1000,0.249,167,off-target
500,1000,0.869,167,target
500,1200,0.648,167,off-target
500,1200,0.528,167,target
500,0,0.809,168,off-target
500,0,0.097,168,target
500,800,0.834,168,off-target
500,800,0.413,168,target
500,1000,0.979,168,off-target
500,1000,0.625,168,target
500,1200,0.872,168,off-target
500,1200,0.531,168,target
500,0,0.103,169,off-target
500,0,0.175,169,target
500,800,0.533,169,off-target
500,800,0.548,169,target
500,1000,0.656,169,off-target
500,1000,0.628,169,target
500,1200,0.339,169,off-target
500,1200,0.383,169,target
500,0,0.837,170,off-target
500,0,0.065,170,target
500,800,0.757,170,off-target
500,800,0.587,170,target
500,1000,0.804,170,off-target
500,1000,0.46,170,target
500,1200,0.362,170,off-target
500,1200,0.062,170,target
500,0,0.296,171,off-target
500,0,0.394,171,target
500,800,0.985,171,off-target
500,800,0.018,171,target
500,1000,0.603,171,off-target
500,1000,0.343,171,target
500,1200,0.451,171,off-target
500,1200,0.635,171,target
500,0,0.35,172,off-target
500,0,0.716,172,target
500,800,0.626,172,off-target
500,800,0.327,172,target
500,1000,0.616,172,off-target
500,1000,0.262,172,target
500,1200,0.764,172,off-target
500,1200,0.629,172,target
500,0,0.95,173,off-target
500,0,0.777,173,target
500,800,0.71,173,off-target
500,800,0.313,173,target
500,1000,0.155,173,off-target
500,1000,0.089,173,target
500,1200,0.854,173,off-target
500,1200,0.29,173,target
500,0,0.159,174,off-target
500,0,0.857,174,target
500,800,0.464,174,off-target
500,800,0.666,174,target
500,1000,0.969,174,off-target
500,1000,0.086,174,target
500,1200,0.8,174,off-target
500,1200,0.396,174,target
500,0,0.338,175,off-target
500,0,0.004,175,target
500,800,0.644,175,off-target
500,800,0.106,175,target
500,1000,0.014,175,off-target
500,1000,0.011,175,target
500,1200,0.071,175,off-target
500,1200,0.373,175,target
500,0,0.521,176,off-target
500,0,0.897,176,target
500,800,0.874,176,off-target
500,800,0.673,176,target
500,1000,0.518,176,off-target
500,1000,0.681,176,target
500,1200,0.17,176,off-target
500,1200,0.983,176,target
500,0,0.17,177,off-target
500,0,0.524,177,target
500,800,0.831,177,off-target
500,800,0.633,177,target
500,1000,0.791,177,off-target
500,1000,0.02,177,target
500,1200,0.146,177,off-target
500,1200,0.63,177,target
500,0,0.118,178,off-target
500,0,0.303,178,target
500,800,0.212,178,off-target
500,800,0.333,178,target
500,1000,0.409,178,off-target
500,1000,0.714,178,target
500,1200,0.779,178,off-target
500,1200,0.598,178,target
500,0,0.575,179,off-target
500,0,0.704,179,target
500,800,0.818,179,off-target
500,800,0.554,179,target
500,1000,0.897,179,off-target
500,1000,0.473,179,target
500,1200,0.129,179,off-target
500,1200,0.313,179,target
500,0,0.853,180,off-target
500,0,0.675,180,target
500,800,0.044,180,off-target
500,800,0.364,180,target
500,1000,0.221,180,off-target
500,1000,0.572,180,target
500,1200,0.785,180,off-target
500,1200,0.751,180,target
500,0,0.112,181,off-target
500,0,0.115,181,target
500,800,0.754,181,off-target
500,800,0.932,181,target
500,1000,0.023,181,off-target
500,1000,0.632,181,target
500,1200,0.364,181,off-target
500,1200,0.057,181,target
500,0,0.425,182,off-target
500,0,0.296,182,target
500,800,0.476,182,off-target
500,800,0.506,182,target
500,1000,0.103,182,off-target
500,1000,0.853,182,target
500,1200,0.809,182,off-target
500,1200,0.664,182,target
500,0,0.474,183,off-target
500,0,0.915,183,target
500,800,0.195,183,off-target
500,800,0.471,183,target
500,1000,0.649,183,off-target
500,1000,0.564,183,target
500,1200,0.187,183,off-target
500,1200,0.271,183,target
500,0,0.95,184,off-target
500,0,0.839,184,target
500,800,0.662,184,off-target
500,800,0.636,184,target
500,1000,0.612,184,off-target
500,1000,0.639,184,target
500,1200,0.574,184,off-target
500,1200,0.599,184,target
500,0,0.046,185,off-target
500,0,0.653,185,target
500,800,0.441,185,off-target
500,800,0.547,185,target
500,1000,0.606,185,off-target
500,1000,0.046,185,target
500,1200,0.71,185,off-target
500,1200,0.209,185,target
500,0,0.185,186,off-target
500,0,0.505,186,target
500,800,0.675,186,off-target
500,800,0.427,186,target
500,1000,0.973,186,off-target
500,1000,0.279,186,target
500,1200,0.127,186,off-target
500,1200,0.298,186,target
500,0,0.043,187,off-target
500,0,0.307,187,target
500,800,0.607,187,off-target
500,800,0.709,187,target
500,1000,0.193,187,off-target
500,1000,0.682,187,target
500,1200,0.863,187,off-target
500,1200,0.175,187,target
500,0,0.247,188,off-target
500,0,0.006,188,target
500,800,0.965,188,off-target
500,800,0.193,188,target
500,1000,0.876,188,off-target
500,1000,0.717,188,target
500,1200,0.339,188,off-target
500,1200,0.976,188,target
500,0,0.81,189,off-target
500,0,0.87,189,target
500,800,0.374,189,off-target
500,800,0.621,189,target
500,1000,0.269,189,off-target
500,1000,0.636,189,target
500,1200,0.575,189,off-target
500,1200,0.38,189,target
500,0,0.362,190,off-target
500,0,0.356,190,target
500,800,0.157,190,off-target
500,800,0.477,190,target
500,1000,0.091,190,off-target
500,1000,0.457,190,target
500,1200,0.578,190,off-target
500,1200,0.162,190,target
500,0,0.489,191,off-target
500,0,0.588,191,target
500,800,0.945,191,off-target
500,800,0.837,191,target
500,1000,0.045,191,off-target
500,1000,0.853,191,target
500,1200,0.015,191,off-target
500,1200,0.899,191,target
500,0,0.929,192,off-target
500,0,0.858,192,target
500,800,0.98,192,off-target
500,800,0.287,192,target
500,1000,0.877,192,off-target
500,1000,0.367,192,target
500,1200,0.043,192,off-target
500,1200,0.514,192,target
500,0,0.604,193,off-target
500,0,0.064,193,target
500,800,0.202,193,off-target
500,800,0.746,193,target
500,1000,0.148,193,off-target
500,1000,0.889,193,target
500,1200,0.129,193,off-target
500,1200,0.753,193,target
500,0,0.778,194,off-target
500,0,0.684,194,target
500,800,0.993,194,off-target
500,800,0.804,194,target
500,1000,0.045,194,off-target
500,1000,0.643,194,target
500,1200,0.192,194,off-target
500,1200,0.748,194,target
500,0,0.992,195,off-target
500,0,0.61,195,target
500,800,0.644,195,off-target
500,800,0.018,195,target
500,1000,0.331,195,off-target
500,1000,0.892,195,target
500,1200,0.375,195,off-target
500,1200,0.397,195,target
500,0,0.365,196,off-target
500,0,0.973,196,target
500,800,0.894,196,off-target
500,800,0.045,196,target
500,1000,0.611,196,off-target
500,1000,0.587,196,target
500,1200,0.894,196,off-target
500,1200,0.614,196,target
500,0,0.391,197,off-target
500,0,0.162,197,target
500,800,0.954,197,off-target
500,800,0.284,197,target
500,1000,0.515,197,off-target
500,1000,0.035,197,target
500,1200,0.833,197,off-target
500,1200,0.838,197,target
500,0,0.09,198,off-target
500,0,0.839,198,target
500,800,0.893,198,off-target
500,800,0.316,198,target
500,1000,0.5,198,off-target
500,1000,0.32,198,target
500,1200,0.867,198,off-target
500,1200,0.186,198,target
500,0,0.651,199,off-target
500,0,0.731,199,target
500,800,0.578,199,off-target
500,800,0.12,199,target
500,1000,0.784,199,off-target
500,1000,0.263,199,target
500,1200,0.174,199,off-target
500,1200,0.045,199,target
500,0,0.162,200,off-target
500,0,0.033,200,target
500,800,0.893,200,off-target
500,800,0.153,200,target
500,1000,0.943,200,off-target
500,1000,0.139,200,target
500,1200,0.712,200,off-target
500,1200,0.475,200,target
500,0,0.47,201,off-target
500,0,0.418,201,target
500,800,0.483,201,off-target
500,800,0.106,201,target
500,1000,0.146,201,off-target
500,1000,0.924,201,target
500,1200,0.403,201,off-target
500,1200,0.879,201,target
500,0,0.63,202,off-target
500,0,0.936,202,target
500,800,0.755,202,off-target
500,800,0.406,202,target
500,1000,0.471,202,off-target
500,1000,0.678,202,target
500,1200,0.279,202,off-target
500,1200,0.351,202,target
500,0,0.38,203,off-target
500,0,0.077,203,target
500,800,0.568,203,off-target
500,800,0.257,203,target
500,1000,0.116,203,off-target
500,1000,0.776,203,target
500,1200,0.527,203,off-target
500,1200,0.39,203,target
500,0,0.853,204,off-target
500,0,0.162,204,target
500,800,0.215,204,off-target
500,800,0.739,204,target
500,1000,0.073,204,off-target
500,1000,0.719,204,target
500,1200,0.578,204,off-target
500,1200,0.308,204,target
500,0,0.637,205,off-target
500,0,0.439,205,target
500,800,0.535,205,off-target
500,800,0.669,205,target
500,1000,0.818,205,off-target
500,1000,0.176,205,target
500,1200,0.882,205,off-target
500,1200,0.77,205,target
500,0,0.733,206,off-target
500,0,0.223,206,target
500,800,0.659,206,off-target
500,800,0.704,206,target
500,1000,0.546,206,off-target
500,1000,0.765,206,target
500,1200,0.943,206,off-target
500,1200,0.043,206,target
500,0,0.897,207,off-target
500,0,0.25,207,target
500,800,0.989,207,off-target
500,800,0.909,207,target
500,1000,0.788,207,off-target
500,1000,0.866,207,target
500,1200,0.508,207,off-target
500,1200,0.654,207,target
500,0,0.021,208,off-target
500,0,0.532,208,target
500,800,0.85,208,off-target
500,800,0.062,208,target
500,1000,0.726,208,off-target
500,1000,0.064,208,target
500,1200,0.363,208,off-target
500,1200,0.039,208,target
500,0,0.752,209,off-target
500,0,0.817,209,target
500,800,0.54,209,off-target
500,800,0.902,209,target
500,1000,0.077,209,off-target
500,1000,0.345,209,target
500,1200,0.907,209,off-target
500,1200,0.7,209,target
500,0,0.474,210,off-target
500,0,0.778,210,target
500,800,0.381,210,off-target
500,800,0.215,210,target
500,1000,0.788,210,off-target
500,1000,0.017,210,target
500,1200,0.696,210,off-target
500,1200,0.855,210,target
500,0,0.004,211,off-target
500,0,0.303,211,target
500,800,0.131,211,off-target
500,800,0.272,211,target
500,1000,0.121,211,off-target
500,1000,0.439,211,target
500,1200,0.685,211,off-target
500,1200,0.271,211,target
500,0,0.369,212,off-target
500,0,0.901,212,target
500,800,0.781,212,off-target
500,800,0.004,212,target
500,1000,0.365,212,off-target
500,1000,0.04,212,target
500,1200,0.28,212,off-target
500,1200,0.039,212,target
500,0,0.431,213,off-target
500,0,0.309,213,target
500,800,0.35,213,off-target
500,800,0.564,213,target
500,1000,0.589,213,off-target
500,1000,0.976,213,target
500,1200,0.107,213,off-target
500,1200,0.73,213,target
500,0,0.397,214,off-target
500,0,0.678,214,target
500,800,0.831,214,off-target
500,800,0.865,214,target
500,1000,0.347,214,off-target
500,1000,0.297,214,target
500,1200,0.271,214,off-target
500,1200,0.123,214,target
500,0,0.696,215,off-target
500,0,0.249,215,target
500,800,0.008,215,off-target
500,800,0.234,215,target
500,1000,0.672,215,off-target
500,1000,0.544,215,target
500,1200,0.318,215,off-target
500,1200,0.945,215,target
500,0,0.673,216,off-target
500,0,0.85,216,target
500,800,0.63,216,off-target
500,800,0.142,216,target
500,1000,0.712,216,off-target
500,1000,0.137,216,target
500,1200,0.297,216,off-target
500,1200,0.585,216,target
500,0,0.358,217,off-target
500,0,0.464,217,target
500,800,0.705,217,off-target
500,800,0.313,217,target
500,1000,0.311,217,off-target
500,1000,0.885,217,target
500,1200,0.291,217,off-target
500,1200,0.409,217,target
500,0,0.787,218,off-target
500,0,0.393,218,target
500,800,0.06,218,off-target
500,800,0.946,218,target
500,1000,0.419,218,off-target
500,1000,0.63,218,target
500,1200,0.081,218,off-target
500,1200,0.094,218,target
500,0,0.461,219,off-target
500,0,0.278,219,target
500,800,0.892,219,off-target
500,800,0.702,219,target
500,1000,0.987,219,off-target
500,1000,0.063,219,target
500,1200,0.801,219,off-target
500,1200,0.112,219,target
500,0,0.594,220,off-target
500,0,0.563,220,target
500,800,0.851,220,off-target
500,800,0.642,220,target
500,1000,0.526,220,off-target
500,1000,0.127,220,target
500,1200,0.04,220,off-target
500,1200,0.007,220,target
500,0,0.289,221,off-target
500,0,0.304,221,target
500,800,0.03,221,off-target
500,800,0.431,221,target
500,1000,0.84,221,off-target
500,1000,0.383,221,target
500,1200,0.414,221,off-target
500,1200,0.619,221,target
500,0,0.914,222,off-target
500,0,0.735,222,target
500,800,0.963,222,off-target
500,800,0.917,222,target
500,1000,0.407,222,off-target
500,1000,0.0,222,target
500,1200,0.736,222,off-target
500,1200,0.716,222,target
500,0,0.955,223,off-target
500,0,0.976,223,target
500,800,0.921,223,off-target
500,800,0.887,223,target
500,1000,0.761,223,off-target
500,1000,0.523,223,target
500,1200,0.872,223,off-target
500,1200,0.638,223,target
500,0,0.393,224,off-target
500,0,0.971,224,target
500,800,0.717,224,off-target
500,800,0.547,224,target
500,1000,0.329,224,off-target
500,1000,0.963,224,target
500,1200,0.471,224,off-target
500,1200,0.173,224,target
500,0,0.557,225,off-target
500,0,0.168,225,target
500,800,0.202,225,off-target
500,800,0.345,225,target
500,1000,0.456,225,off-target
500,1000,0.656,225,target
500,1200,0.643,225,off-target
500,1200,0.374,225,target
500,0,0.886,226,off-target
500,0,0.301,226,target
500,800,0.964,226,off-target
500,800,0.004,226,target
500,1000,0.566,226,off-target
500,1000,0.166,226,target
500,1200,0.968,226,off-target
500,1200,0.185,226,target
500,0,0.653,227,off-target
500,0,0.012,227,target
500,800,0.198,227,off-target
500,800,0.604,227,target
500,1000,0.703,227,off-target
500,1000,0.351,227,target
500,1200,0.046,227,off-target
500,1200,0.073,227,target
500,0,0.745,228,off-target
500,0,0.486,228,target
500,800,0.027,228,off-target
500,800,0.385,228,target
500,1000,0.849,228,off-target
500,1000,0.304,228,target
500,1200,0.119,228,off-target
500,1200,0.26,228,target
500,0,0.772,229,off-target
500,0,0.799,229,target
500,800,0.676,229,off-target
500,800,0.627,229,target
500,1000,0.106,229,off-target
500,1000,0.747,229,target
500,1200,0.489,229,off-target
500,1200,0.738,229,target
500,0,0.684,230,off-target
500,0,0.158,230,target
500,800,0.928,230,off-target
500,800,0.598,230,target
500,1000,0.661,230,off-target
500,1000,0.614,230,target
500,1200,0.885,230,off-target
500,1200,0.452,230,target
500,0,0.038,231,off-target
500,0,0.248,231,target
500,800,0.074,231,off-target
500,800,0.033,231,target
500,1000,0.442,231,off-target
500,1000,0.828,231,target
500,1200,0.15,231,off-target
500,1200,0.045,231,target
500,0,0.54,232,off-target
500,0,0.426,232,target
500,800,0.437,232,off-target
500,800,0.862,232,target
500,1000,0.075,232,off-target
500,1000,0.603,232,target
500,1200,0.807,232,off-target
500,1200,0.204,232,target
500,0,0.296,233,off-target
500,0,0.044,233,target
500,800,0.464,233,off-target
500,800,0.379,233,target
500,1000,0.767,233,off-target
500,1000,0.253,233,target
500,1200,0.952,233,off-target
500,1200,0.165,233,target
500,0,0.79,234,off-target
500,0,0.343,234,target
500,800,0.818,234,off-target
500,800,0.718,234,target
500,1000,0.748,234,off-target
500,1000,0.309,234,target
500,1200,0.164,234,off-target
500,1200,0.653,234,target
500,0,0.693,235,off-target
500,0,0.966,235,target
500,800,0.115,235,off-target
500,800,0.65,235,target
500,1000,0.106,235,off-target
500,1000,0.08,235,target
500,1200,0.978,235,off-target
500,1200,0.844,235,target
500,0,0.675,236,off-target
500,0,0.248,236,target
500,800,0.196,236,off-target
500,800,0.179,236,target
500,1000,0.214,236,off-target
500,1000,0.292,236,target
500,1200,0.261,236,off-target
500,1200,0.173,236,target
500,0,0.61,237,off-target
500,0,0.965,237,target
500,800,0.865,237,off-target
500,800,0.708,237,target
500,1000,0.664,237,off-target
500,1000,0.666,237,target
500,1200,0.119,237,off-target
500,1200,0.076,237,target
500,0,0.318,238,off-target
500,0,0.853,238,target
500,800,0.913,238,off-target
500,800,0.254,238,target
500,1000,0.455,238,off-target
500,1000,0.619,238,target
500,1200,0.014,238,off-target
500,1200,0.53,238,target
500,0,0.024,239,off-target
500,0,0.614,239,target
500,800,0.164,239,off-target
500,800,0.427,239,target
500,1000,0.977,239,off-target
500,1000,0.341,239,target
500,1200,0.048,239,off-target
500,1200,0.239,239,target
500,0,0.54,240,off-target
500,0,0.98,240,target
500,800,0.337,240,off-target
500,800,0.953,240,target
500,1000,0.577,240,off-target
500,1000,0.808,240,target
500,1200,0.873,240,off-target
500,1200,0.853,240,target
500,0,0.293,241,off-target
500,0,0.864,241,target
500,800,0.875,241,off-target
500,800,0.328,241,target
500,1000,0.495,241,off-target
500,1000,0.799,241,target
500,1200,0.883,241,off-target
500,1200,0.561,241,target
500,0,0.395,242,off-target
500,0,0.697,242,target
500,800,0.967,242,off-target
500,800,0.889,242,target
500,1000,0.251,242,off-target
500,1000,0.59,242,target
500,1200,0.763,242,off-target
500,1200,0.672,242,target
500,0,0.563,243,off-target
500,0,0.507,243,target
500,800,0.584,243,off-target
500,800,0.921,243,target
500,1000,0.943,243,off-target
500,1000,0.037,243,target
500,1200,0.799,243,off-target
500,1200,0.071,243,target
500,0,0.056,244,off-target
500,0,0.357,244,target
500,800,0.069,244,off-target
500,800,0.829,244,target
500,1000,0.802,244,off-target
500,1000,0.631,244,target
500,1200,0.206,244,off-target
500,1200,0.919,244,target
500,0,0.9,245,off-target
500,0,0.765,245,target
500,800,0.35,245,off-target
500,800,0.226,245,target
500,1000,0.216,245,off-target
500,1000,0.208,245,target
500,1200,0.71,245,off-target
500,1200,0.857,245,target
500,0,0.835,246,off-target
500,0,0.985,246,target
500,800,0.952,246,off-target
500,800,0.968,246,target
500,1000,0.704,246,off-target
500,1000,0.404,246,target
500,1200,0.339,246,off-target
500,1200,0.791,246,target
500,0,0.222,247,off-target
500,0,0.133,247,target
500,800,0.91,247,off-target
500,800,0.037,247,target
500,1000,0.708,247,off-target
500,1000,0.743,247,target
500,1200,0.383,247,off-target
500,1200,0.224,247,target
500,0,0.181,248,off-target
500,0,0.975,248,target
500,800,0.745,248,off-target
500,800,0.603,248,target
500,1000,0.361,248,off-target
500,1000,0.41,248,target
500,1200,0.024,248,off-target
500,1200,0.193,248,target
500,0,0.113,249,off-target
500,0,0.827,249,target
500,800,0.142,249,off-target
500,800,0.578,249,target
500,1000,0.063,249,off-target
500,1000,0.52,249,target
500,1200,0.621,249,off-target
500,1200,0.043,249,target
500,0,0.656,250,off-target
500,0,0.572,250,target
500,800,0.763,250,off-target
500,800,0.56,250,target
500,1000,0.994,250,off-target
500,1000,0.479,250,target
500,1200,0.26,250,off-target
500,1200,0.503,250,target
500,0,0.84,251,off-target
500,0,0.372,251,target
500,800,0.531,251,off-target
500,800,0.732,251,target
500,1000,0.288,251,off-target
500,1000,0.532,251,target
500,1200,0.535,251,off-target
500,1200,0.661,251,target
500,0,0.869,252,off-target
500,0,0.645,252,target
500,800,0.903,252,off-target
500,800,0.174,252,target
500,1000,0.705,252,off-target
500,1000,0.525,252,target
500,1200,0.669,252,off-target
500,1200,0.555,252,target
500,0,0.2,253,off-target
500,0,0.417,253,target
500,800,0.185,253,off-target
500,800,0.93,253,target
500,1000,0.242,253,off-target
500,1000,0.146,253,target
500,1200,0.335,253,off-target
500,1200,0.498,253,target
500,0,0.258,254,off-target
500,0,0.227,254,target
500,800,0.447,254,off-target
500,800,0.193,254,target
500,1000,0.845,254,off-target
500,1000,0.293,254,target
500,1200,0.079,254,off-target
500,1200,0.18,254,target
500,0,0.473,255,off-target
500,0,0.461,255,target
500,800,0.185,255,off-target
500,800,0.889,255,target
500,1000,0.291,255,off-target
500,1000,0.474,255,target
500,1200,0.943,255,off-target
500,1200,0.812,255,target
500,0,0.188,256,off-target
500,0,0.764,256,target
500,800,0.935,256,off-target
500,800,0.123,256,target
500,1000,0.299,256,off-target
500,1000,0.142,256,target
500,1200,0.433,256,off-target
500,1200,0.678,256,target
500,0,0.729,257,off-target
500,0,0.854,257,target
500,800,0.863,257,off-target
500,800,0.762,257,target
500,1000,0.684,257,off-target
500,1000,0.117,257,target
500,1200,0.231,257,off-target
500,1200,0.805,257,target
500,0,0.39,258,off-target
500,0,0.192,258,target
500,800,0.774,258,off-target
